report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,7286000000.0,5106000000.0,2822000000.0,3454000000.0,3824000000.0,21000000.0,2119000000.0,,1308000000.0,700000000.0,455000000.0,15000000.0,240000000.0,3.46,131000000.0,95000000.0,3000000.0,35000000.0,92000000.0,21000000.0,,21.3617,6.3087,3.46,735000000.0,0.11898535564853556,0.062448531430139995,0.34785932721712537,0.5351681957186545,0.09607466373867692,0.18205461638491546,0.07033639143730887,0.5619266055045872,0.0054916317991631795,1.809355067328136,,,,,,,,,,,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2010-06-30,7432000000.0,5543000000.0,2818000000.0,3307000000.0,4117000000.0,19000000.0,2323000000.0,,2673000000.0,1417000000.0,913000000.0,32000000.0,495000000.0,6.95,131000000.0,438000000.0,25000000.0,70000000.0,413000000.0,19000000.0,,15.7254,4.8914,6.95,1487000000.0,0.22176341996599466,0.12284714747039828,0.34156378600823045,0.530115974560419,0.19066200215285253,0.34260154738878146,0.15450804339693228,0.5563037785260008,0.004615010930289046,1.9669978708303761,,,,,,,,,,,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2010-09-30,8166000000.0,6233000000.0,2832000000.0,3315000000.0,4842000000.0,1000000.0,2479000000.0,,4101000000.0,2183000000.0,1431000000.0,43000000.0,743000000.0,10.89,131000000.0,1027000000.0,37000000.0,106000000.0,990000000.0,1000000.0,,16.9926,5.4288,10.89,2289000000.0,0.2955390334572491,0.17523879500367376,0.34893928310168254,0.5323091928797854,0.26732794513837865,0.45075366508362585,0.24140453547915142,0.5581565471836137,0.00020652622883106156,2.200918079096045,,,,,,,,,,,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2010-12-31,8837000000.0,6454000000.0,3143000000.0,3621000000.0,5205000000.0,,3067000000.0,,-2543000000.0,-1548000000.0,-953000000.0,-38000000.0,-568000000.0,-7.25,-262000000.0,137000000.0,-4000000.0,-63000000.0,133000000.0,0.0,2.0535,15.8894,5.2955,-7.25,-1611000000.0,-0.18309317963496638,-0.10784202783750141,0.37475422729060165,0.6087298466378294,-0.17517256987665497,-0.2974063400576369,-0.05230043255996854,0.6335037357451828,0.0,2.0534521158129175,5539000000.0,1846000000.0,2752000000.0,1628000000.0,2900000000.0,52000000.0,14.05,14.05,0.0,52.92307692307692,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2011-03-31,8502000000.0,6073000000.0,2791000000.0,3300000000.0,5191000000.0,,2954000000.0,,1501000000.0,836000000.0,562000000.0,10000000.0,274000000.0,4.29,131000000.0,355000000.0,10000000.0,42000000.0,345000000.0,0.0,,16.8324,5.7351,4.29,878000000.0,0.10826430360238876,0.0661020936250294,0.374417055296469,0.5569620253164557,0.0983298047518231,0.1610479676362936,0.22984676882078614,0.5849433710859427,0.0,2.175922608384092,5732000000.0,1953000000.0,2888000000.0,1881000000.0,3043000000.0,47000000.0,14.879999999999999,14.879999999999999,0.0,61.4468085106383,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2011-06-30,9025000000.0,6011000000.0,2964000000.0,3544000000.0,5470000000.0,,2764000000.0,,3168000000.0,1721000000.0,1170000000.0,12000000.0,558000000.0,9.05,129000000.0,893000000.0,35000000.0,91000000.0,858000000.0,0.0,,18.2323,6.3544,9.05,1812000000.0,0.21389396709323583,0.1296398891966759,0.3693181818181818,0.5432449494949495,0.19069252077562326,0.3146252285191956,0.2708333333333333,0.571969696969697,0.0,2.028002699055331,6227000000.0,2210000000.0,3192000000.0,2326000000.0,3368000000.0,27000000.0,16.98,16.98,0.0,118.22222222222223,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2011-09-30,9674000000.0,6753000000.0,3105000000.0,3692000000.0,5972000000.0,,3753000000.0,,4986000000.0,2723000000.0,1887000000.0,18000000.0,872000000.0,14.66,129000000.0,1900000000.0,51000000.0,142000000.0,1849000000.0,0.0,,17.506,6.2731,14.66,2865000000.0,0.31597454789015406,0.19505892081868928,0.37845968712394706,0.5461291616526274,0.28147612156295226,0.4559611520428667,0.37083834737264343,0.5746089049338147,0.0,2.17487922705314,7112000000.0,2666000000.0,3732000000.0,3185000000.0,3944000000.0,2000000.0,20.75,20.75,0.0,1866.0,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2011-12-31,10693000000.0,7741000000.0,4217000000.0,4816000000.0,5868000000.0,,3734000000.0,,-2941000000.0,-2567000000.0,-1713000000.0,-15000000.0,-862000000.0,-13.15,-261000000.0,-464000000.0,-19000000.0,-81000000.0,-483000000.0,0.0,1.8357,24.5325,6.9644,-13.15,-2648000000.0,-0.29192229038854806,-0.1601982605442813,0.5824549472968378,0.8728323699421965,-0.24006359300476948,-0.4374573960463531,0.16422985379122748,0.9003740224413465,0.0,1.835665164809106,6714000000.0,1906000000.0,2713000000.0,2569000000.0,2907000000.0,25000000.0,14.85,14.85,0.0,108.52,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2012-03-31,11131000000.0,8113000000.0,4092000000.0,4752000000.0,6371000000.0,,3684000000.0,,1758000000.0,1000000000.0,682000000.0,6000000.0,318000000.0,5.36,127000000.0,427000000.0,12000000.0,54000000.0,415000000.0,0.0,,26.9789,7.8409,5.36,1054000000.0,0.10704755925286455,0.06127032611625191,0.38794084186575656,0.5688282138794084,0.0898391878537418,0.15696123057604772,0.2360637087599545,0.5995449374288965,0.0,1.9826490713587488,6971000000.0,2026000000.0,2877000000.0,2639000000.0,3083000000.0,21000000.0,15.919999999999998,15.919999999999998,0.0,137.0,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
2012-06-30,11240000000.0,8283000000.0,4307000000.0,4964000000.0,6265000000.0,,3153000000.0,,3578000000.0,1974000000.0,1382000000.0,9000000.0,591000000.0,10.91,127000000.0,1068000000.0,40000000.0,110000000.0,1028000000.0,0.0,,26.2487,7.8039,10.91,2084000000.0,0.2205905826017558,0.12295373665480427,0.38624930128563445,0.5517048630519843,0.17562277580071176,0.31508379888268156,0.2873113471212968,0.5824482951369481,0.0,1.9231483631297888,7381000000.0,2238000000.0,3130000000.0,2809000000.0,3355000000.0,18000000.0,17.779999999999998,17.779999999999998,0.0,173.88888888888889,0.8412853,601.77,465.59,3.11931,436234.44,29.1445,66.2593,13.3035
