report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2019-09-30,29516000000.0,8490000000.0,8974000000.0,20646000000.0,8550000000.0,7698000000.0,1471000000.0,2880000000.0,9741000000.0,,-1956000000.0,195000000.0,154000000.0,-7.44,1585000000.0,192000000.0,946000000.0,1393000000.0,9169000000.0,,,0.3826,-7.44,,-0.2287719298245614,-0.06626914216018431,-0.20080073914382507,,,,0.14300379837798993,,1.0723976608187133,0.9460664140851348,19807000000.0,-1316000000.0,1294000000.0,367000000.0,-3.3600000000000003,-3.3600000000000003,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2019-12-31,29599000000.0,8183000000.0,8784000000.0,20498000000.0,8749000000.0,7315000000.0,1581000000.0,2560000000.0,14762000000.0,,-1874000000.0,288000000.0,191000000.0,-7.2,2062000000.0,240000000.0,1429000000.0,1822000000.0,8896000000.0,,,0.4801,-7.2,,-0.21419590810378328,-0.06331294976181628,-0.12694756808020594,,,,0.12342501016122477,,1.0168019202194536,0.93158014571949,19096000000.0,-4173000000.0,2300000000.0,406000000.0,-13.56,-13.56,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2020-03-31,26006000000.0,8987000000.0,7895000000.0,20877000000.0,4785000000.0,8672000000.0,,3679000000.0,-9816000000.0,,-1702000000.0,-191000000.0,-253000000.0,-6.73,-1231000000.0,-187000000.0,-889000000.0,-1418000000.0,8672000000.0,1.1383,,0.1691,-6.73,,-0.35569487983281084,-0.06544643543797585,0.17339038304808477,,,,0.14445802770986146,,1.812330198537095,1.138315389487017,19577000000.0,-5369000000.0,1626000000.0,383000000.0,-20.76,-20.76,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2020-06-30,27894000000.0,10708000000.0,8325000000.0,22952000000.0,4593000000.0,10334000000.0,1682000000.0,5509000000.0,4502000000.0,-225000000.0,-205000000.0,106000000.0,-26000000.0,-0.81,119000000.0,95000000.0,496000000.0,24000000.0,12016000000.0,,,0.2185,-0.81,271000000.0,-0.04463313738297409,-0.007349250734925074,-0.045535317636605954,-0.04997778764993336,-0.008066250806625081,-0.013546872177734964,0.0053309640159928924,0.06019546868058641,2.6161550185064226,1.2862462462462463,19189000000.0,-5737000000.0,1821000000.0,398000000.0,-22.18,-22.18,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2020-09-30,25670000000.0,8337000000.0,8656000000.0,20919000000.0,4401000000.0,8046000000.0,1622000000.0,3079000000.0,9056000000.0,,-449000000.0,202000000.0,-86000000.0,-1.0,591000000.0,156000000.0,1025000000.0,435000000.0,9668000000.0,,,0.2402,-1.0,,-0.10202226766643945,-0.01749123490455785,-0.049580388692579504,,,,0.04803445229681979,,2.1967734605771416,0.9631469500924215,18504000000.0,-4230000000.0,863000000.0,405000000.0,-15.74,-15.74,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2020-12-31,23634000000.0,9105000000.0,8270000000.0,17639000000.0,5655000000.0,5444000000.0,795000000.0,3919000000.0,13344000000.0,,649000000.0,284000000.0,789000000.0,2.54,404000000.0,215000000.0,1506000000.0,189000000.0,6239000000.0,,,0.3608,2.54,,0.1147656940760389,0.02746043835152746,0.048636091127098324,,,,0.014163669064748202,,1.1032714412024758,1.1009673518742442,17086000000.0,-1707000000.0,-770000000.0,401000000.0,-6.0,-6.0,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2021-03-31,22038000000.0,8208000000.0,8150000000.0,16730000000.0,4973000000.0,4345000000.0,1167000000.0,2968000000.0,-9173000000.0,,-144000000.0,-231000000.0,123000000.0,-1.3199999999999998,-990000000.0,-205000000.0,-1039000000.0,-1195000000.0,5512000000.0,1.0071,,0.4489,-1.3199999999999998,,-0.028956364367584957,-0.006534168254832562,0.01569824484901341,,,,0.13027362912896545,,1.1083852805147798,1.007116564417178,17729000000.0,-149000000.0,-547000000.0,361000000.0,-0.5899999999999999,-0.5899999999999999,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2021-06-30,20867000000.0,7541000000.0,7406000000.0,15481000000.0,5077000000.0,4116000000.0,817000000.0,2460000000.0,4141000000.0,,278000000.0,62000000.0,142000000.0,1.07,-29000000.0,98000000.0,427000000.0,-127000000.0,4933000000.0,,29.8043,0.5732,1.07,,0.054756746109907425,0.013322470887046533,0.06713354262255494,,,,-0.030668920550591644,,0.9716367933819184,1.0182284634080476,17368000000.0,334000000.0,-698000000.0,317000000.0,1.2900000000000003,1.2900000000000003,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2021-09-30,20115000000.0,7384000000.0,6819000000.0,15032000000.0,4772000000.0,4363000000.0,745000000.0,2699000000.0,8168000000.0,,90000000.0,123000000.0,81000000.0,0.35,534000000.0,165000000.0,879000000.0,369000000.0,5108000000.0,,21.709,0.5027,0.35,,0.018860016764459347,0.0044742729306487695,0.011018609206660137,,,,0.04517629774730656,,1.0704107292539815,1.0828567238598035,16480000000.0,873000000.0,-764000000.0,238000000.0,2.64,2.64,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2021-12-31,19953000000.0,7503000000.0,6728000000.0,14866000000.0,4772000000.0,4236000000.0,706000000.0,2919000000.0,12257000000.0,,188000000.0,161000000.0,145000000.0,0.73,1230000000.0,217000000.0,1309000000.0,1013000000.0,4942000000.0,,,0.4879,0.73,,0.039396479463537304,0.009422142033779382,0.015338174104593294,,,,0.08264665089336705,,1.0356244761106455,1.1151902497027348,15393000000.0,412000000.0,60000000.0,115000000.0,0.83,0.83,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2022-03-31,20139000000.0,7446000000.0,6853000000.0,14764000000.0,5052000000.0,4065000000.0,900000000.0,2672000000.0,-8301000000.0,,162000000.0,-142000000.0,37000000.0,0.6600000000000001,-234000000.0,-226000000.0,-873000000.0,-460000000.0,4965000000.0,1.0865,11.1105,0.4905,0.6600000000000001,,0.032066508313539195,0.00804409354982869,-0.019515720997470183,,,,0.05541501023973015,,0.9827790973871734,1.086531446082008,16265000000.0,718000000.0,795000000.0,204000000.0,2.81,2.81,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2022-06-30,18647000000.0,6848000000.0,6257000000.0,13598000000.0,4725000000.0,3874000000.0,904000000.0,2209000000.0,3707000000.0,,102000000.0,37000000.0,19000000.0,0.43,163000000.0,68000000.0,398000000.0,95000000.0,4778000000.0,,12.8429,0.4397,0.43,,0.02158730158730159,0.005470048801415777,0.027515511195036417,,,,0.025627191799298624,,1.0112169312169312,1.0944542112833626,15831000000.0,542000000.0,1017000000.0,179000000.0,2.17,2.17,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2022-09-30,17737000000.0,6678000000.0,5865000000.0,12801000000.0,4615000000.0,3695000000.0,834000000.0,2260000000.0,7273000000.0,,129000000.0,81000000.0,45000000.0,0.55,375000000.0,146000000.0,786000000.0,229000000.0,4529000000.0,,7.4338,0.3661,0.55,,0.027952329360780064,0.007272932288436601,0.017736834868692423,,,,0.03148631926302763,,0.98136511375948,1.138618925831202,14936000000.0,581000000.0,877000000.0,137000000.0,2.37,2.37,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2022-12-31,18254000000.0,6993000000.0,6170000000.0,13302000000.0,4627000000.0,3850000000.0,873000000.0,2091000000.0,10839000000.0,,188000000.0,137000000.0,86000000.0,0.8,1000000000.0,212000000.0,1169000000.0,788000000.0,4723000000.0,,8.4913,0.4106,0.8,,0.04063107845256105,0.010299112523282567,0.01734477350309069,,,,0.07270043361933758,,1.0207477847417332,1.1333873581847649,13518000000.0,581000000.0,652000000.0,113000000.0,2.44,2.44,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2023-03-31,15845000000.0,6124000000.0,5187000000.0,12025000000.0,3497000000.0,3900000000.0,500000000.0,1858000000.0,-7389000000.0,,-987000000.0,-55000000.0,-469000000.0,-4.26,-123000000.0,-159000000.0,-802000000.0,-282000000.0,4400000000.0,1.1806,,0.4033,-4.26,,-0.2822419216471261,-0.062290943515304516,0.13357693869265125,,,,0.03816483962647178,,1.258221332570775,1.1806439174860228,14430000000.0,-568000000.0,830000000.0,200000000.0,-2.48,-2.48,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2023-06-30,15293000000.0,5744000000.0,5057000000.0,11690000000.0,3278000000.0,3891000000.0,694000000.0,1576000000.0,3446000000.0,,36000000.0,66000000.0,36000000.0,0.17,127000000.0,55000000.0,351000000.0,72000000.0,4585000000.0,,,0.3974,0.17,,0.010982306284319707,0.0023540181782514876,0.01044689495066744,,,,0.02089378990133488,,1.398718730933496,1.1358512952343287,14169000000.0,-634000000.0,807000000.0,229000000.0,-2.7399999999999998,-2.7399999999999998,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2023-09-30,14709000000.0,5349000000.0,4724000000.0,11242000000.0,3147000000.0,3791000000.0,672000000.0,1412000000.0,6882000000.0,,135000000.0,144000000.0,65000000.0,0.65,375000000.0,108000000.0,719000000.0,267000000.0,4463000000.0,,,0.3091,0.65,,0.042897998093422304,0.00917805425249847,0.01961639058413252,,,,0.03879686137750654,,1.4181760406736574,1.132303132938188,13778000000.0,-628000000.0,845000000.0,292000000.0,-2.6399999999999997,-2.6399999999999997,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2023-12-31,14892000000.0,5531000000.0,4961000000.0,11526000000.0,3107000000.0,3880000000.0,661000000.0,1691000000.0,10281000000.0,,291000000.0,222000000.0,137000000.0,1.43,1081000000.0,144000000.0,1076000000.0,937000000.0,4541000000.0,,,0.3192,1.43,,0.0936594785967171,0.019540692989524575,0.028304639626495477,,,,0.09113899426125863,,1.4615384615384615,1.114896190284217,13220000000.0,-525000000.0,994000000.0,377000000.0,-2.01,-2.01,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2024-03-31,13871000000.0,5135000000.0,4394000000.0,10805000000.0,2811000000.0,3818000000.0,271000000.0,1224000000.0,-6942000000.0,,-371000000.0,-134000000.0,-215000000.0,-1.79,-222000000.0,-125000000.0,-713000000.0,-347000000.0,4089000000.0,1.1686,42.2612,0.2814,-1.79,,-0.1319815012451085,-0.026746449426861798,0.05344281186977816,,,,0.04998559492941516,,1.4546424759871932,1.168639053254438,13667000000.0,91000000.0,929000000.0,298000000.0,0.45999999999999996,0.45999999999999996,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2024-06-30,13353000000.0,4963000000.0,4093000000.0,10250000000.0,2850000000.0,3766000000.0,381000000.0,1317000000.0,3236000000.0,,26000000.0,72000000.0,43000000.0,0.14,238000000.0,48000000.0,333000000.0,190000000.0,4147000000.0,,41.4405,0.2494,0.14,,0.009122807017543859,0.0019471279862203251,0.008034610630407911,,,,0.05871446229913473,,1.4550877192982457,1.2125580258978743,13457000000.0,81000000.0,1047000000.0,304000000.0,0.42999999999999994,0.42999999999999994,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2024-09-30,13504000000.0,5007000000.0,4004000000.0,10268000000.0,2981000000.0,3825000000.0,226000000.0,1245000000.0,6477000000.0,,68000000.0,141000000.0,91000000.0,0.37,433000000.0,89000000.0,668000000.0,344000000.0,4051000000.0,,156.3281,0.2829,0.37,,0.022811137202281114,0.005035545023696682,0.010498687664041995,,,,0.05311100818280068,,1.358939953035894,1.2504995004995005,13052000000.0,14000000.0,1124000000.0,301000000.0,0.1499999999999999,0.1499999999999999,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2024-12-31,13033000000.0,5075000000.0,3788000000.0,9781000000.0,2990000000.0,3637000000.0,193000000.0,1723000000.0,9702000000.0,,125000000.0,207000000.0,159000000.0,0.68,1083000000.0,171000000.0,995000000.0,912000000.0,3830000000.0,,,0.2764,0.68,,0.04180602006688963,0.009591038133967621,0.012883941455370028,,,,0.09400123685837972,,1.2809364548494984,1.3397571277719114,12473000000.0,-152000000.0,1099000000.0,286000000.0,-0.6,-0.6,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2025-03-31,13205000000.0,5363000000.0,4411000000.0,9715000000.0,3229000000.0,2996000000.0,,1796000000.0,-6544000000.0,,170000000.0,-155000000.0,-59000000.0,0.9100000000000001,-356000000.0,-60000000.0,-683000000.0,-416000000.0,2996000000.0,1.2158,7.9354,0.2398,0.9100000000000001,,0.05264787860018581,0.012873911397198031,-0.02597799511002445,,,,0.06356968215158924,,0.9278414369773924,1.2158240761732033,12871000000.0,389000000.0,1030000000.0,265000000.0,2.1,2.1,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2025-06-30,13438000000.0,5476000000.0,4497000000.0,10008000000.0,3168000000.0,3100000000.0,,1792000000.0,3159000000.0,,16000000.0,54000000.0,49000000.0,0.09,186000000.0,43000000.0,309000000.0,143000000.0,3100000000.0,,7.3348,0.2173,0.09,,0.005050505050505051,0.0011906533710373567,0.005064893953782843,,,,0.04526748971193416,,0.9785353535353535,1.2177006893484545,12794000000.0,379000000.0,983000000.0,247000000.0,2.05,2.05,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2025-09-30,13582000000.0,5439000000.0,5009000000.0,10246000000.0,3071000000.0,2370000000.0,,1888000000.0,6320000000.0,,52000000.0,107000000.0,140000000.0,0.29,595000000.0,87000000.0,611000000.0,508000000.0,2370000000.0,,6.5409,0.1919,0.29,,0.016932595245848257,0.00382859667206597,0.008227848101265823,,,,0.08037974683544304,,0.7717355910126994,1.0858454781393492,12637000000.0,363000000.0,1147000000.0,213000000.0,1.9700000000000002,1.9700000000000002,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2025-12-31,13177000000.0,5270000000.0,3909000000.0,9764000000.0,3145000000.0,,,1731000000.0,9514000000.0,,159000000.0,161000000.0,201000000.0,0.88,1009000000.0,142000000.0,899000000.0,867000000.0,0.0,,6.0309,0.2011,0.88,,0.05055643879173291,0.012066479471806937,0.016712213579987388,,,,0.09112886272861047,,0.0,1.3481708876950627,12449000000.0,397000000.0,1102000000.0,167000000.0,2.17,2.17,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
