report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2017-01-31,12379000000.0,6160000000.0,4679000000.0,,4392000000.0,392000000.0,3000000.0,1263000000.0,4147000000.0,-30000000.0,-37000000.0,,-19000000.0,,-1938000000.0,,333000000.0,,395000000.0,,,1.1133,,303000000.0,-0.008424408014571949,-0.002988932870183375,-0.008922112370388232,-0.007234145165179648,-0.002423459083932466,-0.006266973052015876,,0.07306486616831444,0.08993624772313297,1.3165206240649712,,,,,,,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2017-06-30,31216000000.0,9575000000.0,8091000000.0,18871000000.0,12005000000.0,6249000000.0,1203000000.0,2517000000.0,5913000000.0,,159000000.0,76000000.0,12000000.0,0.0,534000000.0,69000000.0,363000000.0,465000000.0,7452000000.0,,383.1228,2.0011,0.0,,0.013244481466055811,0.005093541773449513,0.026889903602232368,,,,0.07864028411973617,,0.6207413577675969,1.1834136695093314,,,,,,,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2017-09-30,33176000000.0,9440000000.0,9437000000.0,20669000000.0,12140000000.0,,2200000000.0,2671000000.0,12076000000.0,,415000000.0,154000000.0,134000000.0,1.0,1543000000.0,123000000.0,904000000.0,1420000000.0,2200000000.0,,81.5376,1.6763,1.0,,0.03418451400329489,0.012509042681456474,0.03436568400132494,,,,0.11758860549850944,,0.1812191103789127,1.0003178976369609,,,,,,,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2017-12-31,33582000000.0,9521000000.0,9638000000.0,20380000000.0,12837000000.0,,2173000000.0,2926000000.0,18262000000.0,,1191000000.0,231000000.0,-207000000.0,4.0,2542000000.0,175000000.0,1387000000.0,2367000000.0,2173000000.0,,25.9969,1.5032,4.0,,0.0927786866090208,0.03546542790780775,0.06521739130434782,,,,0.12961340488445952,,0.16927631066448548,0.9878605519817389,40398000000.0,1728000000.0,,,,,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2018-03-31,33921000000.0,9617000000.0,9852000000.0,20084000000.0,13487000000.0,6306000000.0,2073000000.0,2648000000.0,-11695000000.0,,-14000000.0,-126000000.0,-50000000.0,1.0,-1376000000.0,-143000000.0,-640000000.0,-1519000000.0,8379000000.0,0.9765,16.2308,1.3077,1.0,,-0.001038036627863869,-0.0004127236814952389,0.0011970927746900385,,,,0.12988456605386917,,0.6212649217765256,0.9761469752334552,24556000000.0,1751000000.0,2733000000.0,335000000.0,6.0,6.0,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2018-06-30,29126000000.0,8816000000.0,9314000000.0,17312000000.0,11472000000.0,4747000000.0,2307000000.0,2579000000.0,5282000000.0,,259000000.0,85000000.0,129000000.0,0.0,473000000.0,79000000.0,509000000.0,394000000.0,7054000000.0,,12.5791,1.0691,0.0,,0.02257670850767085,0.008892398544255992,0.049034456645210146,,,,0.07459295721317682,,0.6148884239888424,0.9465321022117242,23925000000.0,1851000000.0,2662000000.0,344000000.0,6.0,6.0,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2018-09-30,28882000000.0,8815000000.0,8514000000.0,17045000000.0,11500000000.0,,1618000000.0,2780000000.0,10295000000.0,,521000000.0,168000000.0,202000000.0,1.0,885000000.0,133000000.0,1002000000.0,752000000.0,1618000000.0,,14.2155,1.2371,1.0,,0.04530434782608696,0.01803891697250883,0.05060709082078679,,,,0.07304516755706654,,0.14069565217391306,1.0353535353535352,22144000000.0,1957000000.0,1994000000.0,358000000.0,6.0,6.0,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2018-12-31,28871000000.0,8522000000.0,8522000000.0,17515000000.0,11022000000.0,,1580000000.0,2475000000.0,15473000000.0,,983000000.0,249000000.0,205000000.0,3.0,1035000000.0,219000000.0,1514000000.0,816000000.0,1580000000.0,,9.6524,0.7073,3.0,,0.08918526583197242,0.0340480066502719,0.0635300200348995,,,,0.05273702578685452,,0.14334966430774815,1.0,19355000000.0,1749000000.0,443000000.0,376000000.0,5.0,5.0,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2019-03-31,29574000000.0,9066000000.0,9453000000.0,17849000000.0,11402000000.0,5470000000.0,1942000000.0,2899000000.0,-10297000000.0,1515000000.0,-506000000.0,-168000000.0,-248000000.0,0.46999999999999975,-610000000.0,-134000000.0,-1002000000.0,-744000000.0,7412000000.0,0.9591,14.009,0.8485,0.46999999999999975,513000000.0,-0.0443781792667953,-0.01710962331777913,0.049140526366902984,-0.14713023210643877,0.051227429498884154,0.0805251408525566,0.0722540545790036,-0.04982033602020006,0.6500613927381161,0.9590606156775627,20753000000.0,1257000000.0,1218000000.0,334000000.0,4.47,4.47,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
2019-06-30,32577000000.0,8190000000.0,9338000000.0,21360000000.0,10913000000.0,7893000000.0,1511000000.0,1868000000.0,4890000000.0,,163000000.0,91000000.0,38000000.0,0.61,-66000000.0,105000000.0,474000000.0,-171000000.0,9404000000.0,,12.8378,0.732,0.61,,0.014936314487308715,0.005003530097921847,0.03333333333333333,,,,-0.03496932515337423,,0.8617245487033813,0.8770614692653673,20361000000.0,1161000000.0,653000000.0,340000000.0,5.08,5.08,1.001173,17.68,11.54,2.64629,2149.1616,5.0808,0.956,0.1695
