report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,115369000000.0,15781000000.0,17383000000.0,67492000000.0,47406000000.0,18782000000.0,2335000000.0,1268000000.0,46725000000.0,,7002000000.0,548000000.0,6505000000.0,5.55,1260212.0,10052000000.0,4948000000.0,21117000000.0,,6.7061,1.189,5.55,,0.14770282242754082,0.06069221367958464,0.14985553772070626,,,,,0.44544994304518415,0.9078409940746707,15678000000.0,9075000000.0,601000000.0,7.86,7.86,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2012-12-31,117144000000.0,23989000000.0,17443000000.0,68717000000.0,47987000000.0,20770000000.0,955000000.0,3618000000.0,-72489000000.0,,-6715000000.0,-435000000.0,-5643000000.0,-5.179999999999999,-2568778119.0,-6844000000.0,-3455000000.0,21725000000.0,1.3753,8.3524,1.2046,-5.179999999999999,,-0.13993373205243087,-0.057322611486717204,0.09263474458193657,,,,,0.45272678016962925,1.3752794817405263,62004000000.0,8428000000.0,709000000.0,6.72,6.72,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2013-03-31,117780000000.0,24235000000.0,18315000000.0,68540000000.0,48803000000.0,,1351000000.0,5422000000.0,14651000000.0,,2139000000.0,130000000.0,1763000000.0,1.0,1235907.0,4730000000.0,1807000000.0,1351000000.0,,9.6915,1.2701,1.0,,0.04382927279060714,0.01816097809475293,0.14599686028257458,,,,,0.027682724422678932,1.3232323232323233,20523000000.0,7630000000.0,630000000.0,5.450000000000001,5.450000000000001,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2013-06-30,116947000000.0,22602000000.0,16715000000.0,68015000000.0,48508000000.0,,554000000.0,3909000000.0,14142000000.0,,2050000000.0,139000000.0,1630000000.0,1.0,1237157.0,,,554000000.0,,10.1018,1.2907,1.0,,0.042261070338913166,0.01752930814813548,0.14495828029981614,,,,,0.011420796569637999,1.3521986239904278,3029000000.0,4476000000.0,382000000.0,2.370000000000001,2.370000000000001,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2013-09-30,119760000000.0,22557000000.0,16335000000.0,68223000000.0,51113000000.0,,572000000.0,3883000000.0,15470000000.0,,2480000000.0,151000000.0,1966000000.0,2.0,1240365.0,,,572000000.0,,10.5197,1.4819,2.0,,0.04851994600199558,0.020708082832331328,0.1603102779573368,,,,,0.011190890771428012,1.3808999081726354,-28226000000.0,-46000000.0,-15000000.0,-1.1799999999999988,-1.1799999999999988,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2013-12-31,118057000000.0,19023000000.0,15129000000.0,65565000000.0,52090000000.0,,589000000.0,6246000000.0,13985000000.0,,2487000000.0,192000000.0,1050000000.0,3.0,-2473626.0,11357000000.0,5627000000.0,589000000.0,1.2574,9.4532,1.5753,3.0,,0.047744288731042424,0.021066095191305895,0.17783339292098677,,,,,0.011307352658859666,1.2573864763037874,58248000000.0,9156000000.0,612000000.0,7.0,7.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2014-03-31,120025000000.0,20400000000.0,17117000000.0,66404000000.0,53222000000.0,,1712000000.0,7520000000.0,16048000000.0,,2123000000.0,171000000.0,1581000000.0,1.0,1242667.0,6336000000.0,1892000000.0,1712000000.0,,9.4496,1.5496,1.0,,0.0398895193716884,0.017687981670485315,0.13229062811565304,,,,,0.03216714892337755,1.1917976280890343,59645000000.0,9140000000.0,653000000.0,7.0,7.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2014-06-30,121648000000.0,18836000000.0,16191000000.0,65962000000.0,55315000000.0,,1664000000.0,6142000000.0,14701000000.0,,2081000000.0,155000000.0,1395000000.0,1.0,1245155.0,,,1664000000.0,,11.4939,1.8808,1.0,,0.03762089849046371,0.017106734183874785,0.14155499625875792,,,,,0.03008225616921269,1.1633623618059417,60204000000.0,9171000000.0,669000000.0,7.0,7.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2014-09-30,118986000000.0,16253000000.0,14141000000.0,63325000000.0,55274000000.0,,1688000000.0,5408000000.0,43666000000.0,,6908000000.0,475000000.0,3880000000.0,5.0,1246788.0,14138000000.0,6058000000.0,1688000000.0,,10.0255,1.7205,5.0,,0.12497738538915222,0.05805725043282403,0.15820088856318418,,,,,0.03053877048883743,1.1493529453362563,88400000000.0,13599000000.0,993000000.0,10.0,10.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2014-12-31,116539000000.0,15068000000.0,11537000000.0,64266000000.0,51911000000.0,,182000000.0,5062000000.0,-18898000000.0,,-4243000000.0,-153000000.0,-3273000000.0,-2.0,-2488747.0,-3739000000.0,379000000.0,182000000.0,1.3061,12.3754,1.6233,-2.0,,-0.08173604823640461,-0.03640841263439707,0.22452111334532754,,,,,0.003506000654967155,1.3060587674438762,55517000000.0,6869000000.0,648000000.0,5.0,5.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2015-03-31,110042000000.0,10840000000.0,9563000000.0,61034000000.0,48652000000.0,,193000000.0,2664000000.0,8002000000.0,,272000000.0,202000000.0,-642000000.0,0.0,1245531.0,1870000000.0,2131000000.0,193000000.0,,15.2976,1.7097,0.0,,0.0055907259722108036,0.002471783500845132,0.03399150212446888,,,,,0.003966948943517224,1.1335355014116908,47471000000.0,5018000000.0,679000000.0,4.0,4.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2015-06-30,112003000000.0,11944000000.0,8734000000.0,63034000000.0,48620000000.0,,138000000.0,3813000000.0,16662000000.0,,93000000.0,412000000.0,-569000000.0,0.0,1246130.0,4042000000.0,4460000000.0,138000000.0,,27.4644,1.9242,0.0,,0.0019127930892636775,0.0008303349017437033,0.005581562837594527,,,,,0.0028383381324557796,1.3675291962445615,49432000000.0,3030000000.0,936000000.0,3.0,3.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2015-09-30,105949000000.0,9664000000.0,8287000000.0,61394000000.0,44210000000.0,,175000000.0,2413000000.0,24169000000.0,,-978000000.0,652000000.0,-1254000000.0,0.0,1241319.0,5976000000.0,6731000000.0,175000000.0,,,1.7309,0.0,,-0.022121691924903868,-0.009230856355416286,-0.040465058546071415,,,,,0.003958380456910202,1.1661638711234463,29935000000.0,-4856000000.0,1113000000.0,-2.0,-2.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2015-12-31,97484000000.0,8789000000.0,9256000000.0,57402000000.0,39762000000.0,,1427000000.0,2368000000.0,-17898000000.0,,-3815000000.0,-346000000.0,-403000000.0,-3.0,-2491061.0,-4316000000.0,-4209000000.0,1427000000.0,0.9495,,1.957,-3.0,,-0.09594587797394498,-0.03913462722087727,0.21315230752039335,,,,,0.03588853679392385,0.9495462402765773,30935000000.0,-4428000000.0,920000000.0,-3.0,-3.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2016-03-31,99834000000.0,10934000000.0,8825000000.0,60427000000.0,39089000000.0,,2079000000.0,4866000000.0,5015000000.0,,-1469000000.0,281000000.0,-768000000.0,-1.0,1244557.0,421000000.0,2247000000.0,2079000000.0,,,1.8583,-1.0,,-0.037580905113970685,-0.01471442594707214,-0.2929212362911266,,,,,0.05318631840159636,1.2389801699716714,27948000000.0,-6169000000.0,999000000.0,-4.0,-4.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2016-06-30,96054000000.0,9259000000.0,7348000000.0,58223000000.0,37544000000.0,,1331000000.0,2863000000.0,10590000000.0,,-2540000000.0,593000000.0,-1354000000.0,-2.0,1244724.0,1680000000.0,4576000000.0,1331000000.0,,,2.2438,-2.0,,-0.06765395269550394,-0.026443458887708996,-0.23984891406987724,,,,,0.03545173662902195,1.2600707675557974,21876000000.0,-8802000000.0,1180000000.0,-6.0,-6.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2016-09-30,94284000000.0,9641000000.0,7537000000.0,57828000000.0,36170000000.0,,1336000000.0,4090000000.0,17106000000.0,,-3580000000.0,928000000.0,-1982000000.0,-2.0,1245139.0,2960000000.0,7001000000.0,1336000000.0,,,2.3015,-2.0,,-0.09897705280619298,-0.03797038734037589,-0.20928329241201918,,,,,0.03693668786286978,1.2791561629295476,14813000000.0,-11404000000.0,1456000000.0,-8.0,-8.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2016-12-31,89772000000.0,8609000000.0,6909000000.0,54546000000.0,34974000000.0,,1089000000.0,3610000000.0,-8351000000.0,,3974000000.0,-557000000.0,2133000000.0,3.0,-2488980.0,-658000000.0,-4762000000.0,1089000000.0,1.2461,,2.5969,3.0,,0.11362726596900555,0.044267700396560174,-0.47587115315531076,,,,,0.031137416366443644,1.2460558691561732,24360000000.0,-3615000000.0,1245000000.0,-2.0,-2.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2017-03-31,87973000000.0,10728000000.0,7526000000.0,52372000000.0,35353000000.0,,1095000000.0,3109000000.0,7771000000.0,,586000000.0,315000000.0,-831000000.0,0.0,1248722.0,,1979000000.0,1095000000.0,,,2.328,0.0,,0.016575679574576414,0.0066611346663180745,0.07540857032556943,,,,,0.030973326167510536,1.4254584108424129,27116000000.0,-1560000000.0,1279000000.0,-1.0,-1.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2017-06-30,78004000000.0,19879000000.0,9926000000.0,47505000000.0,30286000000.0,,3798000000.0,7534000000.0,16653000000.0,,-2854000000.0,621000000.0,-1766000000.0,-2.0,1240037.0,,3604000000.0,3798000000.0,,,1.9282,-2.0,,-0.09423496004754672,-0.03658786728885698,-0.17138053203626974,,,,,0.12540447731625173,2.0027201289542615,33179000000.0,-1874000000.0,1307000000.0,-1.0,-1.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2017-09-30,74861000000.0,16954000000.0,7131000000.0,44149000000.0,30500000000.0,,1331000000.0,6911000000.0,23848000000.0,,-2434000000.0,872000000.0,-1549000000.0,-1.0,1230742.0,4596000000.0,5212000000.0,1331000000.0,,,2.1505,-1.0,,-0.07980327868852459,-0.032513591856908136,-0.10206306608520631,,,,,0.043639344262295085,2.3775066610573554,39921000000.0,-728000000.0,1251000000.0,0.0,0.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2017-12-31,73362000000.0,16512000000.0,9397000000.0,42561000000.0,30607000000.0,,2575000000.0,6325000000.0,-15688000000.0,,3847000000.0,-710000000.0,2324000000.0,3.0,-2498463.0,2481000000.0,-3950000000.0,2575000000.0,1.7572,,2.2375,3.0,,0.12569020158787206,0.052438592186690655,-0.24521927587965323,,,,,0.08413108112523279,1.75715653932106,32584000000.0,-855000000.0,1098000000.0,0.0,0.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2018-03-31,70727000000.0,13187000000.0,7109000000.0,40009000000.0,30546000000.0,,337000000.0,4984000000.0,8961000000.0,,888000000.0,184000000.0,876000000.0,0.0,1186454.0,2399000000.0,1412000000.0,337000000.0,,,2.2097,0.0,,0.029070909448045572,0.012555318336703097,0.09909608302644794,,,,,0.011032541085575854,1.8549725699817132,33774000000.0,-553000000.0,967000000.0,0.0,0.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2018-06-30,68936000000.0,11608000000.0,6638000000.0,37714000000.0,31042000000.0,,89000000.0,3234000000.0,18201000000.0,,2528000000.0,361000000.0,1841000000.0,2.0,1184499.0,5741000000.0,2850000000.0,89000000.0,,17.6073,2.4214,2.0,,0.08143805167192836,0.036671695485667864,0.13889346739190153,,,,,0.002867083306487984,1.7487194938234407,35322000000.0,4829000000.0,707000000.0,4.0,4.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2018-09-30,70556000000.0,14723000000.0,7401000000.0,38477000000.0,31950000000.0,,95000000.0,3716000000.0,28366000000.0,,4389000000.0,547000000.0,2874000000.0,3.0,1180774.0,9151000000.0,4344000000.0,95000000.0,,15.411,2.5573,3.0,,0.13737089201877933,0.06220590736436306,0.15472749065782979,,,,,0.00297339593114241,1.9893257667882718,39840000000.0,11652000000.0,382000000.0,8.0,8.0,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2018-12-31,69980000000.0,13274000000.0,7395000000.0,37916000000.0,31939000000.0,,112000000.0,5915000000.0,-16801000000.0,,-1548000000.0,-357000000.0,-1923000000.0,,-2376189.0,-4357000000.0,-2650000000.0,112000000.0,1.795,11.4719,1.9645,,,-0.04846739096402517,-0.022120605887396397,0.09213737277543003,,,,,0.003506684617552209,1.79499661933739,38727000000.0,6257000000.0,735000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2019-03-31,71498000000.0,13683000000.0,7370000000.0,38517000000.0,32859000000.0,14832000000.0,113000000.0,6218000000.0,10057000000.0,2687000000.0,1833000000.0,233000000.0,841000000.0,1.6,1146515.0,2894000000.0,1546000000.0,14945000000.0,,10.6223,2.0693,1.6,4233000000.0,0.055783803524148634,0.025637080757503705,0.18226111166351794,0.26717709058367306,0.03758147081037232,0.05620868546565141,0.4209008650691061,0.45482211874980977,1.8565807327001358,39823000000.0,7202000000.0,784000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2019-06-30,71261000000.0,15800000000.0,8996000000.0,38187000000.0,32976000000.0,,114000000.0,5941000000.0,18437000000.0,,3413000000.0,398000000.0,1302000000.0,3.0,1139511.0,5785000000.0,3036000000.0,114000000.0,,9.676,1.9227,3.0,,0.10349951479864143,0.047894360168956374,0.18511688452568206,,,,,0.0034570596797671035,1.7563361493997331,40059000000.0,8087000000.0,821000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2019-09-30,70340000000.0,15217000000.0,5942000000.0,35101000000.0,35146000000.0,,121000000.0,7193000000.0,28530000000.0,,6469000000.0,582000000.0,1724000000.0,5.0,1131034.0,8122000000.0,4602000000.0,121000000.0,,7.4994,1.8437,5.0,,0.18406077505263757,0.09196758601080467,0.22674377847879426,,,,,0.0034427815398622888,2.5609222484012117,40223000000.0,10167000000.0,856000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2019-12-31,70514000000.0,16913000000.0,7043000000.0,35464000000.0,34981000000.0,,105000000.0,5088000000.0,-20354000000.0,,-4526000000.0,-435000000.0,-1600000000.0,,-2293524.0,-5697000000.0,-3094000000.0,105000000.0,2.4014,9.8135,2.1757,,,-0.12938452302678596,-0.06418583543693451,0.22236415446595265,,,,,0.0030016294559903948,2.4013914525060343,36670000000.0,7189000000.0,778000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2020-03-31,65033000000.0,13144000000.0,6075000000.0,33646000000.0,31315000000.0,,126000000.0,3908000000.0,4811000000.0,,-1739000000.0,202000000.0,148000000.0,-1.0,1084561.0,2105000000.0,1411000000.0,126000000.0,,9.1321,1.1233,-1.0,,-0.05553249241577519,-0.026740270324296895,-0.3614633132404905,,,,,0.0040236308478365,2.1636213991769546,31424000000.0,3617000000.0,747000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2020-06-30,63046000000.0,11053000000.0,4105000000.0,31553000000.0,31493000000.0,,146000000.0,2907000000.0,8827000000.0,,-1479000000.0,404000000.0,-109000000.0,-1.0,1080610000.0,2262000000.0,2569000000.0,146000000.0,,19.6209,1.8588,-1.0,,-0.04696281713396628,-0.023459061637534497,-0.16755409538914692,,,,,0.0046359508462197946,2.692570036540804,21814000000.0,-1275000000.0,753000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2020-09-30,63157000000.0,11059000000.0,4640000000.0,32374000000.0,30783000000.0,,482000000.0,2490000000.0,13207000000.0,,-1929000000.0,604000000.0,-171000000.0,-1.0,1079525000.0,3130000000.0,3980000000.0,482000000.0,,,1.6871,-1.0,,-0.0626644576551993,-0.030542932691546464,-0.1460589081547664,,,,,0.015657993048110972,2.3834051724137932,6491000000.0,-9673000000.0,775000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2020-12-31,62618000000.0,12066000000.0,5366000000.0,32769000000.0,29849000000.0,,619000000.0,2991000000.0,-7589000000.0,,2446000000.0,-404000000.0,-353000000.0,,-2160141531.0,-2695000000.0,-2439000000.0,619000000.0,2.2486,,2.2795,,,0.08194579382893899,0.039062250471110546,-0.32230860455923044,,,,,0.02073771315621964,2.248602310846068,19256000000.0,-2701000000.0,806000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2021-03-31,83693000000.0,14614000000.0,7184000000.0,40538000000.0,43155000000.0,,689000000.0,2831000000.0,10559000000.0,,982000000.0,226000000.0,732000000.0,0.75,1302691.0,2080000000.0,1886000000.0,689000000.0,,3573.935,3.1836,0.75,,0.022755184798980418,0.011733358823318557,0.0930012311771948,,,,,0.01596570501679991,2.03424276169265,25004000000.0,20000000.0,830000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2021-06-30,85403000000.0,17172000000.0,8150000000.0,41127000000.0,44276000000.0,,1205000000.0,6608000000.0,20770000000.0,,3073000000.0,446000000.0,1721000000.0,2.31,1329507000.0,6331000000.0,3753000000.0,1205000000.0,,44.0573,2.7872,2.31,,0.069405547023218,0.03598234254066016,0.14795377948964852,,,,,0.02721564730327943,2.1069938650306748,36947000000.0,4572000000.0,872000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2021-09-30,87304000000.0,20181000000.0,10449000000.0,43189000000.0,44115000000.0,,920000000.0,9833000000.0,32386000000.0,,5452000000.0,665000000.0,2924000000.0,4.09,1330652000.0,11128000000.0,5425000000.0,920000000.0,,19.0994,2.4693,4.09,,0.12358608183157656,0.062448455969944104,0.16834434632248502,,,,,0.02085458460840984,1.9313809933964974,56126000000.0,11953000000.0,933000000.0,,,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2021-12-31,90661000000.0,16050000000.0,12021000000.0,45255000000.0,45406000000.0,,1200000000.0,5028000000.0,-15366000000.0,,-1428000000.0,-453000000.0,-744000000.0,-1.08,-2660133540.0,-2543000000.0,-3856000000.0,1200000000.0,1.3352,11.7838,2.0774,-1.08,,-0.03144958816015504,-0.015750984436527282,0.09293244826239751,,,,,0.026428225344668106,1.3351634639381083,48349000000.0,8079000000.0,884000000.0,6.069999999999999,6.069999999999999,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2022-03-31,93308000000.0,17586000000.0,11624000000.0,44090000000.0,49218000000.0,,1160000000.0,6414000000.0,17762000000.0,,5759000000.0,217000000.0,2139000000.0,4.39,1307404000.0,5068000000.0,1823000000.0,1160000000.0,,10.0611,2.4058,4.39,,0.11701003697834125,0.06172032408796673,0.32423150546109675,,,,,0.023568613109025152,1.512904335856848,55552000000.0,12856000000.0,875000000.0,9.709999999999999,9.709999999999999,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2022-06-30,93693000000.0,18860000000.0,12216000000.0,43491000000.0,50202000000.0,,676000000.0,6909000000.0,38923000000.0,,10904000000.0,428000000.0,4649000000.0,8.36,1301126000.0,12982000000.0,3633000000.0,676000000.0,,7.1861,1.749,8.36,,0.21720250189235488,0.11638009242953049,0.280142846132107,,,,,0.013465598980120314,1.5438768827766862,73705000000.0,20687000000.0,857000000.0,15.759999999999998,15.759999999999998,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2022-09-30,94837000000.0,20453000000.0,13997000000.0,45758000000.0,49079000000.0,,664000000.0,8010000000.0,59936000000.0,,15431000000.0,627000000.0,7562000000.0,11.0,1289953000.0,21722000000.0,5505000000.0,664000000.0,,7.0619,1.699,11.0,,0.3144114590761833,0.16271075635036958,0.2574579551521623,,,,,0.013529208011573177,1.4612416946488533,101255000000.0,30666000000.0,819000000.0,22.669999999999998,22.669999999999998,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2022-12-31,93829000000.0,18749000000.0,12847000000.0,45826000000.0,48003000000.0,,417000000.0,6458000000.0,-38127000000.0,,-13414000000.0,-467000000.0,-4802000000.0,-9.18,-2620483000.0,-11458000000.0,-3457000000.0,417000000.0,1.4594,7.8713,1.8732,-9.18,,-0.2794408682790659,-0.14296219718850248,0.35182416660109633,,,,,0.008686957065183427,1.4594068654160504,78494000000.0,18680000000.0,805000000.0,14.57,14.57,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
2023-03-31,91441000000.0,16116000000.0,11553000000.0,43658000000.0,47783000000.0,,1317000000.0,6974000000.0,14811000000.0,,2920000000.0,188000000.0,1642000000.0,2.38,1223000000.0,5403000000.0,1942000000.0,1317000000.0,,7.5784,1.5892,2.38,,0.06110959964841052,0.03193315908618672,0.197150766322328,,,,,0.027562103677039953,1.3949623474422228,75543000000.0,15841000000.0,776000000.0,12.559999999999999,12.559999999999999,0.22678429,135.87,79.88,12.06314,159539.81,19.9724,1.7938,2.7066
