report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-03-31,8058400000.0,1805200000.0,891500000.0,3368200000.0,4687500000.0,1421200000.0,33000000.0,235900000.0,874300000.0,467800000.0,-124800000.0,-139900000.0,6700000.0,10200000.0,-0.63,220900000.0,-10700000.0,,,1454200000.0,,2.1531,110.5954,-0.63,-124800000.0,-0.029845333333333335,-0.017360766405241736,-0.16001372526592703,0.535056616721949,-0.1427427656410843,-0.015486945299315,-0.02032010681081785,,-0.1427427656410843,0.31022933333333336,2.024901850813236,,83800000.0,188800000.0,2133200000.0,188800000.0,27700000.0,0.36999999999999966,0.36999999999999966,7.702330508474576,6.815884476534296,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2020-06-30,8604200000.0,2362900000.0,763000000.0,3958800000.0,4643100000.0,2182700000.0,300000.0,1109100000.0,1364900000.0,643900000.0,-229100000.0,-235300000.0,19000000.0,-13800000.0,-1.07,219800000.0,164400000.0,,,2183000000.0,,2.8131,,-1.07,-229100000.0,-0.05067734918481187,-0.02734710955114944,-0.1723935819473954,0.47175617261337827,-0.16785112462451462,-0.026626531228934706,-0.033562356250274684,,-0.16785112462451462,0.47016002239882837,3.096854521625164,,-227100000.0,-155100000.0,1736600000.0,-155100000.0,30300000.0,-1.0400000000000005,-1.0400000000000005,-14.074790457769181,-5.118811881188119,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2020-09-30,8895900000.0,2579600000.0,1178200000.0,4133600000.0,4760500000.0,1930000000.0,296100000.0,1272000000.0,2259700000.0,1086200000.0,-147400000.0,-181500000.0,33500000.0,-1300000.0,-0.83,219400000.0,371500000.0,,,2226100000.0,,2.8403,,-0.83,-147400000.0,-0.038126247242936666,-0.020402657403972617,-0.08032039651281143,0.4806832765411338,-0.0652298977740408,-0.016569430861408066,-0.021097529556579737,,-0.0652298977740408,0.4676189475895389,2.1894415209641824,7581900000.0,-569200000.0,-526800000.0,1268300000.0,-526800000.0,40800000.0,-2.58,-2.58,-4.225702353834472,-12.911764705882353,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2020-12-31,9342000000.0,1791000000.0,1317000000.0,4372000000.0,4967000000.0,1978000000.0,299000000.0,438000000.0,-1156900000.0,-540900000.0,489300000.0,473700000.0,-11200000.0,27900000.0,2.1500000000000004,-440900000.0,109800000.0,87000000.0,22800000.0,2277000000.0,1.3105,3.4273,,2.1500000000000004,489300000.0,0.09536943829273203,0.05070648683365447,-0.4094563056443945,0.46754257066297866,-0.42294061716656584,0.05237636480411047,0.06754555494202098,-0.01970783991701962,-0.42294061716656584,0.4584256090195289,1.3599088838268794,3342000000.0,-83000000.0,-12000000.0,1657000000.0,-12000000.0,48000000.0,-0.3799999999999999,-0.3799999999999999,-189.75,-0.25,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2021-03-31,9137000000.0,1696000000.0,1212000000.0,4207000000.0,4927000000.0,1923000000.0,328000000.0,318000000.0,1027000000.0,579000000.0,154000000.0,117000000.0,14000000.0,32000000.0,0.53,219900000.0,49000000.0,,,2251000000.0,,3.9885,77.8239,0.53,154000000.0,0.023746701846965697,0.012805078253255992,0.11392405063291139,0.563777994157741,0.14995131450827653,0.016854547444456604,0.021454444134856508,,0.14995131450827653,0.4568703064745281,1.3993399339933994,3494700000.0,173900000.0,266800000.0,1768200000.0,266800000.0,55300000.0,0.7800000000000004,0.7800000000000004,8.43703148425787,4.824593128390597,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2021-06-30,9378000000.0,1785000000.0,1251000000.0,4301000000.0,5074000000.0,1946000000.0,305000000.0,332000000.0,2094000000.0,1177000000.0,309000000.0,216000000.0,30000000.0,67000000.0,0.98,220800000.0,263000000.0,,,2251000000.0,,3.3999,37.2962,0.98,309000000.0,0.04256996452502956,0.023032629558541268,0.10315186246418338,0.5620821394460362,0.14756446991404013,0.03294945617402431,0.04218430034129693,,0.14756446991404013,0.4436342136381553,1.4268585131894485,4223800000.0,625200000.0,804900000.0,2301300000.0,804900000.0,66300000.0,2.8300000000000005,2.8300000000000005,2.7966206982233817,12.14027149321267,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2021-09-30,9288000000.0,1804000000.0,1126000000.0,4163000000.0,5122000000.0,1925000000.0,151000000.0,281000000.0,3163000000.0,1768000000.0,468000000.0,319000000.0,43000000.0,102000000.0,1.45,220700000.0,435000000.0,,,2076000000.0,,3.0154,31.6777,1.45,468000000.0,0.062280359234673954,0.03434539190353144,0.10085361998103066,0.558963009800822,0.14796079671198228,0.050387596899224806,0.06501806057238121,,0.14796079671198228,0.40531042561499414,1.6021314387211367,5127100000.0,1125700000.0,1420300000.0,2983100000.0,1420300000.0,75800000.0,5.11,5.11,1.4616630289375485,18.73746701846966,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2021-12-31,9220000000.0,1837000000.0,1186000000.0,4177000000.0,5042000000.0,1913000000.0,182000000.0,339000000.0,-2033000000.0,-1163000000.0,-309000000.0,-231000000.0,,-63000000.0,-1.05,-441200000.0,-90000000.0,142000000.0,-232000000.0,2095000000.0,1.4687,2.9066,31.7607,-1.05,-309000000.0,-0.045815152717175726,-0.025054229934924076,0.11362518445646827,0.5720609936055091,0.15199212985735366,-0.03351409978308026,-0.04329550231189575,0.11411706837186424,0.15199212985735366,0.41550971836572786,1.548903878583474,4251000000.0,421000000.0,622000000.0,2361000000.0,622000000.0,,1.9099999999999997,1.9099999999999997,3.3681672025723475,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2022-03-31,9172000000.0,1897000000.0,1372000000.0,4308000000.0,4863000000.0,1872000000.0,347000000.0,374000000.0,969000000.0,521000000.0,97000000.0,69000000.0,12000000.0,18000000.0,0.32,217800000.0,93000000.0,,,2219000000.0,,2.5621,31.0983,0.32,97000000.0,0.01418877236273905,0.007522895769733973,0.07120743034055728,0.5376676986584107,0.1001031991744066,0.010575665067597034,0.013696695848630331,,0.1001031991744066,0.4563026938104051,1.3826530612244898,4193000000.0,373000000.0,565000000.0,2303000000.0,565000000.0,,1.6999999999999997,1.6999999999999997,3.927433628318584,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2022-06-30,8948000000.0,1885000000.0,1241000000.0,4110000000.0,4837000000.0,1807000000.0,220000000.0,362000000.0,1992000000.0,1102000000.0,216000000.0,142000000.0,27000000.0,36000000.0,0.66,216500000.0,266000000.0,,,2027000000.0,,1.8776,24.2078,0.66,216000000.0,0.02935703948728551,0.01586946803755029,0.071285140562249,0.5532128514056225,0.10843373493975904,0.024139472507822977,0.03146853146853147,,0.10843373493975904,0.4190614016952657,1.5189363416599517,4091000000.0,299000000.0,472000000.0,2228000000.0,472000000.0,,1.3799999999999997,1.3799999999999997,4.294491525423729,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2022-09-30,7522000000.0,1939000000.0,1296000000.0,3908000000.0,3613000000.0,1737000000.0,246000000.0,418000000.0,2939000000.0,1610000000.0,-1002000000.0,-935000000.0,41000000.0,-128000000.0,-4.34,215600000.0,375000000.0,,,1983000000.0,,1.5243,,-4.34,-1002000000.0,-0.2587877110434542,-0.12430204732783834,-0.3181354202109561,0.5478053759782239,-0.34093228989452196,-0.13320925285828236,-0.17905646890636168,,-0.34093228989452196,0.5488513700525879,1.496141975308642,3867000000.0,-955000000.0,-998000000.0,2070000000.0,-998000000.0,,-4.41,-4.41,-1.9869739478957915,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2022-12-31,7643000000.0,1893000000.0,1170000000.0,3831000000.0,3811000000.0,1826000000.0,118000000.0,365000000.0,-1978000000.0,-1106000000.0,-248000000.0,-226000000.0,,-31000000.0,-1.0500000000000003,-434400000.0,-217000000.0,149000000.0,-366000000.0,1944000000.0,1.6179,1.7447,,-1.0500000000000003,-248000000.0,-0.05930202046706901,-0.029569540756247546,0.11425682507583418,0.5591506572295247,0.12537917087967643,-0.032447991626324744,-0.04309296264118158,0.18503538928210314,0.12537917087967643,0.5101023353450538,1.617948717948718,3922000000.0,-950000000.0,-937000000.0,2127000000.0,-937000000.0,,-4.41,-4.41,-2.0747065101387405,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2023-03-31,7673000000.0,1943000000.0,1374000000.0,4035000000.0,3641000000.0,1842000000.0,316000000.0,318000000.0,978000000.0,519000000.0,-2000000.0,-19000000.0,19000000.0,-5000000.0,-0.09,214500000.0,-21000000.0,,,2158000000.0,,2.123,,-0.09,-2000000.0,-0.005218346608074705,-0.002476215300404014,-0.019427402862985686,0.5306748466257669,-0.002044989775051125,-0.00026065424214779094,-0.0003448870494912916,,-0.002044989775051125,0.5926943147486954,1.4141193595342068,3931000000.0,-1038000000.0,-1036000000.0,2125000000.0,-1036000000.0,,-4.82,-4.82,-2.083011583011583,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2023-06-30,7650000000.0,1920000000.0,1271000000.0,3948000000.0,3706000000.0,1841000000.0,261000000.0,295000000.0,2006000000.0,1069000000.0,78000000.0,67000000.0,40000000.0,-44000000.0,0.31,214400000.0,83000000.0,,,2102000000.0,,2.1604,,0.31,78000000.0,0.01807879114948732,0.008758169934640523,0.03339980059820538,0.532901296111665,0.038883349950149554,0.01019607843137255,0.013429752066115703,,0.038883349950149554,0.5671883432271991,1.5106215578284816,3945000000.0,-1113000000.0,-1174000000.0,2092000000.0,-1174000000.0,,-5.17,-5.17,-1.7904599659284497,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2023-09-30,7201000000.0,1913000000.0,1218000000.0,3830000000.0,3375000000.0,1803000000.0,187000000.0,309000000.0,2953000000.0,1564000000.0,-158000000.0,-199000000.0,58000000.0,-28000000.0,-0.94,212700000.0,217000000.0,,,1990000000.0,,1.817,,-0.94,-158000000.0,-0.05896296296296296,-0.027635050687404527,-0.06738909583474433,0.5296308838469354,-0.05350491026075178,-0.021941397028190528,-0.02945013979496738,,-0.05350491026075178,0.5896296296296296,1.570607553366174,3959000000.0,-377000000.0,-330000000.0,2046000000.0,-330000000.0,,-1.7700000000000002,-1.7700000000000002,-6.03030303030303,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2023-12-31,7370000000.0,1973000000.0,1425000000.0,4076000000.0,3293000000.0,1796000000.0,322000000.0,334000000.0,-1972000000.0,-1066000000.0,-3000000.0,19000000.0,-36000000.0,34000000.0,0.09999999999999998,-429600000.0,98000000.0,,,2118000000.0,1.3846,1.9017,,0.09999999999999998,-3000000.0,0.005769814758578804,0.0025780189959294436,-0.009634888438133874,0.5405679513184585,0.0015212981744421906,-0.00040705563093622793,-0.0005544261689151728,,0.0015212981744421906,0.6431825083510476,1.3845614035087719,3965000000.0,-132000000.0,-85000000.0,2086000000.0,-85000000.0,81000000.0,-0.62,-0.62,-24.91764705882353,-1.0493827160493827,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2024-03-31,7123000000.0,1902000000.0,1330000000.0,3865000000.0,3258000000.0,1747000000.0,343000000.0,291000000.0,953000000.0,506000000.0,42000000.0,18000000.0,18000000.0,14000000.0,0.09,208500000.0,25000000.0,,,2090000000.0,,1.6995,,0.09,42000000.0,0.0055248618784530384,0.0025270251298610135,0.01888772298006296,0.5309548793284365,0.04407135362014691,0.005896391969675698,0.007853403141361256,,0.04407135362014691,0.6414978514426029,1.4300751879699247,3940000000.0,-95000000.0,-41000000.0,2073000000.0,-41000000.0,80000000.0,-0.44000000000000006,-0.44000000000000006,-50.97560975609756,-0.5125,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2024-06-30,6897000000.0,1758000000.0,1323000000.0,3833000000.0,3064000000.0,1737000000.0,362000000.0,279000000.0,1937000000.0,1017000000.0,92000000.0,14000000.0,,52000000.0,0.07,207300000.0,233000000.0,,,2099000000.0,,1.3126,,0.07,92000000.0,0.0045691906005221935,0.0020298680585761927,0.007227671657201859,0.5250387196695921,0.047496128033040784,0.013339132956357837,0.017819097423978306,,0.047496128033040784,0.6850522193211488,1.3287981859410432,3871000000.0,-148000000.0,-27000000.0,2021000000.0,-27000000.0,,-0.6799999999999999,-0.6799999999999999,-77.74074074074075,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2024-09-30,6626000000.0,1921000000.0,1542000000.0,4136000000.0,2491000000.0,1795000000.0,422000000.0,296000000.0,2888000000.0,1512000000.0,-370000000.0,-480000000.0,,69000000.0,-2.35,204700000.0,374000000.0,,,2217000000.0,,1.4065,,-2.35,-370000000.0,-0.19269369731031713,-0.0724418955629339,-0.16620498614958448,0.5235457063711911,-0.1281163434903047,-0.05584062782976155,-0.07858963466440103,,-0.1281163434903047,0.8900040144520273,1.2457846952010376,3806000000.0,-429000000.0,-239000000.0,1969000000.0,-239000000.0,,-2.09,-2.09,-9.276150627615063,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2024-12-31,5753000000.0,1746000000.0,1589000000.0,3810000000.0,1942000000.0,1586000000.0,549000000.0,272000000.0,-1985000000.0,-1077000000.0,-643000000.0,-462000000.0,,-161000000.0,-2.2900000000000005,-417300000.0,-171000000.0,,,2135000000.0,1.0988,0.9947,,-2.2900000000000005,-643000000.0,-0.23789907312049433,-0.08030592734225621,0.2327455919395466,0.5425692695214106,0.3239294710327456,-0.11176777333565097,-0.1577140053961246,,0.3239294710327456,1.099382080329557,1.0988042794210195,3793000000.0,-910000000.0,-879000000.0,1958000000.0,-879000000.0,,-4.48,-4.48,-2.4288964732650737,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2025-03-31,6050000000.0,1978000000.0,1793000000.0,4040000000.0,2010000000.0,1593000000.0,742000000.0,398000000.0,879000000.0,466000000.0,63000000.0,20000000.0,,25000000.0,0.1,199800000.0,7000000.0,,,2335000000.0,,0.8006,,0.1,63000000.0,0.009950248756218905,0.003305785123966942,0.022753128555176336,0.5301478953356087,0.07167235494880546,0.010413223140495868,0.014499424626006905,,0.07167235494880546,1.1616915422885572,1.1031790295593977,3719000000.0,-908000000.0,-858000000.0,1918000000.0,-858000000.0,,-4.470000000000001,-4.470000000000001,-2.7214452214452214,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2025-06-30,6069000000.0,1966000000.0,1166000000.0,4108000000.0,1960000000.0,2218000000.0,184000000.0,359000000.0,1815000000.0,956000000.0,-65000000.0,-25000000.0,,-84000000.0,-0.13,199200000.0,55000000.0,,,2402000000.0,,0.8621,,-0.13,-65000000.0,-0.012755102040816327,-0.004119294776734223,-0.013774104683195593,0.5267217630853994,-0.03581267217630854,-0.01071016641950898,-0.014901421366345712,,-0.03581267217630854,1.2255102040816326,1.686106346483705,3597000000.0,-947000000.0,-1015000000.0,1857000000.0,-1015000000.0,,-4.670000000000001,-4.670000000000001,-2.366502463054187,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2025-09-30,5653000000.0,2072000000.0,1405000000.0,4175000000.0,1478000000.0,2017000000.0,378000000.0,363000000.0,2719000000.0,1397000000.0,-283000000.0,-452000000.0,,114000000.0,-2.27,199300000.0,134000000.0,,,2395000000.0,,0.6985,,-2.27,-283000000.0,-0.30581867388362655,-0.07995754466654874,-0.1662375873482898,0.5137918352335418,-0.10408238322912836,-0.05006191402794976,-0.07306997159824426,,-0.10408238322912836,1.6204330175913397,1.4747330960854093,3428000000.0,-919000000.0,-928000000.0,1742000000.0,-928000000.0,,-4.59,-4.59,-2.5808189655172415,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
2025-12-31,5429000000.0,2023000000.0,1343000000.0,4089000000.0,1339000000.0,2015000000.0,313000000.0,326000000.0,-1733000000.0,-979000000.0,-137000000.0,-141000000.0,,57000000.0,-0.7000000000000002,-398900000.0,39000000.0,,,2328000000.0,1.5063,0.6198,,-0.7000000000000002,-137000000.0,-0.1053024645257655,-0.02597163381838276,0.08136180034622043,0.5649163300634737,0.07905366416618581,-0.02523484988027261,-0.0373602399781838,,0.07905366416618581,1.7386109036594473,1.5063291139240507,3680000000.0,-598000000.0,-422000000.0,1840000000.0,-422000000.0,,-3.0,-3.0,-5.516587677725118,,0.98027134,17.18,9.85,4.0113,2491.2224,1.7034,0.677
