report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,operating_income,net_income,income_tax,operating_cash_flow,depreciation,total_debt,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio
2019-03-31,52932000000.0,14970000000.0,9022000000.0,52932000000.0,34854000000.0,6270000000.0,906000000.0,5615000000.0,176000000.0,65000000.0,67000000.0,-143000000.0,350000000.0,7176000000.0,526000000.0,0.0018649222470878521,0.0012279906294868888,0.01157613535173642,0.03134461264470169,0.0033250207813798837,0.0041874851296692835,0.09367764915405165,0.2058874160784989,1.6592773221015296
