report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-09-30,18474000000.0,12098000000.0,6376000000.0,,412000000.0,3683000000.0,358000000.0,40000000.0,127000000.0,2.0,633000000.0,6000000.0,627000000.0,0.0,,16.0412,1.586,2.0,0.05614805520702635,0.019378586121034966,0.09720336682052674,0.17024165082812925,0.0,5137000000.0,328000000.0,1047000000.0,55000000.0,3.12,3.12,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2014-12-31,18753000000.0,12180000000.0,6573000000.0,,591000000.0,-2330000000.0,-99000000.0,-28000000.0,-10000000.0,0.0,-240000000.0,-5000000.0,-245000000.0,0.0,,16.1611,1.7158,0.0,-0.015061615700593337,-0.005279155335146377,0.04248927038626609,0.10515021459227468,0.0,4945000000.0,525000000.0,854000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2015-03-31,18897000000.0,12289000000.0,6608000000.0,,640000000.0,1285000000.0,128000000.0,13000000.0,46000000.0,0.0,215000000.0,1000000.0,214000000.0,0.0,,15.5726,1.7361,0.0,0.01937046004842615,0.006773561941048844,0.09961089494163425,0.16653696498054474,0.0,5041000000.0,562000000.0,942000000.0,52000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2015-06-30,18888000000.0,12391000000.0,6497000000.0,,487000000.0,2601000000.0,304000000.0,26000000.0,118000000.0,1.0,470000000.0,5000000.0,465000000.0,0.0,,12.6108,1.6036,1.0,0.046790826535323994,0.01609487505294367,0.11687812379853903,0.1787773933102653,0.0,5239000000.0,691000000.0,1061000000.0,51000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2015-09-30,18751000000.0,12401000000.0,6350000000.0,,419000000.0,3879000000.0,478000000.0,40000000.0,187000000.0,2.0,755000000.0,7000000.0,748000000.0,0.0,,13.6871,1.7172,2.0,0.0752755905511811,0.025491973761399393,0.12322763598865687,0.19283320443413252,0.0,5435000000.0,811000000.0,1182000000.0,51000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2015-12-31,18888000000.0,12461000000.0,6427000000.0,,544000000.0,-2623000000.0,-276000000.0,-26000000.0,-104000000.0,0.0,-376000000.0,-3000000.0,-379000000.0,0.0,,15.292,1.8855,0.0,-0.042943830714174576,-0.014612452350698857,0.10522302706824246,0.14449104079298514,0.0,5142000000.0,634000000.0,1048000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2016-03-31,19447000000.0,12712000000.0,6735000000.0,,613000000.0,1364000000.0,188000000.0,13000000.0,77000000.0,1.0,257000000.0,3000000.0,254000000.0,0.0,,15.4787,2.0575,1.0,0.02791388270230141,0.009667300869028643,0.1378299120234604,0.18621700879765396,0.0,5221000000.0,694000000.0,1088000000.0,53000000.0,4.0,4.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2016-06-30,20151000000.0,13180000000.0,6971000000.0,,547000000.0,2735000000.0,311000000.0,26000000.0,120000000.0,1.0,490000000.0,7000000.0,483000000.0,0.0,,19.2019,2.3329,1.0,0.04461339836465356,0.01543347724678676,0.11371115173674588,0.17659963436928702,0.0,5355000000.0,701000000.0,1106000000.0,53000000.0,4.0,4.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2016-09-30,20455000000.0,13334000000.0,7121000000.0,,700000000.0,4137000000.0,491000000.0,39000000.0,193000000.0,2.0,824000000.0,9000000.0,815000000.0,0.0,,19.1844,2.2986,2.0,0.06895099002949023,0.02400391102419946,0.11868503746676336,0.19700265893159294,0.0,5613000000.0,714000000.0,1173000000.0,52000000.0,4.0,4.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2016-12-31,20386000000.0,13326000000.0,7060000000.0,,777000000.0,-2787000000.0,-399000000.0,-25000000.0,-169000000.0,-1.0,-468000000.0,-6000000.0,-474000000.0,0.0,,21.1274,2.2915,-1.0,-0.05651558073654391,-0.01957225546943981,0.14316469321851452,0.17007534983853606,0.0,5449000000.0,591000000.0,1078000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2017-03-31,20753000000.0,13497000000.0,7256000000.0,,543000000.0,1523000000.0,201000000.0,13000000.0,75000000.0,1.0,136000000.0,2000000.0,134000000.0,0.0,,19.7205,2.124,1.0,0.027701212789415657,0.009685346696863105,0.1319763624425476,0.08798424162836507,0.0,5608000000.0,604000000.0,958000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2017-06-30,21238000000.0,13865000000.0,7373000000.0,,606000000.0,2909000000.0,301000000.0,26000000.0,103000000.0,1.0,445000000.0,9000000.0,436000000.0,0.0,,20.5365,2.1219,1.0,0.040824630408246305,0.014172709294660513,0.10347198349948436,0.14987968374011687,0.0,5782000000.0,594000000.0,911000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2017-09-30,21592000000.0,14069000000.0,7523000000.0,,674000000.0,4321000000.0,403000000.0,39000000.0,130000000.0,2.0,746000000.0,14000000.0,732000000.0,0.0,,25.2656,2.2561,2.0,0.053569054898311846,0.01866432011856243,0.09326544781300625,0.16940523027077065,0.0,5966000000.0,506000000.0,828000000.0,53000000.0,3.0,3.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2017-12-31,21843000000.0,13600000000.0,8243000000.0,,657000000.0,-3021000000.0,140000000.0,-25000000.0,-623000000.0,2.0,-275000000.0,-9000000.0,-284000000.0,0.0,,11.4741,2.0918,2.0,0.016984107727769017,0.0064093760014650005,-0.04634227077126779,0.09400860642171466,0.0,5732000000.0,1045000000.0,1018000000.0,53000000.0,6.0,6.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2018-03-31,21470000000.0,13524000000.0,7946000000.0,,604000000.0,1224000000.0,-31000000.0,13000000.0,-19000000.0,0.0,154000000.0,3000000.0,151000000.0,0.0,,14.6066,2.1858,0.0,-0.0039013340045305814,-0.0014438751746623196,-0.025326797385620915,0.12336601307189543,0.0,5433000000.0,813000000.0,1035000000.0,53000000.0,5.0,5.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2018-06-30,21760000000.0,13844000000.0,7916000000.0,,521000000.0,2782000000.0,186000000.0,26000000.0,28000000.0,1.0,464000000.0,9000000.0,455000000.0,0.0,,11.822,1.9616,1.0,0.023496715512885295,0.00854779411764706,0.06685837526959022,0.16355140186915887,0.0,5306000000.0,698000000.0,1054000000.0,53000000.0,5.0,5.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2018-09-30,22480000000.0,14146000000.0,8334000000.0,,616000000.0,4697000000.0,739000000.0,40000000.0,93000000.0,4.0,826000000.0,14000000.0,812000000.0,0.0,,8.877,2.0071,4.0,0.0886729061675066,0.03287366548042705,0.15733446880987864,0.17287630402384502,0.0,5682000000.0,1034000000.0,1134000000.0,54000000.0,7.0,7.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2018-12-31,21935000000.0,14102000000.0,7833000000.0,,784000000.0,-3296000000.0,-607000000.0,-26000000.0,-138000000.0,-4.0,-263000000.0,-6000000.0,-269000000.0,0.0,,43.8997,2.3302,-4.0,-0.07749265926209625,-0.027672669250056986,0.1841626213592233,0.08161407766990292,0.0,5407000000.0,287000000.0,1149000000.0,53000000.0,1.0,1.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2019-03-31,23352000000.0,14722000000.0,8630000000.0,845000000.0,802000000.0,2159000000.0,695000000.0,13000000.0,172000000.0,4.22,200000000.0,5000000.0,195000000.0,845000000.0,,13.8989,2.2201,4.22,0.08053302433371959,0.02976190476190476,0.3219082908754053,0.09031959240389069,0.09791425260718424,6342000000.0,1013000000.0,1193000000.0,53000000.0,5.22,5.22,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2019-06-30,24337000000.0,15206000000.0,9131000000.0,,803000000.0,4072000000.0,1123000000.0,26000000.0,274000000.0,6.81,476000000.0,13000000.0,463000000.0,0.0,,14.0199,2.5624,6.81,0.12298762457562151,0.04614373176644615,0.27578585461689586,0.1137033398821218,0.0,7632000000.0,1950000000.0,1201000000.0,53000000.0,11.03,11.03,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2019-09-30,24742000000.0,15371000000.0,9371000000.0,,787000000.0,5772000000.0,1371000000.0,40000000.0,320000000.0,8.3,880000000.0,22000000.0,858000000.0,0.0,,20.736,2.9399,8.3,0.14630242236687654,0.05541185029504486,0.23752598752598753,0.14864864864864866,0.0,8707000000.0,2582000000.0,1247000000.0,53000000.0,15.33,15.33,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2019-12-31,25408000000.0,15544000000.0,9864000000.0,,767000000.0,-4079000000.0,-1192000000.0,-26000000.0,-291000000.0,-7.229999999999999,-348000000.0,-16000000.0,-364000000.0,0.0,,8.6023,2.1679,-7.229999999999999,-0.12084347120843471,-0.046914357682619645,0.29222848737435647,0.08923755822505516,0.0,7924000000.0,1997000000.0,1152000000.0,53000000.0,12.1,12.1,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2020-03-31,23367000000.0,15325000000.0,8042000000.0,,486000000.0,-99000000.0,-1226000000.0,13000000.0,-350000000.0,-7.56,167000000.0,4000000.0,163000000.0,0.0,,161.0724,2.1605,-7.56,-0.1524496393931858,-0.052467154534172125,12.383838383838384,-1.6464646464646464,0.0,5666000000.0,76000000.0,1120000000.0,53000000.0,0.32000000000000206,0.32000000000000206,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2020-06-30,25450000000.0,16192000000.0,9258000000.0,,706000000.0,2615000000.0,-317000000.0,27000000.0,-114000000.0,-1.96,614000000.0,10000000.0,604000000.0,0.0,,18.4849,1.5921,-1.96,-0.034240656729315186,-0.012455795677799607,-0.12122370936902485,0.2309751434034417,0.0,4209000000.0,-1364000000.0,1261000000.0,54000000.0,-8.449999999999998,-8.449999999999998,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2020-09-30,26370000000.0,16625000000.0,9745000000.0,,914000000.0,4842000000.0,167000000.0,40000000.0,16000000.0,1.03,1119000000.0,16000000.0,1103000000.0,0.0,,15.8155,1.7932,1.03,0.017136993329912777,0.00633295411452408,0.03448988021478728,0.2277984304006609,0.0,3279000000.0,-2568000000.0,1506000000.0,54000000.0,-15.72,-15.72,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2020-12-31,27542000000.0,16753000000.0,10789000000.0,,900000000.0,178000000.0,2592000000.0,-26000000.0,731000000.0,15.98,-409000000.0,-10000000.0,-419000000.0,0.0,,11.5605,1.8654,15.98,0.24024469366947818,0.0941108125771549,14.561797752808989,-2.353932584269663,0.0,7536000000.0,1216000000.0,1451000000.0,54000000.0,7.49,7.49,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2021-03-31,28313000000.0,17175000000.0,11138000000.0,,947000000.0,2227000000.0,620000000.0,13000000.0,148000000.0,3.82,354000000.0,5000000.0,349000000.0,0.0,,5.4218,1.6834,3.82,0.055665289998204345,0.021898068025288736,0.2784014369106421,0.15671306690615178,0.0,9862000000.0,3062000000.0,1637000000.0,54000000.0,18.87,18.87,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2021-06-30,29677000000.0,17819000000.0,11858000000.0,,1003000000.0,4522000000.0,1323000000.0,26000000.0,317000000.0,8.13,917000000.0,9000000.0,908000000.0,0.0,,6.5781,1.9895,8.13,0.1115702479338843,0.04457997776055531,0.29256965944272445,0.20079610791685096,0.0,11769000000.0,4702000000.0,1941000000.0,53000000.0,28.96,28.96,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2021-09-30,29907000000.0,18066000000.0,11841000000.0,,1085000000.0,6307000000.0,1476000000.0,39000000.0,348000000.0,9.07,1518000000.0,12000000.0,1506000000.0,0.0,,7.2912,2.0454,9.07,0.1246516341525209,0.049352994282275055,0.23402568574599653,0.23878230537498019,0.0,13234000000.0,6011000000.0,2344000000.0,52000000.0,37.0,37.0,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2021-12-31,31387000000.0,18282000000.0,13105000000.0,,1139000000.0,-3426000000.0,-473000000.0,-25000000.0,-89000000.0,-2.9200000000000017,-808000000.0,-11000000.0,-819000000.0,0.0,,6.2318,1.9064,-2.9200000000000017,-0.036093094238840134,-0.015069933411922134,0.1380618797431407,0.23905429071803852,0.0,9630000000.0,2946000000.0,1944000000.0,53000000.0,18.1,18.1,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2022-03-31,30250000000.0,18158000000.0,12092000000.0,,987000000.0,1215000000.0,-273000000.0,13000000.0,-87000000.0,-1.7,198000000.0,4000000.0,194000000.0,0.0,,10.589,2.5302,-1.7,-0.022576910353953025,-0.009024793388429752,-0.22469135802469137,0.15967078189300413,0.0,8618000000.0,2053000000.0,1789000000.0,53000000.0,12.58,12.58,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2022-06-30,29192000000.0,18639000000.0,10553000000.0,,1098000000.0,2035000000.0,-1081000000.0,26000000.0,-320000000.0,-6.76,755000000.0,8000000.0,747000000.0,0.0,,35.3972,2.6699,-6.76,-0.1024353264474557,-0.03703069334064127,-0.5312039312039312,0.3670761670761671,0.0,6131000000.0,-351000000.0,1628000000.0,53000000.0,-2.3100000000000014,-2.3100000000000014,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2022-09-30,28199000000.0,18768000000.0,9431000000.0,,1083000000.0,3443000000.0,-1499000000.0,40000000.0,-481000000.0,-9.41,1421000000.0,12000000.0,1409000000.0,0.0,,,2.1066,-9.41,-0.1589439083872336,-0.05315791340118444,-0.43537612547197213,0.4092361312808597,0.0,3267000000.0,-3326000000.0,1531000000.0,54000000.0,-20.790000000000003,-20.790000000000003,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2022-12-31,29736000000.0,19205000000.0,10531000000.0,,,-136000000.0,2367000000.0,-26000000.0,681000000.0,14.809999999999997,-322000000.0,-9000000.0,-331000000.0,0.0,,,2.4534,14.809999999999997,0.2247649795840851,0.07960048426150121,-17.404411764705884,2.4338235294117645,0.0,6557000000.0,-486000000.0,2019000000.0,53000000.0,-3.060000000000004,-3.060000000000004,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2023-06-30,31352000000.0,20322000000.0,11030000000.0,,748000000.0,4846000000.0,759000000.0,27000000.0,175000000.0,4.8,825000000.0,8000000.0,817000000.0,0.0,,11.2998,1.6332,4.8,0.06881233000906618,0.024208981883133453,0.1566240198101527,0.1685926537350392,0.0,10188000000.0,546000000.0,2642000000.0,67000000.0,3.439999999999996,3.439999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2023-09-30,30915000000.0,20291000000.0,10624000000.0,,899000000.0,6657000000.0,660000000.0,40000000.0,126000000.0,4.17,1475000000.0,10000000.0,1465000000.0,0.0,,9.3814,1.6063,4.17,0.06212349397590362,0.021348859776807377,0.09914375844975214,0.22006910019528317,0.0,14810000000.0,2287000000.0,3360000000.0,81000000.0,14.369999999999996,14.369999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2023-12-31,32769000000.0,20671000000.0,12098000000.0,,,10013000000.0,1843000000.0,54000000.0,433000000.0,11.66,2052000000.0,18000000.0,2034000000.0,0.0,,8.8083,1.6213,11.66,0.15233922962473137,0.0562421801092496,0.1840607210626186,0.20313592329971036,0.0,21380000000.0,5629000000.0,3985000000.0,95000000.0,35.44,35.44,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2024-03-31,33727000000.0,21073000000.0,12654000000.0,,619000000.0,2935000000.0,755000000.0,13000000.0,198000000.0,4.78,353000000.0,7000000.0,346000000.0,0.0,,8.0669,1.7879,4.78,0.059664928085980715,0.022385625759777032,0.2572402044293015,0.11788756388415673,0.0,24451000000.0,4017000000.0,4662000000.0,134000000.0,25.41,25.41,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2024-06-30,34802000000.0,22025000000.0,12777000000.0,,771000000.0,5479000000.0,1067000000.0,27000000.0,272000000.0,6.77,1095000000.0,12000000.0,1083000000.0,0.0,,8.6751,1.7528,6.77,0.08350943100884402,0.030659157519682775,0.1947435663442234,0.1976638072640993,0.0,25084000000.0,4325000000.0,4928000000.0,134000000.0,27.38,27.38,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2024-09-30,37009000000.0,23205000000.0,13804000000.0,,1752000000.0,8799000000.0,1887000000.0,40000000.0,492000000.0,11.97,2007000000.0,18000000.0,1989000000.0,0.0,,6.9275,1.7497,11.97,0.13669950738916256,0.05098759761139182,0.21445618820320492,0.22604841459256733,0.0,27226000000.0,5552000000.0,5452000000.0,134000000.0,35.18,35.18,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2024-12-31,36501000000.0,22566000000.0,13935000000.0,,,-5876000000.0,-1417000000.0,-27000000.0,-396000000.0,-8.990000000000004,-806000000.0,-15000000.0,-821000000.0,0.0,,9.8004,1.9813,-8.990000000000004,-0.10168640114818801,-0.03882085422317197,0.2411504424778761,0.13972089857045608,0.0,11337000000.0,2292000000.0,2597000000.0,53000000.0,14.529999999999996,14.529999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2025-03-31,37276000000.0,23558000000.0,13718000000.0,,1010000000.0,2566000000.0,-90000000.0,13000000.0,-38000000.0,-0.57,310000000.0,3000000.0,307000000.0,0.0,,15.9832,2.1087,-0.57,-0.006560723137483598,-0.0024144221482991736,-0.03507404520654715,0.11964146531566641,0.0,10968000000.0,1447000000.0,2558000000.0,53000000.0,9.179999999999996,9.179999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2025-06-30,38842000000.0,24541000000.0,14301000000.0,,995000000.0,5814000000.0,595000000.0,27000000.0,132000000.0,3.77,1051000000.0,7000000.0,1044000000.0,0.0,,12.7894,1.9942,3.77,0.041605482134116495,0.015318469697749859,0.1023391812865497,0.17956656346749225,0.0,11303000000.0,975000000.0,2519000000.0,53000000.0,6.179999999999996,6.179999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2025-09-30,40567000000.0,25161000000.0,15406000000.0,,1460000000.0,9540000000.0,1717000000.0,40000000.0,423000000.0,10.88,2165000000.0,12000000.0,2153000000.0,0.0,,11.6509,2.047,10.88,0.11145008438270804,0.04232504252224715,0.179979035639413,0.22568134171907756,0.0,12044000000.0,805000000.0,2683000000.0,53000000.0,5.089999999999996,5.089999999999996,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
2025-12-31,41002000000.0,25091000000.0,15911000000.0,,,-5289000000.0,171000000.0,-27000000.0,70000000.0,1.089999999999998,-414000000.0,-2000000.0,-416000000.0,0.0,,10.6481,2.0173,1.089999999999998,0.010747281754760857,0.004170528266913809,-0.03233125354509359,0.07865380979391189,0.0,12631000000.0,2393000000.0,3088000000.0,53000000.0,15.169999999999998,15.169999999999998,0.64137304,174.27,123.015,0.92452,24651.447,10.3015,1.6015,1.9517
