report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,fcf_margin,debt_equity,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-12-31,,,,,,-6315000000.0,151000000.0,-283000000.0,45000000.0,,-678650000.0,,,,,0.0,24.3188,1.2062,,,,-0.02391132224861441,,,13105000000.0,654000000.0,,536000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2017-03-31,,,,,,3300000000.0,295000000.0,142000000.0,119000000.0,0.0,337680000.0,,,,,0.0,18.5911,1.1847,0.0,,,0.0893939393939394,,,13232000000.0,847000000.0,,535000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2017-06-30,,,,,,6659000000.0,526000000.0,281000000.0,188000000.0,,337700000.0,,,,,0.0,13.7892,1.1823,,,,0.0789908394653852,,,13411000000.0,1336000000.0,,543000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2017-09-30,,,,,,10180000000.0,683000000.0,504000000.0,240000000.0,2.0,337730000.0,,,,,0.0,16.6468,1.1952,2.0,,,0.06709233791748527,,,13824000000.0,1655000000.0,,644000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2017-12-31,,,,,,-6404000000.0,-340000000.0,-281000000.0,-377000000.0,1.0,-675610000.0,,,,,0.0,14.2341,1.2051,1.0,,,0.05309181761399125,,,13735000000.0,1164000000.0,,646000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2018-03-31,,,,,,3581000000.0,293000000.0,141000000.0,25000000.0,0.0,328720000.0,,,,,0.0,13.5834,1.1247,0.0,,,0.0818207204691427,,,14016000000.0,1162000000.0,,645000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2018-06-30,,,,,,7171000000.0,523000000.0,284000000.0,84000000.0,1.0,324230000.0,,,,,0.0,13.2817,1.0811,1.0,,,0.07293264537721378,,,14528000000.0,1159000000.0,,648000000.0,4.0,4.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2018-09-30,,,,,,10779000000.0,801000000.0,430000000.0,149000000.0,2.0,321730000.0,,,,,0.0,12.3854,1.1066,2.0,,,0.07431116059003619,,,15127000000.0,1277000000.0,,574000000.0,4.0,4.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2018-12-31,,,,,,-7465000000.0,-981000000.0,-281000000.0,-130000000.0,-2.0,-654750000.0,,,,,0.0,22.4874,1.0153,-2.0,,,0.13141326188881447,,,14066000000.0,636000000.0,,574000000.0,1.0,1.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2019-03-31,80449000000.0,58547000000.0,19037000000.0,11229000000.0,,3757000000.0,394000000.0,141000000.0,112000000.0,1.27,310360000.0,81000000.0,223000000.0,,-142000000.0,11229000000.0,20.2381,1.0482,1.27,0.020696538320113464,0.004897512709915599,0.10487090763907372,-0.03779611392068139,0.5898513421232338,14242000000.0,737000000.0,,574000000.0,2.27,2.27,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2019-06-30,82277000000.0,59883000000.0,19514000000.0,,,7380000000.0,643000000.0,305000000.0,162000000.0,2.0,307440000.0,474000000.0,505000000.0,,-31000000.0,0.0,22.423,1.189,2.0,0.03295070206005944,0.007815063748070542,0.08712737127371274,-0.004200542005420054,0.0,14451000000.0,857000000.0,,595000000.0,3.27,3.27,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2019-09-30,82499000000.0,60241000000.0,19420000000.0,,,11055000000.0,715000000.0,449000000.0,183000000.0,2.0,305730000.0,1271000000.0,743000000.0,,528000000.0,0.0,28.3027,1.0864,2.0,0.03681771369721936,0.008666771718445073,0.06467661691542288,0.04776119402985075,0.0,14727000000.0,771000000.0,,614000000.0,3.27,3.27,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2019-12-31,82243000000.0,60313000000.0,19119000000.0,,,-7261000000.0,-820000000.0,-304000000.0,-209000000.0,-2.2699999999999996,-620180000.0,-85000000.0,-430000000.0,943000000.0,-515000000.0,0.0,16.7517,1.0472,-2.2699999999999996,-0.04288927245148805,-0.009970453412448475,0.11293210301611348,0.07092686957719323,0.0,14931000000.0,932000000.0,-160000000.0,591000000.0,3.0,3.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2020-03-31,79254000000.0,60076000000.0,16966000000.0,9508000000.0,2460000000.0,3099000000.0,-632000000.0,144000000.0,-77000000.0,,287040000.0,329000000.0,233000000.0,,96000000.0,11968000000.0,,0.6799,,-0.037250972533301896,-0.007974360915537385,-0.20393675379154566,0.030977734753146177,0.7054108216432866,14273000000.0,-94000000.0,78000000.0,594000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2020-06-30,78439000000.0,60026000000.0,17204000000.0,9958000000.0,47000000.0,5409000000.0,-1467000000.0,267000000.0,-305000000.0,-5.0,284260000.0,440000000.0,440000000.0,,0.0,10005000000.0,,0.7527,-5.0,-0.0852708672401767,-0.01870243118856691,-0.27121464226289516,0.0,0.5815508021390374,12302000000.0,-2204000000.0,109000000.0,556000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2020-09-30,79464000000.0,60844000000.0,17372000000.0,10373000000.0,35000000.0,8874000000.0,-1328000000.0,404000000.0,-284000000.0,-4.0,282630000.0,1291000000.0,584000000.0,,707000000.0,10408000000.0,,0.7551,-4.0,-0.07644485378770435,-0.016711970200342294,-0.14965066486364662,0.07967094883930584,0.599125028781948,10121000000.0,-4247000000.0,288000000.0,511000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2020-12-31,80236000000.0,61055000000.0,17860000000.0,,,-4799000000.0,2496000000.0,-300000000.0,493000000.0,5.68,-573610000.0,-315000000.0,-547000000.0,734000000.0,-862000000.0,0.0,,0.975,5.68,0.13975363941769317,0.031108230719377836,-0.5201083559074807,0.17962075432381747,0.0,12583000000.0,-931000000.0,-59000000.0,515000000.0,,,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2021-03-31,80005000000.0,61468000000.0,17270000000.0,8996000000.0,141000000.0,3622000000.0,261000000.0,125000000.0,114000000.0,0.97,267760000.0,134000000.0,87000000.0,,47000000.0,9137000000.0,,1.0542,0.97,0.015112912565141865,0.003262296106493344,0.07205963556046384,0.012976256212037547,0.5290677475390851,13106000000.0,-38000000.0,-108000000.0,496000000.0,-2.3500000000000005,-2.3500000000000005,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2021-06-30,81608000000.0,62210000000.0,18083000000.0,8988000000.0,122000000.0,7625000000.0,1015000000.0,225000000.0,333000000.0,3.82,265550000.0,543000000.0,183000000.0,,360000000.0,9110000000.0,9.273,0.977,3.82,0.05613006691367583,0.012437506126850309,0.13311475409836065,0.04721311475409836,0.5037880882596915,15322000000.0,2444000000.0,252000000.0,454000000.0,6.47,6.47,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2021-09-30,81726000000.0,62596000000.0,17817000000.0,8925000000.0,187000000.0,10996000000.0,1235000000.0,324000000.0,391000000.0,4.7,262770000.0,1676000000.0,327000000.0,,1349000000.0,9112000000.0,8.5017,0.9464,4.7,0.06931582196778358,0.015111470034016103,0.11231356857038924,0.12268097489996363,0.511421675927485,17444000000.0,5007000000.0,894000000.0,374000000.0,15.169999999999998,15.169999999999998,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2021-12-31,81626000000.0,62451000000.0,17846000000.0,,,-7586000000.0,-933000000.0,-250000000.0,-359000000.0,-3.42,-535880000.0,270000000.0,-115000000.0,515000000.0,155000000.0,0.0,9.3808,0.9979,-3.42,-0.0522806231088199,-0.011430181559797123,0.12298971790139732,-0.020432375428420774,0.0,14657000000.0,1578000000.0,1911000000.0,424000000.0,6.069999999999999,6.069999999999999,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2022-03-31,79144000000.0,61449000000.0,16575000000.0,,,3402000000.0,338000000.0,96000000.0,92000000.0,1.36,248480000.0,423000000.0,121000000.0,,302000000.0,0.0,9.8406,1.1009,1.36,0.0203921568627451,0.0042706964520367935,0.0993533215755438,0.08877131099353322,0.0,14437000000.0,1655000000.0,2166000000.0,395000000.0,6.460000000000001,6.460000000000001,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2022-06-30,77071000000.0,60850000000.0,15236000000.0,,,6790000000.0,518000000.0,192000000.0,143000000.0,2.09,247200000.0,1446000000.0,312000000.0,,1134000000.0,0.0,13.854,1.0251,2.09,0.03399842478340772,0.00672107537205953,0.07628865979381444,0.1670103092783505,0.0,13602000000.0,1158000000.0,2940000000.0,362000000.0,4.73,4.73,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2022-09-30,75111000000.0,60458000000.0,13846000000.0,,,10251000000.0,648000000.0,284000000.0,190000000.0,2.0,245030000.0,2692000000.0,437000000.0,,2255000000.0,0.0,15.1245,0.8493,2.0,0.04680052000577784,0.00862723169708831,0.06321334503950835,0.21997853867915326,0.0,12857000000.0,571000000.0,3846000000.0,322000000.0,2.0300000000000002,2.0300000000000002,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2022-12-31,75494000000.0,60016000000.0,14598000000.0,,,-6399000000.0,-492000000.0,-194000000.0,-147000000.0,-1.4500000000000002,-497430000.0,-1247000000.0,-210000000.0,509000000.0,-1457000000.0,0.0,16.8481,0.9715,-1.4500000000000002,-0.03370324702013974,-0.0065170742045725484,0.07688701359587435,0.22769182684794498,0.0,14044000000.0,1012000000.0,2234000000.0,378000000.0,4.0,4.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2023-06-30,77347000000.0,61877000000.0,14603000000.0,,,7717000000.0,735000000.0,186000000.0,235000000.0,3.0,230780000.0,2153000000.0,299000000.0,,1854000000.0,0.0,12.571,0.8904,3.0,0.050332123536259675,0.009502631000555936,0.09524426590644032,0.24024880134767396,0.0,18359000000.0,1409000000.0,3786000000.0,468000000.0,5.64,5.64,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2023-09-30,76469000000.0,61311000000.0,14448000000.0,,,11643000000.0,988000000.0,280000000.0,315000000.0,4.0,229160000.0,3430000000.0,463000000.0,,2967000000.0,0.0,10.405,0.9019,4.0,0.06838316722037652,0.012920268344034837,0.0848578545048527,0.25483122906467404,0.0,23212000000.0,1879000000.0,5619000000.0,556000000.0,7.55,7.55,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2023-12-31,79197000000.0,62672000000.0,15704000000.0,,,15901000000.0,1434000000.0,376000000.0,451000000.0,6.0,227810000.0,3907000000.0,686000000.0,538000000.0,3221000000.0,0.0,10.834,0.9746,6.0,0.0913143148242486,0.01810674646766923,0.0901830073580278,0.20256587635997736,0.0,28862000000.0,2665000000.0,6585000000.0,648000000.0,11.55,11.55,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2024-03-31,80906000000.0,63908000000.0,16184000000.0,,,4231000000.0,457000000.0,103000000.0,144000000.0,2.0,222780000.0,198000000.0,159000000.0,,39000000.0,0.0,11.3497,1.0511,2.0,0.028237765694513098,0.005648530393295923,0.10801229023871425,0.009217679035688962,0.0,39492000000.0,3614000000.0,8081000000.0,945000000.0,15.0,15.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2024-06-30,81057000000.0,63856000000.0,16384000000.0,,,8498000000.0,826000000.0,217000000.0,256000000.0,3.0,222180000.0,1150000000.0,318000000.0,,832000000.0,0.0,10.766,0.9835,3.0,0.0504150390625,0.010190359870214787,0.09719934102141681,0.09790538950341257,0.0,40273000000.0,3705000000.0,7059000000.0,976000000.0,15.0,15.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2024-09-30,83617000000.0,65369000000.0,17357000000.0,,,12964000000.0,1227000000.0,331000000.0,381000000.0,5.0,221430000.0,2084000000.0,458000000.0,,1626000000.0,0.0,10.3431,1.0047,5.0,0.0706919398513568,0.014674049535381562,0.09464671397716753,0.1254242517741438,0.0,41594000000.0,3944000000.0,5718000000.0,1027000000.0,16.0,16.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2024-12-31,81943000000.0,64006000000.0,17066000000.0,,,-8183000000.0,-1096000000.0,-210000000.0,-401000000.0,-4.0,-445860000.0,-407000000.0,-303000000.0,583000000.0,-710000000.0,0.0,13.0435,1.0508,-4.0,-0.06422125864291574,-0.013375151019611193,0.1339362092142246,0.08676524502016375,0.0,17510000000.0,1414000000.0,1787000000.0,441000000.0,5.999999999999999,5.999999999999999,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2025-03-31,83142000000.0,65108000000.0,17191000000.0,,,4494000000.0,370000000.0,105000000.0,122000000.0,1.0,212600000.0,736000000.0,98000000.0,,638000000.0,0.0,14.5686,1.0849,1.0,0.021522889884241756,0.00445021769983883,0.08233199821984868,0.14196706720071206,0.0,17773000000.0,1327000000.0,2386000000.0,443000000.0,5.0,5.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2025-06-30,84668000000.0,66279000000.0,17514000000.0,,,9049000000.0,761000000.0,212000000.0,245000000.0,3.0,210970000.0,1742000000.0,232000000.0,,1510000000.0,0.0,14.0989,1.0505,3.0,0.04345095352289597,0.0089880474323239,0.08409769035252514,0.16686926732235607,0.0,18324000000.0,1262000000.0,3064000000.0,438000000.0,5.0,5.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2025-09-30,85941000000.0,66718000000.0,18292000000.0,,,13720000000.0,1265000000.0,324000000.0,398000000.0,6.0,209880000.0,2662000000.0,388000000.0,,2274000000.0,0.0,14.3049,1.1342,6.0,0.06915591515416576,0.014719400518960682,0.09220116618075802,0.16574344023323614,0.0,19080000000.0,1300000000.0,3712000000.0,431000000.0,6.0,6.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
2025-12-31,86348000000.0,66707000000.0,18686000000.0,,,-8809000000.0,-729000000.0,-204000000.0,-254000000.0,-3.0,-424350000.0,-1861000000.0,-139000000.0,610000000.0,-2000000000.0,0.0,13.0554,1.1777,-3.0,-0.03901316493631596,-0.00844258118311947,0.08275627199455103,0.22704052673402203,0.0,18454000000.0,1667000000.0,2422000000.0,437000000.0,7.0,7.0,0.5870439,114.9,78.98,0.71908,22189.848,13.3112,1.1647,1.2007
