report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2018-06-30,11225600000.0,2778500000.0,1537600000.0,5328300000.0,5897100000.0,3085300000.0,,526500000.0,137600000.0,2403400000.0,963700000.0,250900000.0,117000000.0,48800000.0,0.0,140000000.0,254700000.0,33300000.0,217800000.0,221400000.0,3085300000.0,,2.0762,43.5032,0.0,468700000.0,0.019840260467009208,0.010422605473204104,0.048681035200133144,0.40097362070400266,0.10439377548472997,0.022350698403648804,0.027932401140007126,0.09211949737871349,0.1950153948572855,0.5231893642637907,1.8070369406867846,4940700000.0,243800000.0,599600000.0,2002600000.0,518500000.0,1041500000.0,0.0,0.0,2.9623619779164665,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2018-09-29,10942900000.0,2768800000.0,1493500000.0,5282900000.0,5659800000.0,3071000000.0,,444200000.0,,3536500000.0,1388500000.0,129000000.0,49600000.0,37300000.0,0.0,139000000.0,398700000.0,56800000.0,324000000.0,341900000.0,3071000000.0,,2.0169,79.2224,0.0,453000000.0,0.008763560549842751,0.0045326193239452065,0.014025166124699562,0.392619821857769,0.03647674254206136,0.011788465580422009,0.014775278325010308,0.09667750600876573,0.1280927470663085,0.5425986783985299,1.853900234348845,4814100000.0,247000000.0,289000000.0,1924400000.0,433600000.0,721800000.0,0.0,0.0,4.2546411748406765,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2018-12-31,10983400000.0,2902200000.0,1537400000.0,5315300000.0,5668000000.0,3052200000.0,,551100000.0,,-2425200000.0,-1013400000.0,-299700000.0,-116400000.0,43800000.0,0.95,-282100000.0,-232800000.0,-900000.0,-227700000.0,-233700000.0,3052200000.0,1.8881,1.1126,40.2173,0.95,-527400000.0,-0.0205363443895554,-0.01059781124242038,0.047996041563582385,0.4178624443344879,0.1235774369124196,-0.02728663255458237,-0.03436847778720672,0.09636318654131618,0.2174666006927264,0.5384968242766408,1.88773253544946,4731700000.0,131000000.0,236500000.0,1831500000.0,488600000.0,660100000.0,0.95,0.95,4.6238448719890926,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2019-03-30,11119500000.0,3009300000.0,1831900000.0,5418700000.0,5700600000.0,2749900000.0,,837900000.0,,1174500000.0,448800000.0,102300000.0,63900000.0,17000000.0,0.47,136200000.0,94500000.0,21100000.0,96600000.0,73400000.0,2749900000.0,,1.4221,58.4969,0.47,198900000.0,0.011209346384591095,0.005746661270740591,0.05440613026819923,0.38212005108556835,0.08710089399744572,0.009200053959260757,0.012105792556653453,0.06249467858663261,0.16934865900383142,0.4823878188260885,1.6427206725257928,4689200000.0,114100000.0,182500000.0,1787600000.0,403000000.0,593200000.0,1.42,1.42,4.635704652730951,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2019-06-29,11428700000.0,3435400000.0,1790800000.0,5702300000.0,5726200000.0,3084400000.0,,1055700000.0,,2323500000.0,879600000.0,157300000.0,72900000.0,35000000.0,0.0,136300000.0,158300000.0,54700000.0,191500000.0,103600000.0,3084400000.0,,1.4176,75.9703,0.0,348800000.0,0.01273095595683001,0.006378678239869802,0.031375080697224014,0.37856681730148484,0.06769959113406498,0.013763595159554455,0.017853494654166573,0.04458790617602754,0.15011835592855605,0.5386469211693619,1.9183605092696001,4609300000.0,70000000.0,88900000.0,1703500000.0,285200000.0,473300000.0,1.42,1.42,6.516796957532221,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2019-09-28,11310800000.0,2739800000.0,1324700000.0,5551700000.0,5758800000.0,3361500000.0,,398500000.0,,3514600000.0,1292500000.0,211700000.0,165100000.0,40100000.0,1.0,136400000.0,298300000.0,90300000.0,293500000.0,208000000.0,3361500000.0,,1.6145,30.8482,1.0,505200000.0,0.02866916718760853,0.01459666867065106,0.04697547373812098,0.36775166448528995,0.06023445057759062,0.018716624818757292,0.023211955747069725,0.059181699197632734,0.14374324247425027,0.5837153573661179,2.0682418660828867,4587400000.0,185500000.0,171600000.0,1607500000.0,151300000.0,525500000.0,2.42,2.42,6.396764985727878,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2019-12-31,11301400000.0,2756900000.0,1335800000.0,5497300000.0,5803800000.0,3365800000.0,,354300000.0,,-2175200000.0,-847600000.0,-266500000.0,-155800000.0,-67200000.0,-0.47,-272400000.0,-163300000.0,-28400000.0,-185100000.0,-191700000.0,3365800000.0,2.0636,1.817,48.1274,-0.47,-451600000.0,-0.026844481201971124,-0.013785902631532376,0.07162559764619346,0.38966531813166605,0.12251746965796248,-0.023581149238147487,-0.029063426976094923,0.08812982714233174,0.20761309304891504,0.5799303904338536,2.06385686480012,4837400000.0,146100000.0,204800000.0,1773300000.0,193300000.0,601300000.0,1.0,1.0,5.597538666223183,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2020-03-28,11400700000.0,3046200000.0,1635000000.0,5613800000.0,5786400000.0,3182900000.0,,510400000.0,,1341000000.0,483200000.0,145700000.0,106400000.0,8300000.0,0.0,137300000.0,171800000.0,33800000.0,93100000.0,138000000.0,3182900000.0,,1.7584,35.2298,0.0,238800000.0,0.01838794414489147,0.009332760269106283,0.07934377330350485,0.3603281133482476,0.10865026099925429,0.01277991702263896,0.016244300001114913,0.1029082774049217,0.17807606263982104,0.5500656712290889,1.863119266055046,5003900000.0,188600000.0,248200000.0,1807700000.0,257900000.0,641200000.0,0.53,0.53,4.963973799126638,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2020-06-27,12128300000.0,3803500000.0,1859700000.0,6217400000.0,5910400000.0,3536000000.0,,1456300000.0,,2560100000.0,917900000.0,263100000.0,167000000.0,19500000.0,1.0,137300000.0,462700000.0,60100000.0,187800000.0,402600000.0,3536000000.0,,2.0784,30.9628,1.0,450900000.0,0.028255278830536003,0.013769448315097747,0.06523182688176243,0.3585406820046092,0.10276942306941135,0.021693064980252797,0.027851880081300812,0.15725948205148235,0.17612593258075857,0.5982674607471575,2.045222347690488,5240500000.0,282700000.0,354000000.0,1846000000.0,556900000.0,743300000.0,1.53,1.53,4.757163998385578,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2020-09-26,11576000000.0,3398300000.0,1336300000.0,5755600000.0,5820300000.0,3543600000.0,,849400000.0,,3773800000.0,1346000000.0,167600000.0,12400000.0,46400000.0,0.0,137500000.0,525800000.0,104300000.0,284700000.0,421500000.0,3543600000.0,,1.8369,,0.0,452300000.0,0.002130474374173153,0.0010711817553559087,0.0032858127086756055,0.35666966982881976,0.04441146854629286,0.014478230822391153,0.017898525187154925,0.11169113360538449,0.11985266839790132,0.6088345961548374,2.5430666766444663,5499700000.0,130000000.0,309900000.0,1899500000.0,770400000.0,690400000.0,0.53,0.53,5.132676709154113,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2020-12-31,11488400000.0,3133500000.0,1382000000.0,5833300000.0,5655100000.0,3528300000.0,,641500000.0,,-2611600000.0,-931900000.0,-461000000.0,-448400000.0,-61000000.0,-2.19,-276000000.0,-524100000.0,-27800000.0,-180800000.0,-551900000.0,3528300000.0,2.2677,1.4931,,-2.19,-641800000.0,-0.07929125921734363,-0.039030674419414366,0.17169551232960636,0.35683106141828763,0.1765201409097871,-0.04012743288882699,-0.05019927260056188,0.21132638995251954,0.24574973196507888,0.6239146964686743,2.2673661360347324,5063300000.0,-162600000.0,115400000.0,1815200000.0,410200000.0,500200000.0,-1.19,-1.19,7.053778488604558,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2021-04-03,11324800000.0,4488600000.0,1446800000.0,5766800000.0,5558000000.0,3525300000.0,,470900000.0,,1010000000.0,368400000.0,51400000.0,38100000.0,14200000.0,0.28,134600000.0,200000.0,45400000.0,90400000.0,-45200000.0,3525300000.0,,1.3437,,0.28,141800000.0,0.0068549838071248655,0.003364297824244137,0.03772277227722772,0.36475247524752474,0.05089108910891089,0.004538711500423848,0.005658736362335275,-0.04475247524752475,0.1403960396039604,0.6342749190356243,3.1024329554879735,4732300000.0,-230900000.0,21100000.0,1700400000.0,227000000.0,403200000.0,-0.9099999999999999,-0.9099999999999999,8.743303571428571,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2021-07-03,11230300000.0,4420200000.0,1984500000.0,5719200000.0,5511100000.0,2925800000.0,,317500000.0,,1991100000.0,717400000.0,-74600000.0,-19600000.0,-31000000.0,-0.15,133400000.0,-82100000.0,68400000.0,165300000.0,-150500000.0,2925800000.0,,1.5476,,-0.15,90700000.0,-0.0035564587831830308,-0.0017452783986180245,-0.009843804931947165,0.3603033499070865,-0.037466726934860126,-0.006642743292699215,-0.008842110253766194,-0.07558635929888001,0.04555270955753101,0.5308921993794342,2.2273620559334844,4163300000.0,-417500000.0,-316600000.0,1499900000.0,-326100000.0,43000000.0,-2.06,-2.06,68.04186046511627,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2021-10-02,10915900000.0,4225900000.0,2003800000.0,5733500000.0,5182400000.0,2920900000.0,,2078100000.0,,3033800000.0,1053800000.0,363700000.0,-78500000.0,411800000.0,-0.59,133500000.0,261700000.0,110400000.0,238800000.0,151300000.0,2920900000.0,,1.5743,,-0.59,602500000.0,-0.015147422043840692,-0.007191344735660825,-0.025875140088338057,0.34735315445975345,0.11988265541565034,0.03331837045044385,0.04488294892204411,0.049871448348605706,0.1985958204232316,0.5636191725841309,2.10894300828426,3423300000.0,-508400000.0,-120500000.0,1207700000.0,-596300000.0,193200000.0,-2.65,-2.65,15.118530020703934,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2021-12-31,10425700000.0,3859900000.0,1587900000.0,5274000000.0,5151700000.0,2916700000.0,,1864900000.0,,-1896200000.0,-723400000.0,69900000.0,-8900000.0,-5400000.0,-0.06000000000000005,-267900000.0,-23500000.0,-72100000.0,-182300000.0,-95600000.0,2916700000.0,2.4307,1.2574,,-0.06000000000000005,-112400000.0,-0.0017275850690063475,-0.0008536597063026943,0.0046935977217593084,0.38149984178884083,-0.03686320008437929,0.0067045857832088015,0.008663427693222944,0.05041662271912246,0.059276447632106315,0.5661626259293049,2.4308205806410985,4138700000.0,-68900000.0,410400000.0,1416200000.0,-140000000.0,722600000.0,-0.52,-0.52,4.036396346526432,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2022-07-02,10919600000.0,2651500000.0,1014600000.0,6069800000.0,4849800000.0,4086100000.0,,485300000.0,,2196200000.0,709900000.0,14800000.0,-67600000.0,-55100000.0,-0.5,134300000.0,62200000.0,48700000.0,153000000.0,13500000.0,4086100000.0,,1.2706,,-0.5,167800000.0,-0.01393871912243804,-0.00619070295615224,-0.03078043893998725,0.32324014206356433,0.006738912667334487,0.001355361002234514,0.0016562405577501987,0.0061469811492578085,0.07640469902558965,0.8425295888490247,2.613345160654445,5324900000.0,-174600000.0,373800000.0,1757700000.0,-81300000.0,748600000.0,-1.3,-1.3,5.458322201442693,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
2022-10-01,10677500000.0,2583300000.0,1015000000.0,6074800000.0,4602700000.0,4077500000.0,,468700000.0,,3296300000.0,1072800000.0,47900000.0,-116900000.0,-6600000.0,0.0,134400000.0,121400000.0,70000000.0,241500000.0,51400000.0,4077500000.0,,1.1172,,0.0,289400000.0,-0.025398135876767983,-0.010948255677827206,-0.03546400509662349,0.3254558140945909,0.014531444346691746,0.0044860688363380944,0.005518306029814981,0.015593240906470891,0.08779540697145284,0.885893062767506,2.5451231527093596,6630100000.0,-271900000.0,496300000.0,2113100000.0,120600000.0,947300000.0,-1.1500000000000001,-1.1500000000000001,4.304338646680038,0.47658196,28.435,9.225,3.87266,1493.4917,0.6526,0.3512
