report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-31,,,,,1819697000.0,,,,,,,,,,,,,,,,0.0,,36.4472,1.0969,,,,,,,,,,,,0.0,,,,,,,,,,,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2010-10-30,,,,,1846831000.0,,,,,,,,,,,,,,,,0.0,,35.705,1.1538,,,,,,,,,,,,0.0,,,,,,,,,,,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2011-01-29,2947902000.0,1433268000.0,558851000.0,,1890784000.0,68566000.0,,826353000.0,3468777000.0,2212181000.0,231932000.0,,,,1.67,89851000.0,386789000.0,160935000.0,229153000.0,225854000.0,68566000.0,2.5829,29.3793,1.273,1.67,461085000.0,,,,0.6377409098365217,0.06686275883402133,0.07867697094408159,0.11837190905147116,0.06511055625657113,0.13292437075084387,0.036263264339025506,2.56466929467783,,,,,,,,,,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2011-04-30,2892994000.0,1339525000.0,491779000.0,,1908562000.0,69870000.0,,741823000.0,836674000.0,543661000.0,38745000.0,,,,0.28,90441000.0,-8816000.0,51501000.0,57218000.0,-60317000.0,69870000.0,,33.3276,1.7246,0.28,95963000.0,,,,0.6497883285485148,0.0463083590502394,0.013392699742896114,0.019583690518552067,-0.07209139999569725,0.11469580744710604,0.036608713785562116,2.7238353000026434,,,,,,,,,,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2011-07-30,2926047000.0,1297455000.0,580847000.0,2926047000.0,1886870000.0,26288000.0,,539613000.0,1753437000.0,1126703000.0,85919000.0,,,,0.63,90397000.0,-561000.0,133022000.0,116397000.0,-133583000.0,26288000.0,,33.0476,1.7419,0.63,202316000.0,,,,0.6425682816092052,0.049000334771081025,0.02936350646452364,0.044909516098513555,-0.07618351842695233,0.11538253156514891,0.013932067392030187,2.2337293641871265,,,,,,,,,,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2011-10-29,3081521000.0,1398881000.0,679950000.0,3081521000.0,1931230000.0,26321000.0,,488341000.0,2829292000.0,1773225000.0,165770000.0,,,,1.2,90167000.0,64457000.0,227574000.0,173569000.0,-163117000.0,26321000.0,,32.245,1.6257,1.2,339339000.0,,,,0.6267380673327462,0.05859062974058528,0.05379486299136044,0.0846823403323847,-0.05765293932192223,0.11993777948688224,0.01362913790692978,2.057329215383484,8888180000.0,,522366000.0,5655770000.0,-131163000.0,1098703000.0,3.78,3.78,0.0239564286253883,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2012-01-28,3048153000.0,1488775000.0,705353000.0,3048153000.0,1862456000.0,57851000.0,,583495000.0,-1261345000.0,-924719000.0,-100404000.0,,,,-0.6799999999999999,-181468000.0,310139000.0,-93499000.0,-114228000.0,216640000.0,57851000.0,2.2272,27.9566,0.9675,-0.6799999999999999,-214632000.0,,,,0.7331213902619822,0.07960074365062692,-0.03293929143320562,-0.05228538978402932,-0.1717531682450083,0.17016121679635626,0.031061673403291138,2.110680751340109,4158058000.0,,190030000.0,2518870000.0,-140377000.0,422986000.0,1.43,1.43,0.1367681199850586,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2012-07-28,2869238000.0,1226661000.0,687580000.0,2869238000.0,1695836000.0,,75000000.0,312153000.0,1872625000.0,1170766000.0,33286000.0,,,,0.22,84813000.0,-24291000.0,199958000.0,109347000.0,-224249000.0,75000000.0,,35.3699,0.683,0.22,142633000.0,,,,0.6252004539082838,0.017775048394633203,0.01160098953101834,0.018796771694273212,-0.11975115145851412,0.07616741205527001,0.04422597468151401,1.7840265859972657,5194009000.0,,184571000.0,3145975000.0,-304309000.0,469656000.0,1.3699999999999999,1.3699999999999999,0.15969134856150033,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2012-10-27,2849448000.0,1161767000.0,697795000.0,2849448000.0,1662768000.0,,60000000.0,349670000.0,3042274000.0,1902333000.0,145683000.0,,,,1.07,84049000.0,219324000.0,277951000.0,165516000.0,-58627000.0,60000000.0,,21.8244,0.5777,1.07,311199000.0,,,,0.62529969358447,0.04788621932146809,0.0511267445484178,0.08456333063999331,-0.019270782316122743,0.10229157531504394,0.03608440864871106,1.6649116144426372,6482846000.0,,244335000.0,3921605000.0,-229353000.0,578539000.0,1.81,1.81,0.10370951655808856,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2013-02-02,2987401000.0,1307824000.0,690801000.0,,1818268000.0,,,643505000.0,4510805000.0,2816709000.0,374233000.0,,,,2.0,83175000.0,684171000.0,339862000.0,224245000.0,344309000.0,0.0,1.8932,17.6069,0.8853,2.0,598478000.0,,,,0.6244359931320462,0.08296368386574016,0.12527042737148444,0.20581839420811454,0.07632983469691108,0.13267653999674117,0.0,1.8931993439499943,8164359000.0,,452798000.0,4965089000.0,278073000.0,837678000.0,2.61,2.61,0.0,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2013-05-04,2895011000.0,1261708000.0,533506000.0,,1779776000.0,131250000.0,15000000.0,555901000.0,838769000.0,553166000.0,-13921000.0,,,,0.0,78324000.0,-143629000.0,42372000.0,59459000.0,-186001000.0,146250000.0,,15.8897,0.8644,0.0,45538000.0,,,,0.6594974301625358,-0.01659694147017832,-0.004808617307499004,-0.007227835968984842,-0.22175473819371005,0.05429146761504061,0.08217326225322737,2.364936851694264,10264473000.0,,539281000.0,6442974000.0,-124568000.0,1097848000.0,3.29,3.29,0.13321516275477116,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2013-08-03,2842843000.0,1216070000.0,579227000.0,,1683665000.0,127500000.0,15000000.0,335023000.0,1784467000.0,1157289000.0,5244000.0,,,,0.0,79709000.0,-208720000.0,81231000.0,120313000.0,-289951000.0,142500000.0,,17.2084,0.9152,0.0,125557000.0,,,,0.6485348286070854,0.0029386926180198347,0.0018446322923918064,0.0028715915593607367,-0.16248605325847998,0.07036106579723805,0.08463678938506175,2.0994705012024646,10176315000.0,,511239000.0,6429497000.0,-190270000.0,1080772000.0,3.07,3.07,0.13185019597102812,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2013-11-02,2852396000.0,1286610000.0,603580000.0,,1675017000.0,123750000.0,15000000.0,257525000.0,2817760000.0,1808329000.0,-30127000.0,,,,0.0,77387000.0,-230161000.0,124033000.0,180609000.0,-354194000.0,138750000.0,,21.5269,0.681,0.0,150482000.0,,,,0.6417611861904492,-0.010691826131395151,-0.010561997702983737,-0.016610182013455974,-0.12570055647038783,0.05340483220714326,0.08283498018229069,2.1316312667749098,9951801000.0,,335429000.0,6335493000.0,-485837000.0,920055000.0,1.9999999999999998,1.9999999999999998,0.15080620180315307,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2014-02-01,2850997000.0,1320566000.0,568222000.0,,1729493000.0,120000000.0,,600116000.0,-1324099000.0,-943349000.0,119627000.0,,,18649000.0,0.0,-156754000.0,758003000.0,-83712000.0,-125141000.0,674291000.0,120000000.0,2.3242,46.9989,0.6245,0.0,-5514000.0,,,,0.7124459726953951,-0.09034596355710563,0.04195970742866443,0.06468096932510693,-0.5092451546296765,0.004164341185968723,0.06938449591874613,2.324031804470788,4116897000.0,,80823000.0,2575435000.0,-155855000.0,316063000.0,0.0,0.0,0.37967114151292625,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2014-05-03,2566393000.0,1053026000.0,470102000.0,,1552600000.0,116250000.0,15000000.0,357122000.0,822428000.0,511659000.0,-31506000.0,,,-9832000.0,0.0,74483000.0,-40140000.0,37829000.0,58897000.0,-77969000.0,131250000.0,,72.6798,0.6771,0.0,27391000.0,,,,0.6221322717611755,-0.038308520624297814,-0.012276373883501085,-0.01871069275766844,-0.0948034356806918,0.03330504311623631,0.0845356176735798,2.2399947245491405,4100556000.0,,63238000.0,2533928000.0,-47823000.0,297916000.0,0.0,0.0,0.4405604264289263,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2014-08-02,2563176000.0,1076893000.0,559224000.0,,1491364000.0,112500000.0,75000000.0,310740000.0,1713033000.0,1064615000.0,-12013000.0,,,-5236000.0,0.0,73459000.0,-24330000.0,80853000.0,118762000.0,-105183000.0,187500000.0,,72.303,0.7096,0.0,106749000.0,,,,0.6214795628572246,-0.0070127078696090505,-0.004686763608897711,-0.007155433674198744,-0.0614016192332547,0.06231578726154137,0.1257238340204001,1.92569167274652,4029122000.0,,45981000.0,2441254000.0,136945000.0,279108000.0,0.0,0.0,0.6717829657336944,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2014-11-01,2575569000.0,1136892000.0,511293000.0,,1395459000.0,291836000.0,2102000.0,320564000.0,2624486000.0,1631685000.0,21353000.0,,,4331000.0,0.0,73870000.0,29464000.0,132183000.0,174966000.0,-102719000.0,293938000.0,,31.6635,0.5931,0.0,196319000.0,,,,0.621716023632818,0.008136069310333529,0.008290595204399493,0.012639421047865007,-0.03913871135147987,0.07480283758419744,0.2106389367226124,2.223562614782522,3835848000.0,,97461000.0,2264610000.0,388420000.0,324945000.0,0.0,0.0,0.904577697764237,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2015-01-31,2505167000.0,1164972000.0,485956000.0,,1389701000.0,291310000.0,,520708000.0,-1415917000.0,-894389000.0,135685000.0,,,58070000.0,0.0,-148875000.0,347486000.0,-76241000.0,-126204000.0,271245000.0,291310000.0,2.3971,33.905,0.4691,0.0,9481000.0,,,,0.6316676754357776,-0.09582835717065337,0.0541620578588174,0.08071630703189926,-0.19156843233042614,-0.006696013961270329,0.20962063062486103,2.397278765978813,3744030000.0,,113519000.0,2313570000.0,-14626000.0,339940000.0,0.0,0.0,0.8569453432958758,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2015-05-02,2364592000.0,1046742000.0,437503000.0,,1307300000.0,290338000.0,2017000.0,383220000.0,709422000.0,411549000.0,-90197000.0,,,-31590000.0,0.0,69510000.0,-93783000.0,29917000.0,53291000.0,-123700000.0,292355000.0,,123.1553,0.4172,0.0,-36906000.0,,,,0.5801187445554268,-0.12714153212051502,-0.03814484697571505,-0.056385283076663406,-0.17436730183163196,-0.052022632509282206,0.22363267803870573,2.392536736890947,3631024000.0,,54828000.0,2213460000.0,-60357000.0,275643000.0,0.0,0.0,1.0606291471214577,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2015-08-01,2422201000.0,1103142000.0,529128000.0,,1284525000.0,289834000.0,2017000.0,408311000.0,1527178000.0,921411000.0,-88235000.0,-64056000.0,,-34807000.0,0.0,69612000.0,-20753000.0,69121000.0,108359000.0,-89874000.0,291851000.0,,,0.3801,0.0,20124000.0,-0.04986746073451276,-0.02644536931493299,-0.04194403009996215,0.6033422430129297,-0.05777650018530911,-0.03642761273734096,-0.05597332108583231,-0.05884972151248905,0.013177245874416734,0.22720538720538722,2.0848301356193586,3445169000.0,,-21394000.0,2070256000.0,-45048000.0,189018000.0,0.0,0.0,1.5440381339343343,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
2015-10-31,2512744000.0,1213155000.0,644410000.0,,1265164000.0,288091000.0,1513000.0,405611000.0,2405750000.0,1481198000.0,-47245000.0,-22165000.0,,-40688000.0,0.0,69363000.0,66540000.0,105216000.0,160364000.0,-38676000.0,289604000.0,,65.3009,0.4131,0.0,113119000.0,-0.0175194678318384,-0.008821033897603575,-0.009213343032318404,0.6156907409331809,-0.01963836641380027,-0.018802154139060723,-0.030387170304508455,-0.0160764834251273,0.047020263950950845,0.22890629199060358,1.882582517341444,3226433000.0,,-89992000.0,1919769000.0,18995000.0,105818000.0,0.0,0.0,2.736812262564025,0.97800004,133.11,65.45,1.09117,3797.9148,7.4921,3.3138,0.7212
