report_date,total_assets,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,income_tax,eps_diluted,operating_cash_flow,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,revenue_ttm,net_income_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,159193300000.0,149286400000.0,9827500000.0,2180000000.0,28500000.0,2279000000.0,6919200000.0,579000000.0,99200000.0,1.84,2373700000.0,2208500000.0,10.6699,0.8599,1.84,0.05891630628338845,0.003637087741757976,0.08368019424210892,0.22472653268888323,7949000000.0,632800000.0,,,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2012-12-31,161926500000.0,152092900000.0,9753200000.0,2671300000.0,40800000.0,4177200000.0,-4014500000.0,-373900000.0,-131800000.0,-1.1700000000000004,-1696500000.0,2712100000.0,10.3244,0.8941,-1.1700000000000004,-0.0383361358323422,-0.002309072326024462,0.09313737700834475,0.27807283763277696,9215100000.0,805900000.0,2.5699999999999994,2.5699999999999994,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2013-03-31,200762900000.0,190877400000.0,9723600000.0,2790500000.0,46500000.0,1661200000.0,2166700000.0,186500000.0,38200000.0,0.0,,2837000000.0,12.571,1.0452,0.0,0.01918013904315274,0.0009289564954481132,0.08607559883694096,0.29176436710683284,9285900000.0,782700000.0,1.9099999999999995,1.9099999999999995,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2013-06-30,196512700000.0,187050200000.0,9303400000.0,2578600000.0,175300000.0,1110500000.0,4377300000.0,417100000.0,67200000.0,1.0,,2753900000.0,13.2309,1.1705,1.0,0.044833071780209385,0.0021225091304531464,0.09528704909419049,0.2960100608379732,9448700000.0,808700000.0,1.6699999999999997,1.6699999999999997,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2013-09-30,201687400000.0,192079500000.0,9278400000.0,2593300000.0,175500000.0,1707100000.0,6616900000.0,671000000.0,128400000.0,2.0,,2768800000.0,14.0049,1.397,2.0,0.0723185031902052,0.0033269306858038725,0.10140700327948132,0.2984135195723401,9146400000.0,900700000.0,1.8299999999999996,1.8299999999999996,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2013-12-31,208191400000.0,198167200000.0,9684200000.0,2601400000.0,150600000.0,2371800000.0,-3871400000.0,-361900000.0,-45900000.0,-1.0,,2752000000.0,15.9486,1.5476,-1.0,-0.03737014931537969,-0.0017383042719343834,0.0934803946892597,0.2841742219285021,9289500000.0,912700000.0,2.0,2.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2014-03-31,211193900000.0,200855800000.0,9987900000.0,2516000000.0,148800000.0,1393100000.0,2478600000.0,301900000.0,52300000.0,0.0,,2664800000.0,13.1873,1.3989,0.0,0.03022657415472722,0.0014294920449880418,0.12180263051722746,0.2668028314260255,9601400000.0,1028100000.0,2.0,2.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2014-06-30,218322300000.0,207580600000.0,10401800000.0,2529400000.0,148600000.0,1742300000.0,5085300000.0,616500000.0,140600000.0,1.0,,2678000000.0,13.3179,1.4658,1.0,0.05926858812897768,0.002823806821382882,0.12123178573535484,0.2574554404045454,10309400000.0,1227500000.0,2.0,2.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2014-09-30,216422800000.0,205997700000.0,10316400000.0,2529200000.0,126300000.0,1270800000.0,7569600000.0,865400000.0,281600000.0,2.0,,2655500000.0,13.9149,1.4885,2.0,0.08388585165367764,0.003998654485571761,0.11432572394842529,0.2574056841533868,11262100000.0,1421900000.0,2.0,2.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2014-12-31,219087000000.0,208797000000.0,10184000000.0,2531200000.0,28000000.0,1863900000.0,-4655900000.0,-639700000.0,-156000000.0,0.0,,2559200000.0,13.3425,1.4462,0.0,-0.06281421838177534,-0.0029198446279331955,0.13739556261947206,0.25129615082482326,10477600000.0,1144100000.0,3.0,3.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2015-03-31,222494900000.0,211937800000.0,10422600000.0,2514600000.0,27200000.0,1452000000.0,2657300000.0,422400000.0,29000000.0,1.0,,2541800000.0,11.9704,1.4118,1.0,0.04052731564101088,0.001898470481795313,0.15895834117337146,0.2438738894325792,10656300000.0,1264600000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2015-06-30,222270700000.0,212436500000.0,9693400000.0,3315900000.0,26600000.0,2264400000.0,5916500000.0,680000000.0,58600000.0,2.0,,3342500000.0,12.5034,1.3294,2.0,0.07015082427218519,0.003059332606591872,0.11493281500887349,0.3448222501908515,11487500000.0,1328100000.0,5.0,5.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2015-09-30,215365400000.0,205601600000.0,9620300000.0,3286100000.0,221600000.0,2514200000.0,9157400000.0,980400000.0,126900000.0,3.0,,3507700000.0,11.0819,1.1531,3.0,0.10190950386162594,0.004552263269773139,0.10706095616659751,0.3646144091140609,13075300000.0,1443100000.0,6.0,6.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2015-12-31,218685900000.0,209222800000.0,9311600000.0,3290800000.0,181100000.0,2564800000.0,-5766800000.0,-848800000.0,-36900000.0,-2.0,,3471900000.0,10.6709,1.0978,-2.0,-0.09115511834700803,-0.0038813659225400447,0.1471873482694042,0.3728575110614717,11964400000.0,1234000000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2016-03-31,217570000000.0,207199500000.0,10041600000.0,3269100000.0,122600000.0,2142900000.0,3036600000.0,368000000.0,70600000.0,1.0,,3391700000.0,9.7181,0.9234,1.0,0.036647546207775654,0.0016914096612584456,0.1211881709807021,0.3377648980242193,12343700000.0,1179600000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2016-06-30,223074200000.0,212169400000.0,10499700000.0,3270200000.0,25900000.0,2255400000.0,6062300000.0,690300000.0,143500000.0,2.0,,3296100000.0,9.5763,0.9779,2.0,0.06574473556387325,0.0030944860499331614,0.11386767398512115,0.31392325495014145,12489500000.0,1189900000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2016-09-30,230367600000.0,219313900000.0,10794600000.0,3278200000.0,39900000.0,2218200000.0,8880300000.0,998500000.0,186800000.0,3.0,,3318100000.0,11.8312,1.2591,3.0,0.09249995368054398,0.004334376882860263,0.1124398950485907,0.30738517406851573,12212400000.0,1208000000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2016-12-31,228014300000.0,217623000000.0,10227300000.0,3125700000.0,51400000.0,2719600000.0,-5585100000.0,-740300000.0,-171000000.0,-2.0,,3177100000.0,12.8008,1.349,-2.0,-0.07238469586303325,-0.0032467261921730346,0.1325491038656425,0.3106489493805794,12394100000.0,1316500000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2017-03-31,235496000000.0,224716000000.0,10616100000.0,3126200000.0,59500000.0,1534700000.0,3049400000.0,348900000.0,60400000.0,1.0,,3185700000.0,14.0247,1.4573,1.0,0.032865176477237405,0.0014815538268165914,0.11441595067882206,0.3000819509989544,12406900000.0,1297400000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2017-06-30,240153900000.0,228820800000.0,11168100000.0,3126800000.0,42000000.0,2006400000.0,6227700000.0,658400000.0,111200000.0,2.0,,3168800000.0,14.375,1.4606,2.0,0.058953626847897136,0.0027415752981733797,0.10572121328901521,0.283736714391884,12572300000.0,1265500000.0,4.0,4.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2017-09-30,247933600000.0,235737200000.0,11996400000.0,3175400000.0,58800000.0,2795000000.0,10855500000.0,1468600000.0,455800000.0,5.0,,3234200000.0,10.5,1.2975,5.0,0.12242005935113867,0.005923360125452944,0.13528626042098477,0.2695975459304458,14547500000.0,1735600000.0,6.0,6.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2017-12-31,253941200000.0,240918000000.0,12849300000.0,3178400000.0,39500000.0,2470800000.0,-6039400000.0,-165500000.0,-699700000.0,-1.0,4188000000.0,3217900000.0,8.7961,1.4337,-1.0,-0.0128800790704552,-0.0006517256750775376,0.02740338444216313,0.25043387577533405,14093200000.0,2310400000.0,7.0,7.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2018-03-31,253636500000.0,241252900000.0,12186900000.0,3196600000.0,78100000.0,2335700000.0,2883600000.0,397100000.0,54500000.0,1.0,746500000.0,3274700000.0,7.251,1.2224,1.0,0.03258416824623161,0.0015656263984087464,0.1377098071854626,0.26870656196407616,13927400000.0,2358600000.0,7.0,7.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2018-06-30,252104000000.0,240258600000.0,11639300000.0,3219900000.0,64500000.0,2342000000.0,6118500000.0,853700000.0,110400000.0,2.0,1638200000.0,3284400000.0,6.0416,1.0781,2.0,0.07334633526071155,0.003386300891695491,0.13952766200866226,0.28218191815659016,13818200000.0,2553900000.0,7.0,7.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2018-09-30,258758300000.0,246841100000.0,11700800000.0,3245500000.0,36100000.0,2926700000.0,10466600000.0,1310000000.0,219500000.0,4.0,3713900000.0,3281600000.0,7.7546,1.2136,4.0,0.11195815670723369,0.005062639536586846,0.1251600328664514,0.28045945576370845,13429300000.0,2395300000.0,6.0,6.0,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2018-12-31,243036100000.0,231188900000.0,11390000000.0,3259600000.0,42900000.0,2977500000.0,-5231500000.0,-1014300000.0,-153700000.0,-1.6399999999999997,-942100000.0,3302500000.0,8.0843,0.8764,-1.6399999999999997,-0.08905179982440738,-0.0041734540671118404,0.1938832074930708,0.28994732221246705,14237200000.0,1546500000.0,5.36,5.36,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2019-03-31,259419900000.0,246120000000.0,12694400000.0,3266400000.0,43900000.0,2259700000.0,3743900000.0,429900000.0,73900000.0,1.53,1176400000.0,3310300000.0,9.1551,0.956,1.53,0.033865326443156034,0.0016571589149483134,0.11482678490344293,0.2607685278548021,15097500000.0,1579300000.0,5.890000000000001,5.890000000000001,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2019-06-30,267918000000.0,253511500000.0,14034700000.0,3762400000.0,76800000.0,3315900000.0,7716500000.0,816200000.0,132100000.0,2.9,2678400000.0,3839200000.0,10.8392,1.0307,2.9,0.058155856555537344,0.0030464545122014944,0.10577334283677833,0.27355055683413254,16695500000.0,1541800000.0,6.79,6.79,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2019-09-30,270238400000.0,254996300000.0,14804200000.0,3763900000.0,96100000.0,3198000000.0,12174900000.0,1093300000.0,193200000.0,3.89,4464800000.0,3860000000.0,11.9795,0.9964,3.89,0.07385066400075654,0.00404568706741899,0.08979950554008657,0.2607368179300469,18403800000.0,1325100000.0,6.68,6.68,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2019-12-31,276087800000.0,261137100000.0,14618000000.0,3734100000.0,93400000.0,2515900000.0,-7413200000.0,-945200000.0,-150000000.0,-3.3600000000000003,-2826400000.0,3827500000.0,10.954,0.9389,-3.3600000000000003,-0.06466000820905733,-0.003423548595772794,0.12750229320671236,0.26183472431249144,16222100000.0,1394200000.0,4.960000000000001,4.960000000000001,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2020-03-31,246903900000.0,233691600000.0,12907500000.0,3670100000.0,105600000.0,3482700000.0,4551300000.0,288900000.0,43200000.0,1.04,1589100000.0,3775700000.0,6.8369,0.502,1.04,0.022382335851249272,0.0011700908734126921,0.0634763693889658,0.2925198527987604,17029500000.0,1253200000.0,4.469999999999999,4.469999999999999,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2020-06-30,271309400000.0,255725700000.0,15243100000.0,4163400000.0,76300000.0,3150400000.0,7665900000.0,687200000.0,125700000.0,2.49,2046100000.0,4239700000.0,8.9919,0.7026,2.49,0.04508269315296757,0.002532901550775609,0.08964374698339399,0.2781389612349194,16978900000.0,1124200000.0,4.0600000000000005,4.0600000000000005,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2020-09-30,278484800000.0,262485200000.0,15650900000.0,4279000000.0,76600000.0,3556700000.0,10976600000.0,923200000.0,164900000.0,3.34,3110400000.0,4355600000.0,9.031,0.7354,3.34,0.058987023110492046,0.0033150821876095212,0.08410618953045569,0.27829709473576597,15780600000.0,954100000.0,3.51,3.51,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2020-12-31,296627700000.0,279754800000.0,16558900000.000002,4279200000.0,84700000.0,2849800000.0,-8452100000.0,-503500000.0,-68800000.0,-1.8200000000000003,-3007000000.0,4363900000.0,9.7645,0.9245,-1.8200000000000003,-0.03040660913466474,-0.001697413963699277,0.05957099419079282,0.2635380369468986,14741700000.0,1395800000.0,5.05,5.05,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2021-03-31,295634600000.0,279908800000.0,15405500000.0,4279400000.0,84000000.0,2003500000.0,3208500000.0,517100000.0,97600000.0,1.87,140800000.0,4363400000.0,10.0938,1.2234,1.87,0.033565934244263414,0.0017491186755542146,0.16116565373227365,0.2832365064425043,13398900000.0,1624000000.0,5.88,5.88,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2021-06-30,302165500000.0,285543400000.0,16233100000.0,4279500000.0,82700000.0,2417400000.0,6747900000.0,878900000.0,158600000.0,3.19,1133600000.0,4362200000.0,10.8274,1.2434,3.19,0.05414246200664075,0.002908670910477867,0.13024792898531395,0.2687225483733852,12480900000.0,1815700000.0,6.58,6.58,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2021-09-30,298908400000.0,282435900000.0,16070700000.0,4279700000.0,74300000.0,3145400000.0,10171600000.0,1238800000.0,222400000.0,4.51,2107000000.0,4354000000.0,10.0997,1.2402,4.51,0.0770843833809355,0.004144413472488562,0.12179008218962602,0.27092783761752753,11675900000.0,2131300000.0,7.75,7.75,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2021-12-31,304657200000.0,288198900000.0,16069400000.0,4280200000.0,79800000.0,2332000000.0,-5865300000.0,-924200000.0,-152400000.0,-3.3000000000000007,-162600000.0,4360000000.0,11.2081,1.3442,-3.3000000000000007,-0.05751303720114005,-0.0030335734720860034,0.15757079774265595,0.27132313589804224,14262700000.0,1710600000.0,6.27,6.27,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2022-03-31,291538500000.0,279279000000.0,11897600000.0,4280400000.0,279400000.0,2741200000.0,3110000000.0,376200000.0,47300000.0,1.43,31500000.0,4559800000.0,11.7963,1.3073,1.43,0.0316198224852071,0.0012903956081272284,0.12096463022508039,0.38325376546530393,14164200000.0,1569700000.0,5.829999999999999,5.829999999999999,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2022-06-30,293220200000.0,281873100000.0,11036800000.0,4280700000.0,66900000.0,3173100000.0,9768700000.0,3435600000.0,869800000.0,13.21,838700000.0,4347600000.0,3.9549,1.1872,13.21,0.3112858799652073,0.011716791680791433,0.3516946983733762,0.393918527109307,17185000000.0,4126400000.0,15.85,15.85,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2022-09-30,282580600000.0,272837200000.0,9446200000.0,3981000000.0,66500000.0,4239600000.0,14369600000.0,4821100000.0,1218500000.0,18.74,2009700000.0,4047500000.0,3.3975,1.2703,18.74,0.5103745421439309,0.01706097304627423,0.33550690346286605,0.42847917681183967,21383000000.0,7708700000.0,30.08,30.08,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2022-12-31,292239600000.0,281934800000.0,10001700000.0,3997000000.0,80700000.0,4848000000.0,-9756700000.0,-3821300000.0,-927700000.0,-14.529999999999994,293000000.0,4077700000.0,4.2676,1.4838,-14.529999999999994,-0.3820650489416799,-0.01307591442090668,0.391659065052733,0.40770069088254995,17491600000.0,4811600000.0,18.85,18.85,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2023-03-31,299408200000.0,288874700000.0,10217900000.0,4688600000.0,24200000.0,4640900000.0,2819000000.0,-140100000.0,-78000000.0,-0.58,695300000.0,4712800000.0,4.2042,1.274,-0.58,-0.013711232249288014,-0.0004679230562155612,-0.04969847463639589,0.4612298026013173,17200600000.0,4295300000.0,16.840000000000007,16.840000000000007,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2023-06-30,299186900000.0,288530700000.0,10344500000.0,3992900000.0,26300000.0,4073900000.0,6376300000.0,248700000.0,-18100000.0,1.01,1797800000.0,4019200000.0,11.3326,1.3108,1.01,0.024041761322441877,0.0008312529726401791,0.03900381098756332,0.3885349702740587,13808200000.0,1108400000.0,4.640000000000004,4.640000000000004,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2023-09-30,287948000000.0,276965600000.0,10671600000.0,3930200000.0,23800000.0,4564300000.0,10975000000.0,1494900000.0,336700000.0,6.08,2848400000.0,3954000000.0,11.4251,1.2124,6.08,0.14008208703474642,0.005191562365427091,0.13620956719817767,0.3705161362869673,10413600000.0,-2217800000.0,-8.019999999999994,-8.019999999999994,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2023-12-31,305046700000.0,293836100000.0,10916000000.0,3930900000.0,61100000.0,4707700000.0,-6504500000.0,-980300000.0,-171900000.0,-3.96,-1549100000.0,3992000000.0,30.0961,1.3031,-3.96,-0.0898039574935874,-0.0032136063101157954,0.15071104619878545,0.3657017222425797,13665800000.0,623200000.0,2.55,2.55,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2024-03-31,308683500000.0,297082300000.0,11185500000.0,3931500000.0,50700000.0,4168400000.0,4053300000.0,532500000.0,95100000.0,2.22,584200000.0,3982200000.0,15.6083,1.3662,2.22,0.04760627598229851,0.0017250679093634743,0.13137443564502999,0.35601448303607347,14900100000.0,1295800000.0,5.35,5.35,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2024-06-30,308777300000.0,297440900000.0,11013400000.0,3932200000.0,49900000.0,4816600000.0,8364100000.0,885600000.0,182200000.0,3.72,2015900000.0,3982100000.0,14.5102,1.1859,3.72,0.08041113552581401,0.0028680864817459055,0.10588108702669743,0.36156863457242994,16887900000.0,1932700000.0,8.06,8.06,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2024-09-30,322857700000.0,311264500000.0,11237400000.0,3932900000.0,37300000.0,6174500000.0,11375700000.0,665600000.0,81800000.0,2.81,3143900000.0,3970200000.0,,1.2518,2.81,0.05923078292131632,0.00206158936274402,0.05851068505674376,0.3533023653158204,17288600000.0,1103400000.0,4.790000000000001,4.790000000000001,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2024-12-31,313663600000.0,302194600000.0,11086400000.0,3955300000.0,152700000.0,4211900000.0,-7665400000.0,-512700000.0,-67400000.0,-2.0700000000000003,-1141100000.0,4108000000.0,11.2703,1.1292,-2.0700000000000003,-0.04624585077211719,-0.0016345537065824661,0.06688496360268219,0.3705440900562852,16127700000.0,1571000000.0,6.68,6.68,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2025-03-31,313003300000.0,301408300000.0,11216800000.0,4321300000.0,28900000.0,3875700000.0,3695900000.0,48100000.0,-34000000.0,0.21,977300000.0,4350200000.0,17.4681,1.2067,0.21,0.004288210541330861,0.00015367250121644084,0.013014421385860007,0.3878289708294701,15770300000.0,1086600000.0,4.670000000000001,4.670000000000001,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2025-06-30,323103800000.0,311245300000.0,11415300000.0,3923000000.0,24100000.0,3659000000.0,7367200000.0,454300000.0,35600000.0,2.0,1789200000.0,3947100000.0,15.6247,1.1637,2.0,0.039797464806005975,0.0014060496967228488,0.06166521880768813,0.34577277863919476,14773400000.0,655300000.0,2.9499999999999997,2.9499999999999997,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2025-09-30,334491800000.0,322363800000.0,11665500000.0,3924600000.0,13000000.0,5137100000.0,11048800000.0,668100000.0,50100000.0,2.95,2793000000.0,3937600000.0,11.6185,1.1824,2.95,0.057271441429857274,0.0019973583806837717,0.06046810513358917,0.33754232566113757,14446500000.0,657800000.0,3.09,3.09,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
2025-12-31,341376500000.0,328985200000.0,11883900000.0,3926300000.0,27700000.0,4431000000.0,-6486400000.0,14600000.0,108800000.0,0.08999999999999986,-1022800000.0,3954000000.0,16.3524,1.2107,0.08999999999999986,0.0012285529161302265,4.276802884791425e-05,-0.002250863344844598,0.3327190568752682,15625500000.0,1185100000.0,5.25,5.25,0.8877072,97.88,68.39,1.88692,19536.834,16.4854,1.6307,1.2205
