report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,eps,ebitda,roe,roa,roi,roic,debt_equity,current_ratio,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-10-26,12106197000.0,3821992000.0,3264280000.0,12106197000.0,2834267000.0,4184741000.0,38756000.0,858007000.0,1955531000.0,727298000.0,463123000.0,146132000.0,124003000.0,1.43,323910000.0,397514000.0,175171000.0,222343000.0,4223497000.0,1.43,727298000.0,0.16340133092612658,0.03825503582999682,0.06007650461990665,0.10304935104092458,1.49015495011585,1.170852990552281,,,,,,,,,,
2012-01-25,11961502000.0,3718159000.0,3112762000.0,11961502000.0,2850251000.0,4177902000.0,31361000.0,848911000.0,2996253000.0,1149754000.0,747817000.0,218859000.0,190505000.0,2.31,323538000.0,743514000.0,274498000.0,469016000.0,4209263000.0,2.31,1149754000.0,0.26236882295629405,0.06251865359383796,0.09612120618296933,0.16286588566861684,1.476804323549049,1.1944886888236235,,,,,,,,,,
2012-04-29,11983293000.0,3882236000.0,2647961000.0,11983293000.0,2758589000.0,4779981000.0,46460000.0,1330441000.0,3999530000.0,1451168000.0,923159000.0,294104000.0,243535000.0,2.85,323321000.0,1493117000.0,418734000.0,1074383000.0,4826441000.0,2.85,1451168000.0,0.3346489817801782,0.07703717166892272,0.12109926712131631,0.19132000796305354,1.7496049610869906,1.4661228016575774,,,,,,,,,,
2012-07-29,11519874000.0,3658600000.0,3143805000.0,11519874000.0,2580388000.0,4111048000.0,51600000.0,978536000.0,1001988000.0,410338000.0,258027000.0,73371000.0,61587000.0,0.8,322843000.0,49035000.0,84211000.0,-35176000.0,4162648000.0,0.8,410338000.0,0.09999542704430496,0.02239842206607468,0.03562000764938922,0.060853597696942444,1.613186854070008,1.1637490238739363,2392126000.0,3738558000.0,9953302000.0,1730566000.0,3738558000.0,732466000.0,7.39,7.39,1.1134367849850129,5.10407035957983
2012-10-28,11911976000.0,3897500000.0,3296384000.0,11911976000.0,2865369000.0,4120661000.0,49739000.0,1007202000.0,2015397000.0,802035000.0,547471000.0,143334000.0,92624000.0,1.7,322969000.0,291277000.0,175673000.0,115604000.0,4170400000.0,1.7,802035000.0,0.19106474593673625,0.045959713149187,0.06733013901304032,0.11399393584411313,1.4554495424498555,1.1823561818040618,2476474000.0,3813295000.0,10013168000.0,1623827000.0,3813295000.0,729668000.0,7.66,7.66,1.0936473574690655,5.22606856817073
2013-01-27,11929104000.0,3908872000.0,3376349000.0,11929104000.0,3030581000.0,3930592000.0,14747000.0,1100689000.0,3121475000.0,1279988000.0,817017000.0,213069000.0,169957000.0,2.53,323048000.0,676921000.0,259187000.0,417734000.0,3945339000.0,2.53,1279988000.0,0.2695908804285383,0.06848938528828317,0.10729959266010256,0.18348662255301093,1.3018424519918788,1.1577215507046221,2545674000.0,3943529000.0,10138390000.0,1572545000.0,3943529000.0,723878000.0,7.879999999999999,7.879999999999999,1.0004589797615284,5.447781255957495
