report_date,total_assets,current_assets,current_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2023-09-29,5160000000.0,1660000000.0,1034000000.0,1038000000.0,2604000000.0,426000000.0,3733000000.0,2155000000.0,854000000.0,639000000.0,5000000.0,196000000.0,2.0,246300000.0,700000000.0,32000000.0,668000000.0,2604000000.0,,,,2.0,854000000.0,0.615606936416185,0.12383720930232558,0.1711759978569515,0.5772836860433967,0.22877042593088667,0.16550387596899224,0.23448654585392642,0.17894454862041254,0.22877042593088667,2.508670520231214,1.6054158607350097,,,,,,,,,,,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2023-12-31,5693000000.0,2073000000.0,1265000000.0,1383000000.0,2629000000.0,762000000.0,5021000000.0,2901000000.0,1140000000.0,839000000.0,30000000.0,257000000.0,3.4,246800000.0,963000000.0,54000000.0,909000000.0,2629000000.0,1.6387,,,3.4,1140000000.0,0.6066522053506869,0.14737396803091515,0.16709818761202946,0.5777733519219279,0.22704640509858595,0.2002459160372387,0.28414755732801594,0.18103963353913563,0.22704640509858595,1.900939985538684,1.6387351778656127,,,,,,,,,,,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2024-03-29,5708000000.0,2117000000.0,1156000000.0,1482000000.0,2618000000.0,827000000.0,1246000000.0,747000000.0,293000000.0,184000000.0,28000000.0,66000000.0,0.74,248800000.0,115000000.0,13000000.0,102000000.0,2618000000.0,,27.5295,4.3335,0.74,293000000.0,0.1241565452091768,0.0322354590049054,0.1476725521669342,0.5995184590690209,0.23515248796147672,0.05133146461107218,0.07146341463414634,0.08186195826645265,0.23515248796147672,1.7665317139001349,1.8313148788927336,,,,,,,,,,,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2024-06-28,5903000000.0,2333000000.0,1190000000.0,1666000000.0,2615000000.0,1043000000.0,2534000000.0,1521000000.0,592000000.0,387000000.0,58000000.0,133000000.0,1.55,249100000.0,366000000.0,24000000.0,342000000.0,2615000000.0,,29.7862,4.6466,1.55,592000000.0,0.23229291716686676,0.06555988480433678,0.15272296764009471,0.6002367797947908,0.23362273086029992,0.10028798915805523,0.13828544732539128,0.13496448303078137,0.23362273086029992,1.5696278511404562,1.9605042016806722,12534000000.0,2049000000.0,2879000000.0,7324000000.0,2021000000.0,2879000000.0,121000000.0,7.6899999999999995,7.6899999999999995,0.9083014935741577,23.793388429752067,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2024-09-27,6263000000.0,2617000000.0,1226000000.0,1954000000.0,2639000000.0,1267000000.0,3848000000.0,2304000000.0,900000000.0,606000000.0,,200000000.0,2.43,249400000.0,590000000.0,33000000.0,557000000.0,2639000000.0,,33.8162,5.3068,2.43,900000000.0,0.3101330603889457,0.0967587418170206,0.15748440748440748,0.5987525987525988,0.2338877338877339,0.14370110170844644,0.1959503592423253,0.14475051975051975,0.2338877338877339,1.350562947799386,2.134584013050571,12649000000.0,2016000000.0,2925000000.0,7473000000.0,1910000000.0,2925000000.0,,8.120000000000001,8.120000000000001,0.9022222222222223,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2024-12-31,6406000000.0,2387000000.0,1245000000.0,2038000000.0,2599000000.0,1101000000.0,-2435000000.0,-1467000000.0,-577000000.0,-344000000.0,,-146000000.0,-1.3800000000000008,-497700000.0,-196000000.0,-15000000.0,-211000000.0,2599000000.0,1.9173,30.2381,4.8504,-1.3800000000000008,-577000000.0,-0.16879293424926398,-0.05369965657196379,0.14127310061601642,0.6024640657084189,0.23696098562628337,-0.09007180768029972,-0.12443390122924304,0.08665297741273101,0.23696098562628337,1.275269872423945,1.917269076305221,5193000000.0,833000000.0,1208000000.0,3105000000.0,790000000.0,1208000000.0,,3.339999999999999,3.339999999999999,2.1514900662251657,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2025-04-04,6645000000.0,2558000000.0,1170000000.0,2302000000.0,2630000000.0,1239000000.0,1332000000.0,805000000.0,322000000.0,225000000.0,,64000000.0,0.9,250100000.0,157000000.0,15000000.0,142000000.0,2630000000.0,,25.2082,4.1735,0.9,322000000.0,0.09774109470026064,0.033860045146726865,0.16891891891891891,0.6043543543543544,0.24174174174174173,0.04845748683220467,0.06528791565287916,0.1066066066066066,0.24174174174174173,1.1424847958297133,2.186324786324786,5279000000.0,874000000.0,1237000000.0,3163000000.0,830000000.0,1237000000.0,,3.4999999999999996,3.4999999999999996,2.126111560226354,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2025-07-04,7171000000.0,2953000000.0,1275000000.0,2653000000.0,2672000000.0,1559000000.0,2703000000.0,1627000000.0,635000000.0,447000000.0,,127000000.0,1.79,250000000.0,496000000.0,31000000.0,465000000.0,2672000000.0,,28.7969,4.7959,1.79,635000000.0,0.16848850358085188,0.06233440245432994,0.16537180910099888,0.6019237883832779,0.23492415834258232,0.08855110863198996,0.11924882629107982,0.17203107658157601,0.23492415834258232,1.0071617037316245,2.316078431372549,5448000000.0,934000000.0,1280000000.0,3269000000.0,953000000.0,1280000000.0,,3.7399999999999993,3.7399999999999993,2.0875,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2025-10-03,7429000000.0,3195000000.0,2037000000.0,2847000000.0,1972000000.0,1775000000.0,4107000000.0,2471000000.0,961000000.0,686000000.0,,194000000.0,2.74,250200000.0,766000000.0,43000000.0,723000000.0,1972000000.0,,29.1215,4.8767,2.74,961000000.0,0.24095539164032315,0.09234082649077938,0.1670318967616265,0.6016557097638179,0.23399074750426102,0.12935792165836588,0.19941896659057895,0.1760409057706355,0.23399074750426102,0.6926589392342817,1.5684830633284241,5707000000.0,1014000000.0,1341000000.0,3436000000.0,1119000000.0,1341000000.0,,4.049999999999999,4.049999999999999,1.470544369873229,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
2025-12-31,7693000000.0,3432000000.0,2056000000.0,3105000000.0,1973000000.0,2031000000.0,-2639000000.0,-1604000000.0,-641000000.0,-418000000.0,,-152000000.0,-1.67,-500000000.0,-342000000.0,-26000000.0,-368000000.0,1973000000.0,1.6693,26.3565,4.5021,-1.67,-641000000.0,-0.13462157809983896,-0.05433510984011439,0.15839333080712392,0.6078059871163319,0.24289503599848428,-0.08332250097491226,-0.12623079952737298,0.1394467601364153,0.24289503599848428,0.635426731078905,1.6692607003891051,5503000000.0,940000000.0,1277000000.0,3299000000.0,962000000.0,1277000000.0,,3.7600000000000002,3.7600000000000002,1.5450274079874706,,1.1932781,110.11,83.865,2.55377,21812.693,23.205,7.9791,3.9638
