report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,15051000000.0,2621000000.0,1736000000.0,15051000000.0,2709000000.0,5883000000.0,653000000.0,536000000.0,3307000000.0,501000000.0,170000000.0,222000000.0,120000000.0,0.67,1048000000.0,,303000000.0,,6536000000.0,,13.5806,,0.67,804000000.0,0.06275378368401624,0.011294930569397382,0.05140610825521621,0.15149682491684305,0.03328682479569464,0.054191454840454296,,0.2431206531599637,2.4126984126984126,1.5097926267281105,,,,,,,,,,,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2010-09-30,15571000000.0,3086000000.0,2297000000.0,15571000000.0,2821000000.0,6013000000.0,1031000000.0,696000000.0,4750000000.0,820000000.0,315000000.0,324000000.0,207000000.0,1.19,998000000.0,,436000000.0,,7044000000.0,,12.7862,,1.19,1256000000.0,0.11166253101736973,0.020229914584805088,0.06631578947368422,0.1726315789473684,0.0526619998715561,0.08312214901165738,,0.26442105263157895,2.4969868840836584,1.3434915106660863,,,,,,,,,,,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2010-12-31,15616000000.0,2759000000.0,2021000000.0,15616000000.0,2793000000.0,6448000000.0,750000000.0,247000000.0,6432000000.0,978000000.0,340000000.0,431000000.0,224000000.0,1.28,959000000.0,,576000000.0,,7198000000.0,1.3652,13.3797,,1.28,1554000000.0,0.12173290368779091,0.021772540983606557,0.05286069651741294,0.15205223880597016,0.0626280737704918,0.09788809928936043,,0.2416044776119403,2.577157178660938,1.3651657595249875,,,,,,,,,,,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2011-03-31,15642000000.0,2741000000.0,2290000000.0,15642000000.0,2887000000.0,5926000000.0,1275000000.0,801000000.0,2055000000.0,306000000.0,135000000.0,105000000.0,77000000.0,0.52,841000000.0,,162000000.0,,7201000000.0,,12.7266,,0.52,468000000.0,0.046761343955663316,0.00863060989643268,0.06569343065693431,0.14890510948905109,0.019562715765247412,0.030333068992862807,,0.22773722627737225,2.494284724627641,1.196943231441048,16544000000.0,960000000.0,2605000000.0,,4082000000.0,1082000000.0,3.66,3.66,1.7640862322390984,2.4075785582255085,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2011-06-30,15945000000.0,2956000000.0,2241000000.0,15945000000.0,2958000000.0,6184000000.0,1123000000.0,994000000.0,3419000000.0,513000000.0,235000000.0,209000000.0,87000000.0,0.9,1216000000.0,,284000000.0,,7307000000.0,,12.2687,,0.9,797000000.0,0.07944557133198107,0.01473816243336469,0.06873354782100029,0.15004387247733256,0.03217309501411101,0.04997564539698003,,0.23310909622696696,2.4702501690331307,1.319053993752789,16656000000.0,1025000000.0,2617000000.0,,4075000000.0,1069000000.0,3.89,3.89,1.7931288343558283,2.4480823199251636,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2011-09-30,15958000000.0,2860000000.0,2214000000.0,15958000000.0,3043000000.0,6037000000.0,1140000000.0,623000000.0,4883000000.0,829000000.0,374000000.0,313000000.0,168000000.0,1.43,1195000000.0,,404000000.0,,7177000000.0,,12.5662,,1.43,1233000000.0,0.12290502793296089,0.0234365208672766,0.07659225885725988,0.16977268072906002,0.051948865772653216,0.08111545988258317,,0.2525087036657792,2.3585277686493593,1.2917795844625113,16789000000.0,1084000000.0,2626000000.0,,4052000000.0,1058000000.0,4.13,4.13,1.7712240868706812,2.4820415879017013,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2011-12-31,16452000000.0,2565000000.0,2338000000.0,16452000000.0,3028000000.0,6040000000.0,1057000000.0,161000000.0,-3854000000.0,-645000000.0,-329000000.0,-212000000.0,-141000000.0,-1.2699999999999996,-2083000000.0,882000000.0,-304000000.0,-2965000000.0,7097000000.0,1.0971,13.3318,,-1.2699999999999996,-949000000.0,-0.10865257595772787,-0.0199975686846584,0.08536585365853659,0.16735858847950183,-0.039204959883296864,-0.0637037037037037,0.769330565646082,0.24623767514270886,2.343791281373844,1.0970915312232679,6503000000.0,415000000.0,1003000000.0,,1549000000.0,415000000.0,1.58,1.58,4.58166559070368,2.4168674698795183,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2012-03-31,16160000000.0,2268000000.0,1819000000.0,16160000000.0,3049000000.0,6193000000.0,837000000.0,358000000.0,1743000000.0,188000000.0,67000000.0,99000000.0,38000000.0,0.25,635000000.0,294000000.0,172000000.0,341000000.0,7030000000.0,,16.5427,,0.25,360000000.0,0.02197441784191538,0.004146039603960396,0.03843947217441193,0.1078600114744693,0.011633663366336634,0.018652644111519,0.19563970166379804,0.20654044750430292,2.305673991472614,1.2468389224848817,6191000000.0,347000000.0,885000000.0,,1441000000.0,409000000.0,1.3100000000000003,1.3100000000000003,4.8785565579458705,2.163814180929095,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2012-06-30,16293000000.0,2206000000.0,1807000000.0,16293000000.0,3111000000.0,6221000000.0,653000000.0,187000000.0,3076000000.0,448000000.0,167000000.0,197000000.0,105000000.0,0.62,943000000.0,575000000.0,302000000.0,368000000.0,6874000000.0,,17.7842,,0.62,750000000.0,0.053680488588878174,0.010249800527834039,0.054291287386215865,0.14564369310793238,0.02749647087706377,0.04486730095142714,0.11963589076723016,0.24382314694408322,2.209578913532626,1.2208079690094078,5848000000.0,279000000.0,820000000.0,,1394000000.0,397000000.0,1.0300000000000002,1.0300000000000002,4.931133428981348,2.065491183879093,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
2012-09-30,16608000000.0,2360000000.0,1485000000.0,16608000000.0,3196000000.0,6711000000.0,510000000.0,128000000.0,4583000000.0,791000000.0,315000000.0,293000000.0,203000000.0,1.17,934000000.0,861000000.0,440000000.0,73000000.0,7221000000.0,,17.44,,1.17,1231000000.0,0.09856070087609511,0.018966763005780346,0.06873227143792275,0.17259437049967272,0.04762764932562621,0.07593357012575598,0.015928431158629717,0.26860135282566006,2.259386733416771,1.5892255892255893,5548000000.0,220000000.0,782000000.0,-2183000000.0,1392000000.0,377000000.0,0.7700000000000002,0.7700000000000002,5.1875,2.0742705570291777,0.42637154,78.88,67.705,2.40601,23732.299,22.159,2.3273,2.9187
