report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,6234737000.0,3149238000.0,1876436000.0,6234737000.0,1791804000.0,1632165000.0,69035000.0,862590000.0,-4623840000.0,-1974767000.0,-360193000.0,-19041000.0,-158047000.0,-3.4299999999999997,,271348000.0,,,1701200000.0,1.6786,25.1306,1.6634,-3.4299999999999997,-0.20102254487656016,-0.05777196375725231,0.0778991055053808,0.42708376587425173,,0.9494342015086471,1.6783082396628501,9534462000.0,631034000.0,4206226000.0,,42788000.0,6.019999999999999,6.019999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2013-03-31,6166220000.0,3086752000.0,1782606000.0,6166220000.0,1812955000.0,1632198000.0,68304000.0,613930000.0,2167168000.0,962851000.0,116185000.0,15311000.0,52199000.0,1.11,104256263.0,-91131000.0,,,1700502000.0,,26.715,1.8073,1.11,0.06408598117438105,0.018842175595421506,0.053611441291122795,0.44428996736755066,,0.9379725365494456,1.7315952038756741,9565286000.0,647003000.0,4259238000.0,,47762000.0,6.18,6.18,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2013-06-30,6408504000.0,3342435000.0,1967505000.0,,1867530000.0,1631951000.0,50664000.0,741084000.0,4881057000.0,2196430000.0,373472000.0,30380000.0,175796000.0,3.0,104031718.0,302075000.0,,,1682615000.0,,27.102,1.8892,3.0,0.19998179413449851,0.058277563687250566,0.0765145746095569,0.44999064751753565,,0.9009841876703453,1.6988190627215687,9736977000.0,692446000.0,4395232000.0,,57575000.0,6.05,6.05,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2013-09-30,6921588000.0,3770715000.0,2406273000.0,,1869651000.0,1631988000.0,295276000.0,1035713000.0,7728474000.0,3492388000.0,636438000.0,45774000.0,300292000.0,6.0,103551542.0,777911000.0,,,1927264000.0,,26.2005,1.8553,6.0,0.3404047065468368,0.09194970865067381,0.08234976270865374,0.45188584447589525,,1.0308148419143466,1.5670354111939917,10152859000.0,765902000.0,4676902000.0,,72424000.0,6.68,6.68,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2013-12-31,6382507000.0,3158717000.0,2528557000.0,6382507000.0,1774535000.0,1122373000.0,96551000.0,744889000.0,-4591167000.0,-2035103000.0,-373534000.0,-28751000.0,-194890000.0,-2.8499999999999996,,94911000.0,,,1218924000.0,1.2491,24.7071,1.8256,-2.8499999999999996,-0.21049683438196484,-0.058524651833519334,0.0813592709653123,0.4432648605463491,,0.6868976943255557,1.2492172412961227,10185532000.0,752561000.0,4616566000.0,,62714000.0,7.26,7.26,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2014-03-31,6189225000.0,2967478000.0,2452644000.0,,1653039000.0,1122396000.0,87378000.0,366465000.0,2366556000.0,1065901000.0,115457000.0,16394000.0,50620000.0,1.0,100858881.0,-83119000.0,,,1209774000.0,,26.1263,1.8916,1.0,0.06984529705590733,0.01865451651862713,0.04878692919161854,0.4504017652656434,,0.7318484318881768,1.209909795306616,10384920000.0,751833000.0,4719616000.0,,63797000.0,7.1499999999999995,7.1499999999999995,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2014-06-30,6341000000.0,3108118000.0,2725284000.0,,1524959000.0,1122420000.0,64739000.0,267198000.0,5409551000.0,2475554000.0,406904000.0,32768000.0,188403000.0,4.0,99688557.0,331580000.0,,,1187159000.0,,25.7421,1.8885,4.0,0.26682946885785125,0.06417032013877937,0.0752195514932755,0.45762652020472677,,0.7784858478162364,1.14047490096445,10913414000.0,785265000.0,4998740000.0,,66185000.0,8.149999999999999,8.149999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2014-09-30,6317005000.0,3079735000.0,2868382000.0,,1351936000.0,1122699000.0,55621000.0,261346000.0,8560121000.0,3946509000.0,733144000.0,48793000.0,336211000.0,7.0,98670999.0,881310000.0,,,1178320000.0,,24.7557,1.9081,7.0,0.5422919428138611,0.11605879685072278,0.08564645289476633,0.46103425407187587,,0.8715797197500473,1.0736837004276278,11745061000.0,881971000.0,5452861000.0,,69204000.0,9.149999999999999,9.149999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2014-12-31,5706052000.0,2566780000.0,2680666000.0,,996470000.0,1122715000.0,679436000.0,40732000.0,-5206695000.0,-2323480000.0,-389618000.0,-33750000.0,-182895000.0,-4.0,,-48243000.0,,,1802151000.0,0.9575,29.1652,2.2688,-4.0,-0.39099822372976606,-0.0682815368664709,0.07483019458600898,0.44624853193820646,,1.808535129005389,0.9575157815259342,11129533000.0,865887000.0,5164484000.0,,64205000.0,7.999999999999999,7.999999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2015-03-31,5859250000.0,2765790000.0,3379045000.0,,469172000.0,1122741000.0,1405369000.0,64013000.0,2450284000.0,1132449000.0,131404000.0,12351000.0,61837000.0,1.0,94745129.0,-55068000.0,,,2528110000.0,,30.0686,2.3643,1.0,0.2800763898953902,0.02242676110423689,0.053628069236055904,0.46217050758197825,,5.388450291151219,0.8185123311468181,11213261000.0,881834000.0,5231032000.0,,60162000.0,7.999999999999999,7.999999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2015-06-30,6134664000.0,3005128000.0,3357239000.0,,757342000.0,1122756000.0,1159284000.0,75068000.0,5582423000.0,2662435000.0,481341000.0,25236000.0,219682000.0,5.0,94427191.0,349020000.0,,,2282040000.0,,27.2653,2.2681,5.0,0.6355662303160263,0.07846248792109886,0.08622438679404983,0.4769317910878484,,3.0132225599530993,0.895118875957297,11386133000.0,956271000.0,5417913000.0,,52630000.0,9.0,9.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2015-09-30,6102023000.0,2924236000.0,2294196000.0,,976165000.0,1920150000.0,36805000.0,91029000.0,8734708000.0,4236987000.0,855832000.0,42231000.0,395913000.0,9.0,94263333.0,902504000.0,,,1956955000.0,,20.9822,1.8348,9.0,0.8767288317036567,0.14025381418588556,0.09798060793789558,0.48507483020611564,,2.0047379285264273,1.2746234410660642,11560720000.0,1078959000.0,5708391000.0,,46068000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2015-12-31,5792000000.0,2658874000.0,2141859000.0,,867910000.0,1920196000.0,39462000.0,205744000.0,-5428111000.0,-2472645000.0,-414728000.0,-18027000.0,-182315000.0,-4.0,,251007000.0,,,1959658000.0,1.2404,22.935,2.1314,-4.0,-0.4778467813482965,-0.071603591160221,0.07640374340171009,0.45552587262861793,,2.257904621446924,1.2413861043140562,11339304000.0,1053849000.0,5559226000.0,,61791000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2016-03-31,6038309000.0,2888625000.0,2262561000.0,,1000823000.0,1908774000.0,128675000.0,70548000.0,2574024000.0,1261745000.0,147128000.0,25732000.0,69237000.0,1.0,93548234.0,-79807000.0,,,2037449000.0,,24.2165,2.297,1.0,0.14700701322811327,0.024365762003898773,0.0571587522105466,0.4901838522096142,,2.0357735583614684,1.2767059098075146,11463044000.0,1069573000.0,5688522000.0,,75172000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2016-06-30,6665677000.0,3483942000.0,2625213000.0,,1246629000.0,1909217000.0,59203000.0,402656000.0,5793549000.0,2897538000.0,542940000.0,66610000.0,212639000.0,5.0,94305997.0,509983000.0,,,1968420000.0,,24.2785,2.3447,5.0,0.4355265279405501,0.08145309171146457,0.0937145780591482,0.5001317845072165,,1.5789942316438972,1.327108314639612,11674170000.0,1131172000.0,5923625000.0,,116546000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2016-09-30,6917771000.0,3708231000.0,2515807000.0,,1597783000.0,1909713000.0,50325000.0,702569000.0,9073011000.0,4533827000.0,929673000.0,110710000.0,361526000.0,9.0,94421190.0,966534000.0,,,1960038000.0,,22.7932,2.2011,9.0,0.5818518534744705,0.1343890972973809,0.10246576357066028,0.4997047837812607,,1.226723528789579,1.473972765001449,12012473000.0,1205013000.0,6220465000.0,,185025000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2016-12-31,6753000000.0,3627298000.0,2829179000.0,,1878441000.0,1211326000.0,40739000.0,889793000.0,-5584982000.0,-2770845000.0,-487038000.0,-49052000.0,-180872000.0,-4.0,,-88138000.0,,,1252065000.0,1.2821,22.5187,2.1515,-4.0,-0.2592777734302009,-0.07212172367836517,0.08720493638117366,0.49612424892327317,,0.6665447570618401,1.2821026877408606,11855602000.0,1132703000.0,5922265000.0,,154000000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2017-03-31,6988903000.0,3876664000.0,2939002000.0,,2065350000.0,1211512000.0,41909000.0,1017808000.0,2761387000.0,1343140000.0,239152000.0,25695000.0,67453000.0,2.0,94541859.0,231816000.0,,,1253421000.0,,23.9333,2.3987,2.0,0.11579248069334495,0.034218818031957234,0.08660575283363034,0.48640049366495897,,0.6068806739777761,1.3190409533576364,12042965000.0,1224727000.0,6003660000.0,,153963000.0,12.0,12.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2017-06-30,20717398000.0,4854001000.0,4151913000.0,,2391260000.0,10751284000.0,51904000.0,210049000.0,6497204000.0,3080330000.0,558263000.0,82424000.0,215805000.0,5.0,94697439.0,586133000.0,,,10803188000.0,,28.5568,2.6103,5.0,0.23345976598111456,0.02694657890918541,0.08592357574119575,0.4741008593850524,,4.5177805842944725,1.1690998823915626,12746620000.0,1240050000.0,6186452000.0,,169777000.0,12.0,12.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2017-09-30,20779657000.0,4683904000.0,4371661000.0,,2740989000.0,10083828000.0,164133000.0,207937000.0,11004224000.0,4982472000.0,874869000.0,174017000.0,326921000.0,9.0,94817669.0,1258832000.0,,,10247961000.0,,31.1826,2.438,9.0,0.3191800477856715,0.04210218676853039,0.07950301629628768,0.4527781331968524,,3.738782242467956,1.0714243396274323,14677833000.0,1185246000.0,6635097000.0,,233084000.0,12.0,12.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2017-12-31,19958427000.0,4465840000.0,3987180000.0,,3692188000.0,9885745000.0,633731000.0,204213000.0,-5279027000.0,-2624731000.0,99978000.0,-18665000.0,-895762000.0,2.0,,-192813000.0,,,10519476000.0,1.1053,22.3881,2.5819,2.0,0.027078252786694502,0.005009312607651896,-0.018938717305291296,0.4971997680633192,,2.849117108879613,1.1200497594791305,14983788000.0,1772262000.0,6781211000.0,,263471000.0,18.0,18.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2018-03-31,20367686000.0,4886903000.0,4327152000.0,,3690046000.0,9891017000.0,920010000.0,158613000.0,3965006000.0,1686847000.0,250127000.0,91547000.0,53459000.0,2.0,95546152.0,40749000.0,,,10811027000.0,,20.5436,2.2069,2.0,0.06778424984403988,0.012280580130703114,0.06308363720004459,0.42543365634251246,,2.9297810921598266,1.129357831663875,16187407000.0,1783237000.0,7124918000.0,,329323000.0,18.0,18.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2018-06-30,20154732000.0,5037205000.0,4190087000.0,,3747089000.0,9722918000.0,650718000.0,154973000.0,8738802000.0,3725475000.0,653731000.0,185054000.0,187941000.0,6.0,95258956.0,579096000.0,,,10373636000.0,,20.8312,2.2051,6.0,0.1744636970192061,0.03243560866996396,0.0748078512363594,0.42631415610515033,,2.7684519903316946,1.2021719358094474,18429005000.0,1878705000.0,7770063000.0,,431953000.0,19.0,19.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2018-09-30,19980696000.0,5038032000.0,4842065000.0,,3974839000.0,8710831000.0,650134000.0,181511000.0,13470272000.0,5735879000.0,1007758000.0,277335000.0,249867000.0,10.0,95170768.0,1431215000.0,,,9360965000.0,,22.994,2.452,10.0,0.25353429409342115,0.05043658138835604,0.07481348557772256,0.4258176078404356,,2.3550551355664973,1.040471782183841,20895053000.0,2011594000.0,8523470000.0,,535271000.0,20.0,20.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2018-12-31,19134279000.0,4344487000.0,4297747000.0,,3730745000.0,8708057000.0,328403000.0,155505000.0,-8640080000.0,-3729639000.0,-802870000.0,-187202000.0,-240363000.0,-7.0,,-107360000.0,,,9036460000.0,1.0107,33.2265,2.1009,-7.0,-0.21520366575576727,-0.04195977282446859,0.09292390811196193,0.43166718363718853,,2.422159649078133,1.0108754656800412,17534000000.0,1108746000.0,7418562000.0,,366734000.0,11.0,11.0,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2019-03-31,20961641000.0,4815144000.0,5000556000.0,20961641000.0,3460061000.0,8702630000.0,824833000.0,94393000.0,4040861000.0,1735077000.0,245237000.0,90994000.0,53617000.0,2.62,93668728.0,-35950000.0,,,9527463000.0,,36.2415,2.2716,2.62,0.07087649610801659,0.011699322586433,0.0606892936926066,0.4293829953566827,,2.7535534778144086,0.9629217231043908,17609855000.0,1103856000.0,7466792000.0,,366181000.0,11.620000000000001,11.620000000000001,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2019-06-30,21186136000.0,5089964000.0,6342640000.0,,3747482000.0,7209481000.0,808800000.0,145577000.0,8918721000.0,,716240000.0,180192000.0,258315000.0,7.65,93566627.0,758001000.0,,,8018281000.0,,36.337,2.4024,7.65,0.19112566784843796,0.03380701417190941,0.08030747906566424,,,2.1396449669404682,0.8024992747499464,17789774000.0,1166365000.0,,,361319000.0,13.27,13.27,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2019-09-30,20864339000.0,4907739000.0,4865790000.0,,4022860000.0,8043030000.0,435699000.0,189645000.0,13786371000.0,,1292678000.0,265474000.0,391710000.0,13.82,93510104.0,1661407000.0,,,8478729000.0,,36.4223,2.8435,13.82,0.32133308143957284,0.061956336119730414,0.09376492189278818,,,2.1076371039509203,1.0086212105331303,18105873000.0,1451285000.0,,,349458000.0,17.09,17.09,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2019-12-31,20496200000.0,4631700000.0,4521900000.0,,4123300000.0,8050700000.0,204700000.0,161800000.0,-8845153000.0,6301023000.0,-712855000.0,-187360000.0,-263142000.0,-7.600000000000001,,-62158000.0,,,8255400000.0,1.0243,34.9508,3.0091,-7.600000000000001,-0.17288458273712803,-0.03477986163288805,0.0805927268866915,-0.7123701534614495,,2.0021342128877357,1.02428182843495,17900800000.0,1541300000.0,,,349300000.0,16.49,16.49,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2020-03-31,20570300000.0,4928000000.0,5220200000.0,20570300000.0,3289100000.0,8289200000.000001,1051500000.0,238500000.0,4146700000.0,,321700000.0,86200000.0,70600000.0,3.46,92859944.0,54900000.0,,,9340700000.0,,25.7924,2.3172,3.46,0.09780791097868718,0.015639052420236943,0.07757976222056093,,,2.8398954121188167,0.9440251331366615,18006639000.0,1617763000.0,,,344506000.0,17.33,17.33,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2020-06-30,20494500000.0,4883200000.0,4459600000.0,,3869900000.0,8289400000.0,559500000.0,188100000.0,8750700000.0,,917600000.0,174300000.0,222100000.0,9.93,92437775.0,1074600000.0,,,8848900000.0,,30.1922,2.967,9.93,0.23711207007933022,0.044772987874795674,0.10486018261396231,,,2.2865965528825036,1.0949860974078394,17838618000.0,1819123000.0,,,338614000.0,19.61,19.61,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2020-09-30,20809700000.0,5175600000.0,4358300000.0,,4207300000.0,8266900000.0,200000.0,619900000.0,13872900000.0,,1623400000.0,257600000.0,391900000.0,17.6,92257788.0,2563800000.0,,,8267100000.0,,33.804,3.5181,17.6,0.3858531599838376,0.07801169646847383,0.11701951286320812,,,1.9649418867206998,1.1875272468623086,17925147000.0,2149845000.0,,,330740000.0,23.39,23.39,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2020-12-31,20401600000.0,4591400000.0,4594400000.0,,3610800000.0,8266900000.0,100000.0,226600000.0,-8408600000.0,8682600000.0,-832300000.0,-177700000.0,-195800000.0,-8.910000000000004,-185612884.0,-284700000.0,,,8267000000.0,0.9993,32.8742,3.6352,-8.910000000000004,-0.23050293563753185,-0.04079581993569132,0.09898199462455105,-1.0325856860832956,,2.2895203279051732,0.9993470311683789,18361700000.0,2030400000.0,,,340400000.0,22.08,22.08,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2021-03-31,20435000000.0,5109600000.0,5651600000.0,20435000000.0,3078700000.0,7862400000.0,818100000.0,314700000.0,4656000000.0,,409600000.0,83200000.0,99400000.0,1.51,270600000.0,195700000.0,,,8680500000.0,,31.0802,3.4888,1.51,0.1330431675707279,0.020044042084658674,0.0879725085910653,,,2.819534218988534,0.9040979545615401,18871000000.0,2118300000.0,,,337400000.0,20.13,20.13,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2021-06-30,20519600000.0,5185700000.0,6190400000.0,,2840400000.0,7603800000.0,762100000.0,219600000.0,10035800000.0,,1058200000.0,166700000.0,270000000.0,3.93,269000000.0,1201300000.0,,,8365900000.0,,33.0432,3.6513,3.93,0.37255316152654555,0.0515702060469015,0.10544251579345941,,,2.9453246021687085,0.8377003101576634,20156100000.0,2258900000.0,,,329800000.0,14.129999999999999,14.129999999999999,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2021-09-30,20736600000.0,5378400000.0,6478500000.0,,2690300000.0,7604900000.0,709400000.0,313300000.0,15182500000.0,,1560400000.0,249800000.0,379300000.0,5.82,268100000.0,2050700000.0,,,8314300000.0,,37.2797,3.7285,5.82,0.5800096643497008,0.07524859427292806,0.10277622262473242,,,3.0904731814295805,0.8301921741143783,21465700000.0,2195900000.0,,,322000000.0,2.349999999999997,2.349999999999997,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2021-12-31,20666700000.0,5053700000.0,5719500000.0,,2437200000.0,8590900000.0,763500000.0,165700000.0,-9929700000.0,8542700000.0,-1163800000.0,-165000000.0,-364500000.0,-4.280000000000001,-540600000.0,-1203100000.0,,,9354400000.0,0.8836,49.5253,4.6296,-4.280000000000001,-0.477515181355654,-0.05631281239868968,0.1172039437243824,-0.860318035791615,,3.83817495486624,0.8835912230090043,19944600000.0,1864400000.0,,,334700000.0,6.98,6.98,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2022-03-31,21730400000.0,6086400000.0,6953100000.0,,2234300000.0,8592300000.0,1739700000.0,401100000.0,4998700000.0,,370800000.0,88400000.0,90300000.0,1.41,263100000.0,26300000.0,,,10332000000.0,,35.5686,3.2007,1.41,0.1659580181712393,0.0170636527629496,0.07417928661451978,,,4.624267108266571,0.8753505630582042,20287300000.0,1825600000.0,,,339900000.0,6.880000000000001,6.880000000000001,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2022-06-30,22052800000.0,6259500000.0,7198200000.0,,2224600000.0,8593600000.0,2012000000.0,312600000.0,10871000000.0,,948700000.0,181300000.0,252300000.0,3.61,262500000.0,639700000.0,,,10605600000.0,,33.0695,2.7928,3.61,0.42645868920255325,0.04301948051948052,0.08726888050777297,,,4.767418861817855,0.8695923980995249,21122500000.0,1716100000.0,,,354500000.0,6.56,6.56,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2022-09-30,22245800000.0,6117200000.0,6096000000.0,,2597800000.0,9588900000.0,945200000.0,130500000.0,16918400000.0,,1633800000.0,282500000.0,444400000.0,6.23,262200000.0,1278900000.0,,,10534100000.0,,27.3814,2.4473,6.23,0.6289167757333128,0.07344307689541396,0.09656941554756951,,,4.055008083763184,1.003477690288714,22858400000.0,1789500000.0,,,387200000.0,6.97,6.97,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
2022-12-31,22594000000.0,5907700000.0,5960700000.0,,3102100000.0,9591000000.0,978100000.0,198800000.0,-10639200000.0,9325100000.0,-933200000.0,-161400000.0,-234000000.0,-3.5300000000000002,-526000000.0,-25000000.0,,,10569100000.0,0.9911,30.4453,2.7768,-3.5300000000000002,-0.30082847103575,-0.04130300079667168,0.0877133619069103,-0.8764850740657192,,3.4070790754650075,0.9911084268626168,22148900000.0,2020100000.0,,,390800000.0,7.72,7.72,1.2773997,379.65,308.84,1.65538,77335.46,30.1092,17.4684,3.2805
