report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-03-31,22010953000.0,4501701000.0,2689026000.0,13166828000.0,7326043000.0,,2379748000.0,,3302719000.0,826703000.0,571961000.0,68832000.0,55582000.0,0.0,827452691.0,885518000.0,197191000.0,252557000.0,688327000.0,0.0,,28.5763,3.9105,0.0,1079260000.0,0.07807229632695303,0.02598529014168537,0.17317882629433506,0.2503098204842737,0.03755870997498382,0.11284441000414548,0.20841222035541018,0.32677923856071317,0.0,1.6741009570007876,11671109000.0,1597112000.0,2430531000.0,533027000.0,3380387000.0,262724000.0,1.2400000000000002,1.2400000000000002,0.0,9.251271296113032,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2013-06-30,21783824000.0,4465359000.0,3575427000.0,12826777000.0,7500105000.0,,2514141000.0,,6545660000.0,1607344000.0,1101714000.0,137208000.0,103303000.0,1.0,827701270.0,2024207000.0,394015000.0,503605000.0,1630192000.0,0.0,,23.1635,3.543,1.0,2110949000.0,0.14689314349599106,0.05057486692878165,0.16831213353580846,0.24555873662854472,0.07378612680675349,0.21430953299987132,0.24904929373050236,0.3224959744319137,0.0,1.2489022989421963,12872121000.0,1959297000.0,2932593000.0,1480412000.0,3970867000.0,270727000.0,1.34,1.34,0.0,10.83228861546872,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2013-09-30,22485095000.0,5207268000.0,4045118000.0,13254099000.0,7586220000.0,,3209120000.0,,10114200000.0,2522170000.0,1728458000.0,204125000.0,148940000.0,2.0,827543510.0,3160783000.0,599482000.0,752530000.0,2561301000.0,0.0,,25.302,4.1493,2.0,3274700000.0,0.22784179736416818,0.07687127850693982,0.17089418836882797,0.24936920369381663,0.1121707513354958,0.332467289374682,0.2532381206620395,0.32377251784619643,0.0,1.2872969342303489,14932191000.0,2598444000.0,3815386000.0,2931658000.0,4964465000.0,283355000.0,2.02,2.02,0.0,13.46503855587514,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2013-12-31,22724264000.0,5515539000.0,3129665000.0,13223735000.0,7665494000.0,9382752000.0,3600414000.0,,-6192694000.0,-1547974000.0,-1096136000.0,-138954000.0,-118989000.0,-0.20999999999999996,-1656381363.0,-1631096000.0,-292577000.0,-501224000.0,-1923673000.0,9382752000.0,1.7623,28.0303,4.6941,-0.20999999999999996,-2049198000.0,-0.14299613306070033,-0.04823636972356948,0.17700470909752686,0.24996778461845523,-0.06811987398139716,-0.09079960483911366,0.31063588803192926,0.330905741507654,1.224024439912157,1.7623416563753629,13769885000.0,2305997000.0,3408243000.0,2956147000.0,4415711000.0,271211000.0,2.79,2.79,2.124856450071121,12.56675798547994,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2014-03-31,22474601000.0,5242112000.0,2959255000.0,13641588000.0,7286808000.0,,3303402000.0,,4010384000.0,1143825000.0,776185000.0,71126000.0,59153000.0,0.0,817537615.0,1132627000.0,251727000.0,261047000.0,880900000.0,0.0,,26.1487,4.5339,0.0,1404872000.0,0.10651920566591024,0.034536096992333704,0.19354381026854287,0.285215829706083,0.05089411820926209,0.15697202396440252,0.21965477620098225,0.35030859887731447,0.0,1.771429633471938,14477550000.0,2510221000.0,3725365000.0,3148720000.0,4741323000.0,273505000.0,2.79,2.79,0.0,13.620829600921372,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2014-06-30,22249123000.0,4978117000.0,2858200000.0,13510565000.0,7275762000.0,,3292727000.0,,7634734000.0,2105285000.0,1447619000.0,140716000.0,106070000.0,1.0,813304140.0,2390844000.0,526838000.0,525063000.0,1864006000.0,0.0,,23.1804,4.137,1.0,2630348000.0,0.19896458955089516,0.0650640926386177,0.18960961835736517,0.27575092989487254,0.09462328020749403,0.2893559464974253,0.24414812618226123,0.3445238563648714,0.0,1.741696522286754,15566624000.0,2856126000.0,4223306000.0,3382534000.0,5260722000.0,277013000.0,2.79,2.79,0.0,15.245876547310054,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2014-09-30,22027781000.0,4817337000.0,2619417000.0,13172183000.0,7207294000.0,,3147109000.0,,11167856000.0,3076706000.0,2119324000.0,207495000.0,153939000.0,2.0,810288616.0,,793114000.0,776065000.0,,0.0,,18.577,3.3797,2.0,3852771000.0,0.2940526638707953,0.09621141593880927,0.18976999703434572,0.27549656800732386,0.13967389634026234,0.42688781670346737,,0.34498752491077966,0.0,1.839087476335383,16620280000.0,3246992000.0,4777842000.0,,5838793000.0,280383000.0,2.79,2.79,0.0,17.040412578508683,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2014-12-31,22361691000.0,5190499000.0,2712494000.0,13341109000.0,7213586000.0,,3506319000.0,,-8229125000.0,-2226590000.0,-1502499000.0,-145156000.0,-74522000.0,0.0,-1633111152.0,,-393023000.0,-530586000.0,,0.0,1.9224,16.4204,3.1983,0.0,-2757176000.0,-0.20828738993338403,-0.06719075941081558,0.18258308143332372,0.27057433202193426,-0.09957162899710939,-0.30866617518665473,,0.3350509319034527,0.0,1.9135522511754866,14583849000.0,2840629000.0,4099226000.0,,5130815000.0,274181000.0,3.0,3.0,0.0,14.95080257202359,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2015-03-31,21046082000.0,3986784000.0,2435907000.0,12305199000.0,7144063000.0,,2406465000.0,,3011622000.0,711115000.0,511923000.0,66255000.0,55665000.0,0.0,798877040.0,,367336000.0,253922000.0,,0.0,,17.0589,3.2352,0.0,965037000.0,0.07165712284452139,0.024323909789955203,0.1699824878420997,0.23612359054356755,0.03378847426328568,0.09953929577608708,,0.3204376246421364,0.0,1.6366733212721176,13585087000.0,2576367000.0,3666516000.0,,4690980000.0,269310000.0,3.0,3.0,0.0,13.614481452601092,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2015-06-30,21608209000.0,4318610000.0,2691334000.0,13139450000.0,7071384000.0,,2818680000.0,,5933043000.0,1400425000.0,981096000.0,132056000.0,101594000.0,1.0,798731400.0,,719239000.0,502514000.0,,0.0,,17.6843,3.2591,1.0,1902939000.0,0.1387417229781327,0.04540385554397405,0.1653613499851594,0.23603823535410076,0.06480985999348673,0.19804114724925134,,0.32073575060892023,0.0,1.6046354707368167,11883396000.0,2109844000.0,2961656000.0,,3963571000.0,260650000.0,3.0,3.0,0.0,11.362578169959717,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2015-09-30,20502890000.0,3329223000.0,2364640000.0,12116539000.0,6891529000.0,,1855466000.0,,8826726000.0,2139494000.0,1500454000.0,199018000.0,173941000.0,1.0,798263294.0,,1112967000.0,750212000.0,,0.0,,13.6285,2.4732,1.0,2889706000.0,0.21772439759014292,0.07318256109260694,0.16998986940344585,0.24238817427888892,0.10435085005089527,0.3104527311718488,,0.32738140959626477,0.0,1.4079195987549902,9542266000.0,1490974000.0,2024444000.0,,3000506000.0,252173000.0,2.0,2.0,0.0,8.02799665309133,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2015-12-31,20987421000.0,3609250000.0,2464135000.0,12569434000.0,6816741000.0,,2179490000.0,,-6082930000.0,-1409559000.0,-1027237000.0,-132109000.0,-95015000.0,0.0,-1598275652.0,,-670900000.0,-507729000.0,,0.0,1.4647,17.7459,2.9852,0.0,-1917288000.0,-0.15069327116873005,-0.04894536589321766,0.16887207316211103,0.23172369236535684,-0.06716208723310978,-0.2067790165417756,,0.31519152776704645,0.0,1.4647127693896642,11688461000.0,1966236000.0,2841475000.0,,3840394000.0,265220000.0,2.0,2.0,0.0,10.713652816529674,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2016-03-31,20384909000.0,2951894000.0,2395700000.0,12370932000.0,6634988000.0,,1695643000.0,,2716240000.0,585630000.0,320167000.0,68648000.0,63025000.0,0.0,795032018.0,,343570000.0,259876000.0,,0.0,,23.1447,3.6048,0.0,845506000.0,0.04825434499655463,0.015706079433565293,0.1178713957529526,0.2156031867581657,0.028728605067601724,0.08826391245922374,,0.3112780903012989,0.0,1.2321634595316608,11393079000.0,1774480000.0,2715990000.0,,3720863000.0,267613000.0,2.0,2.0,0.0,10.148946426369422,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2016-06-30,20980532000.0,3309270000.0,2619773000.0,13420732000.0,6427488000.0,,2225303000.0,,5366321000.0,1104331000.0,648133000.0,132685000.0,117736000.0,0.0,795088743.0,,706146000.0,514747000.0,,0.0,,21.1614,3.1076,0.0,1619078000.0,0.10083768339979787,0.0308921146518115,0.12077790352086654,0.20578921760364316,0.052635986542190635,0.17181377857103738,,0.3017109859808983,0.0,1.2631895969612634,10826357000.0,1441517000.0,2419896000.0,,3437002000.0,268242000.0,1.0,1.0,0.0,9.02131657234885,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2016-09-30,20680660000.0,2838683000.0,2773953000.0,13114033000.0,6343882000.0,,1790400000.0,,8334863000.0,1823908000.0,1161490000.0,197874000.0,187008000.0,1.0,795144575.0,,1103240000.0,792498000.0,,0.0,,28.1023,4.0843,1.0,2616406000.0,0.18308821002660516,0.056163101177621993,0.13935322032287753,0.2188287917869796,0.08819389709999584,0.2875066087294814,,0.31391109847876325,0.0,1.0233349303322732,10334494000.0,1102553000.0,2104310000.0,,3163702000.0,267098000.0,1.0,1.0,0.0,7.87841915701353,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2016-12-31,20469000000.0,3098000000.0,2806000000.0,12973000000.0,6177000000.0,,2128000000.0,,-5007424000.0,-1020869000.0,-459790000.0,-125207000.0,-128769000.0,1.0,-1590265336.0,,-754956000.0,-456121000.0,,0.0,1.1041,25.245,3.7607,1.0,-1476990000.0,-0.07443581026388214,-0.022462748546582638,0.09182166319448883,0.20387109220229802,-0.049873906883580045,-0.1652693864335438,,0.29496004332766707,0.0,1.1040627227369921,11410000000.0,1670000000.0,2493000000.0,,3604000000.0,274000000.0,2.0,2.0,0.0,9.098540145985401,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2017-03-31,20042000000.0,2820000000.0,2512000000.0,12936000000.0,5997000000.0,,1956000000.0,,3106000000.0,763000000.0,480000000.0,78000000.0,69000000.0,0.0,795000000.0,,202000000.0,321000000.0,,0.0,,24.629,3.899,0.0,1084000000.0,0.080040020010005,0.023949705618201776,0.15453960077269802,0.24565357372826788,0.03807005288893324,0.12723028180757046,,0.34900193174500965,0.0,1.122611464968153,11799760000.0,1829833000.0,2670370000.0,,3842494000.0,283352000.0,2.0,2.0,0.0,9.424214404698043,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2017-06-30,20142000000.0,3100000000.0,2559000000.0,13337000000.0,5923000000.0,,2307000000.0,,6247000000.0,1579000000.0,1025000000.0,157000000.0,147000000.0,1.0,794000000.0,,380000000.0,648000000.0,,0.0,,24.5973,4.19,1.0,2227000000.0,0.1730541955090326,0.050888690298877964,0.1640787578037458,0.2527613254362094,0.07839340681163738,0.2665878777646463,,0.3564911157355531,0.0,1.211410707307542,12680439000.0,2206700000.0,3145039000.0,,4450416000.0,307667000.0,3.0,3.0,0.0,10.222217527391628,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2017-09-30,19808000000.0,2836000000.0,2661000000.0,12917000000.0,5896000000.0,,2001000000.0,,9446000000.0,2435000000.0,1595000000.0,240000000.0,220000000.0,2.0,793000000.0,,592000000.0,913000000.0,,0.0,,24.3255,4.189,2.0,3348000000.0,0.27052238805970147,0.08052302100161551,0.16885454160491215,0.25778107135295364,0.12293012924071083,0.41299185888738127,,0.3544357399957654,0.0,1.0657647500939496,13791576000.0,2640210000.0,3756131000.0,,5182010000.0,349793000.0,4.0,4.0,0.0,10.73815370805019,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2017-12-31,20687000000.0,3207000000.0,2948000000.0,13052000000.0,6493000000.0,,2419000000.0,,-5917000000.0,-1315000000.0,-294000000.0,-148000000.0,-645000000.0,0.0,-1590000000.0,,-337000000.0,-711000000.0,,0.0,1.0815,19.4524,4.2915,0.0,-2026000000.0,-0.04527953180348067,-0.01421182385072751,0.04968734155822207,0.2222410005070137,-0.0635664910330159,-0.20252579701216694,,0.342403244887612,0.0,1.087856173677069,12882000000.0,2806000000.0,3462000000.0,,4633000000.0,327000000.0,3.0,3.0,0.0,10.587155963302752,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2018-03-31,21504000000.0,3394000000.0,2874000000.0,13147000000.0,7363000000.0,,2628000000.0,,3579000000.0,1158000000.0,1456000000.0,89000000.0,-571000000.0,1.0,790000000.0,,238000000.0,264000000.0,,0.0,,14.7183,4.2054,1.0,1422000000.0,0.19774548417764498,0.06770833333333333,0.40681754680078236,0.3235540653813915,0.05385044642857143,0.15727285074018743,,0.39731768650461025,0.0,1.1809324982602645,13355000000.0,3782000000.0,3857000000.0,,4971000000.0,338000000.0,4.0,4.0,0.0,11.411242603550296,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2018-06-30,22855000000.0,5075000000.0,2992000000.0,14893000000.0,7158000000.0,,4350000000.0,,6882000000.0,1955000000.0,2012000000.0,182000000.0,-490000000.0,2.0,790000000.0,,416000000.0,538000000.0,,0.0,,14.8287,4.1868,2.0,2493000000.0,0.2810841017043867,0.08803325311747977,0.2923568730020343,0.28407439697762277,0.08553926930649748,0.2731209835149483,,0.36224934612031384,0.0,1.6961898395721926,13990000000.0,4769000000.0,4233000000.0,,5237000000.0,363000000.0,5.0,5.0,0.0,11.661157024793388,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2018-09-30,23339000000.0,5614000000.0,2906000000.0,15541000000.0,6862000000.0,,4772000000.0,,10254000000.0,2877000000.0,2583000000.0,308000000.0,-407000000.0,3.0,789000000.0,3400000000.0,623000000.0,822000000.0,2777000000.0,0.0,,12.4067,3.4506,3.0,3699000000.0,0.37642086855144274,0.11067312224174129,0.25190169689877123,0.28057343475716795,0.12327006298470372,0.419265520256485,0.2708211429685976,0.3607372732592159,0.0,1.931865106675843,14798000000.0,5757000000.0,4675000000.0,,5588000000.0,431000000.0,6.0,6.0,0.0,10.846867749419953,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2018-12-31,22547000000.0,5566000000.0,3157000000.0,15802000000.0,5684000000.0,,4648000000.0,,-6986000000.0,-2239000000.0,-3638000000.0,-133000000.0,1843000000.0,-3.0,-1583000000.0,1301000000.0,-328000000.0,-513000000.0,973000000.0,0.0,1.7631,16.9018,2.9706,-3.0,-2752000000.0,-0.6400422237860661,-0.16135184281722623,0.5207557973089035,0.3204981391354137,-0.09930367676409278,-0.39391273750879663,-0.13927855711422846,0.39393071858001716,0.0,1.7630662020905923,13729000000.0,2413000000.0,3751000000.0,,4862000000.0,446000000.0,3.0,3.0,0.0,8.410313901345292,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2019-03-31,22313000000.0,5055000000.0,2917000000.0,15873000000.0,5525000000.0,11888000000.0,4134000000.0,,3646000000.0,971000000.0,582000000.0,141000000.0,85000000.0,0.75,775000000.0,820000000.0,240000000.0,301000000.0,580000000.0,11888000000.0,,31.811,3.5487,0.75,1272000000.0,0.1053393665158371,0.026083449110384082,0.15962698848052662,0.26631925397696105,0.043517232106843544,0.05576293573766726,0.15907844212835984,0.3488754799780581,2.1516742081447964,1.7329448063078505,13796000000.0,1539000000.0,3564000000.0,,4712000000.0,498000000.0,2.75,2.75,2.5229202037351444,7.156626506024097,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2019-06-30,22594000000.0,4957000000.0,3031000000.0,16012000000.0,5560000000.0,,4017000000.0,,6980000000.0,1865000000.0,1536000000.0,284000000.0,321000000.0,1.0,774000000.0,896000000.0,453000000.0,590000000.0,443000000.0,0.0,,24.7242,3.4636,1.0,2455000000.0,0.2762589928057554,0.06798265026113127,0.22005730659025788,0.2671919770773639,0.08254403824024077,0.335431654676259,0.06346704871060171,0.3517191977077364,0.0,1.6354338502144508,13894000000.0,1063000000.0,3474000000.0,4773000000.0,4674000000.0,600000000.0,1.75,1.75,0.0,5.79,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2019-09-30,22427000000.0,4808000000.0,3004000000.0,15912000000.0,5359000000.0,,3817000000.0,,10230000000.0,2764000000.0,2069000000.0,421000000.0,403000000.0,2.0,772000000.0,1796000000.0,756000000.0,874000000.0,1040000000.0,0.0,,23.4139,3.2443,2.0,3638000000.0,0.3860794924426199,0.09225487136041378,0.20224828934506353,0.2701857282502444,0.12324430374102645,0.5157678671393917,0.10166177908113393,0.3556207233626588,0.0,1.600532623169108,13870000000.0,549000000.0,3361000000.0,3036000000.0,4613000000.0,713000000.0,0.75,0.75,0.0,4.713884992987377,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2019-12-31,23199000000.0,5305000000.0,3224000000.0,16692000000.0,5187000000.0,,4226000000.0,,-7117000000.0,-1902000000.0,-1489000000.0,-291000000.0,-341000000.0,-0.25,-1550000000.0,-474000000.0,-233000000.0,-600000000.0,-707000000.0,0.0,1.6455,19.6535,4.3725,-0.25,-2502000000.0,-0.28706381337960285,-0.06418380102590629,0.2092173668680624,0.2672474357172966,-0.0819862925126083,-0.3666859456333141,0.09933960938597723,0.3515526204861599,0.0,1.6454714640198511,13739000000.0,2698000000.0,3698000000.0,1356000000.0,4863000000.0,555000000.0,3.5,3.5,0.0,6.663063063063063,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2020-03-31,21167000000.0,3493000000.0,2419000000.0,15710000000.0,4489000000.0,,2600000000.0,,1782000000.0,55000000.0,-1000000.0,131000000.0,25000000.0,0.0,764000000.0,-370000000.0,320000000.0,290000000.0,-690000000.0,0.0,,15.336,3.277,0.0,345000000.0,-0.00022276676319893073,-4.7243350498417346e-05,-0.0005611672278338945,0.030864197530864196,0.002598384277412954,0.01225217197594119,-0.3872053872053872,0.1936026936026936,0.0,1.4439851178172798,11875000000.0,2115000000.0,2782000000.0,86000000.0,3936000000.0,545000000.0,2.75,2.75,0.0,5.104587155963303,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
2020-06-30,21695000000.0,3772000000.0,2375000000.0,17170000000.0,3720000000.0,,3020000000.0,,1880000000.0,-867000000.0,-821000000.0,249000000.0,-29000000.0,-1.0,764000000.0,-1022000000.0,702000000.0,575000000.0,-1724000000.0,0.0,,101.9947,5.249,-1.0,-292000000.0,-0.2206989247311828,-0.03784282092648076,-0.43670212765957445,-0.46117021276595743,-0.039963125144042405,-0.23306451612903226,-0.9170212765957447,-0.15531914893617021,0.0,1.5882105263157895,6775000000.0,-242000000.0,50000000.0,-2081000000.0,1189000000.0,510000000.0,0.75,0.75,0.0,0.09803921568627451,0.9081792,70.4545,30.18,3.72663,36511.645,22.4411,27.679,2.8049
