report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-04-04,1532586000.0,967138000.0,463229000.0,1532586000.0,415449000.0,298481000.0,21077000.0,245427000.0,,390718000.0,140360000.0,-134341000.0,-85581000.0,7464000.0,-63651000.0,-1.69,50566000.0,-77139000.0,2852000.0,-79991000.0,319558000.0,,0.08,,-1.69,-134341000.0,-0.20599640389073026,-0.05584091202712278,-0.219035212096704,0.35923607307572214,-0.3438311006915474,-0.08765641862838366,-0.1827751300327752,-0.20472821830578575,-0.3438311006915474,0.7691870723000898,2.08781833607136,2143162000.0,-125704000.0,-142780000.0,991871000.0,-136624000.0,-142780000.0,29274000.0,-2.4800000000000004,-2.4800000000000004,-2.238114581874212,-4.877365580378493,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2020-07-04,1451329000.0,881673000.0,463738000.0,,396056000.0,,25166000.0,277561000.0,,649727000.0,280956000.0,-171146000.0,-108124000.0,15338000.0,-84491000.0,-2.13,50866000.0,11631000.0,5648000.0,5983000.0,25166000.0,,0.1163,,-2.13,-171146000.0,-0.27300179772557415,-0.07449999276525171,-0.1664145094785964,0.43242161707917326,-0.26341217157359936,-0.11792364102143621,-0.4063083124813044,0.009208482947453314,-0.26341217157359936,0.06354151938109762,1.9012308674294538,1826228000.0,-214275000.0,-295663000.0,759792000.0,-94027000.0,-295663000.0,29138000.0,-4.220000000000001,-4.220000000000001,-0.08511717732688906,-10.146990184638616,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2020-10-03,1522319000.0,1007768000.0,549901000.0,,422808000.0,,21425000.0,323560000.0,51299222.0,1085218000.0,510722000.0,-153635000.0,-92137000.0,23385000.0,-91250000.0,-1.81,51007000.0,95859000.0,7097000.0,88762000.0,21425000.0,,0.1866,,-1.81,-153635000.0,-0.21791687952924257,-0.060524108284794445,-0.08490183539159873,0.4706169635962544,-0.1415706337344202,-0.10092168592785086,-0.3458432849428115,0.08179186117443685,-0.1415706337344202,0.0506731187678568,1.8326353289046573,1405297000.0,-260924000.0,-421882000.0,478938000.0,147022000.0,-421882000.0,29626000.0,-5.12,-5.12,-0.050784342541279316,-14.24026193208668,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2021-01-02,1478505000.0,990475000.0,558526000.0,,439090000.0,,41561000.0,315965000.0,51474034.0,-512320000.0,-161682000.0,323803000.0,189747000.0,-14351000.0,163349000.0,3.75,-101323000.0,70887000.0,-6859000.0,64028000.0,41561000.0,1.7735,0.2725,,3.75,323803000.0,0.4321369195381357,0.1283370702161981,-0.3703681292941911,0.3155879138038726,-0.6320327139287945,0.2190070375142458,0.6736759103798806,-0.12497657713928795,-0.6320327139287945,0.09465257692044911,1.7733731285562355,1613343000.0,-96095000.0,-135319000.0,770356000.0,78782000.0,-135319000.0,31836000.0,-1.8800000000000008,-1.8800000000000008,-0.3071335141406602,-4.250502575700465,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2021-04-03,1349113000.0,947110000.0,507226000.0,1349113000.0,407781000.0,157235000.0,37860000.0,246694000.0,,363042000.0,182589000.0,-16755000.0,-24440000.0,7331000.0,2117000.0,-0.47,51519000.0,-37849000.0,2136000.0,-39985000.0,195095000.0,,0.4127,,-0.47,-16755000.0,-0.05993413131067902,-0.018115606328009588,-0.06732003459654806,0.5029418083858066,-0.04615168492901648,-0.012419271032152237,-0.0277917847119474,-0.11013877182254395,-0.04615168492901648,0.47843082438858114,1.8672347237720464,1585667000.0,-34954000.0,-17733000.0,812585000.0,118788000.0,-17733000.0,31703000.0,-0.6600000000000004,-0.6600000000000004,-11.001804545198217,-0.5593476958016591,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2021-07-03,1337438000.0,949171000.0,521800000.0,,407857000.0,,38361000.0,252251000.0,,773981000.0,404428000.0,-2408000.0,-25632000.0,13863000.0,10198000.0,-0.5,51779000.0,-9771000.0,3381000.0,-13152000.0,38361000.0,,0.402,,-0.5,-2408000.0,-0.06284555616306696,-0.019165000545819693,-0.033117092021638775,0.5225296228201984,-0.0031111874839304843,-0.0018004572922258827,-0.005396465404802137,-0.01699266519462364,-0.0031111874839304843,0.09405502418739901,1.8190321962437717,1709921000.0,47538000.0,151005000.0,936057000.0,99653000.0,151005000.0,30228000.0,0.9699999999999995,0.9699999999999995,0.25403794576338534,4.995533942040492,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2021-10-02,1355961000.0,987450000.0,569381000.0,,440926000.0,,41205000.0,181782000.0,,1265808000.0,663951000.0,45399000.0,5788000.0,20284000.0,19177000.0,0.11,52738000.0,-36996000.0,6739000.0,-43735000.0,41205000.0,,0.3639,362.6906,0.11,45399000.0,0.01312691925629244,0.00426855934647088,0.004572573407657402,0.5245274164802245,0.03586562891054568,0.03348105144616991,0.09416320460621698,-0.034551053556305535,0.03586562891054568,0.09345105527911714,1.7342517576104577,1890511000.0,145463000.0,350039000.0,1089286000.0,-32844000.0,350039000.0,27127000.0,2.8899999999999992,2.8899999999999992,0.11771545456363434,12.903712168688022,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2022-01-01,1368719000.0,1022755000.0,535647000.0,,463226000.0,,554000.0,250844000.0,,-532795000.0,-284594000.0,66401000.0,69718000.0,-16392000.0,-5065000.0,1.3399999999999999,-103259000.0,134645000.0,-1963000.0,132682000.0,554000.0,1.9096,0.2992,22.0285,1.3399999999999999,66401000.0,0.15050536886962304,0.050936678748523256,-0.13085333008004954,0.534152910594131,-0.12462767105547162,0.0485132448661851,0.14317348742938463,-0.24903011477209808,-0.12462767105547162,0.0011959605030805696,1.909382485106796,1870036000.0,25434000.0,92637000.0,966374000.0,35810000.0,92637000.0,25086000.0,0.4799999999999993,0.4799999999999993,0.005980331832852964,3.692776847644104,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2022-04-02,1265322000.0,937219000.0,432679000.0,,427166000.0,,619000.0,162619000.0,,375853000.0,184313000.0,-14282000.0,-21514000.0,3997000.0,4687000.0,-0.41,51999000.0,-115045000.0,2530000.0,-117575000.0,619000.0,,0.2657,17.6788,-0.41,-14282000.0,-0.05036449530159236,-0.017002786642451487,-0.05724046369192211,0.4903858689434433,-0.03799889850553275,-0.011287245460048905,-0.03338592984793763,-0.31282176808486295,-0.03799889850553275,0.0014490853672811039,2.166083863557048,1882847000.0,28360000.0,95110000.0,968098000.0,-41780000.0,95110000.0,21752000.0,0.5399999999999994,0.5399999999999994,0.0065082536010934704,4.3724714968738505,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2022-07-02,1283424000.0,964788000.0,421284000.0,,397274000.0,,570000.0,167067000.0,,747021000.0,375662000.0,-25219000.0,-40588000.0,8318000.0,6690000.0,-0.78,51853000.0,-165779000.0,4466000.0,-170245000.0,570000.0,,0.1432,25.3858,-0.78,-25219000.0,-0.10216626308291003,-0.03162477871693221,-0.05433314458361947,0.502880106449484,-0.03375942577250171,-0.01964978058692996,-0.06338916761343642,-0.22789854635947315,-0.03375942577250171,0.0014347780121528216,2.2901130828609677,1855887000.0,13404000.0,72299000.0,939332000.0,-198873000.0,72299000.0,16207000.0,0.25999999999999934,0.25999999999999934,0.00788392647201206,4.46097365335966,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2022-10-01,1314986000.0,1015310000.0,428727000.0,,393049000.0,,354000.0,162612000.0,,1183292000.0,595282000.0,-2737000.0,-34739000.0,13445000.0,15904000.0,-0.67,51843000.0,-214783000.0,8717000.0,-223500000.0,354000.0,,0.1003,,-0.67,-2737000.0,-0.08838338222460813,-0.026417771748140285,-0.02935792686843146,0.5030727833873634,-0.002313038539937733,-0.0020813909805883863,-0.006957242318945203,-0.1888798369295153,-0.002313038539937733,0.0009006510638622665,2.3681970111516186,1773371000.0,-27123000.0,24163000.0,870663000.0,-378638000.0,24163000.0,9368000.0,-0.5200000000000007,-0.5200000000000007,0.014650498696353929,2.5793125533731853,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2022-12-31,1238128000.0,945300000.0,425920000.0,,405932000.0,,342000.0,198726000.0,,-623727000.0,-324578000.0,40765000.0,52684000.0,-6523000.0,-5881000.0,1.0099999999999998,-103854000.0,384751000.0,-2451000.0,382300000.0,342000.0,2.2195,0.1328,,1.0099999999999998,40765000.0,0.12978528423479796,0.042551335564658906,-0.08446644124753297,0.5203847195968749,-0.06535711938075472,0.03292470568471111,0.10033868768368145,-0.6129284125907649,-0.06535711938075472,0.0008425056413389434,2.2194308790383173,1682439000.0,-44157000.0,-1473000.0,830679000.0,-129020000.0,-1473000.0,19237000.0,-0.8500000000000008,-0.8500000000000008,-0.23217922606924643,-0.07657119093413733,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2023-04-01,1085995000.0,804487000.0,305139000.0,,369132000.0,,461000.0,127111000.0,,325036000.0,160717000.0,-37308000.0,-41262000.0,5004000.0,1603000.0,-0.8,51840000.0,-85862000.0,2610000.0,-88472000.0,461000.0,,0.1033,,-0.8,-37308000.0,-0.11178115145801502,-0.03799465006744967,-0.12694593829606568,0.49445907530242805,-0.11478113193615476,-0.03435374932665436,-0.10094347024970711,-0.2721913880308643,-0.11478113193615476,0.0012488757409273648,2.6364607605058676,1631622000.0,-63905000.0,-24499000.0,807083000.0,-99917000.0,-24499000.0,20244000.0,-1.2400000000000009,-1.2400000000000009,-0.01881709457528879,-1.2101857340446551,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2023-07-01,1073363000.0,797557000.0,321536000.0,,339504000.0,,446000.0,132107000.0,,647002000.0,317384000.0,-72621000.0,-67791000.0,10350000.0,-5595000.0,-1.3,52095000.0,-83048000.0,4569000.0,-87617000.0,446000.0,,0.0924,,-1.3,-72621000.0,-0.19967658702106603,-0.06315757111061215,-0.10477711042624288,0.49054562427936854,-0.11224231146117014,-0.06765744673516788,-0.213622591557582,-0.1354199832458014,-0.11224231146117014,0.0013136811348319901,2.480459419785032,1531603000.0,-91108000.0,-71901000.0,748805000.0,-17289000.0,-71901000.0,22276000.0,-1.760000000000001,-1.760000000000001,-0.006202973533052392,-3.227733884000718,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2023-09-30,1063244000.0,784939000.0,348589000.0,,281100000.0,,455000.0,116132000.0,,991123000.0,479047000.0,-119016000.0,-128853000.0,16110000.0,-34000.0,-2.47,52219000.0,-107962000.0,7149000.0,-115111000.0,455000.0,,0.0701,,-2.47,-119016000.0,-0.45838847385272147,-0.12118855126386793,-0.13000707278511345,0.4833375877666041,-0.12008196762662152,-0.11193667681171961,-0.4227095949281668,-0.11614199246713072,-0.12008196762662152,0.0016186410530060478,2.2517606694416634,1339434000.0,-185222000.0,-188180000.0,632570000.0,91100000.0,-188180000.0,24941000.0,-3.560000000000001,-3.560000000000001,-0.0024178977574662555,-7.545006214666613,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2023-12-30,978030000.0,710690000.0,342477000.0,,254232000.0,,480000.0,117197000.0,,-550777000.0,-277567000.0,85921000.0,80818000.0,-9686000.0,4548000.0,1.5700000000000003,-103870000.0,217413000.0,-5800000.0,211613000.0,480000.0,2.0751,0.0542,,1.5700000000000003,85921000.0,0.3178907454608389,0.0826334570514197,-0.1467345223202857,0.5039553213006353,-0.1559996150892285,0.08785108841242088,0.3373260780803417,-0.38420812779037616,-0.1559996150892285,0.0018880392712168413,2.075146652183942,1412384000.0,-157088000.0,-143024000.0,679581000.0,-79587000.0,-143024000.0,21778000.0,-3.0,-3.0,-0.003356080098445016,-6.567361557535127,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2024-03-30,890972000.0,637263000.0,295424000.0,,229085000.0,,482000.0,112889000.0,,254884000.0,133492000.0,-29206000.0,-24296000.0,5112000.0,-6117000.0,-0.46,52491000.0,622000.0,1678000.0,-1056000.0,482000.0,,0.0399,,-0.46,-29206000.0,-0.10605670384355152,-0.027269094876157723,-0.09532179344329185,0.5237362878799767,-0.11458545848307465,-0.032779930233497796,-0.12722211816158246,-0.00414306115723231,-0.11458545848307465,0.0021040225243905103,2.1571131661611784,1342232000.0,-140122000.0,-134922000.0,652356000.0,7829000.0,-134922000.0,21886000.0,-2.66,-2.66,-0.003572434443604453,-6.164762862103628,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2024-06-29,785682000.0,542409000.0,279670000.0,,189646000.0,,2556000.0,104906000.0,,514874000.0,270343000.0,-63209000.0,-63081000.0,,-3908000.0,-1.2,52709000.0,38986000.0,3423000.0,35563000.0,2556000.0,,0.0587,,-1.2,-63209000.0,-0.3326249960452633,-0.08028820820637357,-0.12251735376033748,0.5250663269071656,-0.12276595827328628,-0.08045112399164038,-0.32886754560306347,0.0690712679218605,-0.12276595827328628,0.013477742741739874,1.9394607930775556,1210104000.0,-135412000.0,-125510000.0,605315000.0,131009000.0,-125510000.0,,-2.5600000000000005,-2.5600000000000005,-0.020364911162457176,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2024-09-28,812408000.0,575857000.0,317523000.0,,164377000.0,,2254000.0,106308000.0,,802693000.0,412574000.0,-87669000.0,-95112000.0,,2257000.0,-1.8,52863000.0,16171000.0,4724000.0,11447000.0,2254000.0,,0.0508,,-1.8,-87669000.0,-0.5786210966254403,-0.11707417947632225,-0.11849112923620861,0.5139872902840812,-0.10921859291161129,-0.10791252671071679,-0.5261265910904933,0.014260744767924972,-0.10921859291161129,0.013712380685862377,1.8135914563669404,1021674000.0,-101671000.0,-94163000.0,538842000.0,257567000.0,-94163000.0,,-1.8900000000000001,-1.8900000000000001,-0.023937215254399288,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2024-12-28,763567000.0,554515000.0,326570000.0,,148703000.0,,2170000.0,123598000.0,,-427461000.0,-219258000.0,76137000.0,79818000.0,,-4019000.0,1.52,-105105000.0,-9099000.0,-3073000.0,-12172000.0,2170000.0,1.698,0.0822,,1.52,76137000.0,0.5367611951339246,0.10453306651544658,-0.18672580656480942,0.512931004231965,-0.1781144946556528,0.09971227148370738,0.5046429778688035,0.028475112349430707,-0.1781144946556528,0.014592846142982993,1.6979973665676578,1144990000.0,-102671000.0,-103947000.0,597151000.0,33782000.0,-103947000.0,,-1.9400000000000004,-1.9400000000000004,-0.020876023358057473,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2025-04-05,686018000.0,482506000.0,262570000.0,,140582000.0,,12332000.0,78291000.0,,233293000.0,142992000.0,-6747000.0,-17576000.0,,3368000.0,-0.33,53259000.0,-60356000.0,285000.0,-60641000.0,12332000.0,,0.0474,,-0.33,-6747000.0,-0.12502311818013687,-0.025620319000376084,-0.0753387371245601,0.612928806265083,-0.028920713437608502,-0.009835018906209457,-0.044122840289312945,-0.2599349316096068,-0.028920713437608502,0.08772104536853936,1.8376280610884717,1123399000.0,-95951000.0,-81488000.0,606651000.0,-25803000.0,-81488000.0,,-1.8100000000000005,-1.8100000000000005,-0.15133516591399962,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2025-07-05,704514000.0,493568000.0,269767000.0,,150270000.0,,13388000.0,109862000.0,,453681000.0,269721000.0,1742000.0,-19870000.0,,9598000.0,-0.37,53435000.0,-50933000.0,1089000.0,-52022000.0,13388000.0,,0.0787,,-0.37,1742000.0,-0.13222865508750914,-0.02820383981013862,-0.043797293693145625,0.5945168521494177,0.0038397023459214733,0.0024726265198420474,0.010644148162631829,-0.11466647269777663,0.0038397023459214733,0.08909296599454315,1.8296085140139453,1062206000.0,-52740000.0,-16537000.0,606029000.0,-113388000.0,-16537000.0,,-0.9800000000000004,-0.9800000000000004,-0.809578520892544,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2025-10-04,701027000.0,471092000.0,302817000.0,,112606000.0,,6985000.0,79216000.0,,723882000.0,402148000.0,-19939000.0,-59739000.0,,17555000.0,-1.13,53089000.0,-73098000.0,1431000.0,-74529000.0,6985000.0,,0.1291,,-1.13,-19939000.0,-0.5305134717510612,-0.08521640393308674,-0.08252588129004451,0.5555435830701689,-0.027544544552841485,-0.028442556420794064,-0.16672659313827964,-0.10295738808258804,-0.027544544552841485,0.062030442427579345,1.5556986562841584,983395000.0,-17367000.0,51193000.0,595603000.0,-199364000.0,51193000.0,,-0.3100000000000003,-0.3100000000000003,0.13644443576270193,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2026-01-03,689254000.0,467830000.0,301763000.0,,102835000.0,,3985000.0,95842000.0,,-406450000.0,-251713000.0,5865000.0,18886000.0,,-2438000.0,0.3799999999999999,-105696000.0,126490000.0,-241000.0,126249000.0,3985000.0,1.5503,0.2062,,0.3799999999999999,5865000.0,0.18365342539018817,0.027400638951678193,-0.04646573994341247,0.619296346414073,-0.01442981916594907,0.008509199801524547,0.054905448417899266,-0.3106138516422684,-0.01442981916594907,0.03875139787037487,1.5503226041628695,1004406000.0,-78299000.0,-19079000.0,563148000.0,-60943000.0,-19079000.0,,-1.4500000000000004,-1.4500000000000004,-0.20886838932858115,,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
