report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2012-12-29,1841989000.0,1144112000.0,406778000.0,1841989000.0,1233535000.0,75140000.0,2794000.0,177236000.0,,-867470000.0,-474643000.0,-49024000.0,-22486000.0,-1577000.0,-22003000.0,-0.3100000000000005,-125113000.0,111212000.0,12499000.0,98713000.0,77934000.0,2.8124,1.9555,16.2773,-0.3100000000000005,-49024000.0,-0.018228911218571016,-0.012207456179162851,0.025921357510922567,0.5471578267836351,0.056513769928643064,-0.02661470833973493,-0.03738098269955294,-0.11379413697303653,0.056513769928643064,0.06317939904421034,2.8126201515322853,2857508000.0,343401000.0,488840000.0,1606543000.0,339215000.0,488840000.0,5160000.0,5.59,5.59,0.15942639718517307,94.73643410852713,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2013-03-30,1856569000.0,1147658000.0,314318000.0,1856569000.0,1236635000.0,151129000.0,1600000.0,241396000.0,,680899000.0,378471000.0,94321000.0,72186000.0,1231000.0,28894000.0,1.21,59783000.0,85903000.0,19485000.0,66418000.0,152729000.0,,1.8827,15.534,1.21,94321000.0,0.05837292329587954,0.038881398967665626,0.10601572333047926,0.5558401466296764,0.13852421577943277,0.050803929183348424,0.06788789690822564,0.09754456975263585,0.13852421577943277,0.1235037015772641,3.6512640065156945,2948874000.0,357447000.0,500300000.0,1656034000.0,380163000.0,500300000.0,5577000.0,5.869999999999999,5.869999999999999,0.30527483509894066,89.70772816926663,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2013-06-29,1989367000.0,1274314000.0,349880000.0,,1147325000.0,339434000.0,1567000.0,313308000.0,,1387148000.0,787372000.0,201269000.0,139900000.0,2979000.0,62723000.0,2.0,59335000.0,,42959000.0,,341001000.0,,2.0422,16.7626,2.0,201269000.0,0.12193580720371298,0.07032387689149362,0.10085441495788482,0.5676193167563951,0.14509554856439255,0.10117238297408171,0.1352317973347237,,0.14509554856439255,0.29721395419780794,3.6421458785869443,3110384000.0,381869000.0,530611000.0,1758065000.0,,530611000.0,6313000.0,6.01,6.01,0.6426572385419828,84.05053065103755,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2013-09-28,2090191000.0,1355450000.0,437204000.0,,1029422000.0,468369000.0,14567000.0,228899000.0,,2197544000.0,1252341000.0,342301000.0,229633000.0,6016000.0,108604000.0,3.0,58433000.0,,66334000.0,,482936000.0,,2.087,17.2417,3.0,342301000.0,0.22306983919131318,0.10986220876465357,0.10449529110679923,0.5698821047496659,0.1557652543020754,0.16376541665331062,0.22633596013642274,,0.1557652543020754,0.46913316404739747,3.100268981985526,3398121000.0,419233000.0,588867000.0,1943541000.0,,588867000.0,8649000.0,5.8999999999999995,5.8999999999999995,0.8201104833519284,68.08498092265002,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2013-12-28,2230414000.0,1479462000.0,491906000.0,2230414000.0,1068677000.0,494711000.0,13443000.0,320479000.0,,-1005620000.0,-556498000.0,-76295000.0,-63567000.0,-678000.0,-26802000.0,0.34999999999999964,-119875000.0,325779000.0,-33544000.0,292235000.0,508154000.0,3.0077,2.0372,17.5644,0.34999999999999964,-76295000.0,-0.059481957598039446,-0.02850009011779876,0.0632117499651956,0.5533879596666733,0.07586861836478988,-0.03420665401131808,-0.04838502033508981,-0.29060181778405364,0.07586861836478988,0.47549820946834265,3.007611210271881,3259971000.0,378152000.0,561596000.0,1861686000.0,,561596000.0,9548000.0,6.56,6.56,0.904839065805312,58.81818181818182,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2014-04-05,2114328000.0,1366397000.0,390285000.0,,1021094000.0,,13600000.0,303418000.0,,776544000.0,443220000.0,104698000.0,66343000.0,3706000.0,31480000.0,1.0,54351000.0,,21505000.0,,13600000.0,,1.7527,15.8012,1.0,104698000.0,0.0649724707029911,0.031377818389578156,0.08543366505954589,0.5707596736308567,0.13482558618700294,0.04951833395764517,0.10118740419872929,,0.13482558618700294,0.013319048001457261,3.5010236109509716,3355616000.0,372309000.0,571973000.0,1926435000.0,,571973000.0,12023000.0,6.35,6.35,0.023777346133471336,47.573234633618895,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2014-07-05,2160586000.0,1410025000.0,433697000.0,,1009168000.0,,13652000.0,272642000.0,,1550365000.0,887823000.0,189457000.0,118860000.0,7593000.0,56355000.0,2.0,54028000.0,,43506000.0,,13652000.0,,1.6582,15.8995,2.0,189457000.0,0.11778019120701409,0.055012852994511675,0.07666581740428867,0.5726541814346944,0.12220154608753422,0.08768778470285377,0.18523005025322148,,0.12220154608753422,0.01352797552042871,3.251175359755774,3518833000.0,351269000.0,560161000.0,2026886000.0,,560161000.0,16637000.0,6.35,6.35,0.024371564603747852,33.66959187353489,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2014-10-04,2236853000.0,1495496000.0,493023000.0,,952067000.0,,15200000.0,218095000.0,,2444846000.0,1396860000.0,344389000.0,222581000.0,11389000.0,103286000.0,4.0,53653000.0,,70904000.0,,15200000.0,,1.4636,13.8361,4.0,344389000.0,0.23378711792342347,0.09950631534571114,0.09104090809809698,0.5713488702355894,0.1408632690975219,0.15396139129392947,0.35604336755001464,,0.1408632690975219,0.015965262948931115,3.033318932382465,3766135000.0,344217000.0,562249000.0,2171405000.0,,562249000.0,22010000.0,7.35,7.35,0.027034285521183674,25.545161290322582,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2015-01-03,2207552000.0,1489854000.0,446829000.0,,977860000.0,,16646000.0,276261000.0,,-1262064000.0,-726731000.0,-72008000.0,-31077000.0,-6790000.0,-19654000.0,0.0,-108952000.0,,-41152000.0,,16646000.0,3.2592,1.5818,14.7407,0.0,-72008000.0,-0.03178062299306649,-0.014077584582379033,0.024623949340128553,0.5758273748399447,0.05705574360729725,-0.03261893717565883,-0.07240579745119688,,0.05705574360729725,0.017022886711799235,3.3342822422000364,3509691000.0,376707000.0,566536000.0,2001172000.0,,566536000.0,15898000.0,7.0,7.0,0.029382069277150966,35.635677443703614,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2015-04-04,2043465000.0,1345324000.0,383539000.0,,870922000.0,,18471000.0,236843000.0,,725085000.0,400724000.0,56154000.0,38070000.0,4178000.0,18524000.0,0.0,50467000.0,,16860000.0,,18471000.0,,1.2108,12.018,0.0,56154000.0,0.04371229570501147,0.01863012089759306,0.05250418916402905,0.5526579642386754,0.07744471337843149,0.027479795347608107,0.06313744317753794,,0.07744471337843149,0.021208558286505565,3.507658934293514,3458232000.0,348434000.0,517992000.0,1958676000.0,,517992000.0,16370000.0,6.0,6.0,0.03565885187416022,31.642761148442272,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2015-07-04,2059441000.0,1366339000.0,381910000.0,,832946000.0,,20288000.0,249864000.0,,1465060000.0,810190000.0,126589000.0,92718000.0,9193000.0,41417000.0,1.0,49615000.0,,32464000.0,,20288000.0,,0.9998,9.7676,1.0,126589000.0,0.11131333843970677,0.045020954715381506,0.06328614527732652,0.5530080679289585,0.08640533493508798,0.061467650687735166,0.14836375484333722,,0.08640533493508798,0.02435692109692585,3.577646565944856,3372927000.0,322292000.0,455124000.0,1881043000.0,,455124000.0,17970000.0,5.0,5.0,0.044576862569321765,25.32687813021703,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2015-10-03,2254877000.0,1565034000.0,433532000.0,,869792000.0,,21722000.0,301569000.0,,2236363000.0,1227924000.0,202293000.0,150252000.0,14295000.0,58721000.0,3.0,49148000.0,,53171000.0,,21722000.0,,0.8096,8.7829,3.0,202293000.0,0.17274474816967736,0.06663423326416475,0.06718587277646787,0.5490718635570343,0.0904562452517771,0.08971354091597901,0.2269095045058182,,0.0904562452517771,0.024973786836393067,3.6099618943930323,3164444000.0,249963000.0,313028000.0,1712107000.0,,313028000.0,20876000.0,4.0,4.0,0.06939315332813678,14.994634987545506,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2016-01-02,2355661000.0,1442670000.0,489529000.0,,921388000.0,,23159000.0,289275000.0,,-1197672000.0,-685371000.0,-93802000.0,-60403000.0,-7648000.0,-36905000.0,0.0,-100306000.0,,-22728000.0,,23159000.0,2.9473,0.511,7.4796,0.0,-93802000.0,-0.0655565299309303,-0.025641635192839716,0.050433674662177956,0.5722526701801495,0.07832027466618573,-0.0398198212730949,-0.0993089809188955,,0.07832027466618573,0.02513490516481656,2.947057273419961,3228836000.0,220637000.0,291234000.0,1753467000.0,,291234000.0,20018000.0,4.0,4.0,0.07952024832265464,14.548606254371066,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2016-04-02,2260264000.0,1340502000.0,372897000.0,,936219000.0,,23288000.0,306750000.0,,659847000.0,348337000.0,14404000.0,5793000.0,5999000.0,3279000.0,0.0,48256000.0,,19670000.0,,23288000.0,,0.634,10.6521,0.0,14404000.0,0.006187654811534481,0.0025629749445197554,0.008779307930474791,0.527905711475539,0.02182930285354029,0.006372706905034102,0.015011875890431231,,0.02182930285354029,0.024874521880030205,3.594831816828776,3163598000.0,188360000.0,249484000.0,1701080000.0,,249484000.0,21839000.0,4.0,4.0,0.09334466338522711,11.423783140253674,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2016-07-02,2226538000.0,1312360000.0,411701000.0,,945249000.0,,26302000.0,231836000.0,,1345216000.0,704087000.0,29854000.0,11814000.0,12420000.0,6778000.0,0.0,48229000.0,,39313000.0,,26302000.0,,0.4249,9.4569,0.0,29854000.0,0.012498294100284687,0.005305995226670283,0.008782232741805033,0.5234007029354394,0.022192718492792234,0.013408259818606284,0.030728186168302023,,0.022192718492792234,0.02782547244165294,3.18765317548415,3043754000.0,107456000.0,152749000.0,1594977000.0,,152749000.0,25066000.0,3.0,3.0,0.17219097997368232,6.093872177451528,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2016-10-01,2257610000.0,1389620000.0,424136000.0,,972661000.0,,26382000.0,235952000.0,,2083206000.0,1089167000.0,61030000.0,29170000.0,19386000.0,13230000.0,0.0,48286000.0,,53524000.0,,26382000.0,,0.4303,13.2889,0.0,61030000.0,0.029989893703972915,0.012920743618251159,0.014002455830100336,0.5228321154988993,0.029296190583168444,0.027033012787859727,0.06108846165780652,,0.029296190583168444,0.027123530191916812,3.276354754135466,2890597000.0,-13626000.0,11486000.0,1456220000.0,,11486000.0,30157000.0,0.0,0.0,2.296883162110395,0.3808734290546142,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2016-12-31,2186897000.0,1347290000.0,414585000.0,,1006236000.0,,26368000.0,297330000.0,,-1045898000.0,-563405000.0,21858000.0,32091000.0,-10911000.0,5418000.0,1.0,-96448000.0,210127000.0,-46833000.0,163294000.0,26368000.0,3.2496,0.4172,16.0871,1.0,21858000.0,0.03189212073509594,0.014674216481160293,-0.030682724319197476,0.5386806361614612,-0.020898787453461045,0.009994983760094783,0.0211678436264047,-0.15612803542984116,-0.020898787453461045,0.026204588188059263,3.2497316593702137,3042371000.0,78868000.0,127146000.0,1578186000.0,,127146000.0,26894000.0,1.0,1.0,0.20738363770783194,4.727671599613297,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2017-04-01,2101718000.0,1280331000.0,386715000.0,,971898000.0,,26386000.0,320748000.0,,581790000.0,289519000.0,-45263000.0,-48186000.0,8384000.0,-1220000.0,-1.0,48313000.0,,4410000.0,,26386000.0,,0.2766,32.9288,-1.0,-45263000.0,-0.049579276837692844,-0.02292695785067264,-0.08282369927293354,0.4976348854397635,-0.07779954966568693,-0.021536190868613202,-0.04534080482107296,,-0.07779954966568693,0.027148939497766228,3.310787013692254,2964314000.0,24889000.0,67479000.0,1519368000.0,,67479000.0,29279000.0,0.0,0.0,0.3910253560366929,2.3046893678062776,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2017-07-01,1775972000.0,1304783000.0,414100000.0,,643029000.0,,32719000.0,319824000.0,,1178636000.0,590865000.0,-475019000.0,-392898000.0,20025000.0,-97516000.0,-8.0,48399000.0,,12788000.0,,32719000.0,,0.1751,,-8.0,-475019000.0,-0.6110113229729919,-0.22122983920917672,-0.333349736475044,0.5013125341496442,-0.4030243433935498,-0.2674698700204733,-0.7029528759241611,,-0.4030243433935498,0.05088261960191531,3.150888674233277,2797734000.0,-379823000.0,-437394000.0,1406146000.0,,-437394000.0,36884000.0,-8.0,-8.0,-0.07480440975413472,-11.858637891768788,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2017-09-30,1750372000.0,1286336000.0,553513000.0,,641293000.0,,40209000.0,166922000.0,,1867358000.0,910758000.0,-475518000.0,-398298000.0,32096000.0,-100746000.0,-8.0,48439000.0,,17239000.0,,40209000.0,,0.1622,,-8.0,-475518000.0,-0.6210858375188876,-0.22755048641088865,-0.21329493326935703,0.48772543882854813,-0.2546474752029338,-0.2716668228239483,-0.697749969919384,,-0.2546474752029338,0.06269988913024156,2.323949031007402,2581886000.0,-807291000.0,-973942000.0,1227737000.0,,-973942000.0,49594000.0,-16.0,-16.0,-0.04128479930016366,-19.638303020526678,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2017-12-30,1658372000.0,1290988000.0,509088000.0,,576133000.0,,2144000.0,231244000.0,,-839621000.0,-432303000.0,571524000.0,361210000.0,-17291000.0,219287000.0,8.0,-96683000.0,179542000.0,-8917000.0,170625000.0,2144000.0,2.5358,0.1506,,8.0,571524000.0,0.6269559285789913,0.2178099967920346,-0.4302060096162435,0.5148787369539352,-0.6806928364107139,0.34462955235616616,0.988322205448254,-0.20321668943487597,-0.6806928364107139,0.003721362949180137,2.5358837764787228,2788163000.0,-478172000.0,-424276000.0,1358839000.0,,-424276000.0,43214000.0,-9.0,-9.0,-0.005053314351978429,-9.818021937335123,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2018-03-31,1515671000.0,1156424000.0,523897000.0,,521448000.0,,127103000.0,229863000.0,,569156000.0,287691000.0,-28281000.0,-48273000.0,10691000.0,6645000.0,0.0,48712000.0,-4307000.0,3832000.0,-8139000.0,127103000.0,,0.2145,,0.0,-28281000.0,-0.09257490679799328,-0.03184926016266063,-0.08481505949159808,0.5054695022102903,-0.04968936460302623,-0.0186590625538128,-0.04360643958609269,-0.01430012158353773,-0.04968936460302623,0.2437500958868382,2.2073499180182363,2775529000.0,-478259000.0,-407294000.0,1357011000.0,,-407294000.0,45521000.0,-8.0,-8.0,-0.3120669590025878,-8.947386920322488,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2018-06-30,1406201000.0,1069262000.0,507505000.0,,514968000.0,,127721000.0,241797000.0,,1145739000.0,596701000.0,-27268000.0,-56073000.0,21759000.0,3273000.0,-1.0,48970000.0,77350000.0,6264000.0,71086000.0,127721000.0,,0.4847,,-1.0,-27268000.0,-0.10888637740597475,-0.039875522773771314,-0.04894046549868687,0.5208001124165277,-0.02379948661955297,-0.019391253455231506,-0.04242798616438122,0.062043798805836235,-0.02379948661955297,0.24801735253452642,2.10689943941439,2742632000.0,-141434000.0,40457000.0,1362847000.0,,40457000.0,47255000.0,-1.0,-1.0,3.1569567689151445,0.856142207173844,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2018-09-29,1469531000.0,1148502000.0,571178000.0,,526785000.0,,127977000.0,236103000.0,,1754566000.0,923233000.0,-4615000.0,-51067000.0,31658000.0,7209000.0,-1.0,49107000.0,72412000.0,10188000.0,62224000.0,127977000.0,,0.3936,,-1.0,-4615000.0,-0.0969408772079691,-0.034750542860273105,-0.02910520322404515,0.5261888125040608,-0.002630280080658123,-0.0031404577378769147,-0.007048362611147257,0.0354640406801454,-0.002630280080658123,0.24293971924029728,2.010760218355749,2629840000.0,205797000.0,511360000.0,1375322000.0,295796000.0,511360000.0,46817000.0,6.0,6.0,0.2502679130162703,10.922528141487067,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2018-12-29,1575198000.0,1258569000.0,605803000.0,,585543000.0,,126427000.0,403373000.0,,-927973000.0,-467488000.0,122875000.0,151935000.0,-21605000.0,3981000.0,2.0,-97593000.0,102684000.0,-2323000.0,100361000.0,126427000.0,2.0776,0.3061,,2.0,122875000.0,0.25947710074238783,0.09645454095294687,-0.16372782397763727,0.5037732778863178,-0.1324122576842214,0.07800606653893669,0.17258451901063246,-0.10815077593852407,-0.1324122576842214,0.2159141173235783,2.0775219006838856,2541488000.0,-3478000.0,62711000.0,1340137000.0,225532000.0,62711000.0,42503000.0,0.0,0.0,2.016025896573169,1.475448791849987,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2019-03-30,1589891000.0,988515000.0,496527000.0,1589891000.0,545658000.0,161130000.0,65891000.0,271442000.0,,465268000.0,247927000.0,-19944000.0,-12242000.0,8122000.0,9608000.0,-0.25,49618000.0,7617000.0,6571000.0,1046000.0,227021000.0,,0.285,21.3129,-0.25,-19944000.0,-0.022435298300400617,-0.007699898923888493,-0.026311717117876148,0.5328692280578076,-0.04286561723565773,-0.012544256178568216,-0.025811494812205328,0.0022481666480394097,-0.04286561723565773,0.4160499800241177,1.99085850316297,2437600000.0,32553000.0,71048000.0,1300373000.0,234717000.0,71048000.0,39934000.0,-0.25,-0.25,3.1953186578088055,1.7791355736965995,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2019-06-29,1608203000.0,1015549000.0,527586000.0,,539159000.0,,66373000.0,226596000.0,,966661000.0,513035000.0,-18263000.0,-19553000.0,15474000.0,11051000.0,-0.39,49972000.0,-26103000.0,10511000.0,-36614000.0,66373000.0,,0.2337,16.6769,-0.39,-18263000.0,-0.03626573979104494,-0.012158290962024074,-0.02022735995348938,0.5307289732388086,-0.01889286937199287,-0.01135615342093007,-0.03016025577508703,-0.03787677376039791,-0.01889286937199287,0.12310468711456175,1.924897552247406,2258522000.0,69073000.0,80053000.0,1216707000.0,127017000.0,80053000.0,33649000.0,0.36,0.36,0.8291132124967209,2.3790602989687657,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2019-09-28,1640643000.0,1091716000.0,529134000.0,,509259000.0,,21865000.0,147482000.0,,1506149000.0,791576000.0,-27416000.0,-45488000.0,22897000.0,17991000.0,-0.91,50137000.0,-138233000.0,14054000.0,-152287000.0,21865000.0,,0.2753,287.0005,-0.91,-27416000.0,-0.08932193638207671,-0.027725714856918902,-0.030201527206139632,0.5255628759173229,-0.018202714339683523,-0.01671052142361257,-0.05161883100744835,-0.10111018232591862,-0.018202714339683523,0.04293493094869212,2.0632127211632594,2010105000.0,74652000.0,57252000.0,1085050000.0,-87494000.0,57252000.0,24888000.0,0.44999999999999984,0.44999999999999984,0.38190805561377766,2.3003857280617166,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
2019-12-28,1604732000.0,1059458000.0,559180000.0,,503054000.0,,26228000.0,200218000.0,,-720366000.0,-453100000.0,37240000.0,24918000.0,-16561000.0,-19969000.0,0.51,-99497000.0,142510000.0,-10242000.0,132268000.0,26228000.0,1.8947,0.1738,,0.51,37240000.0,0.04953344968929777,0.015527826453264471,-0.0345907497022347,0.6289858210964981,-0.05169594345096798,0.023206367169097394,0.07035946810962776,-0.18361221934405567,-0.05169594345096798,0.05213754388196894,1.8946636145784899,2217712000.0,-52365000.0,-28383000.0,1099438000.0,-55587000.0,-28383000.0,29932000.0,-1.0400000000000003,-1.0400000000000003,-0.924074269809393,-0.9482493652278497,1.7830803,5.0,0.857,0.5197,271.3531,2.0138,0.2702
