report_date,total_assets,total_liabilities,total_equity,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-12-31,129819000000.0,109337000000.0,20482000000.0,4859000000.0,-10384000000.0,-1259000000.0,-124000000.0,-656000000.0,-2.0,-840068000.0,-2318000000.0,0.0,10.7083,1.2575,-2.0,-0.06146860658138854,-0.009698118149115307,0.1212442218798151,0.0,22559000000.0,2659000000.0,268000000.0,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2017-03-31,133650000000.0,113310000000.0,20340000000.0,4205000000.0,5309000000.0,592000000.0,62000000.0,306000000.0,1.0,404069000.0,1757000000.0,0.0,11.5291,1.2915,1.0,0.02910521140609636,0.00442947998503554,0.11150875871162177,0.0,22417000000.0,2520000000.0,265000000.0,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2017-06-30,135394000000.0,113891000000.0,21503000000.0,4264000000.0,10737000000.0,1305000000.0,122000000.0,639000000.0,3.0,401695000.0,3165000000.0,0.0,11.4812,1.3723,3.0,0.06068920615728038,0.009638536419634547,0.12154233025984912,0.0,22266000000.0,2546000000.0,256000000.0,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2017-09-30,136083000000.0,114106000000.0,21977000000.0,4927000000.0,16243000000.0,2021000000.0,181000000.0,998000000.0,5.0,400241000.0,4596000000.0,0.0,11.6872,1.4568,5.0,0.09195977612959003,0.014851230499033677,0.12442282829526566,0.0,21905000000.0,2659000000.0,241000000.0,6.999999999999998,6.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2017-12-31,137217000000.0,112619000000.0,24598000000.0,3491000000.0,-10622000000.0,686000000.0,-125000000.0,-2529000000.0,2.0,-807075000.0,-3390000000.0,0.0,7.512,1.5935,2.0,0.027888446215139442,0.004999380543227151,-0.06458294106571268,0.0,21667000000.0,4604000000.0,240000000.0,10.999999999999998,10.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2018-03-31,147356000000.0,123069000000.0,24287000000.0,4080000000.0,5464000000.0,717000000.0,56000000.0,265000000.0,0.0,783852000.0,1238000000.0,0.0,7.0817,1.5323,0.0,0.02952196648412731,0.004865767257525992,0.13122254758418742,0.0,21822000000.0,4729000000.0,234000000.0,9.999999999999998,9.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2018-06-30,141986000000.0,118186000000.0,23800000000.0,3847000000.0,11054000000.0,1550000000.0,111000000.0,564000000.0,1.0,780814000.0,2807000000.0,0.0,6.849,1.5084,1.0,0.06512605042016807,0.010916569239220767,0.1402207345757192,0.0,22139000000.0,4974000000.0,223000000.0,7.999999999999998,7.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2018-09-30,137941000000.0,114707000000.0,23234000000.0,3429000000.0,16632000000.0,2395000000.0,164000000.0,866000000.0,3.0,777867000.0,4659000000.0,0.0,7.2754,1.6398,3.0,0.10308169062580701,0.017362495559695813,0.143999518999519,0.0,22528000000.0,5348000000.0,206000000.0,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2018-12-31,140406000000.0,116944000000.0,23462000000.0,4337000000.0,-11392000000.0,-1742000000.0,-109000000.0,-632000000.0,-1.0,-1567883000.0,-2690000000.0,0.0,11.8821,1.5883,-1.0,-0.07424771971698918,-0.0124068771989801,0.15291432584269662,0.0,21758000000.0,2920000000.0,222000000.0,2.9999999999999982,2.9999999999999982,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2019-03-31,145679000000.0,119630000000.0,26049000000.0,3892000000.0,5657000000.0,928000000.0,58000000.0,314000000.0,1.23,755790000.0,1544000000.0,0.0,11.9337,1.6959,1.23,0.03562516795270452,0.006370170031370342,0.16404454657945908,0.0,21951000000.0,3131000000.0,224000000.0,4.229999999999999,4.229999999999999,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2019-06-30,151400000000.0,123159000000.0,28241000000.0,3019000000.0,11168000000.0,1745000000.0,115000000.0,606000000.0,2.0,752302000.0,2357000000.0,0.0,13.3586,1.8963,2.0,0.06178959668566977,0.011525759577278732,0.15625,0.0,22065000000.0,3326000000.0,228000000.0,5.229999999999999,5.229999999999999,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2019-09-30,154137000000.0,124699000000.0,29438000000.0,4216000000.0,16704000000.0,2523000000.0,171000000.0,865000000.0,3.0,749452000.0,4263000000.0,0.0,12.7131,1.7675,3.0,0.08570555064882125,0.016368555246306857,0.15104166666666666,0.0,22137000000.0,3454000000.0,235000000.0,5.229999999999999,5.229999999999999,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2019-12-31,152768000000.0,123809000000.0,28959000000.0,4896000000.0,-11222000000.0,-1892000000.0,-116000000.0,-644000000.0,-2.2300000000000004,-1511114000.0,-2709000000.0,0.0,11.7559,1.7382,-2.2300000000000004,-0.06533374771228288,-0.01238479262672811,0.1685973979682766,0.0,22307000000.0,3304000000.0,228000000.0,3.999999999999998,3.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2020-03-31,151616000000.0,125214000000.0,26402000000.0,4148000000.0,5162000000.0,566000000.0,55000000.0,154000000.0,0.0,727512000.0,1414000000.0,0.0,8.4117,1.1326,0.0,0.02143776986591925,0.003733115238497256,0.1096474234792716,0.0,21812000000.0,2942000000.0,225000000.0,2.769999999999998,2.769999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2020-06-30,157087000000.0,127667000000.0,29420000000.0,5528000000.0,10569000000.0,1370000000.0,117000000.0,419000000.0,1.0,723638000.0,2601000000.0,0.0,8.8262,1.1894,1.0,0.04656696125084976,0.00872128183745313,0.12962437316680858,0.0,21213000000.0,2567000000.0,227000000.0,1.7699999999999978,1.7699999999999978,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2020-09-30,160955000000.0,128476000000.0,32479000000.0,5563000000.0,16234000000.0,3826000000.0,181000000.0,-884000000.0,5.0,720333000.0,4601000000.0,0.0,5.6238,1.1862,5.0,0.11779919332491764,0.023770619117144544,0.23567820623383023,0.0,20743000000.0,3870000000.0,237000000.0,3.769999999999998,3.769999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2020-12-31,165086000000.0,131527000000.0,33559000000.0,5141000000.0,-9818000000.0,-984000000.0,-111000000.0,-308000000.0,0.6699999999999999,-1455291000.0,-2658000000.0,0.0,6.5365,1.4105,0.6699999999999999,-0.029321493489078934,-0.005960529663326993,0.10022407822367081,0.0,22147000000.0,4778000000.0,242000000.0,6.669999999999998,6.669999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2021-03-31,158157000000.0,126054000000.0,32103000000.0,4990000000.0,5869000000.0,1293000000.0,62000000.0,310000000.0,1.87,691940000.0,1366000000.0,0.0,6.3915,1.5398,1.87,0.04027660966264835,0.00817542062633965,0.22031010393593456,0.0,22854000000.0,5505000000.0,249000000.0,8.54,8.54,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2021-06-30,161492000000.0,127757000000.0,33735000000.0,5469000000.0,11433000000.0,2398000000.0,124000000.0,579000000.0,3.49,686400000.0,2328000000.0,0.0,6.2816,1.5849,3.49,0.07108344449384912,0.01484903276942511,0.2097437243068311,0.0,23718000000.0,6533000000.0,256000000.0,11.029999999999998,11.029999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2021-09-30,160597000000.0,127045000000.0,33552000000.0,6208000000.0,16670000000.0,3286000000.0,181000000.0,804000000.0,4.82,681521000.0,4181000000.0,0.0,8.2505,1.5483,4.82,0.0979375298044826,0.020461154317951143,0.19712057588482304,0.0,24154000000.0,5993000000.0,256000000.0,10.849999999999998,10.849999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2021-12-31,157542000000.0,124289000000.0,33253000000.0,5051000000.0,-11866000000.0,-2652000000.0,-129000000.0,-696000000.0,-3.79,-1383132000.0,-2824000000.0,0.0,8.931,1.7473,-3.79,-0.07975220280876913,-0.016833606276421526,0.22349570200573066,0.0,22106000000.0,4325000000.0,238000000.0,6.389999999999999,6.389999999999999,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2022-03-31,147046000000.0,117519000000.0,29527000000.0,4275000000.0,5272000000.0,1032000000.0,56000000.0,244000000.0,1.58,652827000.0,1260000000.0,0.0,10.2507,1.953,1.58,0.03495106174010228,0.007018211988085361,0.19575113808801214,0.0,21509000000.0,4064000000.0,232000000.0,6.099999999999999,6.099999999999999,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2022-06-30,135629000000.0,109242000000.0,26387000000.0,5173000000.0,10672000000.0,2420000000.0,112000000.0,557000000.0,3.73,648010000.0,1770000000.0,0.0,8.0376,1.6578,3.73,0.09171182779398947,0.017842791733331368,0.2267616191904048,0.0,20748000000.0,4086000000.0,220000000.0,6.339999999999998,6.339999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2022-09-30,128100000000.0,103948000000.0,24152000000.0,4710000000.0,15492000000.0,4016000000.0,171000000.0,64000000.0,6.0,642597000.0,2846000000.0,0.0,6.7504,1.7199,6.0,0.16628022524014574,0.03135050741608119,0.2592305706170927,0.0,19570000000.0,4816000000.0,210000000.0,7.519999999999998,7.519999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2022-12-31,131017000000.0,108652000000.0,22365000000.0,3943000000.0,-11934000000.0,-3267000000.0,-113000000.0,-462000000.0,-5.3100000000000005,-1305779000.0,-1997000000.0,0.0,10.1501,2.3265,-5.3100000000000005,-0.1460764587525151,-0.024935695367776702,0.2737556561085973,0.0,19502000000.0,4201000000.0,226000000.0,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2023-03-31,134966000000.0,115182000000.0,19784000000.0,3809000000.0,4800000000.0,1188000000.0,48000000.0,154000000.0,1.0,613950000.0,708000000.0,0.0,8.5963,2.0736,1.0,0.06004852405984634,0.008802216854615236,0.2475,0.0,19030000000.0,4357000000.0,218000000.0,5.419999999999997,5.419999999999997,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2023-06-30,130626000000.0,110187000000.0,20439000000.0,4720000000.0,9972000000.0,2822000000.0,99000000.0,345000000.0,4.0,608411000.0,1087000000.0,0.0,8.6881,2.2252,4.0,0.13806937717109447,0.02160366236430726,0.2829923786602487,0.0,18330000000.0,4759000000.0,205000000.0,5.689999999999998,5.689999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2023-09-30,125111000000.0,102442000000.0,22669000000.0,5502000000.0,14923000000.0,4391000000.0,148000000.0,581000000.0,7.0,603419000.0,2357000000.0,0.0,9.8077,2.3701,7.0,0.19370064846265825,0.035096834011397876,0.29424378476177715,0.0,17761000000.0,5134000000.0,182000000.0,6.689999999999998,6.689999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2023-12-31,126724000000.0,104739000000.0,21985000000.0,4306000000.0,-10994000000.0,-3742000000.0,-100000000.0,-477000000.0,-5.0,-1227035000.0,-962000000.0,0.0,10.348,2.5783,-5.0,-0.17020695929042529,-0.02952873962311796,0.3403674731671821,0.0,18701000000.0,4659000000.0,195000000.0,6.999999999999998,6.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2024-03-31,124742000000.0,101205000000.0,23537000000.0,5098000000.0,5436000000.0,1879000000.0,47000000.0,291000000.0,3.0,577482000.0,849000000.0,0.0,9.0807,2.5126,3.0,0.07983175425925139,0.015063090218210387,0.34565857247976456,0.0,19337000000.0,5350000000.0,194000000.0,8.999999999999998,8.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2024-06-30,120168000000.0,94121000000.0,26047000000.0,6060000000.0,10575000000.0,3634000000.0,97000000.0,556000000.0,6.0,572160000.0,1104000000.0,0.0,9.1383,2.5903,6.0,0.13951702691288825,0.030240995939018706,0.34364066193853426,0.0,19940000000.0,6162000000.0,192000000.0,10.999999999999998,10.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2024-12-31,117566000000.0,91468000000.0,26098000000.0,6229000000.0,18927000000.0,5443000000.0,,974000000.0,9.0,565015000.0,2707000000.0,0.0,10.5574,3.0362,9.0,0.20856004291516592,0.04629739890784751,0.28757859143023196,0.0,23944000000.0,7214000000.0,,12.999999999999998,12.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2025-03-31,120258000000.0,93920000000.0,26338000000.0,5231000000.0,3398000000.0,29000000.0,,116000000.0,0.0,546878000.0,589000000.0,0.0,16.7881,3.5718,0.0,0.0011010706963322956,0.00024114819804087878,0.008534432018834609,0.0,38336000000.0,10985000000.0,,18.0,18.0,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2025-06-30,124736000000.0,97536000000.0,27200000000.0,6965000000.0,7558000000.0,628000000.0,,339000000.0,1.0,542629000.0,988000000.0,0.0,23.1436,3.545,1.0,0.023088235294117646,0.005034633145202668,0.08309076475258005,0.0,40458000000.0,9734000000.0,,15.999999999999998,15.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2025-09-30,122306000000.0,93618000000.0,28688000000.0,6768000000.0,12298000000.0,2267000000.0,,694000000.0,4.0,539052000.0,2240000000.0,0.0,14.0853,3.3174,4.0,0.07902258784160625,0.018535476591500007,0.18433891689705642,0.0,42181000000.0,8367000000.0,,13.999999999999998,13.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
2025-12-31,116470000000.0,86980000000.0,29490000000.0,6245000000.0,-6090000000.0,722000000.0,,-262000000.0,1.0,-1093681000.0,-1262000000.0,0.0,15.8514,3.3672,1.0,0.024482875551034247,0.006199021207177814,-0.11855500821018063,0.0,17164000000.0,3646000000.0,,5.999999999999998,5.999999999999998,0.6711165,119.32,96.95,2.21873,55726.59,15.2843,1.9598,3.2467
