report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-02-28,7638100000.0,2471200000.0,677900000.0,,2860300000.0,3277800000.0,,331500000.0,,-524500000.0,-215400000.0,-186900000.0,,-79200000.0,3.87,213839000.0,-297600000.0,-45300000.0,-342900000.0,3277800000.0,3.6445,2.907,20.96,3.87,-215400000.0,-0.06534279621018774,-0.02446943611631165,,,,-0.028200730548172976,-0.035092292403186655,,,1.145963710100339,3.6453754241038503,,387800000.0,522900000.0,1108300000.0,403600000.0,522900000.0,,,,6.268502581755594,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2013-05-31,9452400000.0,2723300000.0,797200000.0,,2997400000.0,4817700000.0,,609300000.0,,256100000.0,70500000.0,52900000.0,,29400000.0,0.25,218383000.0,3300000.0,22000000.0,-18700000.0,4817700000.0,,3.4747,26.7149,0.25,70500000.0,0.01764862881163675,0.005596462274131437,,,,0.007458423257585375,0.00902099781192819,,,1.6072929872556216,3.416081284495735,,368700000.0,487300000.0,1113800000.0,308100000.0,487300000.0,,,,9.886517545659759,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2013-08-31,14122800000.0,2670100000.0,1810600000.0,,4510400000.0,6912700000.0,,116800000.0,,833100000.0,1744500000.0,1574900000.0,,94800000.0,15.03,219541000.0,489000000.0,49200000.0,439800000.0,6912700000.0,,2.8892,5.8827,15.03,1744500000.0,0.3491708052500887,0.11151471379613108,,,,0.12352366386269012,0.15271686319825617,,,1.5326135154310039,1.4747045178393903,,1747000000.0,1995100000.0,1411200000.0,415000000.0,1995100000.0,,,,3.4648388551952283,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2013-11-30,14336300000.0,2835400000.0,1755000000.0,14336300000.0,4789800000.0,6897000000.0,,65200000.0,,1442800000.0,2108300000.0,1785900000.0,,176000000.0,,,629100000.0,85900000.0,543200000.0,6897000000.0,,3.1323,7.1655,,2108300000.0,0.3728548164850307,0.12457189093420198,,,,0.14706025962068317,0.18040010952527638,,,1.4399348615808594,1.6156125356125357,,3226800000.0,3707900000.0,2007500000.0,621400000.0,3707900000.0,,,,1.8600825264974783,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2014-02-28,14302100000.0,2747200000.0,2025700000.0,,4981300000.0,6373300000.0,,63900000.0,,-540300000.0,-1485600000.0,-1470600000.0,,-41000000.0,3.549999999999999,-216887000.0,-295200000.0,66400000.0,-361600000.0,6373300000.0,1.3559,3.1666,7.9327,3.549999999999999,-1485600000.0,-0.29522413827715654,-0.10282406080225981,,,,-0.10387285783206662,-0.13083684145632607,,,1.2794451247666272,1.3561731747050403,,1943100000.0,2437700000.0,1991700000.0,602700000.0,2437700000.0,,,,2.614472658653649,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2014-05-31,14842400000.0,3137200000.0,2254700000.0,,5287000000.0,6345600000.0,,378000000.0,,670100000.0,392200000.0,206700000.0,,99600000.0,1.95,223773000.0,232300000.0,131400000.0,100900000.0,6345600000.0,,2.8235,7.7025,1.95,392200000.0,0.03909589559296387,0.013926319193661402,,,,0.026424297957203687,0.03371559238691264,,,1.200226971817666,1.3914046214574,,2096900000.0,2759400000.0,2405700000.0,722300000.0,2759400000.0,,,,2.299630354424875,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2014-08-31,14657400000.0,2838100000.0,1876300000.0,,5487400000.0,6323200000.0,,104300000.0,,1342100000.0,770900000.0,402500000.0,,192500000.0,3.01,223987000.0,668100000.0,308200000.0,359900000.0,6323200000.0,,2.8845,21.9491,3.01,770900000.0,0.07334985603382294,0.02746053188150695,,,,0.052594593857027847,0.0652718744178958,,,1.152312570616321,1.5126045941480573,,924500000.0,1785800000.0,2914700000.0,642400000.0,1785800000.0,,,,3.540822040542054,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2014-11-30,14980500000.0,3030800000.0,1248500000.0,,5635000000.0,7081500000.0,,67300000.0,,1981000000.0,1146500000.0,624700000.0,,281100000.0,5.109999999999999,224244000.0,750100000.0,541300000.0,208800000.0,7081500000.0,,3.0658,23.3804,5.109999999999999,1146500000.0,0.11086069210292812,0.04170087780781683,,,,0.07653282600714262,0.09015845554987614,,,1.2566992014196983,2.4275530636764118,,-236700000.0,824000000.0,3452900000.0,308000000.0,824000000.0,,13.620000000000001,13.620000000000001,8.594053398058252,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2015-02-28,15144500000.0,2910800000.0,1130700000.0,9263200000.0,5770700000.0,7137500000.0,,110100000.0,,-1414600000.0,-809400000.0,-394600000.0,,-229800000.0,-2.24,-447383000.0,-569500000.0,-261500000.0,-831000000.0,7137500000.0,2.5738,3.721,26.7248,-2.24,-809400000.0,-0.0683799192472317,-0.026055663772326588,,,,-0.05344514510218231,-0.06270432748175578,,,1.2368516817717088,2.574334483063589,,839300000.0,1500200000.0,2578600000.0,-161400000.0,1500200000.0,,7.830000000000001,7.830000000000001,4.7576989734702035,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2015-05-31,15247300000.0,2979300000.0,1120300000.0,9195400000.0,5942500000.0,7038200000.0,,130700000.0,,737100000.0,427300000.0,238600000.0,,110600000.0,2.09,226231000.0,205700000.0,129700000.0,76000000.0,7038200000.0,,3.8153,26.8597,2.09,427300000.0,0.040151451409339504,0.01564867222393473,,,,0.028024633869603143,0.03291810148913387,,,1.18438367690366,2.6593769526019817,,871200000.0,1535300000.0,2645600000.0,-186300000.0,1535300000.0,,7.970000000000001,7.970000000000001,4.584250635055038,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2015-08-31,15673400000.0,3131500000.0,1212200000.0,9508400000.0,6062800000.0,7238200000.0,,329700000.0,,1512700000.0,906700000.0,541000000.0,,207700000.0,4.470000000000001,226354000.0,,294800000.0,,7238200000.0,,3.9886,25.5464,4.470000000000001,906700000.0,0.08923269776340964,0.03451707989332244,,,,0.05784960506335575,0.06816780693180964,,,1.1938708187636076,2.5833195842270253,,1009700000.0,1671100000.0,2816200000.0,,1671100000.0,,9.430000000000001,9.430000000000001,4.331398480043085,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2015-11-30,16156600000.0,3460900000.0,1920800000.0,9559900000.0,6492400000.0,6515000000.0,,491300000.0,,2246200000.0,1354000000.0,811500000.0,,335700000.0,6.6899999999999995,226722000.0,,513800000.0,,6515000000.0,,4.3414,26.915,6.6899999999999995,1354000000.0,0.12499229868769639,0.0502271517522251,,,,0.08380476090266517,0.10409459230899334,,,1.0034809931612347,1.8018013327780091,,1196500000.0,1878600000.0,3081400000.0,,1878600000.0,,11.010000000000002,11.010000000000002,3.468008091131694,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2016-02-29,16965000000.0,2977600000.0,2272300000.0,10273200000.0,6559600000.0,6816200000.0,,83100000.0,,-1553700000.0,-922900000.0,-536200000.0,,-213400000.0,-3.460000000000001,-452123000.0,,-47000000.0,,6816200000.0,1.3107,4.3081,26.7427,-3.460000000000001,-922900000.0,-0.08174278919446308,-0.0316062481579723,,,,-0.05440023577954613,-0.06899774219112127,,,1.039118238917007,1.3103903533864367,,1054900000.0,1765100000.0,2942300000.0,,1765100000.0,,9.790000000000001,9.790000000000001,3.861650897966121,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2016-05-31,17630000000.0,3218500000.0,2698700000.0,10641400000.0,6848000000.0,6690600000.0,,167300000.0,,881300000.0,552700000.0,318300000.0,,149700000.0,2.4299999999999997,228720000.0,,169400000.0,,6690600000.0,,4.5281,27.0942,2.4299999999999997,552700000.0,0.04648072429906542,0.01805445263754963,,,,0.031349971639251274,0.04082401429985375,,,0.9770151869158878,1.1926112572720198,,1134600000.0,1890500000.0,3086500000.0,,1890500000.0,,10.13,10.13,3.5390637397513887,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2016-08-31,17717400000.0,3169800000.0,2199600000.0,10543300000.0,7182400000.0,7021600000.0,,177300000.0,,1850300000.0,1163600000.0,677200000.0,,313300000.0,6.04,228861000.0,,368600000.0,,7021600000.0,,4.6564,27.6648,6.04,1163600000.0,0.09428603252394743,0.03822231252892637,,,,0.06567555058868682,0.08192058575049282,,,0.9776119402985075,1.4410801963993454,,1270800000.0,2147400000.0,3424100000.0,,2147400000.0,,11.7,11.7,3.2698146595883393,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2016-11-30,18320100000.0,3444800000.0,2636600000.0,11322400000.0,7018000000.0,7362500000.0,,197300000.0,,2741700000.0,1697600000.0,1083100000.0,,392200000.0,9.86,228837000.0,,591600000.0,,7362500000.0,,4.2073,22.9846,9.86,1697600000.0,0.1543317184383015,0.05912085632720345,,,,0.0926632496547508,0.11804874656653107,,,1.0490880592761471,1.3065311385875749,,1542400000.0,2491000000.0,3919600000.0,,2491000000.0,,14.87,14.87,2.955640305098354,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2017-02-28,18602400000.0,3230000000.0,2697600000.0,11717600000.0,6891200000.0,7720700000.0,,177400000.0,,-1943900000.0,-1014500000.0,-543500000.0,,-301000000.0,-4.399999999999999,-458966000.0,,-222200000.0,,7720700000.0,1.1972,4.2502,20.3561,-4.399999999999999,-1014500000.0,-0.07886870211283957,-0.029216660215886123,,,,-0.05453597385283619,-0.06942971139961264,,,1.1203709078244717,1.1973606168446027,,1535100000.0,2399400000.0,3529400000.0,,2399400000.0,,13.93,13.93,3.21776277402684,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2017-05-31,18959400000.0,3360500000.0,2182400000.0,11561600000.0,7389700000.0,8077200000.0,,199100000.0,,995300000.0,568100000.0,402800000.0,,74100000.0,3.85,224374000.0,,217100000.0,,8077200000.0,,4.8325,22.1615,3.85,568100000.0,0.05450830209616087,0.021245398061120076,,,,0.02996402839752313,0.03673004933115233,,,1.0930348999282786,1.5398185483870968,,1619600000.0,2414800000.0,3643400000.0,,2414800000.0,,15.350000000000001,15.350000000000001,3.3448732814311746,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2017-08-31,19418400000.0,3373400000.0,2090000000.0,11473100000.0,7928100000.0,8036900000.0,,125600000.0,,2060600000.0,1282000000.0,902300000.0,,202800000.0,8.14,224540000.0,,505100000.0,,8036900000.0,,5.2391,22.2681,8.14,1282000000.0,0.11381037070672671,0.04646623820706135,,,,0.06601985745478516,0.08030065768869402,,,1.0137233385048119,1.614066985645933,,1844700000.0,2533200000.0,3853700000.0,,2533200000.0,,17.450000000000003,17.450000000000003,3.1726275067108793,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2017-11-30,20107100000.0,3545600000.0,2535900000.0,12098000000.0,7993900000.0,8114200000.0,1212800000.0,154500000.0,,2968100000.0,1768800000.0,1393400000.0,,352300000.0,12.4,224522000.0,,705600000.0,,9327000000.0,,5.7252,23.1572,12.4,1768800000.0,0.17430790978120816,0.0692989043671141,,,,0.08796892639913265,0.10211940488080873,,,1.1667646580517645,1.3981623881067866,,2155000000.0,2604400000.0,4080100000.0,,2604400000.0,,19.990000000000002,19.990000000000002,3.5812471202580247,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2018-02-28,20538700000.0,3474000000.0,1944700000.0,12476000000.0,8046100000.0,9417600000.0,746800000.0,90300000.0,,-2206800000.0,-1334400000.0,-379600000.0,,-617300000.0,-2.7300000000000004,-449355000.0,,-370200000.0,,10164400000.0,1.7029,5.5458,18.2509,-2.7300000000000004,-1334400000.0,-0.047178135991349845,-0.018482182416608647,,,,-0.06497003218314694,-0.07327640646879548,,,1.2632704042952487,1.7863937882449734,,2318900000.0,2284500000.0,3817200000.0,,2284500000.0,,21.660000000000004,21.660000000000004,4.449288684613701,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2018-05-31,23096700000.0,3604800000.0,1990500000.0,12530900000.0,10556400000.0,9416400000.0,669700000.0,210000000.0,2047100000.0,1048600000.0,625400000.0,743800000.0,,155700000.0,6.48,220386000.0,,168200000.0,,10086100000.0,,5.5437,16.1138,6.48,625400000.0,0.07045962638778372,0.03220373473266744,0.3633432660837282,0.5122368228225295,0.3055053490303356,0.027077461282347694,0.030296717936296475,,0.3055053490303356,0.9554488272517146,1.811002260738508,,2659900000.0,2341800000.0,3870500000.0,,2341800000.0,,24.29,24.29,4.3069860790844645,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2018-08-31,24097500000.0,3585500000.0,2162500000.0,12562300000.0,11268300000.0,9187600000.0,717100000.0,206100000.0,4346200000.0,2216800000.0,1390400000.0,1893300000.0,,369800000.0,17.89,219793000.0,,370600000.0,,9904700000.0,,5.0345,12.0802,17.89,1390400000.0,0.16802002076622027,0.07856831621537504,0.435621922599052,0.5100547604804196,0.3199116469559615,0.05769893142442162,0.0656685401218533,,0.3199116469559615,0.8789879573671272,1.6580346820809249,,3650900000.0,2450200000.0,4026700000.0,,2450200000.0,,34.04,34.04,4.0424047016570075,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2018-11-30,27890400000.0,3638500000.0,3363400000.0,16370400000.0,11256700000.0,11772500000.0,731500000.0,130600000.0,6318800000.0,3186800000.0,1946900000.0,2196400000.0,,405100000.0,21.35,219243000.0,,620300000.0,,12504000000.0,,4.6043,11.9755,21.35,1946900000.0,0.19511935114198656,0.07875111149356051,0.34759764512249164,0.5043362663796923,0.3081122998037602,0.0698053810630181,0.08193782169717222,,0.3081122998037602,1.1108051205060097,1.081792234048879,,4453900000.0,2628300000.0,4245400000.0,,2628300000.0,,42.99,42.99,4.7574477799337975,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2019-02-28,29231500000.0,3684000000.0,3163800000.0,16394300000.0,12551000000.0,11759800000.0,791500000.0,93600000.0,-4596100000.0,-2371900000.0,-1550500000.0,-1397600000.0,,-244700000.0,,,2246300000.0,-272800000.0,1973500000.0,12551300000.0,1.1643,3.9634,9.362,,-1550500000.0,-0.11135367699784877,-0.04781143629304004,0.3040838972172059,0.5160679706707861,0.3373512325667414,-0.05304209500025657,-0.06176724841946754,-0.4293857835991384,0.3373512325667414,1.0000239024778903,1.1644225298691446,8116000000.0,3435900000.0,2412200000.0,4080300000.0,,2412200000.0,,,,5.203258436282232,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2019-05-31,28951100000.0,3580900000.0,2939300000.0,16462900000.000002,12174600000.0,11745800000.0,586400000.0,98700000.0,2097200000.0,1028700000.0,622700000.0,-245400000.0,,-185400000.0,,,593100000.0,155700000.0,437400000.0,12332200000.0,,4.1195,13.7492,,622700000.0,-0.020156719727958208,-0.008476361865352267,-0.11701316040434866,0.4905111577341217,0.29691970246042343,0.021508681880826636,0.025409274160641128,0.2085637993515163,0.29691970246042343,1.0129449838187703,1.2182832647228932,8166100000.0,2446700000.0,2409500000.0,4060400000.0,,2409500000.0,,,,5.118157294044408,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2019-08-31,27555100000.0,3537500000.0,2195900000.0,15864100000.0,11377500000.0,12159800000.0,150900000.0,81300000.0,4441200000.0,2214600000.0,1342200000.0,-770600000.0,,-387600000.0,-7.79,191531000.0,1419400000.0,355200000.0,1064200000.0,12310700000.0,,4.8327,51.401,-7.79,1342200000.0,-0.06773016919358382,-0.027965784918218405,-0.17351166351436548,0.49864901378005944,0.3022156174007025,0.04870967624867992,0.05666112241537981,0.23961992254345674,0.3022156174007025,1.0820215337288508,1.6109567830957694,8261100000.0,-217200000.0,2361300000.0,4058200000.0,,2361300000.0,,,,5.2135264472959815,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2019-11-30,27093700000.0,3469900000.0,2460200000.0,15057400000.0,11709400000.0,11339700000.0,281500000.0,93700000.0,6440600000.0,3202100000.0,1609400000.0,-410200000.0,,-1046500000.0,-4.15,191574000.0,2076300000.0,538300000.0,1538000000.0,11621200000.0,,4.3128,42.8408,-4.15,1609400000.0,-0.03503168394623123,-0.01514005100816795,-0.06368971834922212,0.4971741763189765,0.24988355122193584,0.05940126302424549,0.06898236650579068,0.23879762755022824,0.24988355122193584,0.9924675901412541,1.4104137874969516,8382900000.0,-2823800000.0,2023800000.0,4073500000.0,5013100000.0,2023800000.0,,,,5.7422670224330465,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2020-02-29,27323200000.0,3484100000.0,2311800000.0,14848900000.0,12131800000.0,11210800000.0,238900000.0,81400000.0,-4635500000.0,-2293500000.0,-1419800000.0,1414400000.0,,652900000.0,11.8,-191463000.0,-1537700000.0,-322700000.0,-1860400000.0,11449700000.0,1.5069,4.0353,,11.8,-1419800000.0,0.11658616198750392,0.051765532587691045,-0.30512350339769173,0.4947686333728832,0.3062884262754827,-0.051963166832581835,-0.06020821406611115,0.4013375040448711,0.3062884262754827,0.943775861784731,1.507094039276754,8343500000.0,-11800000.0,2154500000.0,4151900000.0,1179200000.0,2154500000.0,,,,5.314318867486656,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2020-05-31,26149800000.0,3396200000.0,1752400000.0,14772200000.0,11066000000.0,11639300000.0,0.0,302800000.0,1963400000.0,988300000.0,610000000.0,-177900000.0,,104400000.0,-1.7999999999999998,,686500000.0,144200000.0,542300000.0,11639300000.0,,4.0403,595.5117,-1.7999999999999998,610000000.0,-0.016076269654798483,-0.006803111304866576,-0.09060812875623918,0.5033615157380055,0.3106855454823266,0.023327138257271566,0.0268659740236861,0.276204543139452,0.3106855454823266,1.0518073377914332,1.9380278475233965,8209700000.0,55700000.0,2141800000.0,4111500000.0,1284100000.0,2141800000.0,,-1.9400000000000004,-1.9400000000000004,5.434354281445513,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2020-08-31,26462500000.0,3537200000.0,1909900000.0,14458700000.0,11688000000.0,11066800000.0,0.0,204600000.0,4223800000.0,2204100000.0,1448700000.0,334200000.0,,239800000.0,3.29,218251000.0,1444900000.0,277800000.0,1167100000.0,11066800000.0,,4.3371,32.2446,3.29,1448700000.0,0.028593429158110882,0.012629192253188475,0.07912306453904068,0.5218286850703159,0.34298498981959374,0.05474539442607464,0.0636656881185508,0.2763151664378048,0.34298498981959374,0.9468514715947981,1.8520341379129797,7992300000.0,1160500000.0,2248300000.0,4101000000.0,1387000000.0,2248300000.0,,9.14,9.14,4.922296846506249,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2020-11-30,27630600000.0,3447100000.0,2041400000.0,13978100000.0,13312100000.0,10416100000.0,40000000.0,152900000.0,6661900000.0,3472300000.0,2231800000.0,1615100000.0,,416400000.0,,,2363600000.0,467700000.0,1895900000.0,10456100000.0,,4.6286,19.6885,,2231800000.0,0.12132571119507816,0.05845330901247168,0.2424383434155421,0.5212176706345036,0.3350095318152479,0.08077276642562956,0.09389857035871459,0.2845884807637461,0.3350095318152479,0.7854583424102883,1.6885960615264035,8213600000.0,3185800000.0,2870700000.0,4371200000.0,1744900000.0,2870700000.0,,,,3.6423520395722297,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2021-02-28,27104800000.0,3044500000.0,1269100000.0,13175700000.0,13598900000.0,10413100000.0,0.0,460600000.0,-4234200000.0,-2198700000.0,-1499400000.0,226600000.0,,-249500000.0,18.159999999999997,337000.0,-1688500000.0,-25100000.0,-1713600000.0,10413100000.0,2.3995,4.8923,21.0945,18.159999999999997,-1499400000.0,0.016663112457625247,0.00836014285292642,-0.05351660290019366,0.5192716451750036,0.3541164800906901,-0.05531861515303563,-0.06244377811094453,0.4047045486750744,0.3541164800906901,0.7657310517762466,2.398944133638011,8614900000.0,1998000000.0,2791100000.0,4466000000.0,1891700000.0,2791100000.0,,,,3.7308229730213895,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
2021-05-31,26192400000.0,3313100000.0,2062800000.0,13594800000.0,12261600000.0,9914800000.0,,503800000.0,2026500000.0,1119300000.0,75100000.0,-908100000.0,,-13500000.0,-9.05,,716000000.0,113900000.0,602100000.0,9914800000.0,,5.2582,35.992,-9.05,75100000.0,-0.0740604815032296,-0.034670362395198606,-0.44811250925240564,0.5523316062176166,0.03705896866518628,0.0028672439333547136,0.0033864829277971175,0.2971132494448557,0.03705896866518628,0.8086057284530567,1.6061178980027147,8678000000.0,1267800000.0,2256200000.0,4597000000.0,1951500000.0,2256200000.0,,,,4.394468575480897,,0.42334864,196.91,126.45,2.00581,26215.812,23.6264,4.6089,2.794
