report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio
2013-12-31,22778000000.0,5447000000.0,3223000000.0,22778000000.0,4802000000.0,11868000000.0,18000000.0,1417000000.0,3197000000.0,960000000.0,547000000.0,280000000.0,1.2,454000000.0,293000000.0,59000000.0,11886000000.0,1.2,1019000000.0,0.11391087047063723,0.024014399859513567,0.17109790428526744,0.30028151391929936,0.04214593028360699,0.05752636625119847,0.3187363152955896,2.4752186588921283,1.6900403350915296
2019-03-31,23093000000.0,5000000000.0,3872000000.0,23093000000.0,7976000000.0,8637000000.0,322000000.0,486000000.0,6048000000.0,1175000000.0,697000000.0,230000000.0,1.73,403600000.0,719000000.0,104000000.0,8959000000.0,1.73,1279000000.0,0.08738716148445336,0.030182306326592474,0.115244708994709,0.19427910052910052,0.05088121941713939,0.06938293475051668,0.21147486772486773,1.1232447342026077,1.2913223140495869
