report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-12-31,22395475000.0,7907649000.0,5257491000.0,13627195000.0,8755082000.0,,449481000.0,7587389000.0,,,838757000.0,120710000.0,222877000.0,6.42,1005469000.0,105606000.0,899863000.0,0.0,,22.505,2.6726,6.42,,0.0958023008807913,0.03745207458203052,0.11054619711734827,,,,,0.1185998239974252,,0.0,1.504072760181615,15824853000.0,1945890000.0,,1562463000.0,235190000.0,14.86,14.86,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2022-03-31,22545320000.0,8229694000.0,5406664000.0,13572461000.0,8959866000.0,,467711000.0,11673776000.0,,,1186774000.0,183982000.0,308778000.0,9.1,1548438000.0,158864000.0,1389574000.0,0.0,,21.5224,2.3302,9.1,,0.1324544362605423,0.05263948349369182,0.1016615360788146,,,,,0.11903380705608879,,0.0,1.5221389751610235,17109858000.0,1892302000.0,,1206696000.0,229394000.0,14.46,14.46,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2022-06-30,25943943000.0,12046644000.0,5859318000.0,17084023000.0,8848011000.0,9755825000.0,535799000.0,-7162366000.0,,,-1161083000.0,-108790000.0,-353897000.0,-8.879999999999999,-536536000.0,-82629000.0,-619165000.0,9755825000.0,2.056,24.0087,1.9913,-8.879999999999999,,-0.1312253115417691,-0.04475352879090121,0.16210886179231834,,,,,0.08644699251616016,,1.1026009122276181,2.055980576579049,15861608000.0,1315605000.0,,2046428000.0,255252000.0,10.09,10.09,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2022-09-30,29954907000.0,7167827000.0,5498708000.0,21181503000.0,8762521000.0,,502307000.0,4232775000.0,,,387854000.0,117794000.0,115308000.0,2.98,457358000.0,83555000.0,373803000.0,0.0,,24.8454,1.9051,2.98,,0.04426283257980209,0.012947928698293072,0.0916311403275629,,,,,0.088311568651771,,0.0,1.303547487882608,16331574000.0,1252302000.0,,2044075000.0,313696000.0,9.620000000000001,9.620000000000001,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2022-12-31,30520887000.0,7285000000.0,5703403000.0,21186411000.0,9322380000.0,,756055000.0,8907586000.0,,,783091000.0,264725000.0,236590000.0,6.03,1076134000.0,185704000.0,890430000.0,0.0,,29.6571,2.1747,6.03,,0.08400118853769102,0.025657543963253756,0.08791281947769014,,,,,0.09996311009514812,,0.0,1.277307600392257,17651771000.0,1196636000.0,,2034642000.0,457711000.0,9.230000000000002,9.230000000000002,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2023-03-31,30515727000.0,7233414000.0,5788169000.0,20722562000.0,9781297000.0,,534831000.0,13969251000.0,,,1373980000.0,416718000.0,402011000.0,10.58,1794894000.0,272603000.0,1522291000.0,0.0,,28.694,2.3749,10.58,,0.1404701237473926,0.04502530776999021,0.09835745667394766,,,,,0.10897441817030849,,0.0,1.2496894959355886,19947246000.0,1383842000.0,,2167359000.0,690447000.0,10.710000000000003,10.710000000000003,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2023-06-30,29964472000.0,6834229000.0,7735370000.0,19626193000.0,10326888000.0,8796284000.0,475182000.0,-8044418000.0,,,-461989000.0,-225343000.0,-157781000.0,-3.5500000000000007,-348456000.0,-161115000.0,-509571000.0,8796284000.0,0.8835,24.0241,2.6247,-3.5500000000000007,,-0.04473651694489182,-0.0154178922291706,0.057429760611644,,,,,0.06334466955844413,,0.8517845840876748,0.8835038272248128,19065194000.0,2082936000.0,,2276953000.0,573894000.0,16.040000000000003,16.040000000000003,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2023-09-30,29592717000.0,6829595000.0,7667056000.0,19017767000.0,10565382000.0,,448926000.0,4847488000.0,,,650827000.0,134468000.0,169363000.0,4.99,649959000.0,97746000.0,552213000.0,0.0,,21.098,2.515,4.99,,0.061599949722594034,0.02199280992008946,0.13426067274431625,,,,,0.11391735265770643,,0.0,0.8907715034297389,19679907000.0,2345909000.0,,2455363000.0,590568000.0,18.05,18.05,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2023-12-31,29694935000.0,6729860000.0,7497073000.0,18382556000.0,11302578000.0,,382815000.0,9668435000.0,,,1332678000.0,263497000.0,355471000.0,10.23,1351987000.0,204117000.0,1147870000.0,0.0,,22.4837,2.9854,10.23,,0.11790920620056769,0.044878966732878854,0.1378380265265268,,,,,0.11872345420949719,,0.0,0.8976649953922017,20440756000.0,2895496000.0,,2712803000.0,589340000.0,22.25,22.25,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2024-03-31,29578330000.0,6942555000.0,7994370000.0,17977909000.0,11590852000.0,,405484000.0,14742791000.0,,,2059252000.0,387229000.0,548780000.0,15.82,2147077000.0,283328000.0,1863749000.0,0.0,,25.5601,3.5665,15.82,,0.1776618319343565,0.0696202929644777,0.13967857239514553,,,,,0.12641765049779244,,0.0,0.86843053298759,21214296000.0,3580768000.0,,3054261000.0,559851000.0,27.490000000000002,27.490000000000002,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2024-06-30,29297842000.0,6798624000.0,7313309000.0,17216949000.0,12071972000.0,,422027000.0,-9329108000.0,,,-1198542000.0,,-323947000.0,-9.2,-764694000.0,-185079000.0,-949773000.0,0.0,0.9296,22.6426,3.2314,-9.2,,-0.09928303345965349,-0.04090888332321541,0.12847337601837175,,,,,0.10180748255888987,,0.0,0.9296235124209848,19929606000.0,2844215000.0,,2614059000.0,,21.840000000000003,21.840000000000003,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2024-09-30,29600835000.0,7033701000.0,7338030000.0,16699486000.0,12891900000.0,,371068000.0,4903984000.0,,,698420000.0,,176658000.0,5.34,743975000.0,95302000.0,648673000.0,0.0,,28.1236,4.0692,5.34,,0.0541751021959525,0.02359460467922611,0.14241889859347012,,,,,0.13227469747046483,,0.0,0.9585271523828602,19986102000.0,2891808000.0,,2710519000.0,,22.19,22.19,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2024-12-31,28271463000.0,6348462000.0,5987291000.0,15144402000.0,13118553000.0,,395507000.0,9646577000.0,,,1646962000.0,,393866000.0,12.6,1678733000.0,216493000.0,1462240000.0,0.0,,25.9206,4.1125,12.6,,0.12554448649938754,0.05825528024495938,0.1707301978722608,,,,,0.15158122927956724,,0.0,1.0603229407089116,19964244000.0,3206092000.0,,3024889000.0,,24.560000000000002,24.560000000000002,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2025-03-31,28917808000.0,6777140000.0,5614466000.0,15517983000.0,13390974000.0,,408735000.0,14606926000.0,,,2607828000.0,,427494000.0,19.97,2308761000.0,304153000.0,2004608000.0,0.0,,22.8926,3.924,19.97,,0.19474520673402845,0.09018069419369545,0.17853366272958457,,,,,0.13723681491916917,,0.0,1.2070854111504103,19828379000.0,3754668000.0,,3165748000.0,,28.71,28.71,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2025-06-30,29494000000.0,6950000000.0,5819000000.0,15803000000.0,13682000000.0,,467000000.0,-9307487000.0,,,-1422210000.0,,-423018000.0,-10.789999999999996,-955469000.0,-180948000.0,-1136417000.0,0.0,1.1944,25.2759,4.4962,-10.789999999999996,,-0.10394752229206257,-0.04822031599647386,0.152802791988858,,,,,0.12209708162901543,,0.0,1.1943632926619694,19850000000.0,3531000000.0,,2979104000.0,,27.12,27.12,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2025-09-30,30677000000.0,7227000000.0,6779000000.0,16891000000.0,13777000000.0,,473000000.0,5084000000.0,,,,,232000000.0,6.29,782000000.0,89000000.0,693000000.0,0.0,,26.2784,4.7763,6.29,,,,,,,,,0.1363099921321794,,0.0,1.0660864434282342,20030016000.0,,,3023431000.0,,28.070000000000004,28.070000000000004,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
2025-12-31,30511000000.0,7193000000.0,6086000000.0,16191000000.0,14311000000.0,,427000000.0,10258000000.0,,,,,451000000.0,12.89,1644000000.0,183000000.0,1461000000.0,0.0,,31.3576,5.4206,12.89,,,,,,,,,0.1424254240592708,,0.0,1.1818928688793953,20641439000.0,,,3022191000.0,,28.360000000000007,28.360000000000007,1.2931901,1034.96,488.45,0.8334,114612.61,32.4036,6.5231,5.6014
