report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-09-30,21025000000.0,9431000000.0,3946000000.0,15332000000.0,5681000000.0,,,,,1250000000.0,633000000.0,,193000000.0,,891000000.0,1229000000.0,673000000.0,0.0,,48.3734,1.3506,,1923000000.0,0.111424045062489,0.030107015457788346,,,0.059453032104637336,0.22003168456257702,,0.0,2.3900152052711605,,4675000000.0,5381000000.0,6011000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2021-12-31,22321000000.0,9943000000.0,4306000000.0,15593000000.0,6713000000.0,,,3044000000.0,,-624000000.0,257000000.0,,-578000000.0,,,-133000000.0,-444000000.0,0.0,2.3091,14.0503,1.3384,,-1068000000.0,0.03828392670936988,0.011513821065364456,,,-0.027955736750145604,-0.09295396990913153,,0.0,2.309103576405016,,1457000000.0,1800000000.0,2704000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2022-03-31,22073000000.0,9717000000.0,4444000000.0,15040000000.0,7017000000.0,8530000000.0,,,4284000000.0,511000000.0,263000000.0,,68000000.0,290000.0,903000000.0,-50000000.0,232000000.0,8530000000.0,,22.0027,2.1146,290000.0,743000000.0,0.037480404731366684,0.011915009287364654,0.061391223155929035,0.119281045751634,0.023150455307389118,0.03286807744259343,0.1734360410830999,1.2156192104888128,2.1865436543654364,,1550000000.0,1941000000.0,2851000000.0,,,2.9919326552086987,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2022-06-30,22445000000.0,10262000000.0,4766000000.0,15297000000.0,7130000000.0,,,,,885000000.0,372000000.0,,182000000.0,,906000000.0,326000000.0,470000000.0,0.0,,19.7528,1.6168,,1355000000.0,0.05217391304347826,0.016573847182000445,,,0.039429717086210736,0.1241234221598878,,0.0,2.1531682752832566,,1525000000.0,2022000000.0,2953000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2022-09-30,22563000000.0,10411000000.0,4968000000.0,14918000000.0,7621000000.0,,,,,1731000000.0,916000000.0,,338000000.0,1010000.0,907000000.0,1079000000.0,704000000.0,0.0,,12.8327,1.1757,1010000.0,2435000000.0,0.12019420023618947,0.04059743828391615,,,0.07671852147320835,0.2271355465162052,,0.0,2.0956119162640903,,1808000000.0,2503000000.0,3465000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2022-12-31,23255000000.0,10952000000.0,5345000000.0,15278000000.0,7948000000.0,,,2346000000.0,,-420000000.0,21000000.0,,-73000000.0,,-1808000000.0,887000000.0,-466000000.0,0.0,2.049,22.73,1.7604,,-886000000.0,0.002642174131857071,0.0009030316061062137,,,-0.018060632122124276,-0.05284348263714142,,0.0,2.0490177736202058,,1572000000.0,2707000000.0,3647000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2023-03-31,23619000000.0,11245000000.0,5266000000.0,15174000000.0,8415000000.0,,,,,977000000.0,651000000.0,,174000000.0,720000.0,907000000.0,122000000.0,241000000.0,0.0,,14.5751,1.3171,720000.0,1218000000.0,0.07736185383244207,0.02756255556966849,,,0.04136500275202168,0.11610219845513964,,0.0,2.135396885681732,,1960000000.0,3173000000.0,4122000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2023-06-30,24073000000.0,11443000000.0,5346000000.0,15346000000.0,8693000000.0,,,,,1988000000.0,1261000000.0,,341000000.0,1390000.0,905000000.0,1174000000.0,486000000.0,0.0,,12.094,1.3279,1390000.0,2474000000.0,0.1450592430691361,0.0523823370581149,,,0.08258214597266647,0.22868975037386402,,0.0,2.140478862701085,,2849000000.0,4276000000.0,5241000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2023-09-30,24442000000.0,11600000000.0,5419000000.0,15253000000.0,9150000000.0,,,,,3025000000.0,1977000000.0,,533000000.0,2190000.0,904000000.0,2048000000.0,742000000.0,0.0,,13.572,1.5632,2190000.0,3767000000.0,0.2160655737704918,0.08088536126339907,,,0.12376237623762376,0.33060109289617484,,0.0,2.1406163498800517,,3910000000.0,5570000000.0,6573000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2023-12-31,24683000000.0,11543000000.0,5608000000.0,15250000000.0,9391000000.0,,,2264000000.0,,-1907000000.0,-1251000000.0,,-347000000.0,,-1814000000.0,114000000.0,-471000000.0,0.0,2.0583,12.2654,1.4057,,-2378000000.0,-0.133212650409967,-0.05068265607908277,,,-0.0772596523923348,-0.20306676605260357,,0.0,2.058309557774608,,2638000000.0,4083000000.0,5081000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2024-03-31,24654000000.0,,5379000000.0,14972000000.0,9636000000.0,,,,,987000000.0,606000000.0,,178000000.0,680000.0,891000000.0,487000000.0,263000000.0,0.0,,13.6499,1.5292,680000.0,1250000000.0,0.06288916562889166,0.024580189827208568,,,0.04003407155025554,0.10242839352428394,,0.0,,,2593000000.0,4093000000.0,5113000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2024-06-30,25152000000.0,,5576000000.0,15106000000.0,10000000000.0,,,,,2019000000.0,1315000000.0,,385000000.0,1480000.0,888000000.0,1568000000.0,534000000.0,0.0,,10.9939,1.2768,1480000.0,2553000000.0,0.1315,0.05228212468193384,,,0.0802719465648855,0.2019,,0.0,,,2647000000.0,4124000000.0,5192000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2024-09-30,25331000000.0,,5460000000.0,14979000000.0,10296000000.0,,,,,2890000000.0,1886000000.0,,539000000.0,2130000.0,886000000.0,2409000000.0,804000000.0,0.0,,10.0692,1.1115,2130000.0,3694000000.0,0.18317793317793318,0.07445422604713592,,,0.11408945560775334,0.2806915306915307,,0.0,,,2556000000.0,3989000000.0,5119000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2024-12-31,25587000000.0,12382000000.0,6050000000.0,15039000000.0,10506000000.0,,,2618000000.0,,-2074000000.0,-1306000000.0,,-384000000.0,,-1782000000.0,-599000000.0,-522000000.0,0.0,2.0466,9.5508,1.0411,,-2596000000.0,-0.12430991814201409,-0.05104154453433384,,,-0.08105678664947043,-0.19741100323624594,,0.0,2.0466115702479337,,2501000000.0,3822000000.0,4901000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2025-03-31,25179000000.0,,5823000000.0,14770000000.0,10367000000.0,,,,,431000000.0,204000000.0,,103000000.0,0.0,866000000.0,377000000.0,277000000.0,0.0,,10.4185,0.9695,0.0,708000000.0,0.019677823864184433,0.0081019897533659,,,0.01711743913578776,0.04157422590913475,,0.0,,,2099000000.0,3266000000.0,4359000000.0,,,0.0,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2025-06-30,25377000000.0,,5844000000.0,14830000000.0,10505000000.0,7163000000.0,,,,1158000000.0,676000000.0,,234000000.0,0.0,862000000.0,1273000000.0,561000000.0,7163000000.0,,9.4098,0.788,0.0,1719000000.0,0.06435030937648739,0.026638294518658626,,,0.0456318713795957,0.06554222322843559,,0.6818657782008567,,,1460000000.0,2405000000.0,3525000000.0,,,2.0320567375886527,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2025-09-30,25164000000.0,11638000000.0,5954000000.0,14918000000.0,10203000000.0,7157000000.0,,2026000000.0,,1514000000.0,694000000.0,,433000000.0,0.0,858000000.0,1761000000.0,846000000.0,7157000000.0,,16.0229,0.9475,0.0,2360000000.0,0.06801921003626385,0.027579081227149898,,,0.060165315530122394,0.08721198156682028,,0.7014603547976086,1.9546523345649984,,268000000.0,1029000000.0,2191000000.0,,,3.266544956640803,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
2025-12-31,25010000000.0,11398000000.0,5588000000.0,14505000000.0,10461000000.0,7158000000.0,,2206000000.0,,-843000000.0,-291000000.0,,-291000000.0,,-1733000000.0,-485000000.0,-548000000.0,7158000000.0,2.0397,18.5381,1.0721,,-1391000000.0,-0.027817608259248637,-0.011635345861655337,,,-0.033706517393042784,-0.04784607525966286,,0.6842558072841984,2.039727988546886,,1283000000.0,2260000000.0,3396000000.0,,,2.107773851590106,0.76472884,41.18,18.72,19.46278,31969.207,24.9175,2.2736,1.4411
