report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-08-31,6577179000.0,1234572000.0,485838000.0,4508176000.0,2069003000.0,28747000.0,55163000.0,4603792000.0,682666000.0,209004000.0,1485000.0,130530000.0,0.92,226155000.0,-9466000.0,15232000.0,29048000.0,-24698000.0,28747000.0,,12.4835,0.5462,0.92,0.10101676991285174,0.03177714944355323,0.0453982282431526,0.14828341506306106,-0.005364708049364524,0.013894131617982187,2.5411186444864335,,,,,,,,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2010-11-30,6695392000.0,1337500000.0,469254000.0,4511907000.0,2183485000.0,28525000.0,74391000.0,6722921000.0,980576000.0,291368000.0,2286000.0,181511000.0,1.28,226924000.0,-22488000.0,38536000.0,43657000.0,-61024000.0,28525000.0,,20.3178,0.8646,1.28,0.13344172275055702,0.04351769097313496,0.043339494841602336,0.14585564816245797,-0.009077006854609774,0.013063977998474915,2.8502687244008573,,,,,,,,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2011-02-28,6839909000.0,1410098000.0,508217000.0,4548279000.0,2291630000.0,28350000.0,41121000.0,8975554000.0,1301228000.0,380878000.0,3110000.0,232612000.0,1.67,227601000.0,-17198000.0,76580000.0,59421000.0,-93778000.0,28350000.0,2.6979,21.1336,0.8888,1.67,0.16620396835440276,0.05568465896256807,0.04243504077854136,0.1449746723154916,-0.010448157294803195,0.012371107028621549,2.774598252321351,,,,,,,,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2011-05-31,7160031000.0,1540953000.0,576829000.0,4729605000.0,2430426000.0,28125000.0,156003000.0,2679417000.0,383095000.0,126288000.0,791000.0,77575000.0,0.55,230278.0,22092000.0,31046000.0,15404000.0,-8954000.0,28125000.0,,16.6317,0.7132,0.55,0.051961261112249454,0.01763791246155219,0.04713264116783614,0.1429769983544928,-0.0033417717361649943,0.011572045394511087,2.6714208196883305,22981684000.0,1007538000.0,3347565000.0,-188454000.0,7672000.0,4.42,4.42,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2011-08-31,7358975000.0,1495819000.0,490290000.0,4806753000.0,2552222000.0,27931000.0,181913000.0,5267236000.0,737370000.0,238183000.0,1578000.0,146669000.0,1.03,230479000.0,-81641000.0,80225000.0,31004000.0,-161866000.0,27931000.0,,15.6307,0.6599,1.03,0.09332377826066855,0.032366328191086396,0.04521973194290136,0.13999182873142574,-0.030730728602249832,0.010943797208863492,3.0508862102021252,23645128000.0,1036717000.0,3402269000.0,-325622000.0,7765000.0,4.53,4.53,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2011-11-30,7633401000.0,1648399000.0,531316000.0,4996549000.0,2636852000.0,27713000.0,383411000.0,7527750000.0,1040589000.0,320977000.0,2358000.0,196541000.0,1.39,230529000.0,-2427000.0,105990000.0,48021000.0,-108417000.0,27713000.0,,15.98,0.6658,1.39,0.12172734760995307,0.04204901589736999,0.04263916841021553,0.13823373517983462,-0.014402311447643718,0.010509880721405676,3.1024832679610626,24449957000.0,1066326000.0,3462282000.0,-373015000.0,7837000.0,4.64,4.64,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2012-02-29,8331543000.0,1853448000.0,646313000.0,5658431000.0,2673112000.0,,442658000.0,-5470804000.0,-782293000.0,-271653000.0,28987000.0,-167670000.0,-1.1799999999999997,-230517278.0,-188000.0,-44645000.0,-11617000.0,-44833000.0,0.0,2.8677,16.8052,0.6951,-1.1799999999999997,-0.10162424918970847,-0.03260536493660298,0.04965504156244676,0.14299415588641085,0.008194956353764455,0.0,2.867725080572416,10003599000.0,413795000.0,1378761000.0,-324070000.0,33714000.0,1.79,1.79,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2012-05-31,8598163000.0,1931007000.0,618516000.0,5777815000.0,2820348000.0,,456413000.0,2774420000.0,381915000.0,120746000.0,8143000.0,74887000.0,0.52,231802000.0,-115520000.0,47636000.0,22982000.0,-163156000.0,0.0,,15.7378,0.6375,0.52,0.0428124472582816,0.014043232257867175,0.04352116838834783,0.1376557983290201,-0.0588072461992056,0.0,3.1220000776051062,10098602000.0,408253000.0,1377581000.0,-478272000.0,41066000.0,1.76,1.76,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2012-08-31,8871440000.0,1961548000.0,525839000.0,5921853000.0,2949587000.0,,458567000.0,5532424000.0,749908000.0,232382000.0,16295000.0,144353000.0,1.0,231749000.0,-285932000.0,103918000.0,46442000.0,-389850000.0,0.0,,17.057,0.6802,1.0,0.07878458916451693,0.02619439459659311,0.0420036497564178,0.13554781773775834,-0.07046639953843017,0.0,3.730320497338539,10363790000.0,402452000.0,1390119000.0,-706256000.0,55783000.0,1.73,1.73,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2012-11-30,9297683000.0,2085364000.0,575692000.0,6274014000.0,3023669000.0,,445110000.0,8134870000.0,1095127000.0,327063000.0,24360000.0,202137000.0,1.41,232048000.0,-499228000.0,184942000.0,70721000.0,-684170000.0,0.0,,19.6562,0.7819,1.41,0.10816759374124615,0.03517682846360755,0.04020506781300746,0.13462132769177626,-0.08410337227269765,0.0,3.622360567803617,10970910000.0,408538000.0,1444657000.0,-1282009000.0,77785000.0,1.75,1.75,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2013-02-28,9888602000.0,2310131000.0,684173000.0,6869435000.0,3019167000.0,,449364000.0,-5478896000.0,-762588000.0,-245907000.0,-16441000.0,,-1.9299999999999997,-463776000.0,,-100789000.0,-44862000.0,,0.0,3.3765,19.9801,0.7915,-1.9299999999999997,-0.08144862473655813,-0.02486772144333446,0.04488258218444008,0.1391864346393872,,0.0,3.3765304974034347,10962818000.0,434284000.0,1464362000.0,,32357000.0,1.0,1.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2013-05-31,10450454000.0,2454773000.0,710234000.0,7375072000.0,3075382000.0,,725267000.0,3311057000.0,448096000.0,146651000.0,7878000.0,90638000.0,0.0,228552000.0,,42045000.0,24335000.0,,0.0,,22.7804,0.9116,0.0,0.04768545826177041,0.014032978854315804,0.04429129429061475,0.13533321836501153,,0.0,3.4562876460434167,11499455000.0,460189000.0,1530543000.0,,32092000.0,0.48,0.48,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2013-08-31,10933774000.0,2481410000.0,729919000.0,7748995000.0,3184779000.0,,750032000.0,6556609000.0,882839000.0,286925000.0,15639000.0,177489000.0,1.0,228093000.0,,136011000.0,49160000.0,,0.0,,21.9388,0.8947,1.0,0.09009259355201726,0.026242082559965112,0.0437611881385637,0.13464871856778404,,0.0,3.3995689932718562,12523640000.0,514732000.0,1663474000.0,,31436000.0,0.48,0.48,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2013-11-30,11303875000.0,2558794000.0,748601000.0,8015506000.0,3288369000.0,,664758000.0,9498016000.0,1264560000.0,393377000.0,23288000.0,244237000.0,1.0,227870000.0,,212900000.0,73983000.0,,0.0,,22.9695,0.9329,1.0,0.11962678154428533,0.03480019020026318,0.04141675482542881,0.13313938405662826,,0.0,3.4181012314971526,13886786000.0,581046000.0,1832907000.0,,30364000.0,0.07000000000000006,0.07000000000000006,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2014-02-28,11707157000.0,2643224000.0,875497000.0,8390160000.0,3316997000.0,,627901000.0,-6791383000.0,-946794000.0,-334367000.0,-15971000.0,-207628000.0,0.0,-456931000.0,,,,,0.0,3.0191,21.7958,0.8538,0.0,-0.10080413096544856,-0.02856090509420861,0.04923400727068404,0.1394110742981216,,0.0,3.0191125726301746,12574299000.0,492586000.0,1648701000.0,,30834000.0,1.9999999999999998,1.9999999999999998,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2014-05-31,12148960000.0,2636736000.0,962158000.0,8819588000.0,3329372000.0,,532191000.0,3750196000.0,501731000.0,169653000.0,7601000.0,105369000.0,0.0,223632000.0,,53709000.0,27343000.0,,0.0,,18.7724,0.7438,0.0,0.050956456653086526,0.01396440518365358,0.045238435537769225,0.1337879406836336,,0.0,2.7404397198796873,13013438000.0,515588000.0,1702336000.0,,30557000.0,1.9999999999999998,1.9999999999999998,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2014-08-31,12399913000.0,2516442000.0,906927000.0,9041926000.0,3357987000.0,,354600000.0,7349390000.0,965070000.0,324171000.0,14952000.0,201492000.0,1.0,222351000.0,,135293000.0,55766000.0,,0.0,,21.2192,0.8411,1.0,0.0965373004719792,0.02614300600334857,0.04410855866949502,0.13131293889696968,,0.0,2.7746907965029157,13806219000.0,552834000.0,1784567000.0,,29870000.0,1.9999999999999998,1.9999999999999998,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2014-11-30,12843406000.0,2573252000.0,928182000.0,9661254000.0,3182152000.0,,189880000.0,10754624000.0,1411690000.0,454220000.0,22290000.0,282279000.0,2.0,220585000.0,,238860000.0,84994000.0,,0.0,,21.3957,0.8561,2.0,0.1427398816901267,0.03536600805113534,0.042234856374337215,0.1312635383626615,,0.0,2.7723571454736247,15062827000.0,613677000.0,1931697000.0,,28872000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2015-02-28,13198201000.0,2599038000.0,997173000.0,10041416000.0,3156785000.0,,27606000.0,-7585494000.0,-990964000.0,-350686000.0,-20370000.0,-217167000.0,-1.0,-447877000.0,,-118045000.0,-52930000.0,,0.0,2.6064,23.6962,0.992,-1.0,-0.11108960540549959,-0.026570742482251938,0.04623113537496701,0.13063934926321213,,0.0,2.6064063106401796,14268716000.0,597358000.0,1887527000.0,,24473000.0,2.0,2.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2015-05-31,13670677000.0,2665825000.0,999573000.0,10396011000.0,3274666000.0,,351698000.0,4014888000.0,543794000.0,181974000.0,7103000.0,114005000.0,0.0,211652000.0,,59437000.0,32066000.0,,0.0,,24.5416,1.0295,0.0,0.055570247469512925,0.01331126468718411,0.045324801090341746,0.1354443760324074,,0.0,2.6669637935398414,14533408000.0,609679000.0,1929590000.0,,23975000.0,2.0,2.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2015-08-31,13952565000.0,2503725000.0,1001977000.0,10741581000.0,3210984000.0,,100477000.0,7899801000.0,1065164000.0,354202000.0,14553000.0,221599000.0,1.0,210645000.0,,145727000.0,65188000.0,,0.0,,19.9251,0.8436,1.0,0.1103094876835263,0.025386156595579377,0.04483682563649388,0.13483428253445878,,0.0,2.4987849022482553,15083819000.0,639710000.0,2029684000.0,,23576000.0,2.0,2.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
