report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,gross_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-11-30,14381165000.0,2634883000.0,923554000.0,11469410000.0,2911755000.0,,33346000.0,11443870000.0,1529495000.0,482401000.0,24574000.0,301357000.0,2.0,208242000.0,,240835000.0,100504000.0,,0.0,,18.5616,0.7762,2.0,0.16567362295248056,0.03354394445790727,0.042153659557474875,0.13365190272171915,,0.0,2.852982067101653,15773065000.0,667891000.0,2147489000.0,,25860000.0,2.0,2.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2016-02-29,14481576000.0,2471781000.0,1005193000.0,11576790000.0,2904786000.0,,37394000.0,-8208884000.0,-1119693000.0,-395149000.0,-9872000.0,-250445000.0,0.0,-424999000.0,,-130415000.0,-60398000.0,,0.0,2.459,14.4482,0.5946,0.0,-0.13603377322804502,-0.027286325742446816,0.04813675037922329,0.13640014891183747,,0.0,2.4590113540384784,15149675000.0,623428000.0,2018760000.0,,36358000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2016-05-31,14789927000.0,2416580000.0,1083374000.0,11817642000.0,2972285000.0,,52575000.0,4126386000.0,572637000.0,175360000.0,11088000.0,107333000.0,0.0,195253000.0,,97463000.0,40801000.0,,0.0,,16.842,0.6807,0.0,0.0589983800342161,0.011856718427345855,0.04249723608019221,0.1387744626896272,,0.0,2.230605497270564,15261173000.0,616814000.0,2047603000.0,,40343000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2016-08-31,15504332000.0,2755347000.0,1084363000.0,12441987000.0,3062345000.0,,316031000.0,8123634000.0,1117999000.0,337722000.0,24992000.0,206707000.0,1.0,194437000.0,,214587000.0,83013000.0,,0.0,,18.5586,0.7327,1.0,0.11028215305590977,0.021782428291654228,0.041572773958058674,0.13762301452773476,,0.0,2.54098212498951,15485006000.0,600334000.0,2100438000.0,,50782000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2016-11-30,15760067000.0,2684278000.0,1027717000.0,12744683000.0,3015384000.0,,23713000.0,11825158000.0,1621134000.0,474367000.0,40063000.0,289723000.0,2.0,193239000.0,,315543000.0,125654000.0,,0.0,,17.5936,0.6971,2.0,0.1573156188399222,0.03009930097378393,0.04011506653864583,0.1370919525980118,,0.0,2.6118844000829022,15866294000.0,592300000.0,2192077000.0,,66271000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2017-02-28,16279356000.0,2873630000.0,1105787000.0,13170776000.0,3108580000.0,,38416000.0,-8200060000.0,-1128476000.0,-360479000.0,-19727000.0,-224328000.0,0.0,-390714000.0,,-209449000.0,-80593000.0,,0.0,2.5987,19.2032,0.7584,0.0,-0.11596259385314195,-0.022143320657156216,0.043960531996107347,0.13761801742914076,,0.0,2.598719283189258,15875118000.0,626970000.0,2183294000.0,,56416000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2017-05-31,16475689000.0,2734544000.0,1166670000.0,13323561000.0,3152128000.0,,60080000.0,4542334000.0,648938000.0,211702000.0,16838000.0,126351000.0,1.0,186859000.0,,79416000.0,43894000.0,,0.0,,17.5433,0.7143,1.0,0.06716161272638675,0.012849356406278366,0.04660643625061477,0.1428644392948647,,0.0,2.343888160319542,16291066000.0,663312000.0,2259595000.0,,62166000.0,4.0,4.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2017-08-31,16875733000.0,2803335000.0,1201557000.0,13674747000.0,3200986000.0,,25765000.0,8928974000.0,1252943000.0,393126000.0,33674000.0,235159000.0,2.0,185778000.0,,155110000.0,88078000.0,,0.0,,17.9004,0.7323,2.0,0.12281403292610464,0.02329534367484956,0.04402812685981614,0.1403232891035409,,0.0,2.333085321794971,17096406000.0,718716000.0,2394539000.0,,70848000.0,5.0,5.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2017-11-30,17303414000.0,3004923000.0,1111678000.0,14002687000.0,3300727000.0,,26287000.0,13035991000.0,1792131000.0,541966000.0,51079000.0,311519000.0,2.0,185201000.0,,227559000.0,133175000.0,,0.0,,18.0895,0.7354,2.0,0.16419594834713686,0.03132133346633213,0.04157459145223405,0.13747562421606457,,0.0,2.7030516030721126,18307239000.0,786315000.0,2565536000.0,,81864000.0,5.0,5.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2018-02-28,17486272000.0,3061444000.0,1174058000.0,14169423000.0,3316849000.0,,44525000.0,-9387090000.0,-1365153000.0,-482682000.0,-30846000.0,-273533000.0,-2.0,-373368000.0,,-165269000.0,-85205000.0,,0.0,2.6076,16.8618,0.6541,-2.0,-0.14552426112855907,-0.027603482320302464,0.05141976906581273,0.14542877505169333,,0.0,2.607574753547099,17120209000.0,664112000.0,2328859000.0,,70745000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2018-05-31,17756167000.0,2957494000.0,1288202000.0,14372406000.0,3383761000.0,,76348000.0,4792592000.0,661340000.0,238656000.0,18052000.0,81028000.0,1.0,179421000.0,,79720000.0,45343000.0,,0.0,,17.6242,0.7012,1.0,0.0705298039666513,0.013440738645902575,0.049796853143351236,0.13799213452762096,,0.0,2.2958309333474096,17370467000.0,691066000.0,2341261000.0,,71959000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2018-08-31,18176505000.0,3022087000.0,1283461000.0,14694387000.0,3482118000.0,,37147000.0,9558627000.0,1311976000.0,459546000.0,36002000.0,149623000.0,2.0,178811000.0,,171111000.0,90311000.0,,0.0,,18.728,0.7708,2.0,0.13197312670047368,0.025282418154645242,0.04807656999274059,0.13725569582325997,,0.0,2.3546387463273133,18000120000.0,757486000.0,2400294000.0,,74287000.0,3.0,3.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2018-11-30,18396812000.0,3057419000.0,1224873000.0,14961699000.0,3435113000.0,,35049000.0,13854498000.0,1881213000.0,649857000.0,54816000.0,207120000.0,3.0,177656000.0,,243311000.0,135609000.0,,0.0,,14.7019,0.6327,3.0,0.18918067615242934,0.0353244355598133,0.046905849638146396,0.1357835556365882,,0.0,2.4961110253879384,18818627000.0,865377000.0,2489376000.0,,78024000.0,4.0,4.0,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2019-02-28,18717867000.0,3214013000.0,1311509000.0,15360839000.0,3357028000.0,,46938000.0,-10032617000.0,-1373938000.0,-505646000.0,-33078000.0,-167378000.0,-1.21,-360004000.0,162971000.0,-189506000.0,-89016000.0,-26535000.0,0.0,2.4506,12.346,0.5723,-1.21,-0.150623110680042,-0.027014082320384047,0.05040020963622951,0.1369471195800657,0.0026448732170280195,0.0,2.450622145940287,18173100000.0,842413000.0,2480591000.0,,75792000.0,4.79,4.79,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2019-05-31,19714476000.0,3283745000.0,1485402000.0,16261721000.0,3452755000.0,,42197000.0,5366318000.0,742383000.0,266744000.0,17784000.0,84513000.0,1.0,167643000.0,,78970000.0,51506000.0,,0.0,,14.8732,0.6906,1.0,0.07725540908636726,0.01353036215621455,0.0497070803482015,0.13834122390808745,,0.0,2.210677648205671,18746826000.0,870501000.0,2561634000.0,,75524000.0,4.79,4.79,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2019-08-31,20140254000.0,3384939000.0,1396704000.0,16528697000.0,3611557000.0,,40737000.0,10567469000.0,1435836000.0,500343000.0,38857000.0,156451000.0,2.99,167458000.0,-125456000.0,171347000.0,103468000.0,-296803000.0,0.0,,15.4131,0.7097,2.99,0.1385394166560295,0.02484293395703947,0.04734747743286496,0.13587321618828502,-0.028086479364169414,0.0,2.4235192281256444,19755668000.0,911298000.0,2685494000.0,,78379000.0,5.78,5.78,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2019-11-30,20487230000.0,3450244000.0,1421041000.0,16789177000.0,3698053000.0,,56583000.0,15357497000.0,2049483000.0,673499000.0,60700000.0,210854000.0,4.03,167154000.0,-117906000.0,249177000.0,158226000.0,-367083000.0,0.0,,18.2867,0.8049,4.03,0.18212259261833186,0.03287408790744283,0.04385473752656439,0.13345162952009693,-0.02390252786635739,0.0,2.427969354860275,21258667000.0,934940000.0,2853764000.0,,84263000.0,6.8100000000000005,6.8100000000000005,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2020-02-29,21082182000.0,3663687000.0,1534707000.0,17313307000.0,3768875000.0,,58211000.0,-10971297000.0,-1505362000.0,-552153000.0,-34334000.0,-179265000.0,-2.6899999999999995,-335435000.0,6756000.0,-167598000.0,-97389000.0,-160842000.0,0.0,2.3872,16.4727,0.7202,-2.6899999999999995,-0.1465033995555703,-0.02619050532814867,0.050327048843906055,0.13720911939581984,0.014660253933513969,0.0,2.387222447020832,20319987000.0,888433000.0,2722340000.0,,83007000.0,5.33,5.33,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2020-05-31,19972532000.0,3283731000.0,1151006000.0,16394222000.0,3578310000.0,,658022000.0,3228782000.0,354183000.0,4978000.0,23958000.0,-814000.0,0.03,163537000.0,1249559000.0,62871000.0,58340000.0,1186688000.0,0.0,,23.3733,0.8056,0.03,0.0013911595138487163,0.0002492423093877131,0.001541757851722414,0.10969554463571712,0.36753425904876824,0.0,2.852922573818034,18182451000.0,626667000.0,2334140000.0,361960000.0,89181000.0,4.360000000000001,4.360000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2020-08-31,21246306000.0,4327859000.0,1598942000.0,17263746000.0,3982560000.0,,711561000.0,8600948000.0,1106326000.0,301674000.0,46427000.0,90831000.0,1.83,164580000.0,889776000.0,91998000.0,118967000.0,797778000.0,0.0,,25.281,0.9501,1.83,0.0757487646137158,0.014198891797943605,0.03507450574053,0.12862837910425687,0.09275465913757414,0.0,2.706701681486883,16215930000.0,427998000.0,2004630000.0,1456541000.0,96751000.0,3.200000000000001,3.200000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2020-11-30,20932848000.0,3737097000.0,1437787000.0,16804372000.0,4128476000.0,,236643000.0,13785892000.0,1737756000.0,536974000.0,65889000.0,166034000.0,3.25,164976000.0,868386000.0,123952000.0,180495000.0,744434000.0,0.0,,20.269,0.8129,3.25,0.13006591294220918,0.025652218943165307,0.03895097974073785,0.12605321440208583,0.05399969766192859,0.0,2.599200716100507,14644325000.0,291473000.0,1692903000.0,2568058000.0,101940000.0,2.420000000000001,2.420000000000001,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2021-02-28,21541541000.0,4116796000.0,1698548000.0,17176928000.0,4364613000.0,,132319000.0,-6665473000.0,-819140000.0,-96707000.0,-50096000.0,-37713000.0,-0.5900000000000007,-327960000.0,-2339961000.0,-114285000.0,-115646000.0,-2454246000.0,0.0,2.4237,26.4164,1.0412,-0.5900000000000007,-0.02215706180593789,-0.004489325995758613,0.014508647773383824,0.12289300399236483,0.36820282671612353,0.0,2.4237148435016262,18950149000.0,746919000.0,2379125000.0,274654000.0,86178000.0,4.52,4.52,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2021-05-31,22832889000.0,4690605000.0,2093387000.0,18129408000.0,4703481000.0,,377954000.0,7697599000.0,924509000.0,436756000.0,20534000.0,130568000.0,2.63,166295000.0,-111883000.0,59145000.0,62356000.0,-171028000.0,0.0,,16.1532,0.813,2.63,0.09285803429417488,0.019128372235331235,0.056739250771571756,0.12010355436805685,-0.02221835665900497,0.0,2.240677428492677,23418966000.0,1178697000.0,2949451000.0,-1083062000.0,82754000.0,7.119999999999999,7.119999999999999,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2021-08-31,24453322000.0,5371296000.0,1958960000.0,19538143000.0,4915179000.0,,58095000.0,15685958000.0,1739993000.0,722023000.0,42944000.0,213115000.0,4.35,165969000.0,-1385321000.0,137838000.0,129300000.0,-1523159000.0,0.0,,17.4278,0.7814,4.35,0.14689658301355862,0.029526581296398093,0.04602989501820673,0.11092679197534508,-0.09710334555275489,0.0,2.7419120349573243,30503976000.0,1599046000.0,3583118000.0,-3403999000.0,79271000.0,9.639999999999999,9.639999999999999,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2021-11-30,25575219000.0,5955070000.0,2056852000.0,20465423000.0,5109796000.0,,62598000.0,24213717000.0,2576553000.0,991461000.0,67247000.0,299638000.0,5.99,165606000.0,-2082645000.0,226903000.0,200819000.0,-2309548000.0,0.0,,19.0598,0.7794,5.99,0.19403142512930066,0.038766471559832975,0.040946253728826515,0.10640881777878217,-0.09538180362808403,0.0,2.8952350485110254,40931801000.0,2053533000.0,4421915000.0,-6457981000.0,80629000.0,12.379999999999999,12.379999999999999,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2022-02-28,26338264000.0,6549290000.0,2047457000.0,21102825000.0,5235439000.0,,102716000.0,-15696862000.0,-1953513000.0,-998943000.0,-36630000.0,-302272000.0,-5.999999999999999,-332694000.0,1030399000.0,-115352000.0,-119287000.0,915047000.0,0.0,3.1987,15.3536,0.5541,-5.999999999999999,-0.1908040567371714,-0.03792744275021315,0.063639662500696,0.12445245425486955,-0.05829489996153371,0.0,3.1987436121979607,31900412000.0,1151297000.0,3287542000.0,-3088688000.0,94095000.0,6.97,6.97,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2022-05-31,26338694000.0,6117967000.0,2251751000.0,20938057000.0,5400637000.0,,95313000.0,9311621000.0,875391000.0,252265000.0,28775000.0,84337000.0,1.56,161798000.0,530952000.0,94808000.0,70473000.0,436144000.0,0.0,,16.3889,0.4728,1.56,0.046710230663530986,0.00957773380866948,0.027091416199177352,0.0940105917111532,0.04683867610161539,0.0,2.7169820286523687,33514434000.0,966806000.0,3238424000.0,-2481516000.0,102336000.0,5.9,5.9,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2022-08-31,26470543000.0,5872459000.0,2132189000.0,21056316000.0,5414227000.0,,56772000.0,17456424000.0,1612536000.0,378170000.0,61520000.0,126007000.0,2.35,161015000.0,479589000.0,204463000.0,137903000.0,275126000.0,0.0,,17.4336,0.4181,2.35,0.06984745929566677,0.01428644663617214,0.021663658032137625,0.09237493314781997,0.01576073083467725,0.0,2.7541925223326826,35284900000.0,622953000.0,3110967000.0,-683231000.0,120912000.0,3.9000000000000012,3.9000000000000012,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
2022-11-30,25938941000.0,4984017000.0,1937052000.0,20451368000.0,5487573000.0,,688618000.0,23962380000.0,2189224000.0,415750000.0,91670000.0,138420000.0,2.6,160195000.0,1662077000.0,319486000.0,202655000.0,1342591000.0,0.0,,19.0419,0.3463,2.6,0.07576209008973549,0.016028025199640958,0.017350112968745175,0.0913608748379752,0.05602911730804703,0.0,2.5729908128434342,35033563000.0,47242000.0,2723638000.0,2968908000.0,145335000.0,0.5100000000000011,0.5100000000000011,1.3261114,82.7899,30.26,3.24093,5846.2905,12.7693,2.0376,0.2254
