report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-31,3381900000.0,1544500000.0,607700000.0,1515000000.0,1866900000.0,508800000.0,208800000.0,260800000.0,,378800000.0,172700000.0,111400000.0,6700000.0,55100000.0,0.76,96600000.0,6900000.0,14500000.0,89700000.0,717600000.0,,21.7183,3.8666,0.76,187200000.0,0.05967111253950399,0.03294006327803897,,,,0.051065968834087344,0.06682143548075063,,,0.3843805238630885,2.5415501069606714,,,,,,,,,,,,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2010-10-31,3440100000.0,1603700000.0,542500000.0,1464700000.0,1975400000.0,508500000.0,129200000.0,155700000.0,,837600000.0,407700000.0,265400000.0,13400000.0,129900000.0,1.8,177800000.0,15100000.0,28700000.0,162700000.0,637700000.0,,19.9967,3.615,1.8,436400000.0,0.13435253619520096,0.07714892008953228,,,,0.11851399668614285,0.15602158355975662,,,0.3228206945428774,2.9561290322580644,,,,,,,,,,,,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2011-01-31,3522900000.0,1686700000.0,437600000.0,1649200000.0,1873700000.0,756700000.0,100000.0,278600000.0,,1301100000.0,633100000.0,406100000.0,20900000.0,207800000.0,2.77,399500000.0,26500000.0,42900000.0,373000000.0,756800000.0,,20.1242,3.7969,2.77,676000000.0,0.2167369376100763,0.11527434783842856,,,,0.1797098980953192,0.24067667743774948,,,0.4039067086513316,3.854433272394881,,,,,,,,,,,,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2011-04-30,3712000000.0,1976000000.0,707000000.0,1652000000.0,2060000000.0,504000000.0,0.0,567000000.0,,-793500000.0,-358500000.0,-210900000.0,-12000000.0,-135800000.0,-1.4300000000000002,-146900000.0,-9500000.0,-30100000.0,-156400000.0,504000000.0,2.7949,17.8009,3.9374,-1.4300000000000002,-388600000.0,-0.10237864077669903,-0.05681573275862069,,,,-0.09657866379310345,-0.13982059282371295,,,0.2446601941747573,2.794908062234795,,572000000.0,855000000.0,1724000000.0,469000000.0,911000000.0,29000000.0,3.9,3.9,0.5532381997804611,29.482758620689655,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2011-07-31,3749200000.0,2011600000.0,766900000.0,1679000000.0,2070200000.0,505100000.0,1900000.0,552500000.0,,420300000.0,185900000.0,118100000.0,7900000.0,60700000.0,0.81,64000000.0,6200000.0,13000000.0,57800000.0,507000000.0,,18.0005,3.9244,0.81,198900000.0,0.05704762824847841,0.031500053344713536,,,,0.04958391123439667,0.07213254695017848,,,0.24490387402183364,2.6230277741556915,,578700000.0,868200000.0,1765500000.0,437100000.0,922700000.0,30200000.0,3.9499999999999997,3.9499999999999997,0.5494743687005528,28.748344370860927,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2013-04-30,3626000000.0,1821000000.0,473000000.0,1998000000.0,1628000000.0,997000000.0,3000000.0,204000000.0,,1955000000.0,898000000.0,591000000.0,36000000.0,274000000.0,2.0,,95000000.0,51000000.0,,1000000000.0,3.8499,25.4978,5.29,2.0,949000000.0,0.363022113022113,0.16298952013237727,,,,0.24765581908439052,0.3417047184170472,,,0.6142506142506142,3.8498942917547567,,904300000.0,1358500000.0,2882900000.0,,1435300000.0,52800000.0,4.15,4.15,0.6967184560719013,25.729166666666668,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2013-07-31,3686000000.0,1861000000.0,515000000.0,2020000000.0,1666000000.0,997000000.0,5000000.0,217000000.0,,477000000.0,217000000.0,143000000.0,7000000.0,68000000.0,0.0,,25000000.0,12000000.0,,1002000000.0,,26.6003,5.4432,0.0,229000000.0,0.0858343337334934,0.03879544221378188,,,,0.058871405317417254,0.08133433283358321,,,0.6014405762304922,3.6135922330097086,,641200000.0,942400000.0,2058800000.0,,988300000.0,38900000.0,1.38,1.38,1.01386218759486,24.226221079691516,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2013-10-31,3882000000.0,2033000000.0,542000000.0,2044000000.0,1838000000.0,997000000.0,6000000.0,192000000.0,,1053000000.0,528000000.0,349000000.0,13000000.0,167000000.0,1.0,,60000000.0,24000000.0,,1003000000.0,,25.0847,5.3074,1.0,552000000.0,0.1898803046789989,0.08990211231324059,,,,0.13601236476043277,0.18585005279831046,,,0.5457018498367792,3.7509225092250924,,1201100000.0,1828900000.0,3905300000.0,,1928900000.0,63900000.0,3.81,3.81,0.5199854839545855,28.621283255086073,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2014-04-30,4103000000.0,2177000000.0,561000000.0,2071000000.0,2032000000.0,997000000.0,8000000.0,437000000.0,,2078000000.0,971000000.0,659000000.0,26000000.0,288000000.0,3.0,,126000000.0,50000000.0,,1005000000.0,3.8806,28.9657,6.3841,3.0,1021000000.0,0.3243110236220472,0.16061418474287106,,,,0.23665610528881306,0.3197234112611129,,,0.49458661417322836,3.8805704099821745,,1742000000.0,2614000000.0,5563000000.0,,2751000000.0,82000000.0,6.0,6.0,0.3653217011995638,31.878048780487806,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
2014-07-31,4191000000.0,2259000000.0,637000000.0,2137000000.0,2054000000.0,998000000.0,13000000.0,460000000.0,,495000000.0,221000000.0,150000000.0,7000000.0,64000000.0,0.0,,31000000.0,13000000.0,,1011000000.0,,27.7198,6.1354,0.0,234000000.0,0.0730282375851996,0.03579098067287044,,,,0.05273204485802911,0.07210440456769984,,,0.49221032132424536,3.5463108320251178,,1301000000.0,1937000000.0,4103000000.0,,2036000000.0,53000000.0,4.0,4.0,0.49656188605108054,36.54716981132076,0.90387505,36.18,22.61,5.86966,10739.545,13.308,4.1144,2.7467
