report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2022-03-31,60638000000.0,19854000000.0,17603000000.0,38517000000.0,21815000000.0,,1474000000.0,3335000000.0,36179000000.0,,582000000.0,135000000.0,171000000.0,1.29,450011000.0,1136000000.0,338000000.0,1474000000.0,,16.2798,0.3298,1.29,,0.02667889067155627,0.009597941884626801,0.01608668011830067,,,,,0.06756818702727481,1.1278759302391639,126028000000.0,2553000000.0,570000000.0,5.749999999999998,5.749999999999998,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2022-06-30,62812000000.0,22492000000.0,17608000000.0,38239000000.0,24276000000.0,,526000000.0,2809000000.0,84756000000.0,,3749000000.0,268000000.0,1095000000.0,8.0,468338000.0,2919000000.0,697000000.0,526000000.0,,7.2716,0.2672,8.0,,0.15443236117976603,0.05968604725211743,0.04423285667091415,,,,,0.021667490525622012,1.277373920945025,162155000000.0,6660000000.0,549000000.0,14.579999999999998,14.579999999999998,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2022-09-30,77339000000.0,23270000000.0,17882000000.0,44030000000.0,28233000000.0,,1032000000.0,3744000000.0,129711000000.0,,9140000000.0,426000000.0,2713000000.0,19.31,473452000.0,6063000000.0,1127000000.0,1032000000.0,,3.6638,0.235,19.31,,0.3237346367725711,0.11818099535809876,0.07046433995574777,,,,,0.03655296992880672,1.3013085784587854,212994000000.0,15756000000.0,535000000.0,33.809999999999995,33.809999999999995,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2022-12-31,76442000000.0,21922000000.0,15889000000.0,42336000000.0,29494000000.0,,529000000.0,6133000000.0,-80656000000.0,,-2447000000.0,-210000000.0,-731000000.0,-5.329999999999998,-918070000.0,695000000.0,-533000000.0,529000000.0,1.3797,4.4622,0.2894,-5.329999999999998,,-0.08296602698854004,-0.032011198032495226,0.030338722475699267,,,,,0.017935851359598562,1.3796966454780037,169990000000.0,11024000000.0,619000000.0,23.27,23.27,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2023-03-31,77262000000.0,22670000000.0,14705000000.0,42346000000.0,30249000000.0,,825000000.0,6965000000.0,34396000000.0,,1961000000.0,192000000.0,574000000.0,4.2,467034000.0,1199000000.0,476000000.0,825000000.0,,3.7507,0.2766,4.2,,0.06482858937485536,0.025381170562501616,0.05701244330736132,,,,,0.027273628880293565,1.541652499149949,168207000000.0,12403000000.0,676000000.0,26.18,26.18,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2023-06-30,74886000000.0,19898000000.0,14971000000.0,43826000000.0,29898000000.0,,832000000.0,3029000000.0,69486000000.0,,3658000000.0,458000000.0,1084000000.0,7.92,461906000.0,2154000000.0,971000000.0,832000000.0,,3.8847,0.2745,7.92,,0.12234932102481771,0.04884758165745266,0.05264369801111015,,,,,0.027827948357749682,1.3291029323358494,152937000000.0,12312000000.0,866000000.0,26.1,26.1,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2023-09-30,77786000000.0,22496000000.0,17416000000.0,45797000000.0,30821000000.0,,913000000.0,3539000000.0,109129000000.0,,5755000000.0,679000000.0,1754000000.0,12.59,457205000.0,4839000000.0,1459000000.0,913000000.0,,6.8548,0.3505,12.59,,0.1867233379838422,0.07398503586763686,0.052735753099542745,,,,,0.029622659874760714,1.2916858061552596,132355000000.0,8927000000.0,1119000000.0,19.380000000000003,19.380000000000003,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2023-12-31,75501000000.0,19941000000.0,15856000000.0,43851000000.0,30583000000.0,,1482000000.0,3323000000.0,-65612000000.0,,-4359000000.0,-432000000.0,-1182000000.0,-9.23,-932935000.0,-1163000000.0,-929000000.0,1482000000.0,1.2576,8.3501,0.3974,-9.23,,-0.14253016381649936,-0.057734334644574246,0.06643601780162166,,,,,0.048458293823365924,1.2576311806256306,147399000000.0,7015000000.0,897000000.0,15.48,15.48,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2024-03-31,76399000000.0,20704000000.0,17667000000.0,45606000000.0,29726000000.0,,2325000000.0,1570000000.0,35811000000.0,,748000000.0,227000000.0,203000000.0,1.73,431906000.0,-236000000.0,504000000.0,2325000000.0,,11.9353,0.4653,1.73,,0.02516315683240261,0.009790704066807158,0.02088743682108849,,,,,0.07821435780125142,1.1719024169355294,148814000000.0,5802000000.0,932000000.0,13.010000000000002,13.010000000000002,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2024-06-30,75945000000.0,20916000000.0,18271000000.0,45438000000.0,29455000000.0,,2780000000.0,2444000000.0,73940000000.0,,1763000000.0,458000000.0,494000000.0,4.1,428993000.0,1861000000.0,1001000000.0,2780000000.0,,11.5213,0.3885,4.1,,0.059854014598540145,0.023214168148001844,0.02384365701920476,,,,,0.09438125954846376,1.1447649280280225,153268000000.0,3907000000.0,932000000.0,9.190000000000001,9.190000000000001,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
2024-09-30,75080000000.0,19307000000.0,15922000000.0,45296000000.0,28722000000.0,,1522000000.0,1637000000.0,109468000000.0,,2109000000.0,687000000.0,538000000.0,4.94,425555000.0,2993000000.0,1544000000.0,1522000000.0,,16.1138,0.3675,4.94,,0.07342803425945268,0.028090037293553544,0.019265904191179156,,,,,0.0529907388064898,1.2125989197337017,153607000000.0,261000000.0,940000000.0,1.540000000000001,1.540000000000001,0.79690844,190.61,91.01,3.88801,70615.1,16.038,1.7871,0.5334
