report_date,total_assets,total_liabilities,total_equity,long_term_debt,cash,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_pe,eps,ebitda,roe,roa,roi,roic,debt_equity,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,95948000000.0,83247000000.0,12701000000.0,15775000000.0,11524000000.0,1797000000.0,118000000.0,-1134000000.0,3000000.0,0.26000000000000023,,-3369000000.0,-196000000.0,15775000000.0,14.6306,0.26000000000000023,1601000000.0,0.00929060703881584,0.0012298328261141451,0.01872889481802643,0.06310577328276443,1.2420281867569483,1385000000.0,1665000000.0,2.27,2.27,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2021-03-31,95854000000.0,82415000000.0,13439000000.0,15160000000.0,16620000000.0,,1025000000.0,303000000.0,290000000.0,1.73,,1839000000.0,95000000.0,15160000000.0,11.1324,1.73,,0.07627055584492894,0.010693346130573581,,,1.1280601235210954,2124000000.0,1451000000.0,3.55,3.55,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2021-06-30,92017000000.0,77820000000.0,14197000000.0,13457000000.0,11117000000.0,,2267000000.0,569000000.0,689000000.0,3.84,,3280000000.0,192000000.0,13457000000.0,8.5049,3.84,,0.15968162287807283,0.02463675190453938,,,0.9478763118968796,4057000000.0,1069000000.0,6.869999999999999,6.869999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2021-09-30,91937000000.0,78001000000.0,13936000000.0,12760000000.0,9806000000.0,,3408000000.0,809000000.0,1048000000.0,5.84,,5095000000.0,285000000.0,12760000000.0,6.7166,5.84,,0.24454649827784156,0.03706886237314683,,,0.9156142365097589,6818000000.0,547000000.0,11.669999999999998,11.669999999999998,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2021-12-31,95748000000.0,82093000000.0,13655000000.0,14507000000.0,8337000000.0,,-2479000000.0,-649000000.0,-745000000.0,-4.07,,-3115000000.0,-182000000.0,14507000000.0,5.7897,-4.07,,-0.18154522153057487,-0.025890880227263234,,,1.0623947272061516,4221000000.0,1032000000.0,7.339999999999999,7.339999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2022-03-31,95267000000.0,81849000000.0,13418000000.0,13360000000.0,10541000000.0,1233000000.0,932000000.0,233000000.0,301000000.0,1.77,,1396000000.0,107000000.0,13360000000.0,4.2688,1.77,1340000000.0,0.0694589357579371,0.009783030850136983,0.012942571929419422,0.04604526103517813,0.9956774482039052,4128000000.0,962000000.0,7.379999999999999,7.379999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2022-06-30,95200000000.0,81807000000.0,13393000000.0,12157000000.0,10682000000.0,,1736000000.0,505000000.0,563000000.0,3.38,,3213000000.0,213000000.0,12157000000.0,3.6512,3.38,,0.12961995072052565,0.018235294117647058,,,0.9077129843948332,3597000000.0,898000000.0,6.919999999999998,6.919999999999998,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2022-09-30,100766000000.0,87754000000.0,13012000000.0,14321000000.0,11962000000.0,,2439000000.0,919000000.0,782000000.0,4.86,,4847000000.0,318000000.0,14321000000.0,3.978,4.86,,0.18744236089763294,0.024204592819006412,,,1.1005994466646172,2628000000.0,1008000000.0,5.9399999999999995,5.9399999999999995,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2022-12-31,104564000000.0,91691000000.0,12873000000.0,14191000000.0,10294000000.0,,-2091000000.0,-136000000.0,-700000000.0,-3.860000000000001,,-2762000000.0,-219000000.0,14191000000.0,4.9088,-3.860000000000001,,-0.16243299930086227,-0.019997322214146362,,,1.102384836479453,3016000000.0,1521000000.0,6.149999999999999,6.149999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2023-03-31,107853000000.0,94660000000.0,13193000000.0,14934000000.0,15303000000.0,,601000000.0,735000000.0,189000000.0,1.35,,1886000000.0,111000000.0,14934000000.0,4.6398,1.35,,0.04555446069885545,0.005572399469648503,,,1.1319639202607443,2685000000.0,2023000000.0,5.729999999999999,5.729999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2023-06-30,108697000000.0,95317000000.0,13380000000.0,14231000000.0,12706000000.0,,1170000000.0,1636000000.0,362000000.0,2.73,,3794000000.0,224000000.0,14231000000.0,5.7886,2.73,,0.08744394618834081,0.010763866528055051,,,1.0636023916292974,2119000000.0,3154000000.0,5.079999999999998,5.079999999999998,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2023-09-30,112939000000.0,99172000000.0,13767000000.0,15231000000.0,15643000000.0,,1798000000.0,2628000000.0,567000000.0,4.14,,6276000000.0,340000000.0,15231000000.0,5.2914,4.14,,0.13060216459649887,0.015920098460230743,,,1.1063412508171715,1478000000.0,4863000000.0,4.3599999999999985,4.3599999999999985,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2023-12-31,117479000000.0,103576000000.0,13903000000.0,15982000000.0,14259000000.0,,-1331000000.0,-1288000000.0,-452000000.0,-3.0299999999999985,,-3363000000.0,-217000000.0,15982000000.0,7.0613,-3.0299999999999985,,-0.09573473351075308,-0.011329684454242886,,,1.1495360713515068,2238000000.0,3711000000.0,5.19,5.19,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2024-03-31,121173000000.0,105891000000.0,15282000000.0,16133000000.0,20021000000.0,,1293000000.0,1163000000.0,415000000.0,3.14,,2248000000.0,119000000.0,16133000000.0,5.7196,3.14,,0.08460934432665881,0.010670693966477681,,,1.055686428477948,2930000000.0,4139000000.0,6.980000000000001,6.980000000000001,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2024-06-30,120489000000.0,104949000000.0,15540000000.0,15637000000.0,18632000000.0,,1936000000.0,,616000000.0,4.7,,4732000000.0,240000000.0,15637000000.0,6.4308,4.7,,0.12458172458172458,0.016067856816804855,,,1.0062419562419562,3696000000.0,,8.950000000000003,8.950000000000003,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2024-09-30,119229000000.0,103249000000.0,15980000000.0,15632000000.0,17934000000.0,,2725000000.0,,855000000.0,6.65,,7495000000.0,361000000.0,15632000000.0,6.1337,6.65,,0.17052565707133918,0.022855177851026177,,,0.9782227784730914,4623000000.0,,11.46,11.46,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2024-12-31,119463000000.0,102883000000.0,16580000000.0,15462000000.0,14711000000.0,,-2455000000.0,,-832000000.0,-5.9399999999999995,,-4627000000.0,-239000000.0,15462000000.0,7.2327,-5.9399999999999995,,-0.14806996381182147,-0.020550295907519483,,,0.9325693606755127,3499000000.0,,8.55,8.55,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2025-03-31,122026000000.0,105445000000.0,16581000000.0,17009000000.0,21629000000.0,,757000000.0,,227000000.0,1.89,,2200000000.0,125000000.0,17009000000.0,6.7984,1.89,,0.045654664977986856,0.006203595954960418,,,1.0258126771606055,2963000000.0,,7.300000000000001,7.300000000000001,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2025-06-30,120505000000.0,103553000000.0,16952000000.0,16009000000.0,19457000000.0,,1724000000.0,,516000000.0,4.38,,4760000000.0,247000000.0,16009000000.0,7.7289,4.38,,0.10169891458235017,0.01430646031285009,,,0.944372345445965,2751000000.0,,6.9799999999999995,6.9799999999999995,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2025-09-30,116984000000.0,99919000000.0,17065000000.0,14431000000.0,16245000000.0,,2801000000.0,,868000000.0,7.22,,7397000000.0,375000000.0,14431000000.0,7.1567,7.22,,0.1641371227658951,0.023943445257471108,,,0.8456489891590976,2827000000.0,,7.549999999999999,7.549999999999999,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
2025-12-31,119095000000.0,102329000000.0,16766000000.0,15182000000.0,14973000000.0,,-1730000000.0,,-542000000.0,-4.209999999999999,,-4506000000.0,-233000000.0,15182000000.0,8.4598,-4.209999999999999,,-0.10318501729691042,-0.014526218565011125,,,0.9055230824287248,3552000000.0,,9.28,9.28,1.4334452,88.77,40.545,3.9337,22590.281,6.3599,1.7923,0.73096
