report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2021-09-30,6612000000.0,1717000000.0,934000000.0,,2752000000.0,1596000000.0,365000000.0,210000000.0,-1376000000.0,-442000000.0,-146000000.0,,-16000000.0,-1.7599999999999998,,-57000000.0,-131000000.0,,1961000000.0,1.8383,2.9336,24.4912,-1.7599999999999998,-277000000.0,,,,0.32122093023255816,0.10610465116279069,-0.022081064730792497,-0.03097814555484829,,0.20130813953488372,0.7125726744186046,1.8383297644539613,2111000000.0,,181000000.0,670000000.0,,425000000.0,3.5900000000000025,3.5900000000000025,4.614117647058824,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2021-12-31,6549000000.0,1734000000.0,908000000.0,,2763000000.0,1580000000.0,376000000.0,194000000.0,512000000.0,161000000.0,42000000.0,,5000000.0,0.83,,15000000.0,60000000.0,,1956000000.0,,3.2443,28.7719,0.83,102000000.0,,,,0.314453125,0.08203125,0.00641319285387082,0.008900190718372537,,0.19921875,0.7079261672095548,1.9096916299559472,2071000000.0,,182000000.0,653000000.0,,424000000.0,3.5100000000000025,3.5100000000000025,4.613207547169812,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2022-03-31,6780000000.0,2025000000.0,810000000.0,,3381000000.0,1336000000.0,0.0,964000000.0,1115000000.0,380000000.0,135000000.0,,24000000.0,14.45,,37000000.0,121000000.0,,1336000000.0,,2.705,5.602,14.45,256000000.0,,,,0.34080717488789236,0.1210762331838565,0.01991150442477876,0.028619885520457918,,0.2295964125560538,0.39514936409346346,2.5,2037000000.0,,205000000.0,665000000.0,,444000000.0,16.39,16.39,3.009009009009009,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2022-06-30,6412000000.0,1817000000.0,550000000.0,,3266000000.0,1302000000.0,0.0,629000000.0,1759000000.0,620000000.0,212000000.0,,25000000.0,15.28,,67000000.0,182000000.0,,1302000000.0,,2.6758,6.104,15.28,394000000.0,,,,0.35247299602046617,0.12052302444570778,0.0330630068621335,0.046409807355516634,,0.22399090392268334,0.3986527862829149,3.3036363636363637,2010000000.0,,243000000.0,719000000.0,,475000000.0,28.8,28.8,2.741052631578947,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2022-09-30,6213000000.0,1768000000.0,553000000.0,,3220000000.0,1270000000.0,0.0,646000000.0,-995000000.0,-331000000.0,-56000000.0,,-29000000.0,-14.559999999999999,,-6000000.0,-122000000.0,,1270000000.0,3.1971,2.1495,5.5405,-14.559999999999999,-178000000.0,,,,0.3326633165829146,0.05628140703517588,-0.009013359085787865,-0.012472160356347439,,0.17889447236180905,0.3944099378881988,3.1971066907775767,2391000000.0,,333000000.0,830000000.0,,574000000.0,16.000000000000004,16.000000000000004,2.2125435540069684,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2022-12-31,6259000000.0,1724000000.0,464000000.0,,3318000000.0,1316000000.0,,532000000.0,525000000.0,165000000.0,37000000.0,,8000000.0,0.0,,23000000.0,59000000.0,,1316000000.0,,2.4206,6.3278,0.0,96000000.0,,,,0.3142857142857143,0.07047619047619047,0.005911487458060393,0.007984462667242124,,0.18285714285714286,0.39662447257383965,3.7155172413793105,2404000000.0,,328000000.0,834000000.0,,568000000.0,15.170000000000003,15.170000000000003,2.316901408450704,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2023-03-31,6183000000.0,1631000000.0,472000000.0,,3267000000.0,1328000000.0,,399000000.0,1128000000.0,362000000.0,120000000.0,,7000000.0,2.0,,58000000.0,120000000.0,,1328000000.0,,2.2559,24.1027,2.0,240000000.0,,,,0.32092198581560283,0.10638297872340426,0.019408054342552158,0.026115342763873776,,0.2127659574468085,0.406489133761861,3.455508474576271,2417000000.0,,313000000.0,816000000.0,,552000000.0,2.720000000000004,2.720000000000004,2.4057971014492754,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2023-06-30,6029000000.0,1526000000.0,432000000.0,,3149000000.0,1328000000.0,,349000000.0,1674000000.0,540000000.0,182000000.0,,21000000.0,3.0,,101000000.0,181000000.0,,1328000000.0,,1.9312,18.6333,3.0,363000000.0,,,,0.3225806451612903,0.1087216248506571,0.03018742743406867,0.04065222247040429,,0.2168458781362007,0.42172118132740555,3.5324074074074074,2332000000.0,,283000000.0,736000000.0,,521000000.0,-9.559999999999995,-9.559999999999995,2.5489443378119003,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2023-09-30,5939000000.0,1506000000.0,456000000.0,,3097000000.0,1314000000.0,16000000.0,417000000.0,-1136000000.0,-399000000.0,-167000000.0,,-44000000.0,-2.0,,-12000000.0,-117000000.0,,1330000000.0,3.3026,1.8644,23.0787,-2.0,-284000000.0,,,,0.3512323943661972,0.14700704225352113,-0.02811921198855026,-0.03772306302236277,,0.25,0.4294478527607362,3.3026315789473686,2191000000.0,,172000000.0,668000000.0,,415000000.0,3.0000000000000036,3.0000000000000036,3.2048192771084336,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2024-06-30,5747000000.0,1385000000.0,464000000.0,,2967000000.0,1325000000.0,0.0,399000000.0,1591000000.0,444000000.0,-57000000.0,,-229000000.0,3.0,,99000000.0,221000000.0,,1325000000.0,,2.1318,164.1756,3.0,164000000.0,,,,0.27906976744186046,-0.035826524198617225,-0.009918218200800417,-0.013280521901211557,,0.10307982401005657,0.4465790360633637,2.9849137931034484,3257000000.0,,78000000.0,947000000.0,,483000000.0,6.0000000000000036,6.0000000000000036,2.743271221532091,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2024-09-30,5645000000.0,1195000000.0,490000000.0,,2868000000.0,1349000000.0,0.0,300000000.0,2113000000.0,618000000.0,-26000000.0,,-223000000.0,3.0,,137000000.0,274000000.0,,1349000000.0,2.4388,2.0089,150.0833,3.0,248000000.0,,,,0.29247515380974914,-0.012304779933743492,-0.004605845881310895,-0.006165520512212474,,0.11736867013724563,0.4703626220362622,2.438775510204082,4242000000.0,,-68000000.0,1203000000.0,,491000000.0,7.0000000000000036,7.0000000000000036,2.7474541751527495,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2024-12-31,5231000000.0,1069000000.0,425000000.0,,2592000000.0,1313000000.0,,219000000.0,405000000.0,111000000.0,-179000000.0,,-43000000.0,-3.0,,23000000.0,51000000.0,,1313000000.0,,1.6479,,-3.0,-128000000.0,,,,0.2740740740740741,-0.4419753086419753,-0.03421907857006309,-0.04583866837387964,,-0.3160493827160494,0.5065586419753086,2.5152941176470587,2973000000.0,,-429000000.0,774000000.0,,0.0,1.0000000000000036,1.0000000000000036,,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2025-03-31,5233000000.0,1075000000.0,463000000.0,,2559000000.0,1336000000.0,50000000.0,168000000.0,884000000.0,258000000.0,-128000000.0,,-34000000.0,-2.0,,44000000.0,111000000.0,,1386000000.0,,1.3893,,-2.0,-17000000.0,,,,0.2918552036199095,-0.14479638009049775,-0.024460156697878845,-0.03244613434727503,,-0.019230769230769232,0.5416178194607268,2.321814254859611,4993000000.0,,-390000000.0,1431000000.0,,267000000.0,1.0000000000000036,1.0000000000000036,5.191011235955056,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2025-06-30,4621000000.0,1124000000.0,420000000.0,,1889000000.0,1382000000.0,,207000000.0,1347000000.0,390000000.0,-836000000.0,,-19000000.0,-18.0,,64000000.0,187000000.0,,1382000000.0,,1.2296,,-18.0,-649000000.0,,,,0.289532293986637,-0.6206384558277654,-0.18091322224626705,-0.2555793335371446,,-0.48181143281366,0.7316040232927475,2.676190476190476,4749000000.0,,-1169000000.0,1377000000.0,,-546000000.0,-19.999999999999996,-19.999999999999996,-2.531135531135531,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
2025-09-30,4611000000.0,1205000000.0,423000000.0,,1904000000.0,1384000000.0,,215000000.0,-812000000.0,-210000000.0,368000000.0,,109000000.0,5.0,,-33000000.0,-112000000.0,,1384000000.0,2.8487,1.1999,,5.0,256000000.0,,,,0.25862068965517243,-0.45320197044334976,0.0798091520277597,0.11192214111922141,,-0.31527093596059114,0.726890756302521,2.8486997635933804,1824000000.0,,-775000000.0,549000000.0,,-538000000.0,-17.999999999999996,-17.999999999999996,-2.5724907063197024,0.4146731,65.645,46.295,0.92081,2372.7224,1.1501,1.3138
