report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-31,3114649000.0,1495974000.0,837054000.0,1064839000.0,2049810000.0,,,883441000.0,1005202000.0,803851000.0,150853000.0,211662000.0,-52700000.0,1.4,151459000.0,244144000.0,27593000.0,71772000.0,216551000.0,0.0,,14.4914,2.4937,1.4,222625000.0,0.10325932647416101,0.06795693511532118,0.21056663237836773,0.7996910073796113,0.1500723237717394,0.04843338687601717,0.073593650143184,0.2154303314159741,0.22147289798468367,0.0,1.7871893569590493,,,,,,,,,,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2010-10-31,3286541000.0,1247755000.0,921768000.0,1186359000.0,2100182000.0,,,775407000.0,1380661000.0,1099567000.0,184110000.0,237063000.0,-38405000.0,1.56,151911000.0,341036000.0,39223000.0,101201000.0,301813000.0,0.0,1.3537,15.9489,2.7385,1.56,285311000.0,0.11287736015259629,0.07213145979313813,0.1717025395806791,0.7964062141249735,0.13334917115787293,0.05601938329690699,0.08766383103940516,0.21860036605654828,0.2066481199946982,0.0,1.3536540647972157,,,,,,,,,,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2011-01-31,3213288000.0,1194277000.0,785082000.0,1055415000.0,2157873000.0,,,700612000.0,364644000.0,280339000.0,46662000.0,48226000.0,4106000.0,0.31,153640000.0,-39633000.0,10217000.0,31676000.0,-49850000.0,0.0,,26.5506,2.8612,0.31,78338000.0,0.022348859270216553,0.01500830302170238,0.13225502133587827,0.7688018999352794,0.12796590647316286,0.01452157416328695,0.021624071481500532,-0.13670868024703547,0.21483419444718685,0.0,1.52121307073656,,,,,,,,,,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2011-04-30,3209469000.0,1206622000.0,807836000.0,1062071000.0,2147398000.0,,,694032000.0,758314000.0,587981000.0,98347000.0,129340000.0,-19749000.0,0.84,153198000.0,56855000.0,20600000.0,64998000.0,36255000.0,0.0,,21.2715,2.8069,0.84,163345000.0,0.060231033092142214,0.040299501257061526,0.17056259016713393,0.7753793283521074,0.12969165807304098,0.03064276364719522,0.04579821719122398,0.04781001010135643,0.2154054916564906,0.0,1.493647225426943,3508821000.0,626291000.0,479972000.0,2771738000.0,504769000.0,749619000.0,4.109999999999999,4.109999999999999,0.0,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2011-07-31,3368638000.0,1362296000.0,982090000.0,1247131000.0,2121507000.0,,,889886000.0,1145109000.0,890044000.0,156526000.0,181422000.0,-15864000.0,1.2,151598000.0,367290000.0,42836000.0,96959000.0,324454000.0,0.0,,16.7584,2.2794,1.2,253485000.0,0.08551562639199399,0.053856187574919,0.15843207939156884,0.7772570122145578,0.13669091763316854,0.04646566357085564,0.07378057201790991,0.2833389659848975,0.22136320647204763,0.0,1.3871396715168671,3648728000.0,596051000.0,485645000.0,2857931000.0,612672000.0,780479000.0,3.91,3.91,0.0,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2011-10-31,3367334000.0,1338055000.0,1008810000.0,1266034000.0,2101300000.0,,,855077000.0,-732424000.0,-563171000.0,-88692000.0,-137624000.0,29256000.0,-0.8799999999999997,-308069000.0,55804000.0,-16308000.0,-65083000.0,39496000.0,0.0,1.3244,17.4467,2.515,-0.8799999999999997,-153775000.0,-0.0654946937610051,-0.04087031461684525,0.187902089500071,0.7689139077911156,0.12109379266654288,-0.026338937569008597,-0.042208156855280066,-0.05392504887879152,0.20995352418817514,0.0,1.3263696830919598,1535643000.0,221364000.0,212843000.0,1195193000.0,350355000.0,341393000.0,1.4700000000000002,1.4700000000000002,0.0,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2012-01-31,3299000000.0,1289650000.0,863828000.0,1127195000.0,2171805000.0,,,811339000.0,425496000.0,335642000.0,70003000.0,56694000.0,17135000.0,0.39,147113000.0,-39318000.0,11016000.0,31965000.0,-50334000.0,0.0,,18.3017,2.6347,0.39,101968000.0,0.026104553585611968,0.01718520763867839,0.13324214563709177,0.7888252768533665,0.16452093556696185,0.02121946044255835,0.03223263598711671,-0.11829488408821705,0.2396450260401978,0.0,1.4929476701380366,1596495000.0,229832000.0,236184000.0,1250496000.0,349871000.0,365023000.0,1.5500000000000003,1.5500000000000003,0.0,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2012-04-30,3744482000.0,1173541000.0,1073217000.0,1454506000.0,2289976000.0,120000000.0,130000000.0,796594000.0,858057000.0,667697000.0,87139000.0,77665000.0,19653000.0,0.52,148259000.0,87456000.0,19585000.0,74862000.0,67871000.0,250000000.0,,25.7844,2.6754,0.52,162001000.0,0.033915202604743455,0.020741186631421916,0.09051263494150155,0.7781499364261348,0.10155385947553601,0.02327130962306669,0.034307017074177076,0.07909847480994853,0.18879981166752324,0.10917144983178863,1.0934796970230625,1696238000.0,178157000.0,224976000.0,1330212000.0,381487000.0,363679000.0,1.2300000000000004,1.2300000000000004,0.6874194000753412,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2012-07-31,3869271000.0,1293702000.0,1138215000.0,1478171000.0,2391100000.0,112500000.0,30000000.0,963767000.0,1301804000.0,1011655000.0,150534000.0,153321000.0,5082000.0,1.03,149095000.0,383136000.0,32718000.0,115076000.0,350418000.0,142500000.0,,23.0533,2.6327,1.03,265610000.0,0.06412153402199824,0.03962529375688599,0.11777579420557933,0.7771177535174266,0.11563491892788776,0.038905003035455514,0.05941506157246606,0.2691787703832528,0.2040322506306633,0.05959600184015725,1.1366060015023525,1852933000.0,150056000.0,218984000.0,1451823000.0,407451000.0,375804000.0,1.0600000000000003,1.0600000000000003,0.37918702302263946,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
2012-10-31,4147656000.0,1140656000.0,1252639000.0,1603685000.0,2501686000.0,105000000.0,30000000.0,700382000.0,-829340000.0,-651650000.0,-117652000.0,-105782000.0,-23137000.0,-0.73,-294187000.0,54794000.0,-9128000.0,-65063000.0,45666000.0,135000000.0,0.9106,26.3258,2.7345,-0.73,-182715000.0,-0.04228428347922161,-0.025504043729759653,0.12754961776834592,0.785745291436564,0.14186220368003472,-0.028365901125840715,-0.0446211645982874,-0.05506306219403381,0.22031374345865387,0.05396360694347732,0.9106023363475032,1756017000.0,181898000.0,190024000.0,1363344000.0,413621000.0,346864000.0,1.21,1.21,0.3892015314359518,1.1971596,651.73,365.74,2.09964,75848.98,68.86,2.9797,9.4721
