report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,roe,roa,net_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-12-31,20715000000.0,5277000000.0,1787000000.0,9203000000.0,10502000000.0,3418000000.0,3397000000.0,,,,,,,,,3418000000.0,2.953,54.1252,2.5447,,,,,0.3254618167968006,2.952993844432009,,,,,,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2019-03-31,20880000000.0,5397000000.0,1815000000.0,9361000000.0,10499000000.0,3420000000.0,3545000000.0,1803000000.0,87000000.0,,125000000.0,0.16,,571000000.0,312000000.0,3420000000.0,,80.3746,2.6203,0.16,0.008286503476521573,0.004166666666666667,0.048252911813643926,0.32574530907705496,2.9735537190082644,,,,,,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2019-06-30,36987000000.0,4638000000.0,2538000000.0,16614000000.0,19354000000.0,5475000000.0,1827000000.0,4060000000.0,62000000.0,,145000000.0,0.1,,870000000.0,799000000.0,5475000000.0,,,3.9663,0.1,0.003203472150459853,0.0016762646335198854,0.015270935960591134,0.28288725844786605,1.8274231678486998,,,,,,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2019-09-30,40763000000.0,5698000000.0,2611000000.0,18279000000.0,21430000000.0,6139000000.0,2712000000.0,6773000000.0,2240000000.0,,703000000.0,3.16,,1661000000.0,1347000000.0,6139000000.0,,13.8673,3.5246,3.16,0.10452636490900606,0.05495179451953978,0.33072493725084895,0.28646756882874475,2.1823056300268098,,,,,,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2019-12-31,39974000000.0,6272000000.0,2385000000.0,17557000000.0,21420000000.0,6138000000.0,2243000000.0,-2896000000.0,416000000.0,,-141000000.0,0.3900000000000001,,-236000000.0,-498000000.0,6138000000.0,2.6298,12.6995,3.6573,0.3900000000000001,0.01942110177404295,0.010406764396857957,-0.143646408839779,0.2865546218487395,2.629769392033543,9740000000.0,2805000000.0,,3.81,3.81,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2020-03-31,39699000000.0,6455000000.0,1952000000.0,16919000000.0,21806000000.0,6030000000.0,3709000000.0,2581000000.0,822000000.0,,-23000000.0,1.02,,936000000.0,565000000.0,6030000000.0,,10.3324,3.4775,1.02,0.037696046959552414,0.020705811229502002,0.31848120883378533,0.27652939557919837,3.3068647540983607,10518000000.0,3540000000.0,,4.67,4.67,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2020-06-30,39885000000.0,6684000000.0,2378000000.0,16914000000.0,22004000000.0,5478000000.0,3808000000.0,4946000000.0,1166000000.0,,141000000.0,1.45,,1600000000.0,1093000000.0,5478000000.0,,12.6763,4.6632,1.45,0.05299036538811125,0.02923404788767707,0.2357460574201375,0.2489547355026359,2.810765349032801,11404000000.0,4644000000.0,,6.0200000000000005,6.0200000000000005,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2020-09-30,40551000000.0,7660000000.0,2703000000.0,16931000000.0,22661000000.0,5479000000.0,4828000000.0,8116000000.0,2005000000.0,,446000000.0,2.49,,3196000000.0,1685000000.0,5479000000.0,,19.8484,4.6026,2.49,0.08847800185340453,0.0494439101378511,0.24704287826515525,0.24178103349366753,2.8338882722900482,12747000000.0,4409000000.0,,5.3500000000000005,5.3500000000000005,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2020-12-31,41369000000.0,8505000000.0,3369000000.0,17490000000.0,23008000000.0,5480000000.0,5540000000.0,-4146000000.0,-1164000000.0,,140000000.0,-1.4500000000000002,,-850000000.0,-1043000000.0,5480000000.0,2.5245,17.0071,4.1848,-1.4500000000000002,-0.050591098748261475,-0.028137010805192295,0.28075253256150506,0.2381780250347705,2.5244879786286734,11497000000.0,2829000000.0,,3.5100000000000007,3.5100000000000007,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2021-03-31,41063000000.0,8364000000.0,3480000000.0,17071000000.0,23127000000.0,4988000000.0,5518000000.0,2872000000.0,559000000.0,,235000000.0,0.7,,841000000.0,553000000.0,4988000000.0,,18.7977,4.0919,0.7,0.02417088251826869,0.013613228453839223,0.19463788300835655,0.21567864400916678,2.4034482758620688,11788000000.0,2566000000.0,,3.1900000000000004,3.1900000000000004,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2021-06-30,40677000000.0,7445000000.0,2787000000.0,16583000000.0,23239000000.0,4989000000.0,4583000000.0,5937000000.0,1209000000.0,,576000000.0,1.51,,1836000000.0,1114000000.0,4989000000.0,,17.6802,4.0661,1.51,0.052024613795774347,0.029721955896452542,0.20363820111167255,0.21468221524161968,2.6713311804808035,12779000000.0,2609000000.0,,3.25,3.25,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2021-09-30,39865000000.0,7472000000.0,2799000000.0,16579000000.0,22712000000.0,4990000000.0,4636000000.0,8832000000.0,1212000000.0,,798000000.0,1.51,802000000.0,2980000000.0,1684000000.0,4990000000.0,,21.3126,3.553,1.51,0.05336386051426559,0.030402608804715917,0.13722826086956522,0.2197076435364565,2.6695248302965346,13495000000.0,1816000000.0,,2.27,2.27,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2021-12-31,40564000000.0,7696000000.0,2654000000.0,18703000000.0,22022000000.0,5565000000.0,4992000000.0,-5419000000.0,-1814000000.0,,-511000000.0,-2.26,-1000000.0,-1378000000.0,-1028000000.0,5565000000.0,2.8998,42.4159,4.0465,-2.26,-0.08237217328126419,-0.04471945567498274,0.3347481085071046,0.2527018436109345,2.8997739261492086,12222000000.0,1166000000.0,,1.4600000000000004,1.4600000000000004,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2022-03-31,39913000000.0,7059000000.0,2417000000.0,18282000000.0,21449000000.0,5566000000.0,4272000000.0,3023000000.0,448000000.0,,214000000.0,0.56,794000000.0,694000000.0,547000000.0,5566000000.0,,59.6854,5.0892,0.56,0.02088675462725535,0.011224413098489214,0.14819715514389678,0.2594992773555877,2.9205626810095158,12373000000.0,1055000000.0,,1.3200000000000005,1.3200000000000005,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2022-06-30,39690000000.0,6907000000.0,2451000000.0,18091000000.0,21421000000.0,5568000000.0,4307000000.0,6081000000.0,835000000.0,,247000000.0,1.05,795000000.0,1737000000.0,1106000000.0,5568000000.0,,59.7944,3.8296,1.05,0.038980439755380236,0.021038044847568656,0.1373129419503371,0.2599318425843798,2.8180334557323543,12517000000.0,681000000.0,,0.8600000000000005,0.8600000000000005,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2022-09-30,39143000000.0,6320000000.0,2324000000.0,17743000000.0,21219000000.0,5569000000.0,3058000000.0,8715000000.0,1048000000.0,,343000000.0,1.0,795000000.0,2210000000.0,1614000000.0,5569000000.0,,33.2918,2.7558,1.0,0.049389697912248454,0.02677362491377769,0.12025243832472748,0.26245346152033555,2.719449225473322,12400000000.0,517000000.0,,0.35000000000000053,0.35000000000000053,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2022-12-31,38482000000.0,6515000000.0,2926000000.0,18949000000.0,19354000000.0,5571000000.0,2877000000.0,-5904000000.0,-2760000000.0,,-349000000.0,-2.6100000000000003,-1589000000.0,-1421000000.0,-1082000000.0,5571000000.0,2.2266,,3.1443,-2.6100000000000003,-0.14260617960111605,-0.07172184397900316,0.46747967479674796,0.2878474733905136,2.226589200273411,11915000000.0,-429000000.0,,0.0,0.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2023-03-31,38374000000.0,6559000000.0,2752000000.0,18815000000.0,19377000000.0,5572000000.0,2657000000.0,2679000000.0,351000000.0,,213000000.0,0.0,795000000.0,481000000.0,461000000.0,5572000000.0,,,3.3659,0.0,0.018114259173246633,0.009146818158127899,0.13101903695408734,0.2875574134282913,2.3833575581395348,11571000000.0,-526000000.0,,-0.56,-0.56,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2023-06-30,38133000000.0,6134000000.0,2693000000.0,18718000000.0,19225000000.0,5574000000.0,2829000000.0,5362000000.0,506000000.0,,376000000.0,0.0,795000000.0,1144000000.0,947000000.0,5574000000.0,,,3.0281,0.0,0.026319895968790637,0.013269346760024127,0.09436777321894815,0.28993498049414823,2.2777571481619012,10852000000.0,-855000000.0,,-1.61,-1.61,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2023-09-30,38084000000.0,5955000000.0,2808000000.0,18824000000.0,19074000000.0,5575000000.0,3190000000.0,7855000000.0,664000000.0,,449000000.0,0.0,795000000.0,2147000000.0,1427000000.0,5575000000.0,,,3.7048,0.0,0.03481178567683758,0.017435143367293352,0.08453214513049014,0.2922826884764601,2.1207264957264957,9992000000.0,-1239000000.0,,-2.6100000000000003,-2.6100000000000003,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2023-12-31,55506000000.0,7512000000.0,5998000000.0,26301000000.0,29027000000.0,6951000000.0,3002000000.0,-4084000000.0,-4015000000.0,,-512000000.0,-2.0,-1544000000.0,-1009000000.0,-727000000.0,6951000000.0,1.2524,,4.0384,-2.0,-0.1383194956419885,-0.07233452239397542,0.9831047992164544,0.23946670341406276,1.2524174724908304,11812000000.0,-2494000000.0,,-2.0,-2.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2024-03-31,55335000000.0,11806000000.0,5482000000.0,26260000000.0,28890000000.0,8933000000.0,2336000000.0,4023000000.0,170000000.0,,260000000.0,0.0,1153000000.0,,654000000.0,8933000000.0,,,3.1922,0.0,0.005884389061959155,0.0030721966205837174,0.04225702212279393,0.3092073381793008,2.1535935789857716,13156000000.0,-2675000000.0,,-2.0,-2.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2024-06-30,55678000000.0,12070000000.0,5732000000.0,26115000000.0,29379000000.0,8692000000.0,2602000000.0,8425000000.0,1023000000.0,,451000000.0,0.0,1154000000.0,2204000000.0,1256000000.0,8692000000.0,,,3.2288,0.0,0.034820790360461554,0.01837350479543087,0.12142433234421365,0.29585758535008,2.105722260990928,16219000000.0,-2158000000.0,,-2.0,-2.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2024-09-30,56175000000.0,12577000000.0,6408000000.0,26279000000.0,29712000000.0,8550000000.0,3016000000.0,13030000000.0,1945000000.0,,695000000.0,1.0,1152000000.0,3852000000.0,1887000000.0,8550000000.0,,,3.6104,1.0,0.06546176628971459,0.03462394303515799,0.14927091327705294,0.28776252019386106,1.9627028714107366,21394000000.0,-877000000.0,,-1.0,-1.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2024-12-31,56349000000.0,12275000000.0,7543000000.0,26240000000.0,29928000000.0,7552000000.0,3619000000.0,-6796000000.0,210000000.0,,-9000000.0,1.0,-2311000000.0,307000000.0,-1221000000.0,7552000000.0,1.6273,12.6562,2.2681,1.0,0.007016840417000802,0.0037267742107224616,-0.030900529723366685,0.25233894680566693,1.6273366034734191,18682000000.0,3348000000.0,,2.0,2.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2025-03-31,55519000000.0,10740000000.0,5426000000.0,24088000000.0,31248000000.0,7507000000.0,4698000000.0,5010000000.0,1891000000.0,,647000000.0,1.0,1127000000.0,2031000000.0,593000000.0,7507000000.0,,10.7366,2.767,1.0,0.060515873015873016,0.034060411750932114,0.3774451097804391,0.2402393753200205,1.979358643568006,19669000000.0,5069000000.0,,3.0,3.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
2025-06-30,55165000000.0,10399000000.0,4670000000.0,22878000000.0,32112000000.0,7132000000.0,6185000000.0,10327000000.0,3952000000.0,,1739000000.0,3.0,1120000000.0,4415000000.0,1213000000.0,7132000000.0,,10.3303,3.1502,3.0,0.12306925759840558,0.071639626574821,0.3826861624866854,0.2220976581963129,2.2267665952890794,21571000000.0,7998000000.0,,6.0,6.0,0.4732953,134.88,42.933,13.40358,124071.57,17.5119,3.2174,5.4732
