report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-12-31,606701000.0,50275000.0,79232000.0,144633000.0,,,26358000.0,,17307000.0,-36521000.0,3610000.0,,,,49692000.0,,0.0,0.6329,,,,17307000.0,,-0.06019604385026562,,,0.02852640757143964,,,,0.63452897819063,,,,,,,,,,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2013-03-31,648463000.0,34516000.0,76336000.0,180429000.0,468034000.0,,5516000.0,,8662000.0,5396000.0,485000.0,,0.0,37205690.0,,,0.0,0.6329,,,0.0,8662000.0,0.011529076947401257,0.008321214934391015,,,0.013357739763101364,0.018507202468196756,,0.0,0.4521588765457975,,,,,,,,,,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2013-06-30,798639000.0,116536000.0,97487000.0,171030000.0,627609000.0,,81898000.0,,28045000.0,19867000.0,1020000.0,,0.0,38476719.0,,,0.0,,,12.2969,0.0,28045000.0,0.03165505912120444,0.024876070414793165,,,0.03511599107982455,0.044685464994925185,,0.0,1.195400412362674,,,,,,,,,,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2013-09-30,1465896000.0,91915000.0,109451000.0,642958000.0,822938000.0,450085000.0,53100000.0,,57468000.0,34463000.0,2109000.0,,0.0,40523764.0,,,450085000.0,,,12.4028,0.0,57468000.0,0.041878002960125796,0.02350985335931062,,,0.03920332683901177,0.04514293928703566,,0.5469245556773414,0.8397821856355813,,23205000.0,111482000.0,111482000.0,7224000.0,,,4.0372885308839095,15.432170542635658,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2013-12-31,1521614000.0,61968000.0,121320000.0,676073000.0,845541000.0,460000000.0,15555000.0,,1019000.0,-5139000.0,4445000.0,,1.29,-73951173.0,155777000.0,,460000000.0,0.5124,45.5861,11.9663,1.29,1019000.0,-0.0060777655962277405,-0.0033773348562776105,,,0.000669683638557479,0.0007805193402581765,,0.5440303900106559,0.5107814045499506,,54587000.0,95194000.0,95194000.0,8059000.0,1.29,1.29,4.832237325881883,11.812135500682468,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2014-03-31,1936897000.0,90653000.0,155211000.0,853988000.0,1082909000.0,587000000.0,25314000.0,,48063000.0,23589000.0,6505000.0,,0.0,48866719.0,,,587000000.0,,46.7437,12.2805,0.0,48063000.0,0.021782993769559583,0.012178758085742298,,,0.024814432569207345,0.028781807870967818,,0.5420584739807315,0.5840629852265625,,72780000.0,134595000.0,134595000.0,14079000.0,1.29,1.29,4.361231843679186,9.559982953334753,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2014-06-30,2047394000.0,114704000.0,168877000.0,795057000.0,1114901000.0,496000000.0,36993000.0,,111255000.0,51342000.0,14244000.0,,1.0,50047000.0,,,496000000.0,,52.3836,12.5738,1.0,111255000.0,0.04605072558011877,0.02507675611045065,,,0.05433980953348501,0.06906383446282546,,0.44488255010983035,0.6792162343007041,,104255000.0,217805000.0,217805000.0,27303000.0,2.29,2.29,2.2772663621128992,7.977328498699777,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2014-09-30,2820555000.0,143261000.0,196286000.0,934709000.0,1651528000.0,590000000.0,40644000.0,,174771000.0,95081000.0,24090000.0,,1.0,51888000.0,,,590000000.0,,36.7867,9.6314,1.0,174771000.0,0.05757153375540711,0.033710032245426874,,,0.061963337002823915,0.07796958146407272,,0.35724492712203487,0.7298584718217295,,164873000.0,335108000.0,335108000.0,49284000.0,3.29,3.29,1.760626424913759,6.799529258988718,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2014-12-31,3095481000.0,251711000.0,266729000.0,1110268000.0,1751011000.0,673500000.0,30183000.0,,-121419000.0,23743000.0,-10324000.0,,1.0,-97504719.0,,,673500000.0,0.9438,17.5061,6.8442,1.0,-121419000.0,0.013559594999688751,0.007670213449864496,,,-0.039224598697262233,-0.05007978928534455,,0.3846349337611243,0.9436956611392087,,193755000.0,212670000.0,212670000.0,34515000.0,3.0,3.0,3.1668782620962053,6.161668839634942,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
2015-03-31,3092481000.0,215372000.0,184030000.0,975964000.0,1883101000.0,611579000.0,31643000.0,,1437000.0,5849000.0,10497000.0,,0.0,58626000.0,,,611579000.0,,25.7152,9.0681,0.0,1437000.0,0.003106046887554093,0.0018913616607507046,,,0.0004646754499057553,0.0005760257828659387,,0.32477227721720714,1.1703091887192305,,176015000.0,166044000.0,166044000.0,38507000.0,3.0,3.0,3.683234564332346,4.312047160256577,0.46490353,204.91,114.0,3.6739,54539.22,32.776,1.165,3.6297
