report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,47070000000.0,3946000000.0,3874000000.0,27521000000.0,19549000000.0,8773000000.0,1130000000.0,,15676000000.0,5020000000.0,2907000000.0,407000000.0,1771000000.0,6.08,477900000.0,4366000000.0,2876000000.0,1490000000.0,8773000000.0,,14.5019,2.701,6.08,5020000000.0,0.14870325847869456,0.06175908221797323,0.1854427149783108,0.32023475376371524,0.106649670703208,0.17724736953604972,0.09504975759122225,0.32023475376371524,0.4487697580438897,1.0185854414042335,22391000000.0,4536000000.0,7715000000.0,-316000000.0,7715000000.0,523000000.0,9.56,9.56,1.1371354504212572,14.751434034416826,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2012-12-31,47153000000.0,3614000000.0,3119000000.0,27276000000.0,19877000000.0,8801000000.0,1063000000.0,,-10195000000.0,-3019000000.0,-1692000000.0,-277000000.0,-1060000000.0,-3.49,-962100000.0,-2385000000.0,-1758000000.0,-4143000000.0,8801000000.0,1.1587,14.9983,2.8261,-3.49,-3019000000.0,-0.08512350958394124,-0.035883188768477084,0.16596370769985286,0.29612555174104954,-0.06402561873051556,-0.1052723341934584,0.40637567435017163,0.29612555174104954,0.44277305428384567,1.1587047130490542,20926000000.0,3943000000.0,6745000000.0,-1093000000.0,6745000000.0,535000000.0,8.270000000000001,8.270000000000001,1.3048183839881393,12.607476635514018,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2013-03-31,48561000000.0,4646000000.0,3610000000.0,28417000000.0,20144000000.0,,1917000000.0,,5290000000.0,1633000000.0,957000000.0,128000000.0,588000000.0,2.0,470500000.0,1524000000.0,782000000.0,742000000.0,0.0,,16.2545,3.1093,2.0,1633000000.0,0.04750794281175536,0.019707172422314203,0.18090737240075613,0.30869565217391304,0.03362780832355182,0.08106632247815727,0.14026465028355387,0.30869565217391304,0.0,1.2869806094182825,21104000000.0,4037000000.0,6868000000.0,-951000000.0,6868000000.0,528000000.0,8.48,8.48,0.0,13.007575757575758,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2013-06-30,49026000000.0,4543000000.0,3825000000.0,28502000000.0,20524000000.0,,1845000000.0,,10760000000.0,3511000000.0,2063000000.0,261000000.0,1250000000.0,4.0,469100000.0,3218000000.0,1730000000.0,1488000000.0,0.0,,17.5191,3.3975,4.0,3511000000.0,0.10051646852465407,0.04207971280545017,0.19172862453531597,0.3263011152416357,0.07161506139599397,0.17106801793022802,0.1382899628252788,0.3263011152416357,0.0,1.1877124183006535,21531000000.0,4235000000.0,7145000000.0,-423000000.0,7145000000.0,519000000.0,8.59,8.59,0.0,13.766859344894026,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2013-09-30,48958000000.0,4064000000.0,3655000000.0,28184000000.0,20774000000.0,,1366000000.0,,16333000000.0,5473000000.0,3214000000.0,399000000.0,1951000000.0,6.0,467400000.0,,2635000000.0,,0.0,,16.9538,3.3384,6.0,5473000000.0,0.15471262154616347,0.06564810654029984,0.19677952611277783,0.33508847119328966,0.11178969729155602,0.2634543178973717,,0.33508847119328966,0.0,1.1119015047879617,22188000000.0,4542000000.0,7598000000.0,,7598000000.0,511000000.0,8.51,8.51,0.0,14.868884540117417,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2013-12-31,49731000000.0,3990000000.0,3791000000.0,28506000000.0,21225000000.0,,1432000000.0,,-10420000000.0,-3171000000.0,-1846000000.0,-262000000.0,-1129000000.0,-3.0,-941200000.0,,-1651000000.0,,0.0,1.0525,17.6334,3.523,-3.0,-3171000000.0,-0.08697290930506478,-0.03711970400756068,0.17715930902111324,0.3043186180422265,-0.063763045183085,-0.1493992932862191,,0.3043186180422265,0.0,1.0524927459773148,21963000000.0,4388000000.0,7446000000.0,,7446000000.0,526000000.0,9.0,9.0,0.0,14.155893536121672,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2014-03-31,50898000000.0,4679000000.0,4188000000.0,29626000000.0,21272000000.0,,1857000000.0,,5638000000.0,1854000000.0,1088000000.0,133000000.0,671000000.0,2.0,456200000.0,,893000000.0,,0.0,,18.8216,3.8122,2.0,1854000000.0,0.05114704776231666,0.02137608550434202,0.19297623270663355,0.3288400141894289,0.03642579276199458,0.08715682587438887,,0.3288400141894289,0.0,1.1172397325692454,22311000000.0,4519000000.0,7667000000.0,,7667000000.0,531000000.0,9.0,9.0,0.0,14.43879472693032,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2014-06-30,51562000000.0,4503000000.0,3777000000.0,30122000000.0,21440000000.0,,1537000000.0,,11653000000.0,4050000000.0,2379000000.0,271000000.0,1460000000.0,2.0,908700000.0,,2068000000.0,,0.0,,19.2222,3.9561,2.0,4050000000.0,0.1109608208955224,0.046138629223071256,0.20415343688320603,0.34754998712777824,0.0785462162057329,0.18889925373134328,,0.34754998712777824,0.0,1.1922160444797458,23204000000.0,4835000000.0,8206000000.0,,8206000000.0,541000000.0,7.0,7.0,0.0,15.168207024029575,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2014-09-30,52568000000.0,4780000000.0,3833000000.0,31015000000.0,21553000000.0,,1887000000.0,,17835000000.0,6380000000.0,3749000000.0,415000000.0,2296000000.0,4.0,904800000.0,,3226000000.0,,0.0,,19.7642,4.1466,4.0,6380000000.0,0.17394330255648865,0.0713171511185512,0.21020465377067563,0.35772357723577236,0.12136661086592604,0.29601447594302416,,0.35772357723577236,0.0,1.2470649621706236,24706000000.0,5370000000.0,9113000000.0,,9113000000.0,557000000.0,5.0,5.0,0.0,16.360861759425493,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2014-12-31,52716000000.0,4679000000.0,3765000000.0,31527000000.0,21189000000.0,,1586000000.0,,-11138000000.0,-3531000000.0,-2036000000.0,-258000000.0,-1264000000.0,-3.0,-1368600000.0,,-1841000000.0,,0.0,1.1692,20.4475,4.4155,-3.0,-3531000000.0,-0.09608759261881165,-0.03862205023142879,0.18279762973603877,0.3170228048123541,-0.06698156157523333,-0.1666430695172023,,0.3170228048123541,0.0,1.242762284196547,23988000000.0,5180000000.0,8753000000.0,,8753000000.0,561000000.0,5.0,5.0,0.0,15.602495543672013,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2015-03-31,53145000000.0,4479000000.0,3390000000.0,32088000000.0,21057000000.0,,1587000000.0,,5614000000.0,1977000000.0,1151000000.0,148000000.0,704000000.0,1.0,882800000.0,,1101000000.0,,0.0,,18.1539,3.9718,1.0,1977000000.0,0.054661157809754474,0.021657728855019286,0.20502315639472746,0.3521553259707873,0.03720011289867344,0.09388801823621598,,0.3521553259707873,0.0,1.3212389380530973,23964000000.0,5243000000.0,8876000000.0,,8876000000.0,576000000.0,4.0,4.0,0.0,15.409722222222221,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2015-06-30,54177000000.0,4983000000.0,3413000000.0,33187000000.0,20990000000.0,,2041000000.0,,11043000000.0,3926000000.0,2355000000.0,301000000.0,1438000000.0,2.0,879000000.0,,2207000000.0,,0.0,,16.2547,3.585,2.0,3926000000.0,0.11219628394473559,0.04346863059970098,0.2132572670469981,0.35551933351444354,0.07246617568340809,0.18704144830871844,,0.35551933351444354,0.0,1.4600058599472605,23354000000.0,5219000000.0,8752000000.0,,8752000000.0,606000000.0,4.0,4.0,0.0,14.442244224422442,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2015-09-30,53763000000.0,3942000000.0,3508000000.0,33164000000.0,20599000000.0,,1078000000.0,,16605000000.0,6134000000.0,3655000000.0,458000000.0,2219000000.0,4.0,874600000.0,,3323000000.0,,0.0,,15.0831,3.3708,4.0,6134000000.0,0.17743579785426478,0.06798355746517122,0.2201144233664559,0.3694068051791629,0.11409333556535163,0.29778144570124765,,0.3694068051791629,0.0,1.1237172177879133,22124000000.0,5125000000.0,8506000000.0,,8506000000.0,649000000.0,4.0,4.0,0.0,13.106317411402157,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2015-12-31,54600000000.0,4130000000.0,3206000000.0,33898000000.0,20702000000.0,,1391000000.0,,-11449000000.0,-3985000000.0,-2389000000.0,-285000000.0,-1477000000.0,-2.0,-1767000000.0,,-1981000000.0,,0.0,1.2882,13.9967,3.062,-2.0,-3985000000.0,-0.11539947831127427,-0.043754578754578756,0.20866451218447027,0.34806533321687483,-0.07298534798534799,-0.1924934788909284,,0.34806533321687483,0.0,1.2882096069868996,21813000000.0,4772000000.0,8052000000.0,,8052000000.0,622000000.0,5.0,5.0,0.0,12.945337620578778,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2016-03-31,55772000000.0,5083000000.0,3287000000.0,35297000000.0,20475000000.0,,2673000000.0,,4829000000.0,1687000000.0,979000000.0,167000000.0,587000000.0,1.0,846700000.0,,687000000.0,,0.0,,14.5784,3.1891,1.0,1687000000.0,0.047814407814407815,0.017553611131033493,0.20273348519362186,0.34934769103334024,0.03024815319515169,0.0823931623931624,,0.34934769103334024,0.0,1.5463948889564954,21028000000.0,4600000000.0,7762000000.0,,7762000000.0,641000000.0,5.0,5.0,0.0,12.109204368174726,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2016-06-30,55690000000.0,4566000000.0,3095000000.0,35268000000.0,20422000000.0,,1830000000.0,,9599000000.0,3347000000.0,1958000000.0,340000000.0,1172000000.0,2.0,843400000.0,,1590000000.0,,0.0,,16.7726,3.6025,2.0,3347000000.0,0.09587699539712075,0.035158915424672296,0.20397958120637566,0.3486821543910824,0.060100556652899984,0.16389188130447557,,0.3486821543910824,0.0,1.4752827140549274,19584000000.0,4203000000.0,7183000000.0,,7183000000.0,680000000.0,5.0,5.0,0.0,10.563235294117646,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2016-09-30,56305000000.0,4602000000.0,3257000000.0,36021000000.0,20284000000.0,,1909000000.0,,14773000000.0,5307000000.0,3089000000.0,524000000.0,1846000000.0,3.0,839600000.0,,2604000000.0,,0.0,,19.3139,4.0656,3.0,5307000000.0,0.1522875172549793,0.05486191279637687,0.2090976781967102,0.3592364448656333,0.09425450670455554,0.26163478603825674,,0.3592364448656333,0.0,1.4129567086275714,17752000000.0,3637000000.0,6356000000.0,,6356000000.0,746000000.0,4.0,4.0,0.0,8.520107238605899,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2016-12-31,55718000000.0,3596000000.0,3640000000.0,35786000000.0,19932000000.0,,1277000000.0,,-9260000000.0,-3069000000.0,-1793000000.0,-333000000.0,-1072000000.0,-1.0,-1694300000.0,,-1376000000.0,,0.0,0.9879,19.9594,4.2369,-1.0,-3069000000.0,-0.08995584988962473,-0.03217990595498762,0.19362850971922246,0.3314254859611231,-0.05508094332172727,-0.15397350993377484,,0.3314254859611231,0.0,0.987912087912088,19941000000.0,4233000000.0,7272000000.0,,7272000000.0,698000000.0,5.0,5.0,0.0,10.418338108882521,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2017-03-31,55900000000.0,3588000000.0,3848000000.0,36177000000.0,19723000000.0,,1049000000.0,,5132000000.0,1793000000.0,1072000000.0,172000000.0,616000000.0,1.0,814800000.0,,811000000.0,,0.0,,19.8592,4.2438,1.0,1793000000.0,0.05435278608730923,0.01917710196779964,0.2088854247856586,0.3493764614185503,0.032075134168157424,0.09090909090909091,,0.3493764614185503,0.0,0.9324324324324325,20244000000.0,4326000000.0,7378000000.0,,7378000000.0,703000000.0,5.0,5.0,0.0,10.4950213371266,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2017-06-30,56478000000.0,3869000000.0,3406000000.0,36863000000.0,19615000000.0,,1286000000.0,,10382000000.0,3798000000.0,2240000000.0,351000000.0,1317000000.0,2.0,811000000.0,,1589000000.0,,0.0,,19.4769,4.2433,2.0,3798000000.0,0.11419831761407086,0.03966146109989731,0.21575804276632635,0.36582546715469083,0.06724742377562945,0.19362732602600052,,0.36582546715469083,0.0,1.135936582501468,21027000000.0,4608000000.0,7829000000.0,,7829000000.0,714000000.0,5.0,5.0,0.0,10.96498599439776,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2017-09-30,57397000000.0,4449000000.0,3831000000.0,38246000000.0,19151000000.0,,1847000000.0,,15790000000.0,5810000000.0,3434000000.0,531000000.0,2106000000.0,4.0,806500000.0,,2379000000.0,,0.0,,20.1512,4.4018,4.0,5810000000.0,0.17931178528536368,0.05982891091868913,0.21747941735275492,0.36795440151994935,0.10122480269003606,0.3033784136598611,,0.36795440151994935,0.0,1.1613155833985904,22044000000.0,4953000000.0,8332000000.0,,8332000000.0,721000000.0,6.0,6.0,0.0,11.55617198335645,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2017-12-31,57806000000.0,4006000000.0,3939000000.0,32950000000.0,24856000000.0,,1275000000.0,,-10064000000.0,-3340000000.0,3966000000.0,-335000000.0,-7119000000.0,6.0,-1630600000.0,,-1541000000.0,,0.0,1.017,9.9778,5.0321,6.0,-3340000000.0,0.15955906018667526,0.06860879493478185,-0.3940779014308426,0.33187599364069953,-0.057779469259246444,-0.13437399420663018,,0.33187599364069953,0.0,1.017009393247017,21240000000.0,10712000000.0,8061000000.0,,8061000000.0,719000000.0,13.0,13.0,0.0,11.211404728789987,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2018-03-31,57789000000.0,3897000000.0,4746000000.0,33400000000.0,24389000000.0,,1048000000.0,,5475000000.0,1939000000.0,1310000000.0,186000000.0,401000000.0,1.0,779600000.0,,910000000.0,,0.0,,9.4274,4.7829,1.0,1939000000.0,0.053712739349706835,0.022668673969094465,0.23926940639269406,0.3541552511415525,0.033553098340514634,0.07950305465578744,,0.3541552511415525,0.0,0.8211125158027813,21583000000.0,10950000000.0,8207000000.0,,8207000000.0,733000000.0,13.0,13.0,0.0,11.196452933151432,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2018-06-30,58689000000.0,4494000000.0,4372000000.0,38780000000.0,19909000000.0,,1604000000.0,,11147000000.0,4038000000.0,2819000000.0,389000000.0,830000000.0,3.0,771600000.0,,1614000000.0,,0.0,,9.8275,5.0426,3.0,4038000000.0,0.14159425385504043,0.048032851130535535,0.25289315510899796,0.36224993271732303,0.06880335326892603,0.20282284393992667,,0.36224993271732303,0.0,1.0279048490393412,22348000000.0,11529000000.0,8447000000.0,,8447000000.0,771000000.0,14.0,14.0,0.0,10.955901426718547,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2018-09-30,59312000000.0,4816000000.0,4529000000.0,38667000000.0,20645000000.0,,1810000000.0,,17075000000.0,6307000000.0,4412000000.0,630000000.0,1313000000.0,5.0,761400000.0,,2428000000.0,,0.0,,10.3934,5.394,5.0,6307000000.0,0.21370791959312183,0.07438629619638522,0.25838945827232795,0.3693704245973646,0.10633598597248449,0.305497699200775,,0.3693704245973646,0.0,1.063369397217929,23633000000.0,12507000000.0,8944000000.0,,8944000000.0,870000000.0,15.0,15.0,0.0,10.280459770114943,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2018-12-31,59147000000.0,4163000000.0,4626000000.0,38724000000.0,20423000000.0,,1273000000.0,,-10865000000.0,-3767000000.0,-2575000000.0,-335000000.0,-769000000.0,-2.0,-1558300000.0,,-1515000000.0,,0.0,0.8999,17.0711,4.4607,-2.0,-3767000000.0,-0.12608333741370023,-0.04353559774798384,0.2369995398067188,0.3467096180395766,-0.06368877542394373,-0.18444890564559566,,0.3467096180395766,0.0,0.8999135322092521,22832000000.0,5966000000.0,8517000000.0,,8517000000.0,870000000.0,7.0,7.0,0.0,9.789655172413793,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2019-03-31,61319000000.0,3953000000.0,5262000000.0,43577000000.0,17742000000.0,,1059000000.0,,5384000000.0,1960000000.0,1391000000.0,247000000.0,399000000.0,1.0,719500000.0,,752000000.0,,0.0,,20.4323,5.4331,1.0,1960000000.0,0.07840153308533424,0.022684649129959718,0.2583580980683507,0.3640416047548291,0.03196399158498997,0.1104723255551798,,0.3640416047548291,0.0,0.7512352717597871,22741000000.0,6047000000.0,8538000000.0,,8538000000.0,931000000.0,7.0,7.0,0.0,9.17078410311493,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2019-06-30,61708000000.0,4086000000.0,5665000000.0,43537000000.0,18171000000.0,,1049000000.0,,10980000000.0,4220000000.0,2961000000.0,506000000.0,887000000.0,4.15,713800000.0,3900000000.0,1560000000.0,2340000000.0,0.0,,19.8746,5.356,4.15,4220000000.0,0.16295195641406637,0.04798405393141894,0.26967213114754096,0.3843351548269581,0.06838659493096519,0.23223818171812227,0.21311475409836064,0.3843351548269581,0.0,0.7212709620476611,22574000000.0,6189000000.0,8720000000.0,,8720000000.0,1048000000.0,8.15,8.15,0.0,8.320610687022901,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2019-09-30,61978000000.0,4073000000.0,4587000000.0,43962000000.0,18016000000.0,,1250000000.0,,16496000000.0,6454000000.0,4516000000.0,772000000.0,1353000000.0,6.36,709800000.0,6264000000.0,2495000000.0,3769000000.0,0.0,,18.8007,5.1283,6.36,6454000000.0,0.2506660746003552,0.07286456484559037,0.27376333656644036,0.39124636275460717,0.1041337248701152,0.35823712255772644,0.2284796314258002,0.39124636275460717,0.0,0.8879441901024635,21995000000.0,6293000000.0,8867000000.0,,8867000000.0,1190000000.0,9.510000000000002,9.510000000000002,0.0,7.451260504201681,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2019-12-31,61673000000.0,3459000000.0,4351000000.0,43545000000.0,18128000000.0,,831000000.0,,-11152000000.0,-4080000000.0,-2949000000.0,-475000000.0,-811000000.0,-3.130000000000001,-1437000000.0,-1555000000.0,-1354000000.0,-2909000000.0,0.0,0.795,21.2036,5.7815,-3.130000000000001,-4080000000.0,-0.1626765225066196,-0.04781671071619672,0.2644368723098996,0.36585365853658536,-0.06615536782708803,-0.22506619593998234,0.2608500717360115,0.36585365853658536,0.0,0.7949896575499885,21708000000.0,5919000000.0,8554000000.0,,8554000000.0,1050000000.0,8.379999999999999,8.379999999999999,0.0,8.146666666666667,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2020-03-31,62216000000.0,3804000000.0,4641000000.0,46225000000.0,15991000000.0,,1130000000.0,,5229000000.0,2143000000.0,1474000000.0,278000000.0,444000000.0,2.15,686200000.0,2155000000.0,807000000.0,1348000000.0,0.0,,15.9452,4.4404,2.15,2143000000.0,0.09217684947783128,0.02369165487977369,0.2818894626123542,0.40982979537196407,0.03444451588015945,0.1340128822462635,0.2577930770701855,0.40982979537196407,0.0,0.8196509372979961,21553000000.0,6002000000.0,8737000000.0,4548000000.0,8737000000.0,1081000000.0,9.53,9.53,0.0,8.082331174838114,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2020-06-30,63555000000.0,5083000000.0,5279000000.0,47103000000.0,16452000000.0,,2706000000.0,,9473000000.0,3797000000.0,2606000000.0,567000000.0,808000000.0,3.82,682700000.0,4392000000.0,1599000000.0,2793000000.0,0.0,,20.6193,5.6792,3.82,3797000000.0,0.15840019450522733,0.041003854928801826,0.27509764594109576,0.40082339280059115,0.05974352922665408,0.23079260880136154,0.29483796051937083,0.40082339280059115,0.0,0.9628717560143967,20046000000.0,5647000000.0,8314000000.0,5001000000.0,8314000000.0,1142000000.0,9.2,9.2,0.0,7.280210157618214,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
2020-09-30,63714000000.0,5130000000.0,4841000000.0,46515000000.0,17199000000.0,,2601000000.0,,14392000000.0,5828000000.0,3969000000.0,862000000.0,1218000000.0,5.83,680700000.0,5993000000.0,2294000000.0,3699000000.0,0.0,,24.8777,6.8171,5.83,5828000000.0,0.23076923076923078,0.062294001318391565,0.27577821011673154,0.4049471928849361,0.09147126220296951,0.3388569102854817,0.257017787659811,0.4049471928849361,0.0,1.0596984094195414,17942000000.0,5100000000.0,7688000000.0,4931000000.0,7688000000.0,1232000000.0,8.669999999999998,8.669999999999998,0.0,6.240259740259741,0.99305755,268.14,204.66,2.93859,145208.72,20.3431,7.43,5.9245
