report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-02-29,34563740000.0,,,30943819000.0,3287677000.0,4746077000.0,100000000.0,2589193000.0,1006811000.0,,77136000.0,226845000.0,52152000.0,0.33,222162000.0,47332000.0,11642000.0,17693000.0,35690000.0,4846077000.0,1.1291,233.1298,4519.1308,0.33,,0.02346215884346303,0.002231702934925445,0.07661418081447263,,,,0.0354485598588017,,1.474012501836403,,-3271130000.0,-405919000.0,1640606000.0,-408523000.0,-1.7199999999999998,-1.7199999999999998,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-03-31,8986637000.0,1125430000.0,802167000.0,2323732000.0,6427679000.0,1425187000.0,39257000.0,205291000.0,2424288000.0,,490877000.0,28868000.0,133517000.0,1.97,,-42687000.0,18575000.0,,-61262000.0,1464444000.0,,12.5726,2.5728,1.97,,0.07636924619291038,0.054622991893407954,0.20248295582043058,,,,-0.025270099922121463,,0.22783402842612396,1.40298715853432,-2120375000.0,179164000.0,1587279000.0,-464007000.0,0.6400000000000003,0.6400000000000003,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-05-31,35717405000.0,,,32076885000.0,3310158000.0,4858883000.0,250000000.0,2357822000.0,1952883000.0,,140634000.0,461886000.0,90355000.0,0.61,221497000.0,-366962000.0,26083000.0,37619000.0,-393045000.0,5108883000.0,,12.5726,2.5728,0.61,,0.04248558528021925,0.003937408106775954,0.07201353076451585,,,,-0.20126397741185723,,1.5433955116341878,,1628810000.0,384529000.0,514472000.0,-76735000.0,1.4900000000000002,1.4900000000000002,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-06-30,8603278000.0,1285641000.0,794381000.0,2261593000.0,6092283000.0,1370845000.0,39777000.0,186665000.0,4565933000.0,,293626000.0,50241000.0,167462000.0,1.18,,63169000.0,32821000.0,,30348000.0,1410622000.0,,43.1628,1.4939,1.18,,0.04819638221008446,0.034129549225306914,0.06430799575902668,,,,0.006646615270088282,,0.23154242834746844,1.6184186177665376,9949915000.0,1002273000.0,-388269000.0,767840000.0,4.09,4.09,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-08-31,34407358000.0,,,30700815000.0,3368977000.0,4860917000.0,250000000.0,2844513000.0,,,,,,,,170047000.0,39848000.0,54836000.0,130199000.0,5110917000.0,,43.1628,1.4939,,,,,,,,,,,1.5170530995017182,,,,-293760000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-09-30,8740184000.0,2139481000.0,1302723000.0,2310939000.0,6191942000.0,911832000.0,445409000.0,772144000.0,6682549000.0,,400300000.0,71294000.0,231021000.0,1.62,,263113000.0,51161000.0,,211952000.0,1357241000.0,,10.9069,0.8533,1.62,,0.06464853837455196,0.045799951122310466,0.059902291775189374,,,,0.03171723843700959,,0.21919472113918378,1.6423145979613472,,,-20546000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-11-30,36293541000.0,,,32510788000.0,3436015000.0,4804607000.0,150000000.0,,,,,,,,,54893000.0,-116894000.0,-37456000.0,-62001000.0,4954607000.0,,10.9069,0.8533,,,,,,,,,,,1.441963146261003,,,,310498000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2012-12-31,9349118000.0,2521266000.0,1280479000.0,2339834000.0,6767268000.0,918126000.0,440569000.0,145960000.0,-7438775000.0,,-548107000.0,-746553000.0,-298013000.0,-2.27,,87845000.0,-108805000.0,,-20960000.0,1358695000.0,0.9085,6.8094,0.6601,-2.27,,-0.08099383680386235,-0.05862659985679933,0.07368242755023509,,,,0.0028176682316644877,,0.20077452230353518,1.9690022249486325,,,259190000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2013-03-31,47349294000.0,,,36606577000.0,10041561000.0,7753948000.0,100000000.0,3140421000.0,2144036000.0,,305103000.0,21319000.0,67602000.0,1.08,,-163258000.0,20777000.0,,-184035000.0,7853948000.0,,14.9302,1.2287,1.08,,0.030384020970444736,0.006443665242400446,0.14230311431337905,,,,-0.08583577887684722,,0.7821441307780732,,,,-55044000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2013-06-30,46179276000.0,,,35807569000.0,10023607000.0,7559476000.0,,3553645000.0,5241495000.0,,357715000.0,42528000.0,70075000.0,1.0,,447516000.0,54332000.0,,393184000.0,7559476000.0,,10.4773,1.0407,1.0,,0.03568725310160305,0.0077462236523586905,0.06824675021153316,,,,0.0750137126907495,,0.7541672374026636,,,,126188000.0,,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2013-09-30,45541073000.0,,,35084837000.0,10101353000.0,7350559000.0,50000000.0,4410093000.0,7983560000.0,,360686000.0,59762000.0,86258000.0,1.0,,938733000.0,89387000.0,,849346000.0,7400559000.0,,12.1476,1.0025,1.0,,0.0357067018645918,0.007920015411143256,0.04517859200657351,,,,0.10638687502818292,,0.7326304703934216,,7930316000.0,475397000.0,1037535000.0,-622944000.0,0.81,0.81,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2013-12-31,47866781000.0,,,37327653000.0,10102462000.0,8180865000.0,12000000.0,3907595000.0,-4366339000.0,472043000.0,-654264000.0,-38645000.0,-113194000.0,-2.02,,-520651000.0,-27366000.0,,-548017000.0,8192865000.0,0.4803,27.7268,0.9606,-2.02,472043000.0,-0.06476282712075532,-0.01366843531843096,0.14984269430293892,-0.10810956272520297,0.009861599007461981,0.02580128794637013,0.12550949433839195,-0.10810956272520297,0.8109770667783754,,11002752000.0,369240000.0,510478000.0,84964000.0,1.06,1.06,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2014-03-31,51130014000.0,,,40576999000.0,10187783000.0,8331266000.0,12000000.0,3590527000.0,3139867000.0,,94316000.0,28576000.0,50190000.0,0.0,,-1034479000.0,74130000.0,,-1108609000.0,8343266000.0,,62.7212,0.8622,0.0,,0.00925775509745349,0.0018446308268172977,0.03003821499445677,,,,-0.3530751461765737,,0.8189481460294158,,11998583000.0,158453000.0,-414096000.0,92221000.0,-0.020000000000000018,-0.020000000000000018,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2014-06-30,51407735000.0,,,40679217000.0,10350681000.0,8798056000.0,12000000.0,4186725000.0,6237700000.0,,159390000.0,57720000.0,93965000.0,0.0,,-1112186000.0,,,,8810056000.0,,55.2217,0.8032,0.0,,0.015398986791303877,0.0031005061786908137,0.025552687689372685,,,,,,0.8511571364241638,,12994788000.0,-39872000.0,,107413000.0,-1.02,-1.02,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2014-09-30,52727801000.0,,,41922702000.0,10385107000.0,8619197000.0,92000000.0,4247878000.0,9450483000.0,,214069000.0,87219000.0,163885000.0,0.0,,-1264274000.0,,,,8711197000.0,,38.7551,0.7008,0.0,,0.020613076013564425,0.004059888634460595,0.022651646481984044,,,,,,0.8388162972225515,,14461711000.0,-186489000.0,,134870000.0,-2.02,-2.02,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2014-12-31,52623908000.0,,,41942200000.0,10302158000.0,8527929000.0,12000000.0,4276775000.0,-6493143000.0,,-263469000.0,-56341000.0,-142069000.0,0.0,,2423779000.0,,,,8539929000.0,0.4443,39.6362,0.6713,0.0,,-0.025574156404900798,-0.005006640707869891,0.04057649739117096,,,,,,0.8289456442038649,,12334907000.0,204306000.0,,117174000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2015-03-31,52322692000.0,,,41308780000.0,10651838000.0,8558783000.0,411998000.0,3524524000.0,3376521000.0,,380759000.0,30449000.0,212678000.0,0.0,,-1727387000.0,,,,8970781000.0,,16.5171,0.6523,0.0,,0.03574584968340675,0.00727712939540649,0.11276666130611952,,,,,,0.8421815089564825,,12571561000.0,490749000.0,,119047000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2015-06-30,52555956000.0,,,41532817000.0,10655012000.0,8454482000.0,362000000.0,3491032000.0,6431644000.0,,397165000.0,61120000.0,198107000.0,1.0,,-1693917000.0,,,,8816482000.0,,19.9518,0.7126,1.0,,0.03727494628818813,0.0075569931598237884,0.061751707650485634,,,,,,0.827449279268761,,12765505000.0,728524000.0,,122447000.0,1.0,1.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2015-09-30,50513738000.0,,,39783625000.0,10365476000.0,7856749000.0,12000000.0,3559301000.0,8997667000.0,,223992000.0,90069000.0,107834000.0,0.0,,-1180268000.0,,,,7868749000.0,,34.0237,0.6269,0.0,,0.021609427294993495,0.004434278849052905,0.02489445319547834,,,,,,0.7591305020628093,,12312689000.0,738447000.0,,125297000.0,1.0,1.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2015-12-31,46339812000.0,,,35557289000.0,10401211000.0,7407594000.0,310659000.0,3638648000.0,-7121905000.0,,-722329000.0,-70226000.0,-408672000.0,-1.0,,3839817000.0,,,,7718253000.0,0.5441,22.2181,0.5422,-1.0,,-0.06944662501318356,-0.01558765495207447,0.10142356574540098,,,,,,0.7420533051391804,,11683927000.0,279587000.0,,111412000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2016-03-31,43134365000.0,,,32551412000.0,10091305000.0,7620461000.0,311885000.0,2604066000.0,2207309000.0,,-222880000.0,22318000.0,-83361000.0,0.0,,-922793000.0,,,,7932346000.0,,,0.5724,0.0,,-0.022086340666544118,-0.005167109797489774,-0.10097362897537228,,,,,,0.7860575019781881,,10514715000.0,-324052000.0,,103281000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2016-06-30,45041927000.0,,,34418582000.0,10086518000.0,7169813000.0,397206000.0,3030936000.0,5048625000.0,,-165591000.0,45024000.0,,0.0,,-26137000.0,,,,7567019000.0,,,0.6411,0.0,,-0.01641706285558604,-0.003676374680861234,-0.032799227512441506,,,,,,0.750211222544787,,9131696000.0,-886808000.0,,87185000.0,-1.0,-1.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2016-09-30,46106015000.0,,,35397459000.0,10059670000.0,7232261000.0,432235000.0,3278975000.0,7932335000.0,,-11233000.0,68145000.0,59192000.0,0.0,,330931000.0,,,,7664496000.0,,141.7742,0.6947,0.0,,-0.0011166370268607222,-0.0002436341548928052,-0.0014161025725716325,,,,,,0.7619033228724202,,8066364000.0,-1122033000.0,,65261000.0,-1.0,-1.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2016-12-31,45071307000.0,,,34305849000.0,10128100000.0,7380443000.0,525842000.0,3807558000.0,-4313015000.0,,525642000.0,-26784000.0,146278000.0,0.0,,1226846000.0,,,,7906285000.0,0.4471,64.527,2.18,0.0,,0.051899369082058826,0.011662453010293223,-0.12187344583777242,,,,,,0.7806286470315261,,10875254000.0,125938000.0,,108703000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2017-03-31,45979997000.0,,,34920677000.0,10398158000.0,8198419000.0,422924000.0,4261427000.0,3080369000.0,,281408000.0,27384000.0,104174000.0,0.0,,-192983000.0,,,,8621343000.0,,14.748,2.759,0.0,,0.027063254857254526,0.006120226584616785,0.09135528892804726,,,,,,0.829122138748036,,11748314000.0,630226000.0,,113769000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2017-06-30,48376102000.0,,,37262994000.0,10491307000.0,8084886000.0,439140000.0,4661937000.0,6070084000.0,,339601000.0,55218000.0,154794000.0,0.0,,409051000.0,,,,8524026000.0,,14.8187,4.9544,0.0,,0.03236975145232143,0.00702001579209503,0.0559466722371552,,,,,,0.8124846599189215,,12769773000.0,1135418000.0,,123963000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2017-09-30,47666944000.0,,,36511795000.0,10451910000.0,8092642000.0,417122000.0,5016932000.0,9211976000.0,,438952000.0,82543000.0,218054000.0,1.0,,1011665000.0,,,,8509764000.0,,15.7162,25.7776,1.0,,0.04199730001502118,0.009208729638719864,0.047650145853614906,,,,,,0.8141826709185211,,14049414000.0,1585603000.0,,138361000.0,1.0,1.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2017-12-31,47169108000.0,,,36478536000.0,10105957000.0,7885783000.0,436215000.0,5275480000.0,-5954575000.0,,-892610000.0,-57286000.0,283945000.0,-1.0,,-154901000.0,,,,8321998000.0,0.5657,55.5678,1.8897,-1.0,,-0.08832513338420102,-0.01892361415865655,0.14990322567101766,,,,,,0.8234745111224994,,12407854000.0,167351000.0,,107859000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2018-03-31,49001494000.0,,,38173551000.0,10259080000.0,8499724000.0,468046000.0,5144625000.0,2946469000.0,,124525000.0,23607000.0,-32495000.0,0.0,,-405253000.0,,,,8967770000.0,,524.816,1.6781,0.0,,0.012138027971319066,0.00254124904844738,0.04226245041098345,,,,,,0.874130038950861,,12273954000.0,10468000.0,,104082000.0,0.0,0.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2018-06-30,49401798000.0,,,38695105000.0,10538192000.0,7714970000.0,506218000.0,4741057000.0,2404937000.0,,850054000.0,45777000.0,-38831000.0,2.0,,-524114000.0,,,,8221188000.0,,11.3585,1.6081,2.0,,0.08066412151154581,0.017206944573150963,0.3534620657422627,,,,,,0.7801326831016174,,8608807000.0,520921000.0,,94641000.0,2.0,2.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2018-09-30,48948669000.0,,,38155533000.0,10621185000.0,7777425000.0,382006000.0,4895788000.0,3863914000.0,,1042689000.0,74614000.0,51560000.0,2.0,,199908000.0,,,,8159431000.0,,9.417,1.4113,2.0,,0.09817068434454347,0.021301682380781384,0.26985305573571255,,,,,,0.768222284048343,,3260745000.0,1124658000.0,,86712000.0,3.0,3.0,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2019-02-28,43133748000.0,,,36976566000.0,,6581019000.0,530484000.0,4131932000.0,1054872000.0,62585000.0,45981000.0,369154000.0,16220000.0,,,-1050846000.0,19606000.0,5367000.0,-1070452000.0,7111503000.0,,5.6092,1.2112,,67952000.0,,0.0010660098445421436,0.04358917480035492,0.05932947314934892,0.001450952048034407,0.008800530633257133,-1.0147695644590053,0.06441729423095882,,,10270192000.0,2063249000.0,,513152000.0,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2019-05-31,48523940000.0,,,38502641000.0,9853871000.0,7860984000.0,510435000.0,5393737000.0,2705383000.0,,715575000.0,46156000.0,-486500000.0,2.0,,-1440361000.0,,,,8371419000.0,,3.2114,0.9731,2.0,,0.07261866935339421,0.014746844547248224,0.2645004422664,,,,,,0.8495563824612683,,10029106000.0,2654299000.0,,535701000.0,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2019-08-31,49263208000.0,,,39063363000.0,10020442000.0,7968785000.0,518914000.0,6011350000.0,3928539000.0,,764052000.0,69819000.0,-522600000.0,2.0,,-1251322000.0,,,,8487699000.0,,5.7424,1.039,2.0,,0.07624933111732995,0.015509586789394634,0.19448756904284265,,,,,,0.847038384135151,,11552708000.0,2568297000.0,,559743000.0,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2019-11-30,49460234000.0,,,39706945000.0,9579705000.0,8337061000.0,548490000.0,7678821000.0,-2330138000.0,,-566015000.0,-397952000.0,508925000.0,-1.0,,2914692000.0,,,,8885551000.0,0.4743,6.5184,1.2375,-1.0,,-0.059084804803488204,-0.011443839913899316,0.24291050572970357,,,,,,0.9275391048054193,,5358656000.0,959593000.0,,87177000.0,,,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2020-02-29,51778123000.0,,,42242459000.0,9348955000.0,8451504000.0,,6710659000.0,1692264000.0,157794000.0,,21554000.0,45773000.0,0.37,,-918083000.0,,,,8451504000.0,,5.6759,1.0804,0.37,157794000.0,,,,0.09324431648962574,0.003047503286281737,0.008864602873442758,,0.09324431648962574,0.904005206999071,,5996048000.0,,,-260423000.0,3.37,3.37,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2020-05-31,50283215000.0,,,40774840000.0,9326554000.0,8020436000.0,,6883881000.0,3069795000.0,,,42714000.0,77700000.0,0.0,,160960000.0,,,,8020436000.0,,9.8476,0.7365,0.0,,,,,,,,,,0.8599570645277989,,6360460000.0,,,-263865000.0,1.37,1.37,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2020-08-31,51773988000.0,,,42180264000.0,9410665000.0,8419837000.0,,8426832000.0,4895294000.0,,,64226000.0,185100000.0,1.0,,1307858000.0,,,,8419837000.0,,7.0504,0.7641,1.0,,,,,,,,,,0.8947122227812806,,7327215000.0,,,-269458000.0,0.37,0.37,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2020-11-30,53118352000.0,,,43530151000.0,9403893000.0,8352039000.0,,9055148000.0,-2701423000.0,,769605000.0,-43624000.0,-9900000.0,1.2799999999999998,,1525213000.0,,,,8352039000.0,0.4912,7.4897,0.8347,1.2799999999999998,,0.08183897881441228,0.014488495426213523,-0.28488874197043557,,,,,,0.88814696211452,,6955930000.0,,,84870000.0,2.65,2.65,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2021-02-28,56868919000.0,,,46934582000.0,9745862000.0,8243150000.0,,8648961000.0,2703588000.0,800785000.0,,20367000.0,218236000.0,2.13,,-1495938000.0,,,,8243150000.0,,6.0243,0.9237,2.13,800785000.0,,,,0.2961934288804359,0.014081241811542083,0.04451522963017646,,0.2961934288804359,0.8458102525974613,,7967254000.0,,,83683000.0,4.41,4.41,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2021-05-31,57978969000.0,,,47724094000.0,10072634000.0,8823245000.0,,8443206000.0,4869917000.0,,,40310000.0,339100000.0,3.43,,-981586000.0,,,,8823245000.0,,5.1357,0.9108,3.43,,,,,,,,,,0.8759620373379992,,9767376000.0,,,81279000.0,7.84,7.84,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2021-08-31,58037399000.0,,,47473437000.0,10381883000.0,8670728000.0,,9480914000.0,7010511000.0,,,59828000.0,484800000.0,4.93,,86545000.0,,,,8670728000.0,,5.5126,1.0065,4.93,,,,,,,,,,0.8351787435863032,,11882593000.0,,,76881000.0,11.77,11.77,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2021-11-30,60404110000.0,,,49674070000.0,10553755000.0,9125745000.0,,10755133000.0,-5544133000.0,,,-43421000.0,-465407000.0,-4.36,,3963997000.0,,,,9125745000.0,0.7633,5.5113,1.0208,-4.36,,,,,,,,,,0.8646917613683471,,9039883000.0,,,77084000.0,6.13,6.13,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2022-02-28,60036451000.0,,,49348505000.0,10490300000.0,8896032000.0,,8500782000.0,1942800000.0,,,9088000.0,64400000.0,1.23,,-1215328000.0,,,,8896032000.0,,6.0457,1.0368,1.23,,,,,,,,,,0.848024556018417,,8279095000.0,,,65805000.0,5.2299999999999995,5.2299999999999995,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2022-05-31,57213810000.0,,,46701830000.0,10300177000.0,8882095000.0,,8523117000.0,3560947000.0,,,18399000.0,114000000.0,1.7,,9418000.0,,,,8882095000.0,,6.6924,1.023,1.7,,,,,,,,,,0.8623245018022506,,6970125000.0,,,43894000.0,3.499999999999999,3.499999999999999,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2022-08-31,55229811000.0,,,44731057000.0,10292531000.0,8635466000.0,,9477540000.0,5397874000.0,,,28619000.0,219900000.0,2.0,,1447192000.0,,,,8635466000.0,,7.6909,1.0043,2.0,,,,,,,,,,0.8390031567551266,,5357488000.0,,,12685000.0,0.5699999999999994,0.5699999999999994,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
2022-11-30,51057700000.0,,,40630743000.0,10232846000.0,8770000000.0,,9703109000.0,-3752358000.0,,,1114319000.0,-124448000.0,-1.8699999999999997,,1563567000.0,224301000.0,,1339266000.0,8770000000.0,0.7594,11.0763,1.2168,-1.8699999999999997,,,,,,,,-0.35691317299681957,,0.8570440716101855,,7149263000.0,,,1170425000.0,3.06,3.06,1.5332812,71.04,35.53,3.32765,8606.896,11.602,1.1104,0.767
