report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2015-09-30,373406000.0,265404000.0,34452000.0,42310000.0,331096000.0,54421000.0,149791000.0,27848000.0,16594000.0,11519000.0,0.0,44778000.0,,3419000.0,1352000.0,,0.0,,30.6914,14.0825,0.0,29200000.0,0.05011839466499142,0.044439564441921126,0.11078102155670234,0.18591237123725723,0.07457834100148364,0.08410853649696765,,0.19493828067106836,0.0,7.703587600139325,303974000.0,138720000.0,70443000.0,,73411000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2015-12-31,391626000.0,281745000.0,37670000.0,46097000.0,345529000.0,53226000.0,235586000.0,45291000.0,27149000.0,18462000.0,0.0,44805000.0,,7933000.0,2214000.0,,0.0,,30.3826,12.636,0.0,47505000.0,0.07857227613311762,0.06932379361942262,0.11524029441477847,0.19224826602599476,0.11564860351457769,0.13107727571347122,,0.20164610800302224,0.0,7.47929386779931,376806000.0,151055000.0,99431000.0,,102817000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2016-03-31,423931000.0,288392000.0,46541000.0,55156000.0,-14540000.0,48231000.0,-129266000.0,-23066000.0,-14455000.0,-8578000.0,0.0,-89098000.0,,2409000.0,-952000.0,,0.0,6.2022,105.7212,12.2529,0.0,-24018000.0,0.9941540577716643,-0.03409753002257443,0.11182368140114184,0.17843825909365185,-0.05440979782087179,1.586382393397524,,0.1858029180140176,-0.0,6.1965149008401195,329543000.0,38147000.0,65104000.0,,68381000.0,0.0,0.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2016-06-30,429312000.0,300288000.0,43219000.0,51985000.0,377327000.0,38274000.0,102995000.0,21233000.0,12910000.0,8515000.0,0.0,45178000.0,,5099000.0,,,0.0,,111.3829,13.0856,0.0,21233000.0,0.034214355187940436,0.03007137000596303,0.1253458905772125,0.20615563862323413,0.04945820289206917,0.056272145910576235,,0.20615563862323413,0.0,6.94805525347648,359106000.0,42198000.0,71306000.0,,73920000.0,0.0,0.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2016-09-30,474898000.0,319870000.0,51922000.0,76457000.0,398441000.0,54709000.0,205950000.0,35741000.0,21785000.0,14376000.0,0.0,44493000.0,,10453000.0,,,0.0,,128.3832,14.4423,0.0,35741000.0,0.054675598143765325,0.045873008519724236,0.10577810148094198,0.1735421218742413,0.07526037170087051,0.08970211398927319,,0.1735421218742413,0.0,6.160587034397751,415265000.0,47389000.0,79199000.0,,80461000.0,0.0,0.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2016-12-31,500964000.0,333419000.0,58871000.0,83584000.0,417380000.0,61069000.0,320624000.0,61144000.0,37217000.0,24770000.0,0.0,44597000.0,,24039000.0,,,0.0,,101.1263,11.7538,0.0,61144000.0,0.08916814413723705,0.07429076740045193,0.11607677528818804,0.19070312889864763,0.12205268242827828,0.14649480090085773,,0.19070312889864763,0.0,5.66355251312191,500303000.0,57457000.0,95052000.0,,94100000.0,0.0,0.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2017-03-31,550414000.0,326958000.0,69617000.0,98343000.0,452071000.0,39040000.0,-184265000.0,-27980000.0,-19796000.0,-8434000.0,1.0,-89610000.0,,10824000.0,6202000.0,,0.0,4.6983,104.9501,12.2764,1.0,-21778000.0,-0.043789581724994524,-0.0359656549433699,0.1074322307546197,0.15184652538463625,-0.05083446278619366,-0.06189293274728969,,0.11818847854991453,0.0,4.696525273999167,445304000.0,52116000.0,90138000.0,,96340000.0,1.0,1.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2017-06-30,652217000.0,350915000.0,59005000.0,85173000.0,567044000.0,43970000.0,132468000.0,33078000.0,37374000.0,-3582000.0,0.0,45608000.0,,9804000.0,,,0.0,,82.4332,13.2962,0.0,33078000.0,0.06591022918856385,0.057303014180863115,0.28213606304918926,0.2497055892743908,0.050716249346459845,0.058334097530350376,,0.2497055892743908,0.0,5.947207863740361,474777000.0,76580000.0,101983000.0,,108185000.0,1.0,1.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2017-09-30,694653000.0,370170000.0,63358000.0,89767000.0,604886000.0,44536000.0,265291000.0,64804000.0,61877000.0,4399000.0,1.0,45655000.0,,17675000.0,,,0.0,,81.4311,14.8761,1.0,64804000.0,0.10229530853747648,0.08907612865704172,0.23324198710095706,0.2442751544530346,0.09328974322431488,0.10713423686446702,,0.2442751544530346,0.0,5.8425139682439475,534118000.0,116672000.0,131046000.0,,137248000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2017-12-31,719602000.0,422198000.0,75353000.0,87120000.0,632482000.0,50502000.0,419313000.0,109570000.0,75323000.0,36607000.0,1.0,45731000.0,,44168000.0,,,0.0,,94.3589,15.6455,1.0,109570000.0,0.11909113619043704,0.10467313876281611,0.17963430659197305,0.2613083782281971,0.15226472411138378,0.17323813167805566,,0.2613083782281971,0.0,5.6029355168341,632807000.0,154778000.0,179472000.0,,185674000.0,3.0,3.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2018-03-31,786375000.0,494271000.0,84682000.0,96851000.0,689524000.0,42975000.0,-223323000.0,-50315000.0,-62404000.0,10843000.0,0.0,-91145000.0,,-15784000.0,11005000.0,,0.0,5.8359,110.4871,20.8617,0.0,-39310000.0,-0.09050301367320064,-0.07935654109044667,0.27943382455009114,0.22530146917245425,-0.06398346844698775,-0.07297062901363839,,0.17602306972412157,0.0,5.836789400344819,593749000.0,112170000.0,157137000.0,,168142000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2018-06-30,812039000.0,497297000.0,76678000.0,88680000.0,723359000.0,61288000.0,180010000.0,46748000.0,90066000.0,-41579000.0,1.0,46169000.0,46631000.0,15147000.0,,31484000.0,0.0,,112.3295,28.8707,1.0,46748000.0,0.1245107892484921,0.11091339209077397,0.5003388700627743,0.25969668351758235,0.05756866357404016,0.06462627823805331,0.1749013943669796,0.25969668351758235,0.0,6.485523879078745,641291000.0,164862000.0,170807000.0,,181812000.0,3.0,3.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2018-09-30,887165000.0,561599000.0,81979000.0,94211000.0,792954000.0,76382000.0,361788000.0,97068000.0,140193000.0,-39873000.0,3.0,46164000.0,107191000.0,27345000.0,,79846000.0,0.0,,105.0856,28.9891,3.0,97068000.0,0.17679840192495402,0.15802359200374225,0.38750041460744966,0.2683007728282862,0.10941369418315645,0.1224131538525564,0.22069830950722522,0.2683007728282862,0.0,6.850522694836482,737788000.0,243178000.0,203071000.0,,214076000.0,5.0,5.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2018-12-31,957116000.0,628728000.0,92980000.0,105586000.0,851530000.0,84181000.0,562351000.0,159424000.0,185056000.0,-20225000.0,4.0,46147000.0,181806000.0,35469000.0,9936000.0,146337000.0,0.0,,66.0014,19.8774,4.0,169360000.0,0.21732176200486183,0.19334751482578913,0.3290756129179107,0.2834955392628447,0.1665670618817364,0.1872206498890233,0.2602235970061403,0.3011642194999209,0.0,6.761970316197032,880826000.0,352911000.0,252925000.0,,273866000.0,8.0,8.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2019-03-31,1054346000.0,677197000.0,105998000.0,117456000.0,936890000.0,121021000.0,-334717000.0,-78428000.0,-156299000.0,106021000.0,-2.3899999999999997,-92329000.0,-83431000.0,-33957000.0,4185000.0,-117388000.0,0.0,6.3887,48.3728,16.2877,-2.3899999999999997,-74243000.0,-0.16682748241522483,-0.1482426072655466,0.4669586546246531,0.2343113734886486,-0.07438544842015808,-0.083711001291507,0.35070821021937937,0.22180827385522695,0.0,6.388771486254457,769432000.0,259016000.0,224812000.0,140279000.0,238933000.0,5.61,5.61,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2019-06-30,1125060000.0,677365000.0,100201000.0,122467000.0,1002593000.0,101048000.0,207666000.0,60725000.0,88923000.0,14200000.0,1.93,46092000.0,64628000.0,12250000.0,4365000.0,52378000.0,0.0,,46.627,15.0842,1.93,65090000.0,0.08869301900172852,0.07903845128259826,0.4282020166998931,0.2924166690743791,0.053974899116491566,0.06056794731261838,0.2522223185307176,0.31343599818940027,0.0,6.760062274827597,797088000.0,257873000.0,238789000.0,161173000.0,257275000.0,6.54,6.54,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2019-09-30,1124348000.0,647432000.0,112229000.0,132891000.0,991457000.0,150279000.0,412640000.0,120907000.0,101994000.0,18500000.0,2.22,46031000.0,138887000.0,24607000.0,9052000.0,114280000.0,0.0,,36.5417,9.8392,2.22,129959000.0,0.10287284269514461,0.09071390708214894,0.2471742923613804,0.29300843350135714,0.10753521151814208,0.12194880867248907,0.2769484296238852,0.31494523070957736,0.0,5.768847624054389,847940000.0,219674000.0,262628000.0,195607000.0,290166000.0,5.760000000000001,5.760000000000001,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2019-12-31,1196611000.0,636576000.0,126259000.0,149748000.0,1046863000.0,117970000.0,634225000.0,191167000.0,171211000.0,46300000.0,3.73,45935000.0,228327000.0,33460000.0,14427000.0,194867000.0,0.0,,31.3858,9.1464,3.73,205594000.0,0.16354671050557715,0.14307991485954918,0.2699530923568134,0.3014182663881115,0.15975701376637855,0.18260937677613975,0.30725215814576845,0.3241657140604675,0.0,5.041826721263435,919814000.0,205829000.0,294371000.0,244137000.0,326400000.0,5.49,5.49,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2020-03-31,1216462000.0,635863000.0,131885000.0,150996000.0,1065466000.0,192341000.0,-413648000.0,-123580000.0,-159119000.0,-25184000.0,-3.450000000000001,-92242000.0,-116922000.0,-26311000.0,-7414000.0,-143233000.0,0.0,4.8211,32.1845,7.7687,-3.450000000000001,-130994000.0,-0.14934216577535087,-0.13080474359248379,0.3846724751479519,0.2987564305883263,-0.10158969207422838,-0.11598680765036144,0.34626784125633386,0.31667988241209916,0.0,4.821344353034841,840883000.0,203009000.0,249219000.0,218292000.0,269649000.0,4.43,4.43,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2020-06-30,1249512000.0,619689000.0,110379000.0,147664000.0,1101848000.0,214827000.0,164850000.0,34066000.0,44588000.0,16500000.0,0.98,45549000.0,31759000.0,10044000.0,5480000.0,21715000.0,0.0,,68.5627,13.6318,0.98,39546000.0,0.040466561631005364,0.03568433116288599,0.2704761904761905,0.20664846830451927,0.027263443648400335,0.03091715009692807,0.13172581134364575,0.23989080982711555,0.0,5.614192917130976,798067000.0,158674000.0,222560000.0,187629000.0,244105000.0,3.4799999999999995,3.4799999999999995,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2020-09-30,1327974000.0,716621000.0,105213000.0,145565000.0,1182409000.0,202241000.0,374614000.0,95402000.0,106801000.0,27200000.0,2.34,45609000.0,108968000.0,19552000.0,11137000.0,89416000.0,0.0,,60.2517,15.5919,2.34,106539000.0,0.09032492141044259,0.08042401432558167,0.28509612561196324,0.254667471050201,0.07184026193283904,0.08068443322065377,0.23868835654834042,0.28439673904338864,0.0,6.81114501059755,760041000.0,163481000.0,197055000.0,162765000.0,220685000.0,3.5999999999999988,3.5999999999999988,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2020-12-31,1428434000.0,693691000.0,120400000.0,166993000.0,1261441000.0,181018000.0,606277000.0,166753000.0,168669000.0,46100000.0,3.69,45653000.0,188103000.0,27274000.0,17271000.0,160829000.0,0.0,,73.1262,18.032,3.69,184024000.0,0.13371136660374922,0.11807965926322112,0.2782045170771776,0.27504424545216133,0.11673833022736788,0.13219246877182525,0.2652731342274241,0.3035312241764078,0.0,5.76155315614618,732093000.0,160939000.0,172641000.0,128727000.0,199115000.0,3.5599999999999987,3.5599999999999987,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2021-03-31,1494359000.0,787965000.0,128969000.0,164684000.0,1329675000.0,232710000.0,-298219000.0,-66664000.0,-94533000.0,-27105000.0,-2.0699999999999994,-91137000.0,-54252000.0,-3487000.0,-9791000.0,-57739000.0,0.0,6.1085,63.9029,17.0086,-2.0699999999999994,-76455000.0,-0.07109481640250437,-0.06325989939499144,0.31699187509850146,0.22354041828320798,-0.04461043162988278,-0.05013555944121684,0.19361274767871933,0.25637199507744307,0.0,6.1097240422116945,847522000.0,225525000.0,229557000.0,214221000.0,253654000.0,4.94,4.94,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2021-06-30,1458394000.0,729873000.0,113123000.0,150872000.0,1307522000.0,175454000.0,252585000.0,-49285000.0,-26525000.0,17200000.0,-0.59,45311000.0,55359000.0,7170000.0,6907000.0,48189000.0,0.0,,91.6834,15.1428,-0.59,-42378000.0,-0.020286465543218394,-0.018187814815475104,-0.10501415365124611,-0.195122434032108,-0.033794022740082585,-0.037693438427804656,0.19078330067106122,-0.16777718391828494,0.0,6.452030091139733,935257000.0,154412000.0,146206000.0,240695000.0,171730000.0,3.3700000000000006,3.3700000000000006,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2021-09-30,1530034000.0,871487000.0,114022000.0,145471000.0,1384563000.0,241882000.0,500727000.0,11151000.0,30428000.0,27500000.0,0.66,45857000.0,115931000.0,14394000.0,13873000.0,101537000.0,0.0,,99.2441,15.2112,0.66,25024000.0,0.021976609226160168,0.01988713976290723,0.06076764384584814,0.022269619972559898,0.007288073336932382,0.008053804702277904,0.20277915910266472,0.04997533586165715,0.0,7.643147813579835,1061370000.0,78039000.0,61955000.0,252816000.0,90215000.0,1.6900000000000006,1.6900000000000006,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2021-12-31,1592877000.0,885006000.0,126796000.0,159939000.0,1432938000.0,144255000.0,761903000.0,75717000.0,76180000.0,39600000.0,1.66,45851000.0,206418000.0,20872000.0,20799000.0,185546000.0,0.0,,122.7931,16.2907,1.66,96516000.0,0.05316350044454122,0.04782541275942838,0.09998648121873782,0.09937879231345723,0.047534743737275384,0.05284038806982577,0.24352968816240386,0.12667754294181804,0.0,6.979762768541594,1216996000.0,-14450000.0,-29081000.0,277533000.0,2707000.0,-0.3399999999999994,-0.3399999999999994,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2022-03-31,1673393000.0,976473000.0,138457000.0,170067000.0,1503326000.0,132818000.0,-483462000.0,103137000.0,56422000.0,-30245000.0,1.25,-91138000.0,-92318000.0,-6673000.0,-13490000.0,-98991000.0,0.0,7.0525,110.4487,14.6128,1.25,89647000.0,0.0375314469383221,0.03371712442922852,-0.11670410497619255,-0.2133301066061035,0.0616334596834097,0.06860587790006958,0.2047544584682974,-0.18542718972742428,0.0,7.052536166463234,1031753000.0,136505000.0,140720000.0,236281000.0,168809000.0,2.98,2.98,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2022-06-30,1703636000.0,1060359000.0,140762000.0,167440000.0,1536196000.0,180492000.0,277149000.0,66050000.0,54554000.0,15300000.0,1.19,45922000.0,68103000.0,6783000.0,6620000.0,61320000.0,0.0,,51.9009,10.6907,1.19,72670000.0,0.035512395553692365,0.03202209861731027,0.19683996694918618,0.2383194599294964,0.03877001894770949,0.04299581563810868,0.22125282790123724,0.26220552843416356,0.0,7.532991858598201,1056317000.0,217584000.0,256055000.0,249412000.0,283857000.0,4.76,4.76,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2022-09-30,1696544000.0,1062798000.0,134060000.0,156757000.0,1539787000.0,182335000.0,543070000.0,124044000.0,160687000.0,47800000.0,3.51,45812000.0,81524000.0,12392000.0,13344000.0,69132000.0,0.0,,42.4266,10.5371,3.51,137388000.0,0.1043566415354851,0.09471431333345907,0.29588634982598927,0.2284125435026792,0.0731156987381406,0.08055919422621441,0.1272985066381866,0.2529839615519178,0.0,7.927778606594062,1098660000.0,347843000.0,368948000.0,217007000.0,396221000.0,7.609999999999999,7.609999999999999,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
