report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,131137000.0,83892000.0,15379000.0,19954000.0,111183000.0,4151000.0,27355000.0,-4421000.0,-4594000.0,96000.0,,,-8556000.0,472000.0,1046000.0,-9028000.0,0.0,,,5.8578,,-3375000.0,-0.0413192664346168,-0.03503206570228082,-0.1679400475233047,-0.16161579235971485,-0.033712834669086526,-0.039763273162264016,-0.3300310729299945,-0.1233778102723451,0.0,5.45497106443852,,,,,,,,,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2011-09-30,131610000.0,86928000.0,15434000.0,20211000.0,111399000.0,5338000.0,56833000.0,-3655000.0,-3993000.0,321000.0,-0.1,38081000.0,-6290000.0,1137000.0,2125000.0,-7427000.0,0.0,,,3.7723,-0.1,-1530000.0,-0.035844127864702556,-0.03033963984499658,-0.07025847658930551,-0.06431122763183361,-0.02777144593875845,-0.032809989317677896,-0.13068111836433058,-0.026920979008674538,0.0,5.632240507969418,,,,,,,,,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2011-12-31,140626000.0,97982000.0,17860000.0,22848000.0,117778000.0,5092000.0,89031000.0,-1422000.0,-1072000.0,687000.0,-0.03,38221000.0,-1359000.0,1937000.0,3083000.0,-3296000.0,0.0,,,6.0481,-0.03,1661000.0,-0.009101869619113925,-0.00762305690270647,-0.012040749851175434,-0.015971964821242038,-0.010111928092955783,-0.01207356212535448,-0.03702081297525581,0.01865642304365895,0.0,5.486114221724524,,,,,,,,,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2012-03-31,153911000.0,110539000.0,22415000.0,27614000.0,126297000.0,5990000.0,-46844000.0,11018000.0,11154000.0,-56000.0,0.17,-36130000.0,19839000.0,-1801000.0,-1918000.0,18038000.0,0.0,4.933,582.0513,6.9073,0.17,9100000.0,0.08831563695099647,0.07247045370376386,-0.23810946972931432,-0.23520621637776448,0.0715868261527766,0.08723881010633665,-0.38506532320040987,-0.19426180514046623,0.0,4.931474459067589,126375000.0,1495000.0,1520000.0,-1713000.0,5856000.0,,,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2012-06-30,154902000.0,113791000.0,19115000.0,24382000.0,130520000.0,3989000.0,38783000.0,3561000.0,3119000.0,436000.0,0.08,41549000.0,4318000.0,470000.0,842000.0,3848000.0,0.0,,100.7133,6.724,0.08,4403000.0,0.023896720809071407,0.020135311358149024,0.08042183430884665,0.09181858030580409,0.02298872835728396,0.02728317499233834,0.09921872985586468,0.11352912358507594,0.0,5.952968872613131,137803000.0,9208000.0,9502000.0,11163000.0,13634000.0,0.12000000000000001,0.12000000000000001,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2012-09-30,165846000.0,124034000.0,19703000.0,25174000.0,140672000.0,4497000.0,76200000.0,9493000.0,8588000.0,891000.0,0.21,41645000.0,11132000.0,1623000.0,1449000.0,9509000.0,0.0,,58.9832,5.7081,0.21,10942000.0,0.06104981801637853,0.051782979390518916,0.11270341207349081,0.12458005249343831,0.05723984901655753,0.06748322338489536,0.12479002624671916,0.14359580052493437,0.0,6.295183474597777,157170000.0,21789000.0,22650000.0,28099000.0,26106000.0,0.43000000000000005,0.43000000000000005,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2012-12-31,165009000.0,122002000.0,23289000.0,28964000.0,136045000.0,10757000.0,114450000.0,12411000.0,11272000.0,1450000.0,0.27,41418000.0,18841000.0,2072000.0,2086000.0,16769000.0,0.0,,37.5937,3.4424,0.27,14497000.0,0.08285493770443603,0.06831142543740039,0.09848842289209261,0.10844036697247707,0.07521407923204189,0.09122716748134808,0.14651813018785495,0.12666666666666668,0.0,5.238610502812486,182589000.0,34133000.0,36483000.0,48164000.0,38942000.0,0.73,0.73,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2013-03-31,169999000.0,116605000.0,27056000.0,32919000.0,137080000.0,9451000.0,-71309000.0,-8922000.0,-7965000.0,-929000.0,-0.19000000000000006,-83560000.0,-7892000.0,-1329000.0,-1654000.0,-9221000.0,0.0,4.3026,47.0405,4.4602,-0.19000000000000006,-10576000.0,-0.05810475634665888,-0.04685321678362814,0.11169698074576842,0.1251174466056178,-0.05248266166271566,-0.06508608112051358,0.12931046571961463,0.14831227474792802,0.0,4.309764931992904,158124000.0,15014000.0,16543000.0,20905000.0,19266000.0,0.37000000000000005,0.37000000000000005,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2013-06-30,170463000.0,106685000.0,23092000.0,29158000.0,141305000.0,11727000.0,42670000.0,-1307000.0,-1723000.0,411000.0,0.0,38678000.0,-33000.0,711000.0,652000.0,-744000.0,0.0,,85.1765,5.3597,0.0,-655000.0,-0.012193482183928381,-0.01010776532150672,-0.04037965783923131,-0.030630419498476683,-0.007667353032622916,-0.009249495771557977,-0.01743613780173424,-0.015350363252870869,0.0,4.619998267798372,162011000.0,10172000.0,11675000.0,16313000.0,14208000.0,0.29,0.29,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2013-09-30,181019000.0,110614000.0,24046000.0,30315000.0,150704000.0,10120000.0,87015000.0,91000.0,-664000.0,781000.0,0.0,38971000.0,5122000.0,1236000.0,1322000.0,3886000.0,0.0,,129.0893,4.4303,0.0,1413000.0,-0.004405987896804331,-0.003668123235682442,-0.007630868241107855,0.0010457967017180945,0.0005027096603119009,0.0006038326786283045,0.04465896684479687,0.016238579555249096,0.0,4.600099808699992,172826000.0,920000.0,2273000.0,10690000.0,4679000.0,0.08000000000000002,0.08000000000000002,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2013-12-31,193365000.0,119729000.0,26435000.0,32908000.0,160457000.0,22632000.0,133210000.0,4685000.0,3729000.0,1039000.0,0.09,41315000.0,13571000.0,2301000.0,1863000.0,11270000.0,0.0,,141.7787,6.011,0.09,6548000.0,0.023239871118118875,0.019284772321774883,0.027993393889347646,0.03517003227985887,0.02422879011196442,0.02919785363056769,0.08460325801366264,0.049155468808648,0.0,4.529184792888216,191586000.0,-6623000.0,-5453000.0,5191000.0,-3270000.0,-0.1,-0.1,-0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2014-03-31,205407000.0,117966000.0,30411000.0,37054000.0,168353000.0,20916000.0,-79252000.0,4894000.0,6009000.0,-1052000.0,-0.09,-77358000.0,,-1487000.0,-1329000.0,,0.0,3.8816,140.4622,5.6613,-0.09,3565000.0,0.03569285964610075,0.029254115000949335,-0.07582143037399687,-0.061752384797859994,0.023825867667606266,0.029069871044769026,,-0.04498309190935244,0.0,3.879056920193351,183643000.0,7351000.0,8363000.0,,10871000.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2014-06-30,206186000.0,127215000.0,28974000.0,35836000.0,170350000.0,34740000.0,48811000.0,-1538000.0,-1709000.0,226000.0,0.0,40062000.0,,380000.0,621000.0,,0.0,,137.1338,5.3494,0.0,-917000.0,-0.01003228646903434,-0.008288632593871553,-0.03501259961893836,-0.03150929093851796,-0.0074592843355028955,-0.009028470795421191,,-0.0187867488885702,0.0,4.390660592255125,189784000.0,7365000.0,8132000.0,,10609000.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2014-09-30,215544000.0,135291000.0,27134000.0,40006000.0,175538000.0,17483000.0,100749000.0,2640000.0,2130000.0,562000.0,0.0,42069000.0,,1496000.0,1196000.0,,0.0,,99.4762,5.0923,0.0,3836000.0,0.012134124804885552,0.009881973054225588,0.021141649048625793,0.026203734032099576,0.012248079278476784,0.015039478631407444,,0.03807481960118711,0.0,4.9860322842190605,203518000.0,10159000.0,10681000.0,,13032000.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2014-12-31,240773000.0,160572000.0,31405000.0,45055000.0,195718000.0,19478000.0,162754000.0,16303000.0,14814000.0,1579000.0,0.0,42345000.0,,2232000.0,1796000.0,,0.0,,84.9717,7.3368,0.0,18099000.0,0.0756905343402242,0.06152683232754503,0.09102080440419283,0.10016958108556472,0.06771108056135862,0.08329841915408905,,0.11120464013173255,0.0,5.11294379875816,233062000.0,21244000.0,22299000.0,,24583000.0,-0.08999999999999994,-0.08999999999999994,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2015-03-31,338367000.0,220139000.0,39319000.0,46807000.0,291560000.0,22401000.0,-82003000.0,11261000.0,98453000.0,-87290000.0,2.0,-81618000.0,,1080000.0,-843000.0,,0.0,4.7074,25.8788,12.7765,2.0,10418000.0,0.33767663602688985,0.2909651354889809,-1.2006024169847445,-0.137324244234967,0.03328043219344676,0.03862326793798875,,-0.12704413253173663,0.0,5.598794475953102,230311000.0,113688000.0,28666000.0,,31436000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
2015-06-30,352006000.0,244112000.0,36283000.0,43955000.0,308051000.0,40431000.0,73432000.0,15031000.0,8859000.0,6288000.0,0.0,44410000.0,,1863000.0,663000.0,,0.0,,22.2377,10.8441,0.0,15694000.0,0.028758225099090734,0.025167184650261642,0.12064222682209391,0.20469277699095761,0.042700976687897366,0.04879386854774047,,0.2137215382939318,0.0,6.7279993385331975,254932000.0,124256000.0,45235000.0,,48047000.0,2.0,2.0,0.0,1.3694,381.63,220.03,1.47012,17180.6,64.4037,10.029,15.9954
