report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-03-31,18137800000.0,2273400000.0,2366100000.0,8546500000.0,9591300000.0,4674200000.0,999800000.0,1350700000.0,856800000.0,349200000.0,240300000.0,45400000.0,64300000.0,2.28,105300000.0,363900000.0,4674200000.0,,20.1917,6.9056,2.28,349200000.0,0.025053955146851836,0.013248574799589807,0.17790775153624047,0.6343377507958836,0.2585326127193307,0.01925261057019043,0.02447863727173951,0.2585326127193307,0.48733748292723617,0.9608216051730696,5430300000.0,1638600000.0,1501200000.0,3473300000.0,1501200000.0,188300000.0,14.75,14.75,3.113642419397815,7.97238449283059,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2020-06-30,19142300000.0,3179200000.0,2498600000.0,9262600000.0,9879700000.0,5263800000.0,1870800000.0,2655700000.0,1700500000.0,682800000.0,459500000.0,92900000.0,129200000.0,4.0,105400000.0,813000000.0,5263800000.0,,25.2055,9.1484,4.0,682800000.0,0.046509509398058646,0.024004429979678513,0.17302406145272434,0.6403208193696577,0.2571073539932974,0.03566969486425351,0.04508865189685343,0.2571073539932974,0.5327894571697521,1.2723925398223004,5468500000.0,1478800000.0,1469200000.0,3513200000.0,1469200000.0,192400000.0,13.75,13.75,3.582766131227879,7.636174636174636,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2020-09-30,23652000000.0,1706200000.0,2339900000.0,13491100000.0,10160900000.0,9101200000.0,302100000.0,4021800000.0,2576400000.0,1050400000.0,693900000.0,155200000.0,197900000.0,6.0,105600000.0,950900000.0,9101200000.0,,26.436,9.6793,6.0,1050400000.0,0.06829119467763682,0.029337899543378995,0.17253468596150978,0.6406086826793973,0.2611765875975931,0.04441062066632843,0.05453195653641088,0.2611765875975931,0.8957080573571239,0.7291764605325014,5518300000.0,1275900000.0,1419600000.0,3555400000.0,1419600000.0,210000000.0,11.75,11.75,6.4111017187940265,6.76,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2020-12-31,24024800000.0,1752300000.0,2444400000.0,13545000000.0,10479800000.0,9064500000.0,308300000.0,-2501100000.0,-1590700000.0,-651300000.0,-444000000.0,-74600000.0,-131800000.0,-3.299999999999999,-210600000.0,-602700000.0,9064500000.0,0.7169,47.6039,11.2394,-3.299999999999999,-651300000.0,-0.04236722074848757,-0.01848090306683094,0.17752189036823798,0.636000159929631,0.26040542161448965,-0.027109486863574308,-0.03332429403969444,0.26040542161448965,0.8649497127807783,0.7168630338733432,5527100000.0,949700000.0,1431100000.0,3543000000.0,1431100000.0,218900000.0,8.980000000000002,8.980000000000002,6.333938928097268,6.5376884422110555,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2021-03-31,23871100000.0,1739400000.0,2462900000.0,13105400000.0,10765700000.0,8571799999.999999,331000000.0,1528600000.0,993800000.0,400500000.0,289000000.0,60600000.0,77900000.0,2.73,106000000.0,559600000.0,8571799999.999999,,42.4779,11.0818,2.73,400500000.0,0.026844515451851715,0.012106689679151777,0.18906188669370666,0.6501373806097083,0.262004448514981,0.016777609745675732,0.020711053652230124,0.262004448514981,0.7962139015577249,0.7062406106622274,5705000000.0,998400000.0,1482400000.0,3680000000.0,1482400000.0,234100000.0,9.430000000000003,9.430000000000003,5.782379924446842,6.332336608287057,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2021-06-30,23833700000.0,1796700000.0,2503100000.0,12744500000.0,11089200000.0,8199500000.0,337800000.0,3116200000.0,2027900000.0,818500000.0,575300000.0,120100000.0,151000000.0,5.42,106200000.0,985100000.0,8199500000.0,,46.4415,12.2269,5.42,818500000.0,0.05187930599141507,0.02413809018322795,0.18461587831333034,0.650760541685386,0.26265964957319815,0.034342129002211154,0.04243417130236875,0.26265964957319815,0.7394131226779208,0.7177899404738125,6165500000.0,1114200000.0,1618100000.0,4007400000.0,1618100000.0,261300000.0,10.850000000000003,10.850000000000003,5.067362956553983,6.192499043245312,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2021-09-30,23728100000.0,2375200000.0,2861100000.0,12385800000.0,11342300000.0,7529900000.0,352500000.0,4265500000.0,2899400000.0,1159600000.0,864800000.0,178200000.0,223600000.0,8.13,106400000.0,1432400000.0,7529900000.0,,41.971,11.5248,8.13,1159600000.0,0.07624555866094178,0.036446238847611064,0.20274293752197867,0.6797327394209354,0.27185558551166333,0.04887032674339707,0.06144487659096449,0.27185558551166333,0.663877696763443,0.8301702142532592,6409200000.0,1285100000.0,1727300000.0,4330400000.0,1727300000.0,284300000.0,12.980000000000004,12.980000000000004,4.359346957679616,6.075624340485403,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2021-12-31,23713900000.0,2421100000.0,3121800000.0,12150100000.0,11563800000.0,7122600000.0,351500000.0,-3132500000.0,-2003700000.0,-898400000.0,-576500000.0,-124800000.0,-164100000.0,-5.460000000000001,-212100000.0,-965200000.0,7122600000.0,0.7755,45.0146,10.7335,-5.460000000000001,-898400000.0,-0.049853854269357824,-0.024310636377820605,0.18403830806065444,0.6396488427773344,0.2867996807661612,-0.03788495355044932,-0.04807774638239575,0.2867996807661612,0.6159393970840036,0.7755461592670895,5777800000.0,1152600000.0,1480200000.0,3917400000.0,1480200000.0,234100000.0,10.82,10.82,4.811917308471828,6.322938914993593,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2022-03-31,25635800000.0,4485600000.0,3501800000.0,12083900000.0,13551900000.0,6654800000.0,3237500000.0,1526600000.0,1030100000.0,421100000.0,2020500000.0,52600000.0,79000000.0,18.94,106700000.0,475300000.0,6654800000.0,,17.291,10.0576,18.94,421100000.0,0.14909348504637726,0.07881556261166026,1.3235294117647058,0.6747674570941963,0.2758417398139657,0.016426247669274998,0.02083962250144754,0.2758417398139657,0.4910602941284986,1.280941230224456,5775800000.0,2884100000.0,1500800000.0,3953700000.0,1500800000.0,226100000.0,27.03,27.03,4.434168443496802,6.637770897832818,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2022-06-30,25350300000.0,4992000000.0,3166100000.0,11623800000.0,13726500000.0,6657100000.0,2879100000.0,2590600000.0,1808700000.0,718800000.0,2289300000.0,97300000.0,156700000.0,21.44,106800000.0,411100000.0,6657100000.0,,14.5812,8.2292,21.44,718800000.0,0.16677958693039013,0.09030662359025338,0.883694896935073,0.6981780282560025,0.27746467999691193,0.028354694027289618,0.035263643321101275,0.27746467999691193,0.48498160492478054,1.5767031995199141,5250200000.0,4598100000.0,1401100000.0,3734500000.0,1401100000.0,203300000.0,43.050000000000004,43.050000000000004,4.751338234244522,6.891785538612887,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2022-09-30,24397200000.0,3991400000.0,2840400000.0,10539400000.0,13857800000.0,5960600000.0,1894500000.0,3940900000.0,2750500000.0,1112000000.0,2616300000.0,138600000.0,235300000.0,24.0,106800000.0,662900000.0,5960600000.0,,13.1281,7.3353,24.0,1112000000.0,0.18879620141725237,0.10723771580345286,0.6638838843918902,0.6979370194625593,0.2821690476794641,0.045579000868952176,0.05610947402413918,0.2821690476794641,0.4301259940250256,1.4052246162512323,4925600000.0,6349600000.0,1353500000.0,3585600000.0,1353500000.0,163700000.0,58.92,58.92,4.403841891392686,8.268173488087966,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2022-12-31,26980800000.0,1932400000.0,2892500000.0,10943000000.0,16037800000.0,5962500000.0,792800000.0,-2686300000.0,-1836500000.0,-727400000.0,-2381400000.0,-96100000.0,-174600000.0,-22.379999999999995,-213500000.0,-814700000.0,5962500000.0,0.6681,10.083,8.5305,-22.379999999999995,-727400000.0,-0.14848670017084636,-0.08826276463262765,0.8864981573167554,0.6836540967129509,0.27078137214756354,-0.026959912233884838,-0.03306318550201588,0.27078137214756354,0.3717779246530073,0.6680726015557477,5371800000.0,4544700000.0,1524500000.0,3752800000.0,1524500000.0,192400000.0,42.000000000000014,42.000000000000014,3.911118399475238,7.923596673596673,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2023-03-31,27134800000.0,2232200000.0,2775400000.0,10802100000.0,16332700000.0,5964400000.0,1181600000.0,1469700000.0,1018600000.0,401000000.0,283100000.0,37400000.0,75800000.0,2.0,107000000.0,463700000.0,5964400000.0,,16.6781,8.4184,2.0,401000000.0,0.01733332516975148,0.010433096982472691,0.1926243451044431,0.6930666122337892,0.27284479825814795,0.014778070964223063,0.01798440155894713,0.27284479825814795,0.365181507038028,0.8042804640772502,5314900000.0,2807300000.0,1504400000.0,3741300000.0,1504400000.0,177200000.0,25.06000000000001,25.06000000000001,3.964637064610476,8.489841986455982,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2023-06-30,27460400000.0,2606100000.0,2763900000.0,10714500000.0,16745900000.0,5966300000.0,1462800000.0,3000900000.0,2085700000.0,836300000.0,648000000.0,72200000.0,178500000.0,6.0,107200000.0,783300000.0,5966300000.0,,17.6516,8.8635,6.0,836300000.0,0.03869603903044924,0.02359761693201847,0.21593521943416974,0.6950248258855677,0.2786830617481422,0.03045476395099853,0.03682162009844929,0.2786830617481422,0.356284224795323,0.9429067621838706,5725200000.0,1166000000.0,1621900000.0,4018300000.0,1621900000.0,152100000.0,9.620000000000008,9.620000000000008,3.6785868425920216,10.663379355687049,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2023-09-30,28188000000.0,1504500000.0,2812700000.0,11149300000.0,17038700000.0,6379000000.0,299500000.0,4564300000.0,3182000000.0,1282400000.0,995200000.0,114600000.0,275500000.0,9.0,107300000.0,1413300000.0,6379000000.0,,17.6615,8.6128,9.0,1282400000.0,0.0584082118940999,0.03530580388817937,0.2180400061345661,0.6971496176850777,0.28096312687597225,0.04549453668227615,0.054761996267780354,0.28096312687597225,0.3743830221789221,0.5348952963344829,6348600000.0,-455100000.0,1792300000.0,4449800000.0,1792300000.0,128100000.0,-5.379999999999992,-5.379999999999992,3.5591139876136806,13.991412958626073,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2023-12-31,28167500000.0,1481400000.0,2963200000.0,10722700000.0,17444800000.0,5830600000.0,214300000.0,-2857100000.0,-1979100000.0,-774500000.0,-542100000.0,-59500000.0,-155100000.0,-5.0,-214100000.0,-625200000.0,5830600000.0,0.4999,42.0721,9.4267,-5.0,-774500000.0,-0.03107516279922957,-0.019245584450164197,0.189737846067691,0.6926953904308565,0.2710790661859928,-0.027496227922250822,-0.033275475394622646,0.2710790661859928,0.3342314042006787,0.499932505399568,6177800000.0,1384200000.0,1745200000.0,4307200000.0,1745200000.0,164700000.0,12.000000000000004,12.000000000000004,3.3409351363740547,10.596235579842137,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2024-03-31,29978500000.0,1425700000.0,2909500000.0,12180900000.0,17797600000.0,7222300000.0,198400000.0,1680700000.0,1181000000.0,481300000.0,382000000.0,53200000.0,101900000.0,3.0,107900000.0,531500000.0,7222300000.0,,39.9499,9.274,3.0,481300000.0,0.021463568121544478,0.012742465433560718,0.22728624977687867,0.7026834057238056,0.2863687749152139,0.016054839301499407,0.019236687596673047,0.2863687749152139,0.4058019058749494,0.4900154665750129,6388800000.0,1483100000.0,1825500000.0,4469600000.0,1825500000.0,180500000.0,13.000000000000004,13.000000000000004,3.9563407285675156,10.113573407202216,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2024-06-30,29847500000.0,1490200000.0,2807800000.0,11708500000.0,18139000000.0,6923900000.0,251500000.0,3397500000.0,2374300000.0,975500000.0,719100000.0,120700000.0,190100000.0,6.0,107900000.0,915600000.0,6923900000.0,,41.3842,9.1608,6.0,975500000.0,0.03964386129334583,0.024092470056118604,0.21165562913907285,0.6988373804267844,0.28712288447387785,0.03268280425496273,0.03892207206668023,0.28712288447387785,0.38171343513975414,0.530735807393689,6785400000.0,1554200000.0,1964700000.0,4758200000.0,1964700000.0,229000000.0,13.000000000000004,13.000000000000004,3.5241512699139816,8.57947598253275,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2024-09-30,31552700000.0,1592300000.0,3289700000.0,13037200000.0,18515500000.0,7677600000.0,269600000.0,5162100000.0,3596000000.0,1472100000.0,1087000000.0,,289400000.0,10.0,108000000.0,1671000000.0,7677600000.0,,40.413,8.8036,10.0,1472100000.0,0.05870756933380141,0.03445030060818884,0.21057321632668874,0.6966157184091746,0.2851746382286279,0.04665527831215712,0.05620182414452661,0.2851746382286279,0.4146579892522481,0.4840258990181476,7383200000.0,1646000000.0,2154400000.0,5172200000.0,2154400000.0,,14.000000000000004,14.000000000000004,3.5636836242109173,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2024-12-31,31334700000.0,1542700000.0,3832200000.0,12467100000.0,18867600000.0,6579900000.0,188200000.0,-3201100000.0,-2273000000.0,-932100000.0,-638800000.0,,-163500000.0,-5.0,-215800000.0,-724900000.0,6579900000.0,0.4026,35.9795,7.919,-5.0,-932100000.0,-0.03385698234009625,-0.020386344850916078,0.19955640248664522,0.7100684139826935,0.29118115647746085,-0.029746574883435937,-0.036628352490421456,0.29118115647746085,0.3487406983400114,0.4025624967381661,7039200000.0,1549300000.0,1996800000.0,4878300000.0,1996800000.0,,14.000000000000004,14.000000000000004,3.295222355769231,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2025-03-31,31418800000.0,1704600000.0,3688000000.0,12195200000.0,19223600000.0,6457000000.0,372800000.0,1882800000.0,1293700000.0,525800000.0,331100000.0,,86900000.0,3.0,108200000.0,528700000.0,6457000000.0,,42.2532,8.7432,3.0,525800000.0,0.017223620965896087,0.01053827644594956,0.17585510941151478,0.6871149352028894,0.27926492458041213,0.01673520312679033,0.020474599503126873,0.27926492458041213,0.33588921950102996,0.4622017353579176,7241300000.0,1498400000.0,2041300000.0,4991000000.0,2041300000.0,,14.000000000000004,14.000000000000004,3.1631803262626756,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2025-06-30,33220400000.0,1654300000.0,3564500000.0,13586500000.0,19633900000.0,7859200000.0,242400000.0,3826400000.0,2639100000.0,1074100000.0,709400000.0,,193900000.0,6.0,108300000.0,932800000.0,7859200000.0,,39.5843,8.1606,6.0,1074100000.0,0.03613138500247022,0.021354348532829224,0.18539619485678444,0.6897083420447417,0.2807077148233326,0.03233254265451349,0.03906798433061386,0.2807077148233326,0.40028725826249495,0.46410436246317854,7670200000.0,1488700000.0,2139900000.0,5255800000.0,2139900000.0,,14.000000000000004,14.000000000000004,3.6726949857469977,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2025-09-30,34584400000.0,1803200000.0,3125200000.0,14591600000.0,19992800000.0,9154100000.0,320000000.0,5843900000.0,4042100000.0,1647100000.0,1107900000.0,,293600000.0,10.0,108300000.0,1802300000.0,9154100000.0,,34.1778,6.9506,10.0,1647100000.0,0.05541494938177744,0.03203467459316917,0.18958229949177774,0.6916785023699926,0.2818494498536936,0.047625519020136245,0.05651029783613352,0.2818494498536936,0.45786983313993035,0.5769870728273391,8352000000.0,1509600000.0,2314900000.0,5701900000.0,2314900000.0,,14.000000000000004,14.000000000000004,3.9544256771350814,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2025-12-31,34577000000.0,1928100000.0,3725600000.0,14695500000.0,19881500000.0,8595800000.0,297400000.0,-3650600000.0,-2502900000.0,-1011600000.0,-612100000.0,,-174600000.0,-5.0,-216600000.0,-723500000.0,8595800000.0,0.5175,31.187,6.063,-5.0,-1011600000.0,-0.030787415436461033,-0.017702519015530556,0.1676710677696817,0.6856133238371774,0.2771051334027283,-0.029256442143621483,-0.03552303062439206,0.2771051334027283,0.432351683726077,0.5175273781404337,7902500000.0,1536300000.0,2235400000.0,5472000000.0,2235400000.0,,14.000000000000004,14.000000000000004,3.8453073275476424,,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
