report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2012-09-30,7049638000.0,1217664000.0,1112076000.0,3463020000.0,3586618000.0,1552976000.0,355109000.0,2183579000.0,1205356000.0,532345000.0,339830000.0,47016000.0,142012000.0,3.41,99543000.0,466214000.0,1552976000.0,,23.1496,3.6553,3.41,532345000.0,0.09474942689742816,0.04820531210255052,0.15562981691983666,0.5520093387965355,0.24379470584760157,0.0755138065245336,0.10357724754134276,0.24379470584760157,0.43299174877279933,1.094946748243825,3079298000.0,508668000.0,791121000.0,1713944000.0,791121000.0,58854000.0,5.070000000000001,5.070000000000001,1.9630069230876188,13.44209399531043,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2012-12-31,7071104000.0,1245542000.0,1086210000.0,3383378000.0,3687726000.0,1503107000.0,370590000.0,-1337094000.0,-713633000.0,-294150000.0,-187901000.0,-25534000.0,-79055000.0,-1.88,-198792000.0,-190602000.0,1503107000.0,1.1467,22.6833,3.6627,-1.88,-294150000.0,-0.05095308057051961,-0.026573078263309378,0.1405293868643491,0.5337193944479596,0.2199920125286629,-0.041598879043498724,-0.05666720543696936,0.2199920125286629,0.40759725641221717,1.1466861840712201,2993489000.0,483360000.0,757587000.0,1671717000.0,757587000.0,67525000.0,4.860000000000001,4.860000000000001,1.9840717963745418,11.219355794150315,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2013-06-30,8213742000.0,1328135000.0,1126851000.0,4324194000.0,3889548000.0,2245424000.0,374571000.0,1521145000.0,867083000.0,364923000.0,236267000.0,43219000.0,85481000.0,2.0,100071000.0,311007000.0,2245424000.0,,25.0147,4.0341,2.0,364923000.0,0.06074407617543221,0.028764843112919786,0.15532181350232885,0.5700199520755747,0.2399002067521505,0.044428349466053355,0.059482423065663544,0.2399002067521505,0.5772968992798135,1.178625213093834,3803568000.0,611318000.0,952206000.0,2147607000.0,952206000.0,95261000.0,5.770000000000001,5.770000000000001,2.3581283881849098,9.9957590199557,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2013-09-30,8245575000.0,1389199000.0,634137000.0,4182762000.0,4062813000.0,2593607000.0,459980000.0,2348955000.0,1349708000.0,584272000.0,372590000.0,67924000.0,144211000.0,3.0,100152000.0,566773000.0,2593607000.0,,25.5338,4.1719,3.0,584272000.0,0.0917073958363331,0.045186660724085344,0.15861947121166647,0.5745993431121499,0.2487369915558195,0.07085885459776911,0.08777571126821926,0.2487369915558195,0.6383771539571228,2.1906922321201887,4716585000.0,760786000.0,1187390000.0,2708514000.0,1187390000.0,132625000.0,6.530000000000001,6.530000000000001,2.184292439720732,8.952987747408105,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2013-12-31,8184981000.0,1373337000.0,643091000.0,3971931000.0,4213050000.0,2453836000.0,459720000.0,3238128000.0,1882928000.0,842361000.0,538293000.0,88039000.0,215837000.0,5.37,100209000.0,802553000.0,2453836000.0,2.1355,25.585,4.2531,5.37,842361000.0,0.12776800655107345,0.06576594374501298,0.1662358622018648,0.5814865873121754,0.26013826507167104,0.10291544965101324,0.12634999308522749,0.26013826507167104,0.5824369518519837,2.135525143408942,5771134000.0,959249000.0,1497406000.0,3386086000.0,1497406000.0,173648000.0,8.490000000000002,8.490000000000002,1.6387245676857178,8.623226296876439,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2014-03-31,8189703000.0,1432170000.0,667973000.0,3832458000.0,4357245000.0,2304143000.0,502885000.0,834052000.0,488936000.0,223400000.0,147226000.0,19827000.0,57767000.0,1.0,100572000.0,212628000.0,2304143000.0,,23.7645,3.9947,1.0,223400000.0,0.03378878167282308,0.017976964488211598,0.1765189700402373,0.586217645902174,0.2678490070163491,0.02727815648503981,0.033536554243650124,0.2678490070163491,0.528807308287691,2.1440537267224875,7942280000.0,1294376000.0,2014956000.0,4588655000.0,2014956000.0,219009000.0,11.370000000000001,11.370000000000001,1.143520255529153,9.200334232839745,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2014-06-30,8262146000.0,1524525000.0,635272000.0,3714131000.0,4548015000.0,2233809000.0,565282000.0,1719227000.0,1012118000.0,470066000.0,304587000.0,39339000.0,126630000.0,3.0,100696000.0,353130000.0,2233809000.0,,24.0184,4.2401,3.0,470066000.0,0.06697141500192941,0.03686536161428278,0.17716508640220285,0.5887052727766606,0.27341706476224487,0.05689393530445964,0.06931262150123625,0.27341706476224487,0.4911613088347334,2.3997988263295094,8140362000.0,1362696000.0,2120099000.0,4733690000.0,2120099000.0,215129000.0,12.370000000000001,12.370000000000001,1.0536342878327851,9.855012573851038,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2014-09-30,8510266000.0,1532691000.0,662005000.0,3862042000.0,4648224000.0,2358474000.0,564112000.0,2603349000.0,1536158000.0,715724000.0,460097000.0,59352000.0,197317000.0,4.0,100803000.0,579232000.0,2358474000.0,,23.3845,4.1901,4.0,715724000.0,0.09898339666935156,0.05406376251929141,0.17673273925240143,0.5900699445214607,0.2749243378432934,0.0841012490091379,0.10214854415018315,0.2749243378432934,0.5073925008777546,2.3152257158178564,8394756000.0,1450203000.0,2251551000.0,4920140000.0,2251551000.0,206557000.0,13.370000000000001,13.370000000000001,1.0474885978598754,10.900385849910679,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2014-12-31,8412934000.0,1512105000.0,627947000.0,3657574000.0,4755360000.0,2203031000.0,610430000.0,-1607134000.0,-935313000.0,-409717000.0,-265877000.0,-39881000.0,-106291000.0,-2.0,-201187000.0,-304549000.0,2203031000.0,2.408,24.7111,4.4976,-2.0,-409717000.0,-0.055911014097775984,-0.03160336215641297,0.1654354895111422,0.5819757406663041,0.2549364272051988,-0.04870084562650795,-0.058880997058084264,0.2549364272051988,0.4632732327310656,2.4080137336431258,3549494000.0,646033000.0,999473000.0,2101899000.0,999473000.0,78637000.0,6.000000000000001,6.000000000000001,2.2041926095052093,12.709958416521484,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2015-03-31,8974622000.0,1521822000.0,699384000.0,4167227000.0,4807395000.0,2617722000.0,615493000.0,865281000.0,518161000.0,246896000.0,155773000.0,19836000.0,70608000.0,1.0,101361000.0,260399000.0,2617722000.0,,26.3933,4.8249,1.0,246896000.0,0.032402787788396836,0.017357054146681608,0.180025910657925,0.5988355227954849,0.2853362086998328,0.02751046227907983,0.033251462569546045,0.2853362086998328,0.5445198491074688,2.1759462612813563,3580723000.0,654580000.0,1022969000.0,2131124000.0,1022969000.0,78646000.0,6.000000000000001,6.000000000000001,2.55894557899604,13.007260381964754,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2015-06-30,9034096000.0,1587282000.0,654941000.0,4014747000.0,5019349000.0,2517499000.0,678571000.0,1754822000.0,1052072000.0,498870000.0,327053000.0,40013000.0,129605000.0,3.0,101468000.0,432948000.0,2517499000.0,,25.9326,4.8356,3.0,498870000.0,0.0651584498308446,0.03620207268109615,0.18637388863371898,0.59953203230869,0.2842852437455195,0.05522079907054342,0.06619080018596633,0.2842852437455195,0.5015588674945695,2.423549602177906,3616318000.0,677046000.0,1051773000.0,2171078000.0,1051773000.0,79320000.0,6.000000000000001,6.000000000000001,2.393576370566653,13.259871406959153,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2015-09-30,9432999000.0,1647879000.0,657032000.0,4304094000.0,5128905000.0,2792067000.0,700578000.0,2638755000.0,1585555000.0,749241000.0,487470000.0,60382000.0,199441000.0,4.0,101512000.0,,2792067000.0,,23.4247,4.4002,4.0,749241000.0,0.09504367891392022,0.05167709654161948,0.18473484654695113,0.6008723811039676,0.28393731134569145,0.07942765604024765,0.09458952764887946,0.28393731134569145,0.5443787709072404,2.508065056192088,3651724000.0,704419000.0,1085290000.0,2220475000.0,1085290000.0,80350000.0,6.000000000000001,6.000000000000001,2.572646020879212,13.507031736154325,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2015-12-31,10168365000.0,1618047000.0,720128000.0,4869418000.0,5298947000.0,3264417000.0,778511000.0,-1676463000.0,-991142000.0,-467089000.0,-274229000.0,-36006000.0,-93376000.0,-2.0,-202744000.0,,3264417000.0,2.2469,27.4856,5.3405,-2.0,-467089000.0,-0.05175160272408839,-0.02696883913982238,0.16357593337878618,0.591210184775924,0.27861575233094915,-0.045935506839103434,-0.05454503627312818,0.27861575233094915,0.6160501322243834,2.2468880532349806,3582395000.0,696067000.0,1027918000.0,2164646000.0,1027918000.0,84225000.0,6.0,6.0,3.1757562373652375,12.204428613831997,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2016-03-31,10224408000.0,1432332000.0,779488000.0,4783173000.0,5441235000.0,3105340000.0,523033000.0,902423000.0,559519000.0,244991000.0,151416000.0,27413000.0,66033000.0,1.0,102318000.0,,3105340000.0,,26.7363,5.1094,1.0,244991000.0,0.027827506071691446,0.0148092681747442,0.16778827667291282,0.6200185500591187,0.27148133414152786,0.023961387299880833,0.028665401052468387,0.27148133414152786,0.5707049962003111,1.8375292499692106,3619537000.0,691710000.0,1026013000.0,2206004000.0,1026013000.0,91802000.0,6.000000000000001,6.000000000000001,3.026608824644522,11.176368706564126,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2016-06-30,10297118000.0,1550173000.0,733041000.0,4746101000.0,5551017000.0,3086263000.0,622294000.0,1833981000.0,1127039000.0,498069000.0,309485000.0,54276000.0,132845000.0,3.0,102376000.0,,3086263000.0,,25.4397,4.7141,3.0,498069000.0,0.055752846730608104,0.03005549708180483,0.1687503850912305,0.614531448253826,0.2715780588784726,0.04836974772941322,0.05766502880536465,0.2715780588784726,0.5559815435621978,2.1147152751346785,3698696000.0,674142000.0,1025212000.0,2280971000.0,1025212000.0,106065000.0,6.000000000000001,6.000000000000001,3.0103656609559777,9.665884127657568,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2016-09-30,10480128000.0,1774811000.0,771740000.0,4767621000.0,5712507000.0,3087151000.0,882270000.0,2779125000.0,1705532000.0,765459000.0,476564000.0,81076000.0,205822000.0,4.0,102424000.0,,3087151000.0,,26.9887,4.9672,4.0,765459000.0,0.08342466801353592,0.045473108725389615,0.17147987226195296,0.6136938784689425,0.2754316556470112,0.07303908883555621,0.08698735791777362,0.2754316556470112,0.5404196441247249,2.2997525073211187,3839066000.0,663236000.0,1041430000.0,2400948000.0,1041430000.0,126759000.0,6.000000000000001,6.000000000000001,2.964338457697589,8.215826884087125,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2016-12-31,14324927000.0,1776501000.0,1445272000.0,8536062000.0,5788865000.0,5808561000.0,757200000.0,-1725604000.0,-1059680000.0,-453956000.0,-278820000.0,-51206000.0,-122693000.0,-2.0,-204654000.0,,5808561000.0,1.2292,28.48,4.9495,-2.0,-453956000.0,-0.048164882062373196,-0.019463973533687118,0.1615782068191775,0.6140922250991537,0.2630707856495465,-0.03168993461537361,-0.03914282358861354,0.2630707856495465,1.0034023940789776,1.2291810814850077,3789925000.0,658645000.0,1054563000.0,2332410000.0,1054563000.0,111559000.0,6.0,6.0,5.508026547489339,9.452962109735656,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2017-03-31,14230054000.0,1712623000.0,1538538000.0,8259264000.0,5970790000.0,5439700000.0,730666000.0,1086305000.0,667614000.0,258256000.0,158071000.0,45865000.0,53273000.0,1.0,103078000.0,,5439700000.0,,31.6188,5.2937,1.0,258256000.0,0.026474051172457914,0.011108250186541808,0.14551254021660584,0.6145732552091724,0.23773802016928947,0.01814863105930589,0.02263320856510106,0.23773802016928947,0.9110519713471752,1.1131496264635647,3973807000.0,665300000.0,1067828000.0,2440505000.0,1067828000.0,130011000.0,6.000000000000001,6.000000000000001,5.094172469723588,8.213366561290968,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2017-06-30,14213288000.0,1701111000.0,1498496000.0,8012802000.0,6200486000.0,5241103000.0,663344000.0,2220976000.0,1373264000.0,552514000.0,337627000.0,91678000.0,129131000.0,3.0,103247000.0,550092000.0,5241103000.0,,34.3971,5.6557,3.0,552514000.0,0.054451699431302646,0.023754320604774913,0.15201740135868194,0.6183155513612033,0.2487708106706241,0.03887306019550156,0.04828997091225703,0.2487708106706241,0.8452729350570262,1.1352122394721107,4360802000.0,693442000.0,1122273000.0,2686730000.0,1122273000.0,167413000.0,6.000000000000001,6.000000000000001,4.670078492488013,6.703619193252615,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2017-09-30,14246673000.0,1692056000.0,1576778000.0,7787689000.0,6458984000.0,4932721000.0,605616000.0,3380888000.0,2099684000.0,863261000.0,527900000.0,137201000.0,203423000.0,5.0,103397000.0,865733000.0,4932721000.0,,35.677,5.7677,5.0,863261000.0,0.08173112056013764,0.037054265230906894,0.15614240992307346,0.6210451218733066,0.2553355804747155,0.06059386637146792,0.07577978889024953,0.2553355804747155,0.7636992133747351,1.0731098480572407,4962565000.0,744778000.0,1220075000.0,3080882000.0,1220075000.0,223538000.0,7.000000000000001,7.000000000000001,4.042965391471836,5.458020560262685,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2017-12-31,14316413000.0,1759402000.0,2029409000.0,7452849000.0,6863564000.0,4354611000.0,671327000.0,-2080698000.0,-1275766000.0,-463787000.0,-51826000.0,-94178000.0,-322876000.0,0.0,-206200000.0,,4354611000.0,0.867,27.4463,5.7888,0.0,-463787000.0,-0.0075508875563774155,-0.0036200408579998354,0.024907987608004622,0.6131432817256517,0.2228997192288357,-0.03239547503973237,-0.0413424643491477,0.2228997192288357,0.6344533248324049,0.8669528912111851,4607471000.0,971772000.0,1210244000.0,2864796000.0,1210244000.0,180566000.0,9.0,9.0,3.598126493500484,6.702502132184353,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2018-03-31,14074100000.0,1502000000.0,2047500000.0,6918600000.0,7155500000.0,3820700000.0,366200000.0,1202500000.0,750500000.0,300200000.0,211300000.0,43200000.0,44000000.0,2.0,104200000.0,281700000.0,3820700000.0,,27.5454,5.9772,2.0,300200000.0,0.029529732373698554,0.015013393396380586,0.17571725571725572,0.6241164241164241,0.24964656964656964,0.021329960707967117,0.027350084728776806,0.24964656964656964,0.533952903361051,0.7335775335775335,4723666000.0,1025001000.0,1252188000.0,2947682000.0,1252188000.0,177901000.0,10.0,10.0,3.05121914600683,7.038678815745836,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2018-06-30,15361000000.0,1651100000.0,2066400000.0,8058100000.0,7302900000.0,4821700000.0,421800000.0,2496200000.0,1566400000.0,654500000.0,439700000.0,86400000.0,129000000.0,4.0,104300000.0,547800000.0,4821700000.0,,26.3798,5.8017,4.0,654500000.0,0.06020895808514426,0.028624438513117637,0.17614774457174906,0.6275138210079321,0.26219854178351093,0.04260790313130656,0.05398116226514689,0.26219854178351093,0.6602445603801229,0.7990224545102594,4998890000.0,1127074000.0,1354174000.0,3140818000.0,1354174000.0,172623000.0,11.0,11.0,3.560620717869343,7.84469045260481,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2018-09-30,15245100000.0,1608000000.0,2119300000.0,7690200000.0,7554900000.0,4414300000.0,363400000.0,3814900000.0,2406400000.0,1032000000.0,687300000.0,134800000.0,193000000.0,6.0,104400000.0,966000000.0,4414300000.0,,27.2924,6.1237,6.0,1032000000.0,0.09097406980899814,0.04508333825294685,0.18016199638260505,0.6307897978977168,0.2705182311462948,0.06769388196863255,0.08622130134010628,0.2705182311462948,0.5842962845305696,0.7587410937573728,5432902000.0,1286474000.0,1522913000.0,3447534000.0,1522913000.0,170222000.0,12.0,12.0,2.898589742158613,8.946628520402768,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2018-12-31,15249500000.0,1610700000.0,1448200000.0,7511000000.0,7738500000.0,4940200000.0,364400000.0,-2322400000.0,-1443800000.0,-590300000.0,-393900000.0,-82300000.0,-112000000.0,-3.0,-208500000.0,-365400000.0,4940200000.0,1.1122,29.1893,5.3102,-3.0,-590300000.0,-0.050901337468501645,-0.025830355093609626,0.16960902514640028,0.621684464347227,0.2541767137444023,-0.038709465884127346,-0.04655840109790436,0.2541767137444023,0.6383924533178265,1.1122082585278277,5191200000.0,944400000.0,1396400000.0,3279500000.0,1396400000.0,182100000.0,9.0,9.0,3.5378115153251217,7.668314113124657,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2019-03-31,15414100000.0,1586000000.0,1444700000.0,7276700000.0,8137400000.0,4487000000.0,392500000.0,1287200000.0,810600000.0,346400000.0,369600000.0,43700000.0,49600000.0,3.53,104700000.0,290300000.0,4487000000.0,,32.6909,6.8326,3.53,346400000.0,0.04541991299432251,0.02397804607469784,0.28713486637663144,0.629738968303294,0.26911124922311996,0.022472930628450575,0.027438927790627673,0.26911124922311996,0.5514046255560744,1.0978057728248078,5275900000.0,1102700000.0,1442600000.0,3339600000.0,1442600000.0,182600000.0,10.530000000000001,10.530000000000001,3.1103563011229722,7.900328587075575,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2019-06-30,15908300000.0,1602300000.0,1443200000.0,7557300000.0,8351000000.0,4718900000.0,320800000.0,2617500000.0,1660600000.0,714800000.0,619300000.0,88800000.0,122200000.0,5.0,104900000.0,591100000.0,4718900000.0,,34.5124,7.302,5.0,714800000.0,0.07415878337923602,0.03892936391694901,0.23659980897803248,0.634422158548233,0.2730850047755492,0.04493251950239812,0.05469054851223039,0.2730850047755492,0.5650700514908394,1.1102411308203992,5397200000.0,1282300000.0,1502900000.0,3433800000.0,1502900000.0,185000000.0,11.530000000000001,11.530000000000001,3.139862931665447,8.123783783783784,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2019-09-30,17819100000.0,1619400000.0,1500900000.0,9247800000.0,8571300000.0,6195100000.0,323000000.0,3972000000.0,2534200000.0,1100000000.0,896800000.0,137600000.0,182600000.0,8.0,105000000.0,995600000.0,6195100000.0,,32.1406,6.9344,8.0,1100000000.0,0.10462823609020802,0.05032801881127554,0.2257804632426989,0.6380161127895266,0.2769385699899295,0.061731512814900864,0.07449344457687723,0.2769385699899295,0.7227725082542905,1.0789526284229463,5554300000.0,1491800000.0,1570900000.0,3561600000.0,1570900000.0,187800000.0,13.530000000000001,13.530000000000001,3.9436628684193775,8.364749733759318,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
2019-12-31,18108900000.0,1999500000.0,2397400000.0,8617000000.0,9491900000.0,4673100000.0,709700000.0,-2509900000.0,-1578300000.0,-662800000.0,-117800000.0,-83500000.0,105100000.0,-0.5300000000000011,-209500000.0,-415200000.0,4673100000.0,0.834,20.8498,7.7967,-0.5300000000000011,-662800000.0,-0.012410581653831161,-0.006505088658063162,0.046934140802422405,0.6288298338579226,0.2640742659070082,-0.03660078745810071,-0.04679138722202612,0.2640742659070082,0.4923250350298676,0.8340285309084842,5366800000.0,1767900000.0,1498400000.0,3427100000.0,1498400000.0,186600000.0,16.0,16.0,3.118726641751201,8.030010718113612,0.8867108,594.25,313.07,1.30485,36105.945,23.5019,2.4099,4.5689
