report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2010-03-31,13152600000.0,2822000000.0,2345700000.0,7734300000.0,5265600000.0,3468500000.0,344900000.0,230900000.0,4422500000.0,685600000.0,503800000.0,61100000.0,168400000.0,2.32,217000000.0,542700000.0,516900000.0,434400000.0,25800000.0,3813400000.0,,1.8397,18.2236,2.32,1120000000.0,0.09567760559100577,0.0383042136155589,0.11391746749576032,0.15502543810062183,0.05212657573407539,0.07551492455116202,0.005833804409270774,0.2532504239683437,0.724209966575509,1.2030523937417401,,,,,,,,,,,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2010-06-30,12999400000.0,2945400000.0,2312800000.0,7627500000.0,5231400000.0,3366400000.0,341200000.0,405300000.0,6674800000.0,1022000000.0,757000000.0,91100000.0,246000000.0,3.49,216900000.0,1033200000.0,757200000.0,648800000.0,276000000.0,3707600000.0,,1.5632,13.7502,3.49,1670800000.0,0.14470313873915205,0.058233456928781326,0.11341163780188171,0.1531132018936897,0.07861901318522393,0.11433046202036022,0.041349553544675496,0.2503146161682747,0.7087204190082961,1.273521272915946,,,,,,,,,,,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2010-09-30,13505900000.0,3033800000.0,2244100000.0,7808300000.0,5546900000.0,3659800000.0,286000000.0,374300000.0,9026000000.0,1389000000.0,1029100000.0,121900000.0,339500000.0,4.74,217100000.0,1522400000.0,1030900000.0,863400000.0,491500000.0,3945800000.0,1.352,1.9502,17.1046,4.74,2252400000.0,0.185527051145685,0.07619632901176523,0.11401506758253933,0.15388876578772434,0.10284394227707891,0.14632296396178116,0.05445380013294926,0.24954575670285842,0.7113522868629325,1.351900539191658,,,,,,,,,,,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2010-12-31,13459700000.0,2870200000.0,1937100000.0,7482500000.0,5810000000.0,3617400000.0,320900000.0,247200000.0,2391700000.0,360600000.0,268600000.0,31000000.0,81500000.0,1.23,219200000.0,336600000.0,306900000.0,217600000.0,29700000.0,3938300000.0,,2.1328,18.6485,1.23,578200000.0,0.04623063683304647,0.019955868258579316,0.1123050549818121,0.1507714178199607,0.02679108746851713,0.0369910651087882,0.012417945394489276,0.24175272818497304,0.6778485370051636,1.4816994476278973,22515000000.0,2558500000.0,3457200000.0,823000000.0,5621400000.0,305100000.0,11.780000000000001,11.780000000000001,0.7005906002063543,11.331366764995083,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2011-03-31,13820700000.0,2976500000.0,2211300000.0,7821500000.0,5825200000.0,3711800000.0,662100000.0,270300000.0,4893000000.0,780100000.0,572900000.0,60400000.0,191800000.0,2.62,219000000.0,626700000.0,612700000.0,435100000.0,14000000.0,4373900000.0,,2.0843,17.6484,2.62,1215200000.0,0.09834855455606674,0.041452314282199886,0.11708563253627631,0.15943184140609035,0.056444319028703324,0.07648714102224706,0.002861230329041488,0.24835479256080115,0.7508583396278239,1.346040790485235,22985500000.0,2627600000.0,3551700000.0,811200000.0,5716600000.0,304400000.0,12.08,12.08,0.7651226253367386,11.667871222076215,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2011-06-30,14451500000.0,3276500000.0,2103800000.0,8054500000.0,6232200000.0,4054300000.0,430400000.0,430100000.0,7470800000.0,1196900000.0,899400000.0,86900000.0,295700000.0,4.12,218400000.0,1128700000.0,965300000.0,657300000.0,163400000.0,4484700000.0,,2.1277,17.2882,4.12,1854200000.0,0.14431500914604795,0.06223575407397156,0.12038871339080152,0.16021041923221074,0.08282185240286476,0.11168341591318386,0.02187182095625636,0.24819296460887724,0.7196014248579956,1.5574199068352506,23781500000.0,2770000000.0,3726600000.0,698600000.0,5900000000.0,300200000.0,12.71,12.71,0.7601186440677966,12.413724183877415,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2011-09-30,14290700000.0,3189800000.0,2342000000.0,8352000000.0,5795800000.0,3927500000.0,562500000.0,422500000.0,-4673500000.0,-715400000.0,-516700000.0,-62800000.0,-160600000.0,-2.3400000000000007,-439000000.0,-338800000.0,-533200000.0,-436100000.0,-872000000.0,4490000000.0,1.3621,1.6826,13.296,-2.3400000000000007,-1151500000.0,-0.08915076434659581,-0.03615638142288342,0.11055953781962127,0.15307585321493528,-0.05006052887542248,-0.0695521981761263,0.18658393067294318,0.24638921579116294,0.7746989199075193,1.36199829205807,10082000000.0,1224200000.0,1622200000.0,-664900000.0,2496100000.0,115500000.0,5.63,5.63,1.7988061375746165,14.045021645021645,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2011-12-31,14391300000.0,3176200000.0,2337200000.0,8334200000.0,5909000000.0,3884200000.0,267900000.0,407300000.0,2423100000.0,384700000.0,248100000.0,29400000.0,136100000.0,1.16,213900000.0,430700000.0,349700000.0,212500000.0,81000000.0,4152100000.0,,1.8743,15.1082,1.16,597200000.0,0.04198679979691995,0.01723958224760793,0.10238950105237093,0.15876356733110478,0.026731428015537163,0.03823637574420292,0.03342825306425653,0.24646114481449383,0.7026738872905737,1.35897655314051,10113400000.0,1203700000.0,1646300000.0,-613600000.0,2515100000.0,113900000.0,5.5600000000000005,5.5600000000000005,1.6508687527334898,14.453906935908693,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2012-03-31,14955800000.0,3342900000.0,2539400000.0,8548400000.0,6262700000.0,3879800000.0,353000000.0,319500000.0,4665800000.0,641700000.0,544100000.0,58800000.0,136200000.0,2.54,214500000.0,731200000.0,734900000.0,408300000.0,-3700000.0,4232800000.0,,2.0319,16.3924,2.54,1050000000.0,0.08687946093537931,0.03638053464207866,0.1166145141240516,0.13753268464143342,0.042906430949865605,0.0611404887809061,-0.0007930044151056624,0.22504179347593126,0.6758746227665384,1.3164133259825155,9886200000.0,1174900000.0,1507900000.0,-631300000.0,2349900000.0,112300000.0,5.48,5.48,1.8012681390697476,13.427426536064115,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2012-06-30,14880900000.0,3033100000.0,2135400000.0,8233500000.0,6513600000.0,3795500000.0,370700000.0,361200000.0,7005900000.0,1124500000.0,1028600000.0,84800000.0,269500000.0,4.79,214600000.0,1244600000.0,1166500000.0,620500000.0,78100000.0,4166200000.0,,1.7721,12.4546,4.79,1745000000.0,0.15791574551707196,0.06912216331001485,0.14681910960761643,0.16050757218915485,0.0755666659946643,0.10529223393696512,0.011147746899042237,0.249075778986283,0.6396155735691477,1.4203896225531516,9421300000.0,1304100000.0,1435500000.0,-716600000.0,2240700000.0,110200000.0,6.1499999999999995,6.1499999999999995,1.8593296737626634,13.026315789473685,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2012-09-30,16941800000.0,3415800000.0,2689900000.0,9926000000.0,6477200000.0,4584200000.0,633400000.0,454400000.0,-4483100000.0,-868500000.0,-653500000.0,-49300000.0,-254500000.0,-3.05,-428300000.0,-641400000.0,-730100000.0,-400500000.0,-1371500000.0,5217600000.0,1.2699,1.8248,15.026,-3.05,-1269000000.0,-0.10089236089668376,-0.03857323306850512,0.14576966830987487,0.19372755459391938,-0.05126373820963534,-0.0742637753531484,0.30592670250496307,0.2830630590439651,0.8055332551102328,1.2698613331350608,9611700000.0,1167300000.0,1282400000.0,-1216100000.0,2123200000.0,123700000.0,5.44,5.44,2.4574227581009795,10.367016976556185,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2012-12-31,17393100000.0,3563100000.0,2966900000.0,10551200000.0,6299300000.0,5107300000.0,835900000.0,545600000.0,2562400000.0,372400000.0,278300000.0,35800000.0,92200000.0,1.31,212600000.0,278400000.0,357000000.0,218500000.0,-78600000.0,5943200000.0,,1.7706,14.5675,1.31,590900000.0,0.04417951200927087,0.016000597938262875,0.10860911645332501,0.14533250078051826,0.021410789336001056,0.030418623647130896,-0.030674367780206057,0.23060412113643458,0.9434699093550077,1.2009504870403451,9751000000.0,1197500000.0,1270100000.0,-1375700000.0,2116900000.0,130100000.0,5.59,5.59,2.807501535263829,9.76249039200615,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2013-03-31,17221200000.0,3379200000.0,3221600000.0,10305100000.0,6365500000.0,4644700000.0,1239800000.0,401600000.0,5046600000.0,762100000.0,568700000.0,71000000.0,188000000.0,2.0,211800000.0,,707300000.0,444700000.0,,5884500000.0,,1.7828,14.9462,2.0,1206800000.0,0.0893409787133768,0.03302325041228254,0.11268973170055087,0.15101256291364484,0.04425359440689383,0.062212244897959186,,0.2391312963183133,0.9244364150498783,1.048919791407996,10131800000.0,1222100000.0,1390500000.0,,2273700000.0,142300000.0,5.050000000000001,5.050000000000001,2.588072305053437,9.77160927617709,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2013-06-30,17491300000.0,3480700000.0,3357700000.0,10428100000.0,6540800000.0,4648200000.0,1406000000.0,418800000.0,7593900000.0,1145200000.0,857100000.0,106400000.0,282100000.0,4.0,211900000.0,,1115400000.0,674400000.0,,6054200000.0,,1.922,19.6867,4.0,1819600000.0,0.13103901663405088,0.049001503604649166,0.11286690633271441,0.15080525158350783,0.06547254921017877,0.09092497022628027,,0.23961337389220294,0.9256054305283757,1.03663221848289,10719800000.0,1050600000.0,1411200000.0,,2348300000.0,163900000.0,4.26,4.26,2.5781203423753354,8.61012812690665,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2013-09-30,17850100000.0,3439100000.0,3227600000.0,10275400000.0,7042100000.0,5056300000.0,709900000.0,450400000.0,-5022500000.0,-955300000.0,-709900000.0,-71400000.0,-254400000.0,-3.3100000000000005,-424000000.0,,-655500000.0,-430600000.0,,5766200000.0,1.0654,2.1946,22.4722,-3.3100000000000005,-1385900000.0,-0.100807997614348,-0.03977008532165086,0.14134395221503235,0.19020408163265307,-0.05351790746270329,-0.07458444914625673,,0.2759382777501244,0.8188182502378551,1.065528566117239,10180400000.0,994200000.0,1324400000.0,,2231400000.0,141800000.0,3.9999999999999996,3.9999999999999996,2.5841175943353947,9.339915373765868,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2013-12-31,17915200000.0,3330100000.0,3145200000.0,10133800000.0,7264000000.0,5020800000.0,1030500000.0,387600000.0,2545500000.0,385600000.0,290200000.0,33300000.0,94500000.0,1.35,214300000.0,546200000.0,391100000.0,234200000.0,155100000.0,6051300000.0,,2.328,23.5173,1.35,619800000.0,0.03995044052863436,0.01619853532196124,0.1140051070516598,0.151483009231978,0.021523622398856836,0.02895916727373773,0.06093105480259281,0.24348850913376546,0.8330534140969162,1.0587879944041714,10163500000.0,1006100000.0,1337600000.0,,2260300000.0,139300000.0,4.039999999999999,4.039999999999999,2.677210989691634,9.60229720028715,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2014-03-31,17963000000.0,3299900000.0,3110300000.0,10091600000.0,7370900000.0,4993200000.0,1061500000.0,356900000.0,5127400000.0,770300000.0,573700000.0,64800000.0,186600000.0,2.0,214600000.0,,802200000.0,463300000.0,,6054700000.0,,2.4626,25.2895,2.0,1233600000.0,0.07783310043549635,0.031937872293046815,0.1118890665834536,0.1502320864375707,0.04288259199465568,0.057375461804314146,,0.2405897725942973,0.8214329322063791,1.060958749959811,10244300000.0,1011100000.0,1345800000.0,,2287100000.0,133100000.0,4.039999999999999,4.039999999999999,2.647326308425517,10.111194590533433,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2014-06-30,18316200000.0,3339800000.0,3156100000.0,10118600000.0,7696700000.0,4951000000.0,1115200000.0,337600000.0,7762000000.0,1184100000.0,887700000.0,96100000.0,288700000.0,4.0,214900000.0,,1264900000.0,702300000.0,,6066200000.0,,2.6475,26.7351,4.0,1886400000.0,0.11533514363298557,0.04846529301929439,0.11436485441896418,0.1525508889461479,0.06464768893111017,0.08603564655704829,,0.24303014686936356,0.7881559629451583,1.0582047463641837,10412400000.0,1041700000.0,1384700000.0,,2353900000.0,122800000.0,4.039999999999999,4.039999999999999,2.577084837928544,11.276058631921824,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2014-09-30,17779100000.0,3294800000.0,2963000000.0,9970500000.0,7365800000.0,4824500000.0,1228700000.0,336600000.0,-4995900000.0,-1011800000.0,-759900000.0,-69100000.0,-203800000.0,-3.3499999999999996,-428600000.0,,-774000000.0,-442900000.0,,6053200000.0,1.112,2.6564,27.9625,-3.3499999999999996,-1454700000.0,-0.10316598332835537,-0.042741196123538314,0.15210472587521767,0.2025260713785304,-0.05690951735464675,-0.07540055145688948,,0.29117876658860264,0.8217980395883678,1.111981100236247,10439000000.0,991700000.0,1328200000.0,,2285100000.0,125100000.0,4.0,4.0,2.648986915233469,10.61710631494804,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2014-12-31,17635400000.0,3137200000.0,3001900000.0,9843400000.0,7351500000.0,4751300000.0,1283500000.0,238800000.0,2560800000.0,430000000.0,324600000.0,29100000.0,106500000.0,1.0,216600000.0,,446500000.0,235500000.0,,6034800000.0,,2.9562,30.1186,1.0,665500000.0,0.04415425423382983,0.01840616033659571,0.1267572633552015,0.16791627616369884,0.024382775553715822,0.03212239379066658,,0.2598797250859107,0.8208936951642521,1.045071454745328,10454300000.0,1026100000.0,1372600000.0,,2330800000.0,120900000.0,3.65,3.65,2.5891539385618674,11.353184449958643,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2015-03-31,17493800000.0,3114500000.0,3081300000.0,9737500000.0,7332500000.0,4511500000.0,1261000000.0,195700000.0,4975300000.0,804400000.0,614600000.0,52500000.0,193600000.0,2.0,217000000.0,,817600000.0,468800000.0,,5772500000.0,,3.1583,31.4639,2.0,1273200000.0,0.08381861575178998,0.035132446924053096,0.1235302393825498,0.1616786927421462,0.04598200505321885,0.06138115223197253,,0.25590416658291965,0.7872485509717013,1.0107746730276181,10302200000.0,1067000000.0,1406700000.0,,2370400000.0,108600000.0,3.65,3.65,2.435242996962538,12.953038674033149,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2015-06-30,17671500000.0,3102300000.0,2918900000.0,9662300000.0,7586000000.0,4690500000.0,1087800000.0,215300000.0,7445500000.0,1226900000.0,933400000.0,80700000.0,297100000.0,4.0,217200000.0,,1214700000.0,701800000.0,,5778300000.0,,2.906,28.3555,4.0,1928700000.0,0.12304244661218033,0.05281951164304106,0.12536431401517695,0.16478409777718084,0.06942817531052825,0.09180428454913464,,0.25904237458867774,0.7617057737938308,1.0628318887252046,9985700000.0,1112700000.0,1449500000.0,,2412700000.0,93200000.0,3.65,3.65,2.394951713847557,15.552575107296137,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2015-09-30,17438100000.0,2910800000.0,3648100000.0,10057000000.0,7249000000.0,3949100000.0,1494300000.0,206400000.0,-5086700000.0,-762200000.0,-594700000.0,-58800000.0,-181300000.0,-2.0,-433500000.0,,-864000000.0,-469700000.0,,5443400000.0,0.7667,3.5054,21.4629,-2.0,-1231900000.0,-0.08203890191750586,-0.03410348604492462,0.11691273320620442,0.14984174415632925,-0.043708890303416084,-0.060051684472597774,,0.2421805885937838,0.7509173679128156,0.797894794550588,9894900000.0,1277900000.0,1699100000.0,,2635500000.0,103500000.0,5.0,5.0,2.065414532346803,16.416425120772946,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2015-12-31,17260300000.0,2779000000.0,3572400000.0,9761300000.0,7367100000.0,3870500000.0,1539400000.0,279100000.0,2355800000.0,493000000.0,363600000.0,22200000.0,132500000.0,1.0,217600000.0,,350600000.0,232700000.0,,5409900000.0,,3.9354,21.3063,1.0,725700000.0,0.04935456285376878,0.02106568252000255,0.1543424738942185,0.20927073605569232,0.02856265534202766,0.03858495734522971,,0.30804822141098565,0.7343323695891192,0.7779084089127757,9689900000.0,1316900000.0,1762100000.0,,2695700000.0,96600000.0,5.0,5.0,2.0068627814667805,18.24120082815735,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2016-03-31,16810800000.0,3031200000.0,3839100000.0,9757700000.0,6916600000.0,3573200000.0,1480900000.0,313100000.0,4627000000.0,1023900000.0,-109700000.0,47900000.0,268400000.0,0.0,217800000.0,,534800000.0,464800000.0,,5054100000.0,,4.7941,56.2256,0.0,1488700000.0,-0.015860393835121302,-0.006525566897470673,-0.02370866652258483,0.2212880916360493,0.060907273895352984,0.08553384513854662,,0.3217419494272747,0.7307202960992395,0.7895600531374541,9341600000.0,592600000.0,1981600000.0,,2911200000.0,92000000.0,2.9999999999999996,2.9999999999999996,1.7360882110469908,21.53913043478261,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2016-06-30,17083500000.0,3378800000.0,3658900000.0,9903300000.0,7045400000.0,3925600000.0,1043000000.0,514800000.0,7061400000.0,1559000000.0,237100000.0,82900000.0,447900000.0,1.0,218000000.0,,797300000.0,695400000.0,,4968600000.0,,5.1808,52.8863,1.0,2254400000.0,0.033653163766429156,0.013878888986448913,0.03357691109411731,0.22077774945478235,0.0912576462668657,0.1297652738471783,,0.31925680459965444,0.7052261049762966,0.9234469376041979,8957500000.0,-103700000.0,2313700000.0,,3236900000.0,94200000.0,-4.440892098500626e-16,-4.440892098500626e-16,1.5349871790911056,24.56157112526539,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
2016-09-30,18055300000.0,4317300000.0,3283300000.0,10841900000.0,7079600000.0,4918100000.0,935800000.0,1501300000.0,-4519800000.0,-969900000.0,140100000.0,-37500000.0,-262300000.0,0.0,-435100000.0,,-626900000.0,-467000000.0,,5853900000.0,1.315,4.3387,51.5863,0.0,-1436900000.0,0.019789253630148596,0.00775949444207518,-0.030996946767556086,0.2145891411124386,-0.05371829878207507,-0.07499130165848378,,0.31791229700429224,0.8268687496468727,1.314927055097006,9524400000.0,631100000.0,2106000000.0,,3031900000.0,115500000.0,1.9999999999999996,1.9999999999999996,1.930769484481678,18.233766233766232,0.82382715,301.105,229.11,1.4686,65360.668,4.0396,5.3538
