report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-09-30,5730700000.0,2448500000.0,2193400000.0,,2005200000.0,1372600000.0,8000000.0,84500000.0,9214800000.0,1583000000.0,361900000.0,159300000.0,104800000.0,0.99,161400000.0,197700000.0,80300000.0,57200000.0,117400000.0,1380600000.0,,15.4008,0.2834,0.99,419100000.0,0.07944344703770198,0.027797651246793585,0.017287407214481052,0.17178886139688326,0.03927377696748709,0.06315109846964594,0.10688758934372969,0.012740374180665886,0.045481182445630944,0.6885098743267505,1.1163034558220115,,,,,,,,,,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2010-12-31,5974200000.0,2629100000.0,2399400000.0,,2078900000.0,1340600000.0,8100000.0,95100000.0,12461000000.0,2127500000.0,496600000.0,226600000.0,146000000.0,1.43,158600000.0,251800000.0,150400000.0,76800000.0,101400000.0,1348700000.0,1.0959,18.418,0.3349,1.43,573400000.0,0.10899995189763817,0.0379297646546818,0.018184736377497793,0.1707326859802584,0.03985233929861167,0.08312410029794784,0.14488271676975142,0.0081373886525961,0.04601556857395073,0.6487565539467988,1.0957322663999334,,,,,,,,,,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2011-03-31,5889400000.0,2450800000.0,2250100000.0,,2138600000.0,1328700000.0,8200000.0,84300000.0,3311100000.0,566200000.0,140000000.0,69400000.0,44200000.0,0.46,151800000.0,153500000.0,24700000.0,20700000.0,128800000.0,1336900000.0,,21.9477,0.4086,0.46,160700000.0,0.03245113625736463,0.011783882908275886,0.020959801878529794,0.17100057382742895,0.042282021080607655,0.023771521716983053,0.04028197381671702,0.03889945939415904,0.04853371991181178,0.6251285887964089,1.0891960357317452,,,,,,,,,,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2011-09-30,5766800000.0,2296000000.0,2159800000.0,5766800000.0,2024900000.0,1394200000.0,,67300000.0,10153900000.0,1724800000.0,428500000.0,212000000.0,134200000.0,1.42,149500000.0,311100000.0,113800000.0,62700000.0,197300000.0,1394200000.0,,17.1087,0.3566,1.42,491200000.0,0.10469652822361598,0.036762155788305474,0.02087867715853022,0.16986576586336286,0.04220053378504811,0.0743046403551363,0.12532537802345647,0.019430957563103833,0.048375501039009644,0.6885278285347425,1.0630613945735716,35140800000.0,667300000.0,1427000000.0,6001500000.0,544900000.0,1644400000.0,4.3,4.3,0.8478472391145707,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2011-12-31,6198800000.0,2676200000.0,2462600000.0,6198800000.0,1894600000.0,1634400000.0,,86600000.0,13832300000.0,2304000000.0,572000000.0,281400000.0,177100000.0,1.91,147300000.0,376400000.0,149100000.0,83700000.0,227300000.0,1634400000.0,1.0865,17.7483,0.3611,1.91,655700000.0,0.1485273936450966,0.045395883074143384,0.02034368832370611,0.16656665919622912,0.04135248657128605,0.09227592437245918,0.16208557665060924,0.016432552793100207,0.04740354098739906,0.8626623033885781,1.0867375944124096,39758300000.0,789400000.0,1637100000.0,6722500000.0,654800000.0,1881000000.0,5.22,5.22,0.8688995215311005,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2012-03-31,6332400000.0,2781800000.0,2661800000.0,6332400000.0,1568100000.0,1887200000.0,,76300000.0,3657000000.0,603000000.0,148700000.0,73000000.0,46100000.0,0.55,132300000.0,100100000.0,36300000.0,21200000.0,63800000.0,1887200000.0,,15.2056,0.3057,0.55,169900000.0,0.04655315349786366,0.011528014654791233,0.019961717254580257,0.16488925348646433,0.04066174459939841,0.02348240793380077,0.04303533701849333,0.017445993984140006,0.04645884604867378,1.2034946750844973,1.0450822751521527,30954300000.0,635800000.0,1289200000.0,5198000000.0,617200000.0,1477500000.0,4.34,4.34,1.2772927241962775,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2012-06-30,6461400000.0,2883900000.0,2715300000.0,6461400000.0,1528200000.0,2000300000.0,,62100000.0,7561500000.0,1231000000.0,312900000.0,151600000.0,96700000.0,1.18,128000000.0,119500000.0,69300000.0,42000000.0,50200000.0,2000300000.0,,15.3959,0.3045,1.18,354900000.0,0.09920167517340663,0.02346240752778036,0.020048932090193743,0.16279838656351253,0.04138067843681809,0.048426037700807875,0.08867790845968541,0.006638894399259406,0.04693513191827019,1.3089255333071588,1.0620925864545354,35204700000.0,718000000.0,1462100000.0,5862800000.0,538600000.0,1671700000.0,5.06,5.06,1.196566369563917,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2012-09-30,6563000000.0,2958300000.0,2833800000.0,6563000000.0,1638500000.0,1864100000.0,,98600000.0,11495300000.0,1853600000.0,476600000.0,233200000.0,147400000.0,1.84,126400000.0,311700000.0,,,,1864100000.0,,17.5625,0.3502,1.84,476600000.0,0.14232529752822703,0.035532530854792015,0.020286551895122355,0.16124851026071524,0.041460422955468756,0.07261922901112296,0.13607034774167762,,0.041460422955468756,1.1376869087580104,1.0439339402921872,36546100000.0,739200000.0,1510200000.0,5991600000.0,,1657100000.0,5.48,5.48,1.1249170237161306,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2012-12-31,7203000000.0,3361100000.0,3201700000.0,7203000000.0,1688500000.0,2066300000.0,,69700000.0,-7045000000.0,-1201200000.0,-292900000.0,-141400000.0,-90700000.0,-1.0500000000000003,-260900000.0,-214700000.0,,,,2066300000.0,1.0497,15.2781,0.3085,-1.0500000000000003,-292900000.0,-0.08374296713058928,-0.019630709426627795,0.02007097232079489,0.17050390347764371,0.04157558552164656,-0.040663612383729,-0.07800681793970385,,0.04157558552164656,1.223748889546935,1.049786051160321,15668800000.0,316400000.0,645300000.0,2486400000.0,,708500000.0,2.5199999999999996,2.5199999999999996,2.9164431898376852,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
2013-03-31,7194200000.0,3340900000.0,3207700000.0,7194200000.0,1786600000.0,1943600000.0,,46300000.0,4096400000.0,664000000.0,169400000.0,83000000.0,52700000.0,0.67,123000000.0,235100000.0,,,,1943600000.0,,16.1436,0.3271,0.67,169400000.0,0.046456957349154816,0.011537071529843484,0.02026169319402402,0.16209354555219216,0.041353383458646614,0.023546745989825136,0.045413114578306796,,0.041353383458646614,1.0878764132990038,1.0415250802755869,16108200000.0,326400000.0,666000000.0,2547400000.0,,708000000.0,2.6399999999999997,2.6399999999999997,2.7451977401129946,0.8094414,228.9166,148.33,0.4324,6861.572,10.5709,3.1751,0.2483
