report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage
2011-09-30,16403000000.0,4405000000.0,4046000000.0,16403000000.0,6714000000.0,3212000000.0,2010000000.0,6458000000.0,1753000000.0,1024000000.0,165000000.0,571000000.0,1.75,841000000.0,142000000.0,104000000.0,699000000.0,3212000000.0,1.75,1857000000.0,0.15251712838844206,0.062427604706456134,0.15856302260761845,0.27144626819448747,0.10687069438517344,0.1766068909933508,0.10823784453391143,0.2875503251780737,0.4784033363121835,1.0887296094908552,,,,,,,,,,
2011-12-31,16254000000.0,4307000000.0,4276000000.0,16254000000.0,6251000000.0,3206000000.0,1956000000.0,8541000000.0,2399000000.0,1406000000.0,221000000.0,780000000.0,2.4,1420000000.0,190000000.0,138000000.0,1230000000.0,3206000000.0,2.4,2537000000.0,0.22492401215805471,0.08650178417620279,0.16461772626156188,0.28088045896265074,0.14759443829211272,0.25367452680554087,0.14401123990165085,0.2970378175857628,0.5128779395296752,1.0072497661365762,,,,,,,,,,
2012-03-31,16672000000.0,4734000000.0,4900000000.0,16672000000.0,6028000000.0,3200000000.0,2396000000.0,1933000000.0,486000000.0,270000000.0,56000000.0,159000000.0,0.47,1053000000.0,27000000.0,32000000.0,1026000000.0,3200000000.0,0.47,518000000.0,0.044790975447909755,0.016194817658349327,0.1396792550439731,0.25142265907915157,0.02915067178502879,0.05266579973992198,0.5307811691670977,0.26797723745473356,0.53085600530856,0.9661224489795919,,,,,,,,,,
2012-06-30,15234000000.0,3347000000.0,4311000000.0,15234000000.0,5891000000.0,2569000000.0,1005000000.0,4109000000.0,1220000000.0,713000000.0,114000000.0,392000000.0,1.24,-64000000.0,50000000.0,66000000.0,-114000000.0,2569000000.0,1.24,1286000000.0,0.1210320828382278,0.04680320336090324,0.1735215380871258,0.29690922365539063,0.08008402258106866,0.14420803782505912,-0.027743976636651253,0.312971525918715,0.43608894924461045,0.7763859893296219,21041000000.0,3413000000.0,5858000000.0,2841000000.0,6198000000.0,556000000.0,5.859999999999999,5.859999999999999,0.4144885446918361,10.535971223021583
2012-09-30,15394000000.0,3519000000.0,4753000000.0,15394000000.0,5731000000.0,2502000000.0,1243000000.0,6226000000.0,1939000000.0,1133000000.0,170000000.0,635000000.0,1.98,913000000.0,61000000.0,99000000.0,852000000.0,2502000000.0,1.98,2038000000.0,0.19769673704414586,0.07360010393659867,0.18197879858657243,0.31143591390941217,0.12595816551903338,0.23551560791934897,0.13684548666880822,0.32733697398008355,0.43657302390507763,0.7403745003155902,20809000000.0,3522000000.0,6044000000.0,2994000000.0,6379000000.0,561000000.0,6.09,6.09,0.3922244865966452,10.77361853832442
2012-12-31,16557000000.0,4812000000.0,3769000000.0,16557000000.0,5257000000.0,5035000000.0,2502000000.0,-3964000000.0,-1431000000.0,-844000000.0,-106000000.0,-505000000.0,-1.4499999999999997,-334000000.0,-50000000.0,-66000000.0,-384000000.0,5035000000.0,-1.4499999999999997,-1497000000.0,-0.1605478409739395,-0.05097541825209881,0.2129162462159435,0.3609989909182644,-0.08642870085160355,-0.13904003109211038,0.09687184661957618,0.37764883955600403,0.9577705915921628,1.2767312284425576,8304000000.0,1272000000.0,2214000000.0,1380000000.0,2345000000.0,234000000.0,2.24,2.24,2.1471215351812365,9.461538461538462
2013-12-31,15402000000.0,3655000000.0,3076000000.0,15402000000.0,5167000000.0,5099000000.0,1500000000.0,8236000000.0,3132000000.0,1718000000.0,259000000.0,1023000000.0,3.14,1308000000.0,153000000.0,103000000.0,1155000000.0,5099000000.0,3.14,3235000000.0,0.332494677762725,0.11154395533047656,0.20859640602234095,0.38028169014084506,0.20335021425788857,0.3050847457627119,0.1402379796017484,0.39278776104905294,0.9868395587381459,1.1882314694408322,14607000000.0,2720000000.0,4860000000.0,1509000000.0,5062000000.0,437000000.0,4.91,4.91,1.0073093638877915,11.121281464530892
