report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,19465683000.0,1916143000.0,1558137000.0,19465683000.0,10131019000.0,3734067000.0,650114000.0,2728661000.0,360403000.0,177887000.0,,129329000.0,0.7,254206.0,1301340000.0,897249000.0,3734067000.0,,42.7505,5.1222,0.7,1257652000.0,0.01755864834524543,0.009138492597459847,0.06519204840762557,0.13208053327254649,0.018514788307196824,0.025993563977893826,0.4609044509376577,0.36857763271394517,1.2297654185735913,,,,,,,,,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2010-09-30,19944859000.0,1534445000.0,1938300000.0,19944859000.0,10118124000.0,3768638000.0,27832000.0,4310736000.0,348708000.0,106981000.0,,161422000.0,0.42,254444000.0,2085727000.0,1398137000.0,3768638000.0,,46.4419,4.4191,0.42,1746845000.0,0.01057320507240275,0.005363838370579606,0.024817339776780578,0.08089291480619551,0.01748360316811465,0.02511082137074143,0.4052312644522884,0.37246410500602684,0.7916447402362895,,,,,,,,,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2010-12-31,21624233000.0,2527446000.0,2220099000.0,,10231632000.0,5003341000.0,788853000.0,6099896000.0,523319000.0,160654000.0,,247322000.0,0.63,254500000.0,2708602000.0,1941926000.0,5003341000.0,1.1383,144.5317,3.9934,0.63,2465245000.0,0.015701698419176922,0.007429350210941586,0.02633717033864184,0.08579146267411772,0.02420058089459173,0.03434984755142001,0.4041454149382219,0.4890071300453339,1.1384384209893343,,,,,,,,,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2011-03-31,23545522000.0,3597603000.0,2500191000.0,,11788379000.0,5004725000.0,1668285000.0,1897106000.0,272451000.0,133973000.0,,91749000.0,0.52,258819000.0,957488000.0,568226000.0,5004725000.0,,179.9606,5.0108,0.52,840677000.0,0.011364836505511063,0.0056899566720160204,0.07061967017130302,0.14361400997097684,0.0115712448422252,0.016223980986481118,0.44313654587566537,0.4245473444652568,1.4389312656513042,15036399000.0,579495000.0,1504881000.0,6310419000.0,,2.27,2.27,0.7930891752195852,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2011-06-30,23959379000.0,3637950000.0,2476238000.0,,12077185000.0,5006251000.0,1577438000.0,4467356000.0,860704000.0,429547000.0,,339399000.0,1.63,263363000.0,2069240000.0,1171170000.0,5006251000.0,,68.0668,3.8725,1.63,2031874000.0,0.03556681461781036,0.017928135783485875,0.09615239976397673,0.19266519167041982,0.03592346863414114,0.050382370384974076,0.45482697147932694,0.41452134748287783,1.4691439191224753,16775094000.0,831155000.0,2005182000.0,7084641000.0,,3.2,3.2,0.7066343940363387,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2011-09-30,24794678000.0,3735362000.0,2666323000.0,24794678000.0,12493848000.0,5007746000.0,1386728000.0,7353100000.0,1810734000.0,970425000.0,,697742000.0,3.66,265245.0,3341523000.0,1822854000.0,5007746000.0,,18.6265,2.3516,3.66,3633588000.0,0.0776722271633207,0.039138439305402555,0.13197494934109424,0.2462545049026941,0.07302913955970712,0.10346109045838911,0.49415729420244525,0.4008169460681769,1.400941296309562,19817458000.0,1694599000.0,3467208000.0,8971384000.0,,6.44,6.44,0.5581910215859671,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2011-12-31,24838797000.0,3253938000.0,2522319000.0,24838797000.0,12640904000.0,5009166000.0,615726000.0,-3591447000.0,-830580000.0,-442822000.0,210363000.0,-310214000.0,-1.7100000000000009,-256179245.0,-1789841000.0,-1045869000.0,5009166000.0,1.2902,24.9971,3.0281,-1.7100000000000009,-1876449000.0,-0.03503088070283581,-0.017827836026036204,0.12329904910193579,0.23126611641491576,-0.03343881750794936,-0.04705817030753986,0.5224771519668813,0.39626643790665605,1.2900580775072463,10126115000.0,1091123000.0,2113309000.0,4629690000.0,,4.1,4.1,1.081965747166657,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2012-03-31,25555536000.0,3042033000.0,2772347000.0,25555536000.0,12991843000.0,5010523000.0,294064000.0,2806651000.0,559772000.0,324009000.0,50269000.0,196125000.0,1.2,270242000.0,1077605000.0,748743000.0,5010523000.0,,23.8312,3.0983,1.2,1308515000.0,0.024939417756202873,0.012678622745380884,0.1154432809779342,0.19944481875373887,0.021904138500558158,0.03109435726392853,0.46621934825526934,0.38566683726088746,1.0972771445998644,11035660000.0,1281159000.0,2400630000.0,5097528000.0,,4.779999999999999,4.779999999999999,0.9829319230811484,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2012-06-30,25998577000.0,2948058000.0,2679940000.0,25998577000.0,13355141000.0,5011893000.0,280374000.0,5715970000.0,1252111000.0,719787000.0,101044000.0,446586000.0,2.67,270083000.0,2573218000.0,1557508000.0,5011893000.0,,17.358,2.2982,2.67,2809619000.0,0.05389587425546462,0.027685630640476976,0.12592560842691616,0.21905485858043341,0.048160751259578555,0.06817164927118881,0.49153844404361813,0.37527817939174135,1.100046269692605,12284274000.0,1571399000.0,2792037000.0,5875273000.0,,5.819999999999999,5.819999999999999,0.8530485306810424,,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
2012-09-30,28032491000.0,4000162000.0,2578383000.0,28032491000.0,13793470000.0,6305277000.0,1112623000.0,8670825000.0,1857858000.0,1075278000.0,154198000.0,651284000.0,3.98,270328000.0,4009590000.0,2383359000.0,6305277000.0,,25.7815,2.803,3.98,4241217000.0,0.077955583330373,0.03835827504591012,0.12401103701204903,0.21426542457032635,0.06627516619910803,0.09243650860424284,0.48913650085199506,0.4571204345244525,1.5514227327747663,13601999000.0,1676252000.0,2839161000.0,6482902000.0,515874000.0,6.139999999999999,6.139999999999999,0.9726010049203273,5.50359390083625,0.39963868,137.81,101.5936,5.59539,73778.31,14.8149,1.9099,3.2549
