report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,42163000000.0,6033000000.0,6492000000.0,30855000000.0,11051000000.0,15364000000.0,,85000000.0,4168000000.0,734000000.0,174000000.0,183000000.0,295000000.0,,1650000000.0,877000000.0,320000000.0,773000000.0,15364000000.0,,20.3508,1.7712,,1054000000.0,0.015745181431544658,0.004126841069183882,0.041746641074856046,0.17610364683301344,0.017408628418281433,0.027787242097293205,0.18546065259117084,0.2528790786948177,1.3902814224957019,0.9292975970425139,,,,,,,,,,,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2010-06-30,41788000000.0,6375000000.0,5671000000.0,29385000000.0,12146000000.0,15349000000.0,,411000000.0,7501000000.0,3844000000.0,1935000000.0,371000000.0,1429000000.0,,1406000000.0,1654000000.0,629000000.0,-248000000.0,15349000000.0,,9.0567,1.6456,,4473000000.0,0.1593117075580438,0.04630515937589739,0.2579656045860552,0.5124650046660445,0.09198813056379822,0.13980723767957812,-0.03306225836555126,0.5963204906012531,1.263708216696855,1.1241403632516311,,,,,,,,,,,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2010-09-30,42229000000.0,5995000000.0,4927000000.0,29877000000.0,12095000000.0,16023000000.0,,446000000.0,11451000000.0,4963000000.0,2510000000.0,600000000.0,1803000000.0,4.23,1884000000.0,2509000000.0,946000000.0,-625000000.0,16023000000.0,,10.2844,1.8126,4.23,5909000000.0,0.20752377015295576,0.05943782708565204,0.2191948301458388,0.43341192908916254,0.11752587084704824,0.17650615264243544,-0.05458038599248974,0.516024801327395,1.3247622984704424,1.2167647655774305,,,,,,,,,,,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2010-12-31,42817000000.0,5400000000.0,5773000000.0,30563000000.0,11997000000.0,15758000000.0,,62000000.0,-7923000000.0,-3841000000.0,-1811000000.0,-322000000.0,-1470000000.0,0.5299999999999994,-3115000000.0,-1656000000.0,-637000000.0,-4771000000.0,15758000000.0,0.9354,8.9629,1.7048,0.5299999999999994,-4478000000.0,-0.15095440526798365,-0.04229628418618773,0.22857503470907484,0.4847911144768396,-0.08970735922647546,-0.13838947937308593,0.602170894863057,0.5651899533005175,1.3134950404267733,0.9353888792655465,15197000000.0,2808000000.0,5700000000.0,-4871000000.0,6958000000.0,832000000.0,,,2.26473124461052,6.850961538461538,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2011-03-31,42777000000.0,4932000000.0,4501000000.0,30577000000.0,11943000000.0,16798000000.0,,188000000.0,4057000000.0,963000000.0,479000000.0,227000000.0,310000000.0,0.82,912000000.0,806000000.0,318000000.0,106000000.0,16798000000.0,,8.268,1.7647,0.82,1281000000.0,0.04010717575148623,0.01119760619024242,0.11806753758935173,0.2373675129405965,0.022512097622554177,0.03350614105285133,0.026127680552132118,0.31575055459699286,1.4065142761450222,1.0957564985558765,15086000000.0,3113000000.0,5929000000.0,-5538000000.0,7185000000.0,876000000.0,,,2.337926235212248,6.768264840182648,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2011-06-30,43411000000.0,4962000000.0,5514000000.0,31474000000.0,11680000000.0,16500000000.0,,80000000.0,7398000000.0,1688000000.0,815000000.0,443000000.0,518000000.0,1.41,1287000000.0,1635000000.0,627000000.0,-348000000.0,16500000000.0,,16.4655,1.913,1.41,2315000000.0,0.06977739726027397,0.018774043445209738,0.11016490943498243,0.2281697756150311,0.038884153785906796,0.05990063875088716,-0.047039740470397405,0.31292241146255745,1.4126712328767124,0.8998911860718172,14983000000.0,1993000000.0,3773000000.0,-5638000000.0,5027000000.0,948000000.0,6.99,6.99,3.2822757111597376,3.979957805907173,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2011-09-30,44030000000.0,5267000000.0,5496000000.0,32141000000.0,11632000000.0,17153000000.0,,212000000.0,11201000000.0,2521000000.0,1207000000.0,692000000.0,722000000.0,2.1,2398000000.0,-2616000000.0,951000000.0,-218000000.0,17153000000.0,,19.2154,2.0259,2.1,3472000000.0,0.10376547455295736,0.027413127413127413,0.10775823587179716,0.22506919025087047,0.05725641607994549,0.08758033698106653,-0.019462547986786895,0.3099723238996518,1.4746389270976616,0.9583333333333334,14733000000.0,690000000.0,1331000000.0,-5231000000.0,2590000000.0,1040000000.0,4.859999999999999,4.859999999999999,6.622779922779923,1.2798076923076922,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2011-12-31,45614000000.0,5430000000.0,6962000000.0,33854000000.0,11446000000.0,17394000000.0,,102000000.0,-8277000000.0,-2311000000.0,-1093000000.0,-493000000.0,-805000000.0,-1.88,-1614000000.0,3827000000.0,,-5441000000.0,17394000000.0,0.7799,21.2391,2.1921,-1.88,-2311000000.0,-0.09549187489079154,-0.023961941509185777,0.1320526760903709,0.2792074423100157,-0.050664269741745954,-0.08013176144244105,0.6573637791470339,0.2792074423100157,1.5196575222785254,0.7799482907210572,14379000000.0,1408000000.0,2861000000.0,-5901000000.0,4757000000.0,869000000.0,2.45,2.45,3.656506201387429,3.29228998849252,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2012-03-31,46093000000.0,5019000000.0,6654000000.0,33867000000.0,11909000000.0,17079000000.0,1057000000.0,133000000.0,3492000000.0,915000000.0,494000000.0,228000000.0,260000000.0,0.86,1623000000.0,981000000.0,,642000000.0,18136000000.0,,20.6832,2.2579,0.86,915000000.0,0.041481232681165506,0.010717462521424078,0.14146620847651775,0.2620274914089347,0.019851170459722733,0.030454318522216674,0.18384879725085912,0.2620274914089347,1.5228818540599547,0.7542831379621281,13814000000.0,1423000000.0,2813000000.0,-5365000000.0,4391000000.0,870000000.0,2.49,2.49,4.130266454110681,3.2333333333333334,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2012-06-30,46416000000.0,4712000000.0,6806000000.0,34206000000.0,11896000000.0,17003000000.0,1530000000.0,162000000.0,6515000000.0,1530000000.0,752000000.0,452000000.0,413000000.0,1.31,2398000000.0,1960000000.0,,438000000.0,18533000000.0,,23.1106,2.4443,1.31,1530000000.0,0.06321452589105582,0.016201309893140295,0.11542594013814275,0.2348426707597851,0.03296277145811789,0.05028098195800059,0.06722947045280123,0.2348426707597851,1.5579186281102892,0.6923302967969439,12931000000.0,1360000000.0,2655000000.0,-4579000000.0,3606000000.0,879000000.0,2.39,2.39,5.13948973932335,3.0204778156996586,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2012-09-30,46886000000.0,4653000000.0,6562000000.0,34751000000.0,11818000000.0,17144000000.0,1382000000.0,81000000.0,9926000000.0,2048000000.0,961000000.0,667000000.0,552000000.0,1.68,3462000000.0,2884000000.0,,578000000.0,18526000000.0,,26.1146,2.4587,1.68,2048000000.0,0.08131663564054832,0.020496523482489443,0.09681644166834576,0.2063268184565787,0.04368041632896814,0.06749274980226734,0.058230908724561756,0.2063268184565787,1.5676087324420376,0.7090825967692777,11656000000.0,1114000000.0,2182000000.0,-3783000000.0,2182000000.0,854000000.0,1.97,1.97,8.490375802016498,2.5550351288056206,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2012-12-31,46838000000.0,5140000000.0,7763000000.0,35956000000.0,10568000000.0,16851000000.0,,248000000.0,-6840000000.0,-3337000000.0,-1905000000.0,-465000000.0,-1079000000.0,-3.3199999999999994,-3346000000.0,-1680000000.0,,-5026000000.0,16851000000.0,0.6621,98.5589,2.4185,-3.3199999999999994,-3337000000.0,-0.18026116578349735,-0.04067210384730347,0.27850877192982454,0.4878654970760234,-0.07124556983645758,-0.12170392793318502,0.7347953216374269,0.4878654970760234,1.5945306585919758,0.6621151616643051,13093000000.0,302000000.0,1156000000.0,-3368000000.0,1156000000.0,882000000.0,0.5300000000000002,0.5300000000000002,14.576989619377162,1.310657596371882,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2013-03-31,47116000000.0,5148000000.0,6972000000.0,35931000000.0,10868000000.0,17277000000.0,2003000000.0,35000000.0,3523000000.0,930000000.0,495000000.0,228000000.0,288000000.0,0.86,1052000000.0,904000000.0,,148000000.0,19280000000.0,,110.9406,2.7107,0.86,930000000.0,0.04554655870445344,0.010505985227948043,0.1405052512063582,0.2639795628725518,0.019738517700993292,0.030847817433992303,0.04200965086573943,0.2639795628725518,1.7740154582259846,0.7383820998278829,13124000000.0,303000000.0,1171000000.0,-3862000000.0,1171000000.0,882000000.0,0.5300000000000005,0.5300000000000005,16.46456020495303,1.3276643990929706,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2013-06-30,48426000000.0,5863000000.0,7377000000.0,37109000000.0,11003000000.0,18043000000.0,2105000000.0,190000000.0,6503000000.0,1478000000.0,697000000.0,431000000.0,404000000.0,1.21,1791000000.0,1950000000.0,,-159000000.0,20148000000.0,,131.8385,2.627,1.21,1478000000.0,0.06334636008361356,0.014393094618593318,0.1071813009380286,0.22727971705366753,0.030520794614463304,0.047446309909794225,-0.024450253729048133,0.22727971705366753,1.831136962646551,0.79476752067236,13112000000.0,248000000.0,1119000000.0,-4459000000.0,1119000000.0,861000000.0,0.4300000000000004,0.4300000000000004,18.005361930294907,1.2996515679442509,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2013-09-30,48488000000.0,5210000000.0,6453000000.0,36989000000.0,11242000000.0,18548000000.0,2145000000.0,287000000.0,9935000000.0,2512000000.0,1266000000.0,648000000.0,709000000.0,2.19,2950000000.0,2978000000.0,,-28000000.0,20693000000.0,,59.7456,2.9181,2.19,2512000000.0,0.112613413983277,0.026109552879062862,0.12742828384499244,0.2528434826371414,0.05180663256888302,0.07865977767339909,-0.002818319073980876,0.2528434826371414,1.8406867105497242,0.8073764140709747,13121000000.0,553000000.0,1583000000.0,-5065000000.0,1583000000.0,842000000.0,0.9400000000000004,0.9400000000000004,13.072015161086545,1.8800475059382422,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2013-12-31,50096000000.0,5940000000.0,6994000000.0,38197000000.0,11642000000.0,19330000000.0,,316000000.0,-6841000000.0,-1604000000.0,-761000000.0,-430000000.0,-509000000.0,-1.3299999999999996,-2360000000.0,-1728000000.0,,-4088000000.0,19330000000.0,0.8493,22.1263,3.0058,-1.3299999999999996,-1604000000.0,-0.06536677546813262,-0.015190833599488982,0.11124104663060956,0.23446864493495104,-0.03201852443308847,-0.051788712385380346,0.5975734541733665,0.23446864493495104,1.6603676344270744,0.8492993994852731,13120000000.0,1697000000.0,3316000000.0,-4127000000.0,3316000000.0,877000000.0,2.93,2.93,5.829312424607961,3.781071835803877,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2014-03-31,50586000000.0,5478000000.0,6351000000.0,38753000000.0,11699000000.0,20458000000.0,1972000000.0,228000000.0,3630000000.0,768000000.0,379000000.0,237000000.0,186000000.0,0.65,753000000.0,1120000000.0,,-367000000.0,22430000000.0,,26.1154,3.266,0.65,768000000.0,0.03239593127617745,0.007492191515439054,0.10440771349862259,0.2115702479338843,0.015182066184319772,0.022502856807993202,-0.10110192837465565,0.2115702479338843,1.917257885289341,0.8625413320736892,13227000000.0,1581000000.0,3154000000.0,-4642000000.0,3154000000.0,886000000.0,2.72,2.72,7.111604311984781,3.559819413092551,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2014-06-30,51499000000.0,5561000000.0,7243000000.0,39798000000.0,11567000000.0,20473000000.0,3080000000.0,419000000.0,6443000000.0,1162000000.0,538000000.0,464000000.0,249000000.0,0.92,1447000000.0,2389000000.0,,-942000000.0,23553000000.0,,27.0952,3.3448,0.92,1162000000.0,0.046511627906976744,0.010446804792326065,0.08350147446841534,0.180350768275648,0.02256354492320239,0.033086560364464696,-0.14620518392053392,0.180350768275648,2.0362237399498575,0.767775783515118,13167000000.0,1422000000.0,2838000000.0,-5425000000.0,2838000000.0,919000000.0,2.4300000000000006,2.4300000000000006,8.299154334038056,3.088139281828074,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2014-09-30,52279000000.0,5446000000.0,7579000000.0,40572000000.0,11573000000.0,20666000000.0,2629000000.0,218000000.0,9493000000.0,2083000000.0,1067000000.0,695000000.0,477000000.0,1.83,2410000000.0,3742000000.0,,-1332000000.0,23295000000.0,,26.9308,3.3215,1.83,2083000000.0,0.09219735591462888,0.02040972474607395,0.11239860950173812,0.21942483935531445,0.03984391438244802,0.05973958930824825,-0.1403139155166965,0.21942483935531445,2.0128747947809558,0.718564454413511,12725000000.0,1223000000.0,2409000000.0,-6729000000.0,2409000000.0,966000000.0,2.0700000000000003,2.0700000000000003,9.669987546699875,2.4937888198757765,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2014-12-31,54327000000.0,5615000000.0,7198000000.0,42370000000.0,11555000000.0,21805000000.0,,318000000.0,-7130000000.0,-1292000000.0,-674000000.0,-203000000.0,-460000000.0,-1.1600000000000001,-1171000000.0,-1906000000.0,1292000000.0,-3077000000.0,21805000000.0,0.7801,34.2769,3.7648,-1.1600000000000001,0.0,-0.05832972739073994,-0.012406354114896828,0.09453015427769985,0.1812061711079944,-0.02378191322914941,-0.038729016786570744,0.43155680224403925,-0.0,1.8870618779749027,0.7800777993887191,12436000000.0,1310000000.0,2721000000.0,-5718000000.0,4013000000.0,1193000000.0,2.24,2.24,5.43359082980314,2.280804694048617,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2015-03-31,55156000000.0,5053000000.0,8021000000.0,42740000000.0,12011000000.0,21353000000.0,3200000000.0,275000000.0,3409000000.0,1002000000.0,536000000.0,223000000.0,299000000.0,0.91,1131000000.0,1014000000.0,,117000000.0,24553000000.0,,28.4703,3.5615,0.91,1002000000.0,0.04462575972025643,0.009717891072594097,0.1572308594895864,0.293927838075682,0.01816665457973747,0.02740400393829997,0.03432091522440599,0.293927838075682,2.0442094746482393,0.6299713252711632,12215000000.0,1467000000.0,2955000000.0,-5234000000.0,4247000000.0,1179000000.0,2.5,2.5,5.7812573581351545,2.5063613231552164,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2015-06-30,55942000000.0,4452000000.0,6736000000.0,43087000000.0,12422000000.0,23054000000.0,2622000000.0,271000000.0,6156000000.0,1775000000.0,949000000.0,444000000.0,489000000.0,1.6,2160000000.0,2370000000.0,,-210000000.0,25676000000.0,,23.0926,3.3985,1.6,1775000000.0,0.07639671550474963,0.01696399842694219,0.1541585445094217,0.2883365821962313,0.03172929105144614,0.046590372198015644,-0.0341130604288499,0.2883365821962313,2.0669779423603285,0.6609263657957245,11928000000.0,1878000000.0,3568000000.0,-4502000000.0,4860000000.0,1159000000.0,3.1799999999999997,3.1799999999999997,5.283127572016461,3.078515962036238,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2015-09-30,56599000000.0,4123000000.0,6746000000.0,43323000000.0,12592000000.0,23245000000.0,2555000000.0,238000000.0,9127000000.0,2898000000.0,1542000000.0,674000000.0,794000000.0,2.6,3453000000.0,3632000000.0,,-179000000.0,25800000000.0,,23.4732,3.6058,2.6,2898000000.0,0.1224587039390089,0.027244297602431137,0.1689492713925715,0.3175194477922647,0.051202318062156575,0.07548447593248593,-0.01961213980497425,0.3175194477922647,2.0489199491740786,0.6111769937740883,11562000000.0,2353000000.0,4383000000.0,-3349000000.0,5675000000.0,1138000000.0,3.95,3.95,4.546255506607929,3.851493848857645,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2015-12-31,58797000000.0,4191000000.0,8120000000.0,45195000000.0,12664000000.0,23616000000.0,3509000000.0,607000000.0,-7009000000.0,-2139000000.0,-1128000000.0,-437000000.0,-677000000.0,-1.9100000000000001,-2269000000.0,-1441000000.0,,-3710000000.0,27125000000.0,0.516,21.2051,3.5715,-1.9100000000000001,-2139000000.0,-0.0890713834491472,-0.019184652278177457,0.160935939506349,0.30517905550007135,-0.03637940711260779,-0.05375857649098997,0.5293194464260237,0.30517905550007135,2.141898294377764,0.5161330049261084,11683000000.0,1899000000.0,3536000000.0,-3982000000.0,3536000000.0,904000000.0,3.2,3.2,7.671097285067873,3.911504424778761,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2016-03-31,59505000000.0,3711000000.0,7518000000.0,45490000000.0,12880000000.0,24186000000.0,3028000000.0,218000000.0,2921000000.0,882000000.0,524000000.0,226000000.0,179000000.0,0.88,1192000000.0,1497000000.0,,-305000000.0,27214000000.0,,23.7552,4.154,0.88,882000000.0,0.040683229813664595,0.008805982690530208,0.17939061965080452,0.3019513865114687,0.014822283841693975,0.02199830398563376,-0.10441629578911332,0.3019513865114687,2.112888198757764,0.49361532322426177,11195000000.0,1887000000.0,3416000000.0,-4404000000.0,3416000000.0,907000000.0,3.17,3.17,7.966627634660422,3.7662624035281147,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2016-06-30,61369000000.0,4143000000.0,7266000000.0,45917000000.0,14252000000.0,24787000000.0,3437000000.0,377000000.0,5519000000.0,1663000000.0,976000000.0,465000000.0,331000000.0,1.61,2018000000.0,3160000000.0,,-1142000000.0,28224000000.0,,24.9335,4.5049,1.61,1663000000.0,0.0684816166152119,0.015903795075689682,0.17684363109258924,0.301322703388295,0.027098372142286824,0.039151520858837933,-0.20692154375792715,0.301322703388295,1.9803536345776032,0.5701899256812551,10558000000.0,1914000000.0,3304000000.0,-5336000000.0,3304000000.0,928000000.0,3.18,3.18,8.542372881355933,3.560344827586207,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2016-09-30,69599000000.0,3799000000.0,9027000000.0,53407000000.0,14958000000.0,28707000000.0,3097000000.0,251000000.0,8651000000.0,2808000000.0,1666000000.0,715000000.0,561000000.0,2.71,3386000000.0,4536000000.0,,-1150000000.0,31804000000.0,,22.9735,4.2807,2.71,2808000000.0,0.11137852654098142,0.023937125533412835,0.1925788926135707,0.3245867529765345,0.04034540726159858,0.06004875753817202,-0.13293260894694256,0.3245867529765345,2.1262200828987834,0.42084856541486654,10082000000.0,2038000000.0,3214000000.0,-6307000000.0,3214000000.0,969000000.0,3.29,3.29,9.8954573739888,3.3168214654282764,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
2016-12-31,71610000000.0,4248000000.0,8115000000.0,54770000000.0,14605000000.0,30231000000.0,3155000000.0,261000000.0,-5354000000.0,-1726000000.0,-1043000000.0,-396000000.0,-416000000.0,-1.7600000000000002,-2469000000.0,-3108000000.0,,-5577000000.0,33386000000.0,0.5235,22.5105,4.208,-1.7600000000000002,-1726000000.0,-0.07141389934953783,-0.014565004887585532,0.19480762047067612,0.32237579379902875,-0.024102778941488618,-0.03596507678523057,1.0416511019798282,0.32237579379902875,2.2859294762067783,0.5234750462107209,11737000000.0,2123000000.0,3627000000.0,-8174000000.0,3627000000.0,1010000000.0,3.44,3.44,9.204852495175075,3.591089108910891,0.66213596,67.5699,48.07,3.97872,54660.465,18.3486,1.7203,3.4274
