report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2011-06-30,136369000.0,123980000.0,13776000.0,14794000.0,121575000.0,33889000.0,35591000.0,16987000.0,-19259000.0,-19217000.0,9000.0,,,,-11815000.0,2951000.0,1698000.0,-14766000.0,0.0,,,15.4512,,-17561000.0,-0.15806703680855438,-0.1409191238477953,-0.5399398724396617,0.4772835829282684,-0.5411199460537777,-0.14122711173360514,-0.15841250257042977,-0.4148801663341856,-0.4934112556545194,0.0,8.999709639953542,,,,,,,,,,,,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2011-09-30,128793000.0,115232000.0,14743000.0,15728000.0,113065000.0,17523000.0,53845000.0,25151000.0,-32567000.0,-32495000.0,10000.0,,-0.5,,-18556000.0,4457000.0,2696000.0,-23013000.0,0.0,,,11.6259,-0.5,-29871000.0,-0.28740105249192943,-0.25230408484933187,-0.6034915033893583,0.4671000092859133,-0.6048286749001764,-0.25286312144293555,-0.2880378543315792,-0.42739344414523167,-0.5547590305506547,0.0,7.816048294105677,,,,,,,,,,,,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2011-12-31,120475000.0,104410000.0,14741000.0,15985000.0,104490000.0,2553000.0,76266000.0,35844000.0,-44843000.0,-44746000.0,11000.0,,-0.68,,-30126000.0,8006000.0,3759000.0,-38132000.0,0.0,7.102,,8.3525,-0.68,-41084000.0,-0.4282323667336587,-0.37141315625648474,-0.5867096740356122,0.46998662575721817,-0.58798153830016,-0.37221830255239674,-0.42916068523303663,-0.4999868879972727,-0.5386935200482522,0.0,7.0829658774845665,,,,,,,,,,,,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2012-03-31,117962000.0,92822000.0,16076000.0,18411000.0,99551000.0,5119000.0,20095000.0,9387000.0,-15397000.0,-14064000.0,0.0,-1308000.0,-0.21,,-10164000.0,2320000.0,1182000.0,-12484000.0,0.0,,,8.8647,-0.21,-14215000.0,-0.141274321704453,-0.11922483511639341,-0.6998755909430207,0.46713112714605626,-0.766210500124409,-0.1305250843491972,-0.1546644433506444,-0.6212490669320726,-0.7073898979845733,0.0,5.773948743468525,185797000.0,-110522000.0,-112066000.0,87369000.0,-88395000.0,-102731000.0,30000.0,,,-0.0,-3735.5333333333333,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2012-06-30,110522000.0,83993000.0,16961000.0,19214000.0,91308000.0,5985000.0,43545000.0,20630000.0,-30046000.0,-28755000.0,1000.0,-1244000.0,-0.42,,-16493000.0,5202000.0,2650000.0,-21695000.0,0.0,,,10.6096,-0.42,-27396000.0,-0.31492311736101986,-0.26017444490689634,-0.6603513606613848,0.4737627741416925,-0.6899988517625445,-0.2718553772099672,-0.3290620756122136,-0.49822023194396603,-0.6291422666207371,0.0,4.952125464300454,193751000.0,-120060000.0,-122853000.0,91012000.0,-95324000.0,-112566000.0,22000.0,-1.81,-1.81,-0.0,-5584.227272727273,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2012-09-30,102796000.0,75571000.0,20404000.0,22543000.0,80253000.0,4744000.0,66634000.0,29032000.0,-47368000.0,-46018000.0,2000.0,-1287000.0,-0.67,,-22543000.0,8096000.0,4849000.0,-30639000.0,0.0,,,11.5835,-0.67,-42519000.0,-0.5734115858597186,-0.4476633332036266,-0.6906083981150763,0.4356934898100069,-0.710868325479485,-0.46079613992762364,-0.5902333869138848,-0.4598103070504547,-0.6380976678572501,0.0,3.7037345618506174,206540000.0,-133583000.0,-137654000.0,94893000.0,-102950000.0,-125214000.0,14000.0,-1.98,-1.98,-0.0,-9832.42857142857,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2012-12-31,106000000.0,77600000.0,19500000.0,29000000.0,77000000.0,8100000.0,-30374000.0,-12449000.0,37111000.0,34337000.0,197000.0,2539000.0,0.51,,16100000.0,-6118000.0,-2081000.0,9982000.0,0.0,3.9795,,9.416,0.51,35030000.0,0.44593506493506496,0.32393396226415094,-1.1304734312240732,0.40985711463751895,-1.2218015407914664,0.3501037735849057,0.481961038961039,-0.32863633370645945,-1.153288997168631,0.0,3.9794871794871796,99900000.0,-54500000.0,-55700000.0,46600000.0,-54836000.0,-49100000.0,200000.0,-0.7899999999999999,-0.7899999999999999,-0.0,-278.5,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2013-03-31,98800000.0,71300000.0,16200000.0,25200000.0,73600000.0,18900000.0,29600000.0,16500000.0,-10900000.0,-11100000.0,200000.0,0.0,,,-4500000.0,1400000.0,1800000.0,-5900000.0,0.0,,,10.8786,,-9100000.0,-0.15081521739130435,-0.11234817813765183,-0.375,0.5574324324324325,-0.36824324324324326,-0.11032388663967611,-0.1480978260869565,-0.19932432432432431,-0.30743243243243246,0.0,4.401234567901234,109405000.0,-51536000.0,-51203000.0,53713000.0,-48252000.0,-43985000.0,400000.0,,,-0.0,-128.0075,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2013-06-30,102300000.0,74200000.0,21100000.0,30000000.0,72300000.0,28200000.0,65400000.0,38400000.0,-20800000.0,-21200000.0,400000.0,0.0,,,-3600000.0,3400000.0,3400000.0,-7000000.0,0.0,,,13.2489,,-17400000.0,-0.29322268326417705,-0.2072336265884653,-0.3241590214067278,0.5871559633027523,-0.3180428134556575,-0.20332355816226785,-0.28769017980636236,-0.10703363914373089,-0.26605504587155965,0.0,3.5165876777251186,131260000.0,-43981000.0,-41957000.0,71483000.0,-33557000.0,-33989000.0,799000.0,,,-0.0,-52.51188986232791,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2013-09-30,110100000.0,81700000.0,27400000.0,35400000.0,74700000.0,33400000.0,108300000.0,66000000.0,-26600000.0,-27200000.0,600000.0,0.0,,,-2000000.0,5600000.0,5100000.0,-7600000.0,0.0,,,14.2249,,-21500000.0,-0.36412315930388217,-0.24704813805631246,-0.25115420129270544,0.6094182825484764,-0.24561403508771928,-0.24159854677565848,-0.35609103078982596,-0.07017543859649122,-0.19852262234533702,0.0,2.9817518248175183,172926000.0,-25163000.0,-21189000.0,108451000.0,-10518000.0,-12970000.0,1397000.0,,,-0.0,-15.167501789549034,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2013-12-31,122500000.0,93100000.0,32100000.0,38400000.0,84100000.0,43200000.0,-43300000.0,-20800000.0,29400000.0,29700000.0,-300000.0,0.0,,,12500000.0,-2500000.0,-3300000.0,10000000.0,0.0,2.9003,,15.8866,,26100000.0,0.35315101070154575,0.24244897959183673,-0.6859122401847575,0.48036951501154734,-0.6789838337182448,0.24,0.34958382877526756,-0.23094688221709006,-0.6027713625866051,0.0,2.9003115264797508,160000000.0,-29800000.0,-28900000.0,100100000.0,-10500000.0,-21900000.0,900000.0,,,-0.0,-32.111111111111114,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2014-03-31,124900000.0,93600000.0,29700000.0,34900000.0,90000000.0,45700000.0,47100000.0,29800000.0,-12300000.0,-12500000.0,200000.0,,,,-2400000.0,3900000.0,1900000.0,-6300000.0,0.0,,,16.9659,,-10400000.0,-0.1388888888888889,-0.100080064051241,-0.2653927813163482,0.6326963906581741,-0.2611464968152866,-0.09847878302642114,-0.13666666666666666,-0.1337579617834395,-0.2208067940552017,0.0,3.1515151515151514,177500000.0,-31200000.0,-30300000.0,113400000.0,-10900000.0,-23200000.0,900000.0,,,-0.0,-33.666666666666664,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2014-06-30,139700000.0,105500000.0,35600000.0,40100000.0,99600000.0,49500000.0,105900000.0,69700000.0,-18100000.0,-18500000.0,400000.0,,,74200000.0,3800000.0,7900000.0,3800000.0,-4100000.0,0.0,,,14.8192,,-14300000.0,-0.1857429718875502,-0.1324266284896206,-0.17469310670443816,0.6581680830972616,-0.17091595845136923,-0.12956335003579098,-0.1817269076305221,-0.03871576959395656,-0.13503305004721436,0.0,2.9634831460674156,218000000.0,-28500000.0,-27600000.0,144700000.0,-8000000.0,-20100000.0,900000.0,,,-0.0,-30.666666666666668,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
2014-09-30,159400000.0,123400000.0,40600000.0,44400000.0,115000000.0,63200000.0,174900000.0,116900000.0,-23100000.0,-23700000.0,600000.0,,,75000000.0,15200000.0,11600000.0,6000000.0,3600000.0,0.0,,,13.3199,,-17100000.0,-0.20608695652173914,-0.14868255959849436,-0.13550600343053174,0.6683819325328759,-0.1320754716981132,-0.14491844416562108,-0.2008695652173913,0.02058319039451115,-0.09777015437392796,0.0,3.039408866995074,284600000.0,-25000000.0,-24100000.0,195600000.0,3200000.0,-15700000.0,900000.0,,,-0.0,-26.77777777777778,1.5474699,89.98,54.11,3.88727,23946.3,28.6336,9.4266,5.1365
