report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2011-09-30,,,,,1205900000.0,,,2254000000.0,198200000.0,-164000000.0,450300000.0,-70500000.0,-2.28,,,,,,0.0,,,,-2.28,198200000.0,-0.13599800978522267,,-0.07275953859804792,0.08793256433007986,,0.16435857036238494,,0.08793256433007986,0.0,,,,,,,,,,,,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2011-12-31,28515600000.0,1837200000.0,1602800000.0,27462200000.0,1006700000.0,19759500000.0,904600000.0,8834500000.0,875500000.0,-687600000.0,2122300000.0,-506900000.0,-5.5,125100000.0,123100000.0,283200000.0,881400000.0,-160100000.0,19759500000.0,,,,-5.5,1756900000.0,-0.6830237409357306,-0.024113117030677946,-0.07783122983756863,0.09910011885222707,0.030702492670678507,0.04215985591971569,-0.01812213481238327,0.19886807402795856,19.627992450581107,1.1462440728724732,,,,,,,,,,,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2012-03-31,28409700000.0,2103000000.0,1789000000.0,27560500000.0,763100000.0,19791300000.0,1134900000.0,2271900000.0,75500000.0,-280600000.0,562000000.0,-151400000.0,-2.24,,159400000.0,82900000.0,234600000.0,76500000.0,19791300000.0,,,,-2.24,310100000.0,-0.36771065391167607,-0.009876908239087354,-0.1235089572604428,0.03323209648311985,0.0026575430222776026,0.0036731794652239908,0.03367225670143932,0.13649368370086712,25.93539509893854,1.1755170486305198,,,,,,,,,,,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2012-06-30,28038200000.0,1969000000.0,1673800000.0,27431000000.0,530200000.0,19900800000.0,985100000.0,4374100000.0,138300000.0,-522300000.0,1058500000.0,-277400000.0,-4.17,,71700000.0,192200000.0,457300000.0,-120500000.0,19900800000.0,,,,-4.17,595600000.0,-0.9850999622783855,-0.018628157299684003,-0.11940742095516792,0.031617932831896844,0.00493255629819318,0.006769125348734766,-0.027548524267849386,0.1361651539745319,37.53451527725387,1.1763651571274942,17734500000.0,-1654500000.0,1287500000.0,,2860800000.0,4193100000.0,-14.19,-14.19,6.956375838926174,0.30705206172044547,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2012-09-30,28342900000.0,2879800000.0,2625300000.0,28228200000.0,33400000.0,19961200000.0,1189400000.0,6572500000.0,-82300000.0,-1027800000.0,1574300000.0,-502900000.0,-8.21,,258300000.0,304000000.0,685500000.0,-45700000.0,19961200000.0,,,,-8.21,603200000.0,-30.772455089820358,-0.03626305000546874,-0.15637885127424878,-0.012521871434005325,-0.0029037254479957943,-0.004116111350064518,-0.00695321414986687,0.09177634081399771,597.6407185628742,1.0969413019464442,22053000000.0,-2518300000.0,1007000000.0,-249800000.0,3265800000.0,5317100000.0,-20.12,-20.12,6.112193030804091,0.18938895262455097,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2012-12-31,27998100000.0,3493600000.0,2588300000.0,28329700000.0,-411700000.0,20532200000.0,1757500000.0,-4631800000.0,-444900000.0,333200000.0,-1093500000.0,61200000.0,2.6700000000000017,,-462900000.0,-71400000.0,-474300000.0,-534300000.0,20532200000.0,,,,2.6700000000000017,-919200000.0,-0.8093271799854262,0.011900807554798361,-0.0719374757113865,0.09605337018005959,-0.015890363988984968,-0.02211177654630849,0.115354721706464,0.19845416468759444,-49.87175127520039,1.3497662558436039,8586700000.0,-1497500000.0,-313400000.0,-624000000.0,589700000.0,2101300000.0,-11.95,-11.95,34.81804307274886,-0.14914576690620093,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2013-03-31,27475000000.0,3131100000.0,1904000000.0,28035000000.0,-637100000.0,21134100000.0,2095400000.0,2143200000.0,141800000.0,-217600000.0,574700000.0,-290200000.0,-1.74,,-47300000.0,148100000.0,206300000.0,-195400000.0,21134100000.0,,,,-1.74,348100000.0,0.34154763773347985,-0.00791992720655141,-0.1015304217991788,0.06616274729376632,0.00516105550500455,0.006918085573498561,-0.09117207913400523,0.1624206793579694,-33.1723434311725,1.644485294117647,8458000000.0,-1434500000.0,-247100000.0,-895900000.0,627700000.0,2114000000.0,-11.45,-11.45,33.66910944718815,-0.11688741721854305,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2013-12-31,24688900000.0,3770300000.0,2530800000.0,26592700000.0,-3122000000.0,20918400000.0,2771200000.0,8559700000.0,-2234600000.0,-2948200000.0,2253000000.0,-1549700000.0,-22.93,,-109400000.0,726300000.0,742400000.0,-835700000.0,20918400000.0,1.56,,,-22.93,-1492200000.0,0.9443305573350417,-0.1194139876624718,-0.3444279589237941,-0.2610605511875416,-0.0905103103013905,-0.12556472095479984,-0.09763192635255909,-0.1743285395516198,-6.700320307495195,1.489766081871345,12643600000.0,-3860400000.0,-2620000000.0,-1611100000.0,-1460100000.0,3308500000.0,-30.21,-30.21,-14.326689952742964,-0.7918996524104579,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2014-09-30,1169383000.0,119436000.0,75376000.0,1005390000.0,163993000.0,792481000.0,91129000.0,230336000.0,11105000.0,-3488000.0,13411000.0,1195000.0,0.0,24242791.0,,4565000.0,13786000.0,,792481000.0,,,,0.0,24891000.0,-0.021269200514656115,-0.0029827695459913478,-0.01514309530425118,0.048212176993609336,0.009496460954195504,0.011610352189395634,,0.10806387190886357,4.832407480807108,1.5845361918913181,6301436000.0,-2836088000.0,-2526595000.0,,-2038409000.0,1747611000.0,-22.0,-22.0,-0.38877428425796784,-1.4457422160881341,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
2014-12-31,1175330000.0,117493000.0,91844000.0,1023708000.0,151622000.0,778827000.0,87604000.0,410272000.0,17555000.0,-14425000.0,30752000.0,1768000.0,,,,10564000.0,28643000.0,,778827000.0,1.2717,,,,46198000.0,-0.09513790874675179,-0.012273148817778837,-0.03515960143514547,0.042788686529911864,0.014936230675640033,0.018867235066080998,,0.11260334607284923,5.1366358444025275,1.2792670179870216,11343508000.0,-3183713000.0,-2064140000.0,,-1073011000.0,2871863000.0,,,-0.7258331927631683,-0.7187459847492725,1.8615361,31.58,17.86,4.88303,5399.412,1.3625,0.4701
