report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2011-09-30,11575200000.0,3621700000.0,1646000000.0,5256700000.0,6314900000.0,2320600000.0,419500000.0,475900000.0,4535100000.0,,377800000.0,822900000.0,125500000.0,57500000.0,5.24,157200000.0,317400000.0,161600000.0,,155800000.0,2740100000.0,,,5.24,377800000.0,0.1303108521116724,0.07109164420485176,0.18145134616656744,,0.0833057705453022,0.032638744902895846,0.04172280508006626,0.034354259002006574,0.0833057705453022,0.4339102756971607,2.2003037667071688,,,,,,,,,,,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2011-12-31,7491800000.0,2434400000.0,758700000.0,3392100000.0,4099700000.0,1902100000.0,28400000.0,218300000.0,2871700000.0,1323300000.0,395500000.0,911400000.0,117400000.0,36000000.0,5.78,157800000.0,454500000.0,218500000.0,,236000000.0,1930500000.0,,,5.78,395500000.0,0.22230894943532453,0.12165300728796818,0.3173729846432427,0.4608071873802974,0.13772329978758227,0.05279105154969433,0.06558654770986037,0.08218128634606679,0.13772329978758227,0.4708881137644218,3.2086463687887177,,,,,,,,,,,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2012-03-31,7639300000.0,2402600000.0,966700000.0,3324700000.0,4314600000.0,1612200000.0,332400000.0,88500000.0,662900000.0,314700000.0,131100000.0,79100000.0,24500000.0,34100000.0,0.49,159600000.0,-51600000.0,23400000.0,,-75000000.0,1944600000.0,,,0.49,131100000.0,0.018333101562137858,0.010354351838519236,0.11932418162618796,0.4747322371398401,0.19776738572937094,0.01716125823046614,0.020945168711656442,-0.11313923668728315,0.19776738572937094,0.45070226672229174,2.485362573704355,,,,,,,,,,,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2012-06-30,8200400000.0,2484700000.0,919000000.0,3872100000.0,4328300000.0,2213400000.0,299800000.0,109300000.0,1415300000.0,661600000.0,256800000.0,179600000.0,51400000.0,54100000.0,1.12,160200000.0,25200000.0,58700000.0,,-33500000.0,2513200000.0,,,1.12,256800000.0,0.041494351130929,0.021901370664845616,0.1268988906945524,0.4674627287500883,0.18144562990178761,0.031315545583142285,0.037535628151721116,-0.023669893308839115,0.18144562990178761,0.580643670725227,2.7036996735582153,9485000000.0,1993000000.0,1161200000.0,,283300000.0,1161200000.0,318800000.0,12.63,12.63,2.16431277988288,3.6424090338770387,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2012-09-30,8404700000.0,2627900000.0,908500000.0,3929300000.0,4475400000.0,2225200000.0,289200000.0,147500000.0,2193600000.0,1033100000.0,419200000.0,256100000.0,79900000.0,98200000.0,1.59,160600000.0,112600000.0,95900000.0,,16700000.0,2514400000.0,,,1.59,419200000.0,0.05722393529070027,0.030471045962378193,0.11674872355944566,0.4709609773887673,0.1911013858497447,0.0498768546170595,0.05997310366534093,0.007613056163384391,0.1911013858497447,0.5618268758099835,2.892570170610897,7143500000.0,1426200000.0,1202600000.0,3332700000.0,144200000.0,1202600000.0,273200000.0,8.98,8.98,2.090803259604191,4.40190336749634,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2012-12-31,8636900000.0,2863400000.0,1208600000.0,4024800000.0,4612100000.0,2024900000.0,480100000.0,365700000.0,-1201700000.0,-571000000.0,-231200000.0,-132400000.0,-46800000.0,-82600000.0,-0.8200000000000003,-319600000.0,292000000.0,-41500000.0,,250500000.0,2505000000.0,,,-0.8200000000000003,-231200000.0,-0.028707096550378352,-0.015329574268545428,0.11017724889739536,0.4751601897312141,0.1923941083465091,-0.02676886382845697,-0.032485141419960374,-0.20845468919031374,0.1923941083465091,0.543136532165391,2.3691874896574547,3070100000.0,382400000.0,575900000.0,1438400000.0,158700000.0,575900000.0,109000000.0,2.38,2.38,4.349713491925682,5.28348623853211,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2013-03-31,8261200000.0,2558500000.0,778200000.0,3583000000.0,4678200000.0,2022800000.0,192000000.0,65100000.0,715200000.0,349100000.0,179000000.0,,26400000.0,38200000.0,0.71,161800000.0,-59500000.0,26000000.0,,-85500000.0,2214800000.0,,,0.71,179000000.0,,,,0.4881152125279642,0.25027964205816555,0.02166755435045756,0.02596837371246192,-0.11954697986577181,0.25027964205816555,0.47342995169082125,3.287715240298124,3122400000.0,,623800000.0,1472800000.0,148200000.0,623800000.0,110900000.0,2.5999999999999996,2.5999999999999996,3.550496954151972,5.624887285843102,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2013-12-31,8584700000.0,2890100000.0,706600000.0,3510600000.0,5074100000.0,2024500000.0,12800000.0,277200000.0,3148400000.0,1479400000.0,617100000.0,362500000.0,91600000.0,111900000.0,2.22,163400000.0,423800000.0,128500000.0,,295300000.0,2037300000.0,,,2.22,617100000.0,0.07144124081117834,0.04222628630004543,0.11513784779570575,0.4698894676661161,0.19600431965442763,0.07188370007105664,0.08677616221840988,0.09379367297675009,0.19600431965442763,0.40150962732307205,4.090150014152279,4855500000.0,,984100000.0,2290600000.0,477000000.0,984100000.0,151100000.0,3.7,3.7,2.070216441418555,6.512905360688286,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2020-03-31,322638000.0,259634000.0,31440000.0,61244000.0,261394000.0,,,126050000.0,6000.0,,-28355000.0,-30458000.0,,,,,-27393000.0,3046000.0,,-30439000.0,0.0,3.2474,,,-28355000.0,-0.11652141977245078,-0.0944030151439074,-5076.333333333333,,-4725.833333333333,-0.08788487406939047,-0.10847609355991339,-5073.166666666667,-4725.833333333333,0.0,8.258078880407124,2661906000.0,,536545000.0,,429861000.0,536545000.0,,,,0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2020-06-30,299975000.0,234829000.0,38950000.0,69153000.0,230822000.0,,,125301000.0,12000.0,,-54640000.0,-64676000.0,,,,,-50230000.0,5413000.0,,-55643000.0,0.0,,,,-54640000.0,-0.28019859458803753,-0.21560463371947663,-5389.666666666667,,-4553.333333333333,-0.18214851237603133,-0.23671920354212336,-4636.916666666667,-4553.333333333333,0.0,6.0289858793324775,3863618000.0,,713105000.0,,123718000.0,713105000.0,,,,0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
