report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2020-09-30,278273000.0,208707000.0,47451000.0,78202000.0,200071000.0,,,137903000.0,18000.0,,-91961000.0,-99128000.0,,,,,-71443000.0,8232000.0,,-79675000.0,0.0,,,,-91961000.0,-0.4954641102408645,-0.35622572078498455,-5507.111111111111,,-5108.944444444444,-0.33047043730437375,-0.45964182715136126,-4426.388888888889,-5108.944444444444,0.0,4.398368843649238,3148436000.0,168238000.0,442144000.0,,129543000.0,442144000.0,,,,0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2020-12-31,451677000.0,308321000.0,102337000.0,206116000.0,245561000.0,,,162171000.0,-12000.0,,42196000.0,-330000.0,,,,,53325000.0,-334000.0,,52991000.0,0.0,3.0137,118308.5,,42196000.0,-0.0013438616066883584,-0.0007306105911968066,27.5,,-3516.3333333333335,0.09342074092769834,0.17183510410855143,-4415.916666666667,-3516.3333333333335,0.0,3.0128008442694236,24000.0,-194592000.0,-132760000.0,,-112766000.0,-132760000.0,,,,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2021-03-31,693241000.0,514580000.0,102086000.0,270812000.0,422429000.0,,,97241000.0,6000.0,,-200373000.0,-201560000.0,,,,,-38578000.0,11478000.0,1398000.0,-50056000.0,0.0,,125118.75,,-198975000.0,-0.47714527174980886,-0.29075025856808817,-33593.333333333336,,-33395.5,-0.2890380113120834,-0.47433533209131,-8342.666666666666,-33162.5,0.0,5.040651999294712,24000.0,-365694000.0,-304778000.0,,-132383000.0,-303380000.0,,,,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2021-06-30,893078000.0,677993000.0,128715000.0,344527000.0,548551000.0,,,212015000.0,12000.0,,-259347000.0,-277813000.0,,,-4.54,61215705.0,-71105000.0,27662000.0,3067000.0,-98767000.0,0.0,,201360.5,-4.54,-256280000.0,-0.5064488078592511,-0.3110736128311301,-23151.083333333332,,-21612.25,-0.2903968074457102,-0.47278557508782226,-8230.583333333334,-21356.666666666668,0.0,5.267396962281008,24000.0,-578831000.0,-509485000.0,,-175507000.0,-505020000.0,,,,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2021-09-30,1156555000.0,941424000.0,101391000.0,302741000.0,853814000.0,,,612023000.0,775000.0,,-328981000.0,-305931000.0,,,-4.86,62960219.0,-68098000.0,33442000.0,4817000.0,-101540000.0,0.0,,7307.8101,-4.86,-324164000.0,-0.3583110607228272,-0.2645191970982789,-394.74967741935484,,-424.4916129032258,-0.28444907505479633,-0.3853075728437341,-131.0193548387097,-418.27612903225804,0.0,9.285084474953399,781000.0,-785634000.0,-746505000.0,,-197372000.0,-737223000.0,,,,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2021-12-31,1474453000.0,1273007000.0,213435000.0,647715000.0,826738000.0,,,559994000.0,51051000.0,,396236000.0,414666000.0,,,3.630000000000001,-59948248.0,111513000.0,-25771000.0,-1831000.0,85742000.0,0.0,5.9653,104.7202,3.630000000000001,394405000.0,0.5015688162392439,0.2812337863600942,8.122583299053888,,7.761571761571761,0.26873423567926547,0.47927638502161507,1.6795361501243855,7.725705666882138,0.0,5.964377913650526,51844000.0,-370638000.0,-392465000.0,,-164621000.0,-385014000.0,,,,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2022-03-31,1453402000.0,1239484000.0,218798000.0,624334000.0,829068000.0,,,296821000.0,8432000.0,,-76225000.0,-69214000.0,,,-1.01,68703864.0,218490000.0,7259000.0,3312000.0,211231000.0,0.0,,65.3434,-1.01,-72913000.0,-0.08348410504325339,-0.047622061893405954,-8.20849146110057,,-9.03996679316888,-0.05244591654614484,-0.09194058870924943,25.051114800759013,-8.647177419354838,0.0,5.664969515260651,60270000.0,-238292000.0,-268317000.0,,96666000.0,-258952000.0,,-6.779999999999999,-6.779999999999999,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2022-06-30,1418375000.0,1179890000.0,212278000.0,618214000.0,800161000.0,,,265623000.0,25084000.0,,-158191000.0,-141164000.0,,,-2.03,69461207.0,166214000.0,28903000.0,6730000.0,137311000.0,0.0,,35.3664,-2.03,-151461000.0,-0.17641949557651523,-0.09952516083546312,-5.627651092329772,,-6.306450326901611,-0.11152974354454923,-0.1976989630836794,5.474047201403285,-6.0381518099186735,0.0,5.558230245244443,85342000.0,-101643000.0,-167161000.0,,332744000.0,-154133000.0,,-4.27,-4.27,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2022-09-30,1350250000.0,1108912000.0,238859000.0,635773000.0,714477000.0,,,156511000.0,40883000.0,,-249494000.0,-250739000.0,,2400000.0,-3.59,69758434.0,91718000.0,40690000.0,10203000.0,51028000.0,0.0,,36.4513,-3.59,-239291000.0,-0.3509406181024722,-0.1856982040362896,-6.133087102218526,,-6.102634346794511,-0.18477615256433993,-0.34919808475290315,1.248147151627816,-5.853068512584693,0.0,4.642538066390632,125450000.0,-46451000.0,-87674000.0,,485312000.0,-69260000.0,,-2.999999999999999,-2.999999999999999,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2022-12-31,1341714000.0,1092896000.0,223595000.0,608240000.0,733474000.0,,,232767000.0,-13479000.0,,145431000.0,172029000.0,,1000000.0,2.5,-137908200.0,-453895000.0,-27901000.0,-6098000.0,-481796000.0,0.0,4.8877,45.2403,2.5,139333000.0,0.23454001096153373,0.12821584927935462,-12.762742043178278,,-10.789450255953705,0.1083919523832948,0.19827696687271806,35.74419467319534,-10.33704280732992,0.0,4.887837384556899,60920000.0,-289088000.0,-338479000.0,,-82226000.0,-324332000.0,,-4.13,-4.13,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2023-03-31,1332352000.0,1083031000.0,219925000.0,570846000.0,761506000.0,,,249771000.0,24208000.0,,-98928000.0,-96460000.0,,,-1.33,72273829.0,-109815000.0,6017000.0,4647000.0,-115832000.0,0.0,,29.7159,-1.33,-94281000.0,-0.12667004593529138,-0.07239828513786147,-3.9846331791143426,,-4.086582947785856,-0.07425064847727927,-0.12991099216552462,-4.784864507600793,-3.89462161269002,0.0,4.924547004660679,76696000.0,-316334000.0,-361182000.0,,-409289000.0,-345700000.0,,-4.45,-4.45,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2023-06-30,1353887000.0,1094805000.0,209536000.0,542244000.0,811643000.0,,,225544000.0,44324000.0,,-201076000.0,-179236000.0,,,-2.41,74315721.0,-194484000.0,22195000.0,9463000.0,-216679000.0,0.0,,30.3558,-2.41,-191613000.0,-0.22083107967419174,-0.13238623311989847,-4.04376861294107,,-4.53650392563848,-0.14851756461211313,-0.24773946180771594,-4.888525403844419,-4.3230078512769605,0.0,5.224901687538179,95936000.0,-354406000.0,-404067000.0,,-763279000.0,-385852000.0,,-4.83,-4.83,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2023-09-30,1290534000.0,1039541000.0,220365000.0,511593000.0,778941000.0,,,169049000.0,61517000.0,,-309343000.0,-275324000.0,,0.0,-3.63,75902612.0,-284268000.0,30143000.0,14650000.0,-314411000.0,0.0,,20.8778,-3.63,-294693000.0,-0.3534593762557113,-0.21334114405354682,-4.475575857080156,,-5.028577466391404,-0.23970154990104872,-0.39713277385578627,-5.110961197717704,-4.790431913129704,0.0,4.717359834819504,116570000.0,-378991000.0,-463916000.0,,-1128718000.0,-441254000.0,,-4.87,-4.87,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2024-06-30,1261266000.0,1029440000.0,177333000.0,407172000.0,854094000.0,,,292763000.0,19182000.0,,-209027000.0,-189720000.0,,39000.0,-2.31,82005550.0,-182756000.0,4399000.0,11007000.0,-187155000.0,0.0,,5.3813,-2.31,-198020000.0,-0.22213011682554848,-0.1504202919923315,-9.890522364716922,,-10.897038890626629,-0.16572792733650157,-0.24473535699817583,-9.756803253049734,-10.323219685121469,0.0,5.80512369384153,149231000.0,-740740000.0,-818374000.0,,-834077000.0,-778607000.0,,-9.68,-9.68,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2024-09-30,1171367000.0,945534000.0,166244000.0,380050000.0,791317000.0,,,230203000.0,33451000.0,,-315531000.0,-286388000.0,,39000.0,-3.49,82141383.0,-270881000.0,5976000.0,16482000.0,-276857000.0,0.0,,5.775,-3.49,-299049000.0,-0.36191311446613683,-0.24449041163017227,-8.561418193775971,,-9.432632806194135,-0.26936989005153805,-0.39874159154927796,-8.276493976263788,-8.939912110250814,0.0,5.6876278241620755,158474000.0,-930668000.0,-1034977000.0,,-995102000.0,-983375000.0,,-11.84,-11.84,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2024-12-31,1103824000.0,878149000.0,182066000.0,370279000.0,733545000.0,,,281967000.0,63518000.0,,-415568000.0,-376742000.0,,39000.0,-4.58,82313008.0,-347246000.0,8946000.0,21925000.0,-356192000.0,0.0,4.8232,32.3307,-4.58,-393643000.0,-0.5135908499137749,-0.34130622273116,-5.931263578828049,,-6.542523379199597,-0.3764803084549711,-0.5665201180568336,-5.607733240971063,-6.197345634308385,0.0,4.823245416497314,177668000.0,-1128174000.0,-1249469000.0,,-1134615000.0,-1185405000.0,,-14.01,-14.01,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2025-03-31,1466920000.0,1247614000.0,141546000.0,343784000.0,1123136000.0,,,527907000.0,7470000.0,,-119286000.0,-109270000.0,,,-1.24,87975311.0,-103884000.0,3065000.0,5528000.0,-106949000.0,0.0,,30.8893,-1.24,-113758000.0,-0.09729008775428799,-0.07448940637526245,-14.627844712182062,,-15.96867469879518,-0.0813173179178142,-0.10620797481337968,-14.317135207496653,-15.228647925033467,0.0,8.814194678761675,123621000.0,-962120000.0,-1059412000.0,,-927153000.0,-1004470000.0,,-11.62,-11.62,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2025-06-30,1391157000.0,1175464000.0,174131000.0,344344000.0,1046813000.0,,,282132000.0,15936000.0,,-239437000.0,-211561000.0,,0.0,-2.23,95023977.0,-180334000.0,6201000.0,11066000.0,-186535000.0,0.0,,28.3793,-2.23,-228371000.0,-0.20210008855449826,-0.1520755745038123,-13.27566516064257,,-15.024912148594378,-0.17211357165294788,-0.2287294865463077,-11.705258534136545,-14.33050953815261,0.0,6.75045798852588,120375000.0,-983961000.0,-1089822000.0,,-926533000.0,-1034821000.0,,-11.54,-11.54,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2025-09-30,1311081000.0,1098547000.0,182559000.0,345079000.0,966002000.0,,,267960000.0,25634000.0,,-366248000.0,-324289000.0,,0.0,-3.32,97567229.0,-261813000.0,11212000.0,16626000.0,-273025000.0,0.0,,44.0782,-3.32,-349622000.0,-0.3357022035151066,-0.24734474834125428,-12.650737302020755,,-14.287586798782867,-0.2793481104523672,-0.3791379313914464,-10.650893344776469,-13.638995084653194,0.0,6.017490236033282,112558000.0,-1021862000.0,-1140539000.0,,-922701000.0,-1085394000.0,,-11.37,-11.37,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
2025-12-31,1481177000.0,1268688000.0,96935000.0,242819000.0,1238358000.0,,,294944000.0,90703000.0,,341278000.0,565128000.0,,0.0,5.979999999999999,-181660940.0,200929000.0,-5532000.0,-10926000.0,195397000.0,0.0,13.088,20.129,5.979999999999999,330352000.0,0.45635268637986753,0.3815398159706774,6.230532617443745,,3.762587786512023,0.23041000501628098,0.2755891268922234,2.1542506863058555,3.642128705775994,0.0,13.088028060040234,139743000.0,-79992000.0,-383693000.0,,-371112000.0,-361399000.0,,-0.8100000000000005,-0.8100000000000005,-0.0,,2.2113965,36.44,15.35,2.23578,3154.293,2.2715,22.5721
