report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,gross_profit_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2016-09-30,4466000000.0,1416000000.0,1522000000.0,4177000000.0,289000000.0,1789000000.0,,408000000.0,1443000000.0,640000000.0,,179000000.0,22000000.0,85000000.0,1.0,132193000.0,170000000.0,59000000.0,41000000.0,111000000.0,1789000000.0,,24.7638,2.7899,1.0,,0.6193771626297578,0.040080609046126286,0.12404712404712405,0.4435204435204435,,,,0.07692307692307693,,6.190311418685121,0.9303547963206308,5606000000.0,590000000.0,2398000000.0,345000000.0,118000000.0,4.11,4.11,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2016-12-31,4568000000.0,1549000000.0,2037000000.0,4298000000.0,270000000.0,1390000000.0,,414000000.0,2849000000.0,1269000000.0,,328000000.0,44000000.0,162000000.0,2.0,131406000.0,270000000.0,117000000.0,82000000.0,153000000.0,1390000000.0,,23.7872,2.652,2.0,,1.2148148148148148,0.07180385288966724,0.11512811512811513,0.4454194454194454,,,,0.053703053703053706,,5.148148148148148,0.7604320078546882,5929000000.0,683000000.0,2614000000.0,412000000.0,103000000.0,4.3500000000000005,4.3500000000000005,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2017-03-31,4629000000.0,1603000000.0,1998000000.0,4225000000.0,404000000.0,1390000000.0,,431000000.0,4326000000.0,1919000000.0,,500000000.0,66000000.0,237000000.0,3.0,131399000.0,482000000.0,161000000.0,121000000.0,321000000.0,1390000000.0,,26.0062,2.9183,3.0,,1.2376237623762376,0.10801468999783971,0.1155802126675913,0.44359685621821543,,,,0.07420249653259361,,3.4405940594059405,0.8023023023023023,6328000000.0,816000000.0,2887000000.0,527000000.0,77000000.0,4.58,4.58,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2017-06-30,4573000000.0,1514000000.0,1809000000.0,4031000000.0,542000000.0,1391000000.0,,418000000.0,-2645000000.0,-1157000000.0,,-306000000.0,-44000000.0,-154000000.0,-1.0,-263432000.0,-54000000.0,-106000000.0,-81000000.0,-160000000.0,1391000000.0,0.8369,24.4809,2.8731,-1.0,,-0.5645756457564576,-0.06691449814126393,0.11568998109640832,0.4374291115311909,,,,0.06049149338374291,,2.566420664206642,0.8369264787175235,5973000000.0,701000000.0,2671000000.0,425000000.0,88000000.0,5.0,5.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2017-09-30,4600000000.0,1520000000.0,1376000000.0,4008000000.0,592000000.0,1787000000.0,,468000000.0,1500000000.0,673000000.0,,192000000.0,21000000.0,87000000.0,1.0,131509000.0,258000000.0,49000000.0,40000000.0,209000000.0,1787000000.0,,23.4059,2.7714,1.0,,0.32432432432432434,0.04173913043478261,0.128,0.44866666666666666,,,,0.13933333333333334,,3.018581081081081,1.1046511627906976,6030000000.0,714000000.0,2704000000.0,523000000.0,87000000.0,5.0,5.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2017-12-31,4758000000.0,1680000000.0,1380000000.0,3998000000.0,760000000.0,1788000000.0,,489000000.0,2916000000.0,1282000000.0,,425000000.0,41000000.0,81000000.0,3.0,131559000.0,322000000.0,89000000.0,81000000.0,233000000.0,1788000000.0,,23.4271,3.0952,3.0,,0.5592105263157895,0.08932324506094998,0.14574759945130317,0.4396433470507545,,,,0.0799039780521262,,2.3526315789473684,1.2173913043478262,6097000000.0,811000000.0,2717000000.0,603000000.0,84000000.0,6.0,6.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2018-03-31,5444000000.0,2373000000.0,2013000000.0,4607000000.0,837000000.0,1789000000.0,,1174000000.0,4433000000.0,1931000000.0,,606000000.0,61000000.0,142000000.0,4.0,131703000.0,574000000.0,126000000.0,121000000.0,448000000.0,1789000000.0,,20.6357,2.739,4.0,,0.7240143369175627,0.11131520940484937,0.1367020076697496,0.43559666140311304,,,,0.10106023009248816,,2.137395459976105,1.178837555886736,6204000000.0,917000000.0,2729000000.0,730000000.0,79000000.0,7.0,7.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2018-06-30,5060000000.0,1311000000.0,1200000000.0,4334000000.0,726000000.0,2284000000.0,,131000000.0,-2725000000.0,-1211000000.0,,-400000000.0,-38000000.0,-79000000.0,-2.0,-263190000.0,-180000000.0,-70000000.0,-76000000.0,-250000000.0,2284000000.0,1.0925,21.0108,2.8236,-2.0,,-0.5509641873278237,-0.07905138339920949,0.14678899082568808,0.44440366972477063,,,,0.09174311926605505,,3.1460055096418733,1.0925,6124000000.0,823000000.0,2675000000.0,640000000.0,85000000.0,6.0,6.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2018-09-30,5058000000.0,1317000000.0,1235000000.0,4381000000.0,677000000.0,2285000000.0,,162000000.0,1563000000.0,678000000.0,,210000000.0,24000000.0,58000000.0,1.0,129946000.0,259000000.0,36000000.0,44000000.0,223000000.0,2285000000.0,,22.84,3.1046,1.0,,0.310192023633678,0.04151838671411625,0.1343570057581574,0.43378119001919385,,,,0.14267434420985284,,3.375184638109306,1.0663967611336032,6187000000.0,841000000.0,2680000000.0,654000000.0,88000000.0,6.0,6.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2018-12-31,5073000000.0,1365000000.0,1186000000.0,4331000000.0,742000000.0,2285000000.0,,162000000.0,3036000000.0,1321000000.0,,392000000.0,48000000.0,100000000.0,3.0,130107000.0,449000000.0,86000000.0,88000000.0,363000000.0,2285000000.0,,24.9067,3.1512,3.0,,0.5283018867924528,0.07727183126355214,0.12911725955204217,0.43511198945981555,,,,0.11956521739130435,,3.079514824797844,1.150927487352445,6307000000.0,808000000.0,2719000000.0,784000000.0,95000000.0,6.0,6.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2019-03-31,5162000000.0,1393000000.0,1261000000.0,4381000000.0,781000000.0,2286000000.0,,178000000.0,4587000000.0,1994000000.0,732000000.0,579000000.0,72000000.0,153000000.0,4.45,130218000.0,603000000.0,135000000.0,133000000.0,468000000.0,2286000000.0,,25.5266,3.2366,4.45,865000000.0,0.7413572343149808,0.11216582719876017,0.12622629169391758,0.43470678003052104,0.15958142576847612,0.14180550174351025,0.23866970981415064,0.10202746893394375,0.18857641159799432,2.9270166453265043,1.104678826328311,6461000000.0,781000000.0,2782000000.0,804000000.0,106000000.0,6.45,6.45,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2019-06-30,5116000000.0,1305000000.0,1440000000.0,4557000000.0,559000000.0,2287000000.0,,111000000.0,-2972000000.0,-1265000000.0,,-361000000.0,-47000000.0,-107000000.0,-2.129999999999999,-260479000.0,-319000000.0,-51000000.0,-85000000.0,-370000000.0,2287000000.0,0.9062,23.7339,3.1319,-2.129999999999999,,-0.6457960644007156,-0.07056293979671618,0.12146702557200538,0.4256393001345895,,,,0.12449528936742935,,4.0912343470483,0.90625,6214000000.0,820000000.0,2728000000.0,684000000.0,97000000.0,6.32,6.32,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2019-09-30,5397000000.0,1266000000.0,1458000000.0,4847000000.0,550000000.0,2287000000.0,,150000000.0,1506000000.0,663000000.0,,203000000.0,25000000.0,55000000.0,1.0,127465000.0,271000000.0,54000000.0,44000000.0,217000000.0,2287000000.0,,23.4375,3.0948,1.0,,0.3690909090909091,0.03761348897535668,0.1347941567065073,0.4402390438247012,,,,0.14409030544488713,,4.158181818181818,0.8683127572016461,6157000000.0,813000000.0,2713000000.0,678000000.0,98000000.0,6.320000000000001,6.320000000000001,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2019-12-31,5459000000.0,1303000000.0,1513000000.0,4904000000.0,555000000.0,2288000000.0,,168000000.0,2955000000.0,1302000000.0,,388000000.0,50000000.0,105000000.0,3.0,127198000.0,498000000.0,111000000.0,88000000.0,387000000.0,2288000000.0,,23.615,3.142,3.0,,0.6990990990990991,0.07107528851437993,0.13130287648054145,0.44060913705583754,,,,0.13096446700507614,,4.122522522522522,0.8612029081295439,6076000000.0,809000000.0,2694000000.0,702000000.0,100000000.0,6.320000000000001,6.320000000000001,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2020-03-31,5850000000.0,1750000000.0,1794000000.0,5155000000.0,695000000.0,2288000000.0,638000000.0,496000000.0,4738000000.0,2134000000.0,,629000000.0,74000000.0,161000000.0,4.0,127236000.0,806000000.0,158000000.0,133000000.0,648000000.0,2926000000.0,,24.9121,3.4051,4.0,,0.9050359712230216,0.10752136752136753,0.1327564373153229,0.45040101308569014,,,,0.13676656817222457,,4.210071942446043,0.9754738015607581,6227000000.0,859000000.0,2834000000.0,882000000.0,102000000.0,5.870000000000001,5.870000000000001,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2020-06-30,6213000000.0,2020000000.0,1418000000.0,5305000000.0,908000000.0,2780000000.0,,871000000.0,-2478000000.0,-1036000000.0,,-281000000.0,-50000000.0,-75000000.0,-0.6399999999999997,-254228000.0,-29000000.0,-69000000.0,-85000000.0,-98000000.0,2780000000.0,1.4245,29.4208,4.1104,-0.6399999999999997,,-0.30947136563876654,-0.04522774826975696,0.11339790153349476,0.4180790960451977,,,,0.03954802259887006,,3.0616740088105727,1.4245416078984485,6721000000.0,939000000.0,3063000000.0,1154000000.0,99000000.0,7.36,7.36,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2020-09-30,6777000000.0,2144000000.0,1516000000.0,5466000000.0,1115000000.0,2781000000.0,,860000000.0,1916000000.0,920000000.0,,415000000.0,25000000.0,109000000.0,3.0,128729000.0,383000000.0,69000000.0,51000000.0,314000000.0,2781000000.0,,23.0031,3.7129,3.0,,0.3721973094170404,0.061236535340120996,0.21659707724425886,0.4801670146137787,,,,0.1638830897703549,,2.494170403587444,1.4142480211081794,7131000000.0,1151000000.0,3320000000.0,1251000000.0,99000000.0,9.36,9.36,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2020-12-31,6855000000.0,2103000000.0,1738000000.0,5475000000.0,1184000000.0,2483000000.0,,732000000.0,3758000000.0,1757000000.0,,674000000.0,49000000.0,180000000.0,5.25,128457000.0,629000000.0,151000000.0,104000000.0,478000000.0,2483000000.0,,20.7771,3.3828,5.25,,0.5692567567567568,0.09832239241429613,0.17935071846726983,0.4675359233634912,,,,0.1271953166577967,,2.0971283783783785,1.2100115074798619,7934000000.0,1437000000.0,3775000000.0,1342000000.0,98000000.0,11.61,11.61,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2021-03-31,6441000000.0,1962000000.0,1819000000.0,5503000000.0,743000000.0,2483000000.0,,492000000.0,5539000000.0,2531000000.0,,613000000.0,74000000.0,180000000.0,4.78,128030000.0,893000000.0,232000000.0,157000000.0,661000000.0,2483000000.0,,26.2867,3.2256,4.78,,0.8250336473755047,0.0951715572116131,0.11066979599205633,0.45694168622495035,,,,0.11933562014804117,,3.34185733512786,1.0786146234194613,8735000000.0,1421000000.0,4172000000.0,1355000000.0,98000000.0,12.39,12.39,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2021-06-30,6334000000.0,1829000000.0,2056000000.0,5742000000.0,411000000.0,2484000000.0,,319000000.0,-3872000000.0,-2009000000.0,,-992000000.0,-49000000.0,-288000000.0,-7.450000000000001,-257917000.0,-629000000.0,-121000000.0,-101000000.0,-750000000.0,2484000000.0,0.8896,31.5152,3.0481,-7.450000000000001,,-2.413625304136253,-0.15661509314808966,0.256198347107438,0.518853305785124,,,,0.19369834710743802,,6.043795620437956,0.8895914396887159,7341000000.0,710000000.0,3199000000.0,703000000.0,99000000.0,5.58,5.58,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2021-09-30,6274000000.0,1820000000.0,2639000000.0,5727000000.0,368000000.0,1885000000.0,,210000000.0,1806000000.0,670000000.0,,142000000.0,25000000.0,42000000.0,1.14,124042000.0,41000000.0,52000000.0,55000000.0,-11000000.0,1885000000.0,,46.5199,2.8114,1.14,,0.3858695652173913,0.02263308893847625,0.07862679955703211,0.3709856035437431,,,,-0.006090808416389812,,5.122282608695652,0.6896551724137931,7231000000.0,437000000.0,2949000000.0,378000000.0,99000000.0,3.719999999999999,3.719999999999999,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2021-12-31,6190000000.0,1741000000.0,2596000000.0,5699000000.0,313000000.0,1886000000.0,,192000000.0,3497000000.0,1228000000.0,,211000000.0,48000000.0,63000000.0,1.7,123976000.0,222000000.0,109000000.0,110000000.0,113000000.0,1886000000.0,,86.7304,3.0258,1.7,,0.6741214057507987,0.03408723747980614,0.06033743208464398,0.35115813554475267,,,,0.03231341149556763,,6.02555910543131,0.6706471494607088,6970000000.0,-26000000.0,2420000000.0,13000000.0,98000000.0,0.16999999999999904,0.16999999999999904,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2022-03-31,6322000000.0,1869000000.0,2643000000.0,5746000000.0,400000000.0,1887000000.0,,241000000.0,5306000000.0,1877000000.0,,361000000.0,69000000.0,111000000.0,2.91,123943000.0,451000000.0,172000000.0,167000000.0,279000000.0,1887000000.0,,37.3553,2.407,2.91,,0.9025,0.05710218285352737,0.06803618545043347,0.3537504711647192,,,,0.05258198266113833,,4.7175,0.7071509648127128,6737000000.0,-278000000.0,1766000000.0,-369000000.0,93000000.0,-1.700000000000001,-1.700000000000001,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2022-06-30,6158000000.0,1725000000.0,1784000000.0,5429000000.0,556000000.0,2474000000.0,,183000000.0,-3502000000.0,-1230000000.0,,-252000000.0,-36000000.0,-80000000.0,-2.02,-248055000.0,72000000.0,-82000000.0,-108000000.0,-10000000.0,2474000000.0,0.9669,37.558,2.4415,-2.02,,-0.45323741007194246,-0.040922377395258204,0.0719588806396345,0.3512278697886922,,,,0.0028555111364934323,,4.4496402877697845,0.9669282511210763,7107000000.0,462000000.0,2545000000.0,371000000.0,106000000.0,3.73,3.73,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2022-09-30,6153000000.0,1763000000.0,2010000000.0,5657000000.0,326000000.0,2475000000.0,,278000000.0,1740000000.0,626000000.0,,85000000.0,22000000.0,29000000.0,0.0,123914000.0,178000000.0,46000000.0,56000000.0,132000000.0,2475000000.0,,39.1053,2.2493,0.0,,0.2607361963190184,0.01381439947992849,0.04885057471264368,0.35977011494252875,,,,0.07586206896551724,,7.5920245398773005,0.8771144278606965,7041000000.0,405000000.0,2501000000.0,514000000.0,103000000.0,2.59,2.59,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2022-12-31,6045000000.0,1622000000.0,1878000000.0,5554000000.0,321000000.0,2476000000.0,,168000000.0,3455000000.0,1246000000.0,,184000000.0,45000000.0,57000000.0,1.0,123951000.0,387000000.0,88000000.0,114000000.0,299000000.0,2476000000.0,,39.8037,2.4508,1.0,,0.573208722741433,0.0304383788254756,0.0532561505065123,0.3606367583212735,,,,0.08654124457308249,,7.713395638629284,0.8636847710330139,6999000000.0,378000000.0,2519000000.0,700000000.0,100000000.0,1.8900000000000001,1.8900000000000001,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2023-03-31,5818000000.0,1745000000.0,1996000000.0,5646000000.0,3000000.0,2476000000.0,,242000000.0,5370000000.0,2046000000.0,,-27000000.0,69000000.0,21000000.0,0.0,123512000.0,728000000.0,144000000.0,174000000.0,584000000.0,2476000000.0,,264.143,2.7258,0.0,,-9.0,-0.004640770024063252,-0.005027932960893855,0.38100558659217876,,,,0.10875232774674115,,825.3333333333334,0.874248496993988,7063000000.0,-10000000.0,2688000000.0,1005000000.0,100000000.0,-1.02,-1.02,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2023-06-30,5945000000.0,1828000000.0,1917000000.0,5557000000.0,220000000.0,2477000000.0,,367000000.0,-3176000000.0,-1010000000.0,,-93000000.0,-46000000.0,-30000000.0,0.0,-247196000.0,-135000000.0,-50000000.0,-108000000.0,-185000000.0,2477000000.0,0.9536,131.9536,2.6609,0.0,,-0.42272727272727273,-0.015643397813288478,0.029282115869017633,0.31801007556675065,,,,0.058249370277078084,,11.25909090909091,0.9535732916014606,7389000000.0,149000000.0,2908000000.0,830000000.0,90000000.0,1.0,1.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2023-09-30,5991000000.0,1911000000.0,2228000000.0,5860000000.0,-37000000.0,2478000000.0,,518000000.0,1386000000.0,532000000.0,,22000000.0,21000000.0,4000000.0,0.0,124650000.0,20000000.0,24000000.0,61000000.0,-4000000.0,2478000000.0,,187.9341,2.2974,0.0,,-0.5945945945945946,0.003672174929060257,0.015873015873015872,0.3838383838383838,,,,-0.002886002886002886,,-66.97297297297297,0.8577199281867145,7035000000.0,86000000.0,2814000000.0,694000000.0,89000000.0,1.0,1.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2023-12-31,5908000000.0,1804000000.0,2022000000.0,5690000000.0,53000000.0,2479000000.0,,355000000.0,3376000000.0,1398000000.0,,115000000.0,47000000.0,44000000.0,0.0,124635000.0,173000000.0,76000000.0,118000000.0,97000000.0,2479000000.0,,221.1198,2.4199,0.0,,2.169811320754717,0.019465132024373732,0.034063981042654026,0.4140995260663507,,,,0.028732227488151657,,46.77358490566038,0.8921859545004945,6956000000.0,17000000.0,2966000000.0,492000000.0,91000000.0,0.0,0.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2024-03-31,5805000000.0,1661000000.0,1846000000.0,5550000000.0,91000000.0,2480000000.0,,219000000.0,5190000000.0,2164000000.0,,64000000.0,69000000.0,52000000.0,0.0,124721000.0,355000000.0,131000000.0,176000000.0,224000000.0,2480000000.0,,78.4197,2.6107,0.0,,0.7032967032967034,0.011024978466838932,0.01233140655105973,0.4169556840077071,,,,0.04315992292870906,,27.252747252747252,0.899783315276273,6776000000.0,108000000.0,3084000000.0,132000000.0,91000000.0,0.0,0.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2024-06-30,5751000000.0,1622000000.0,1574000000.0,5259000000.0,328000000.0,2481000000.0,,202000000.0,-2859000000.0,-1046000000.0,,79000000.0,-47000000.0,6000000.0,2.0,-249202000.0,147000000.0,-19000000.0,-120000000.0,128000000.0,2481000000.0,1.0305,59.5394,2.3503,2.0,,0.24085365853658536,0.013736741436271953,-0.027632039174536552,0.3658621895767751,,,,-0.04477089891570479,,7.564024390243903,1.0304955527318933,7093000000.0,280000000.0,3048000000.0,445000000.0,90000000.0,2.0,2.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2024-09-30,5497000000.0,1576000000.0,1579000000.0,5273000000.0,60000000.0,2482000000.0,,278000000.0,1762000000.0,807000000.0,,99000000.0,21000000.0,74000000.0,0.0,124677000.0,221000000.0,39000000.0,54000000.0,182000000.0,2482000000.0,,56.3948,2.6955,0.0,,1.65,0.01800982354011279,0.05618615209988649,0.45800227014755956,,,,0.10329171396140749,,41.36666666666667,0.9981000633312223,7469000000.0,357000000.0,3323000000.0,631000000.0,90000000.0,2.0,2.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2024-12-31,5577000000.0,1632000000.0,1730000000.0,5456000000.0,-41000000.0,2483000000.0,,290000000.0,3448000000.0,1545000000.0,,292000000.0,43000000.0,117000000.0,2.0,124669000.0,401000000.0,92000000.0,107000000.0,309000000.0,2483000000.0,,43.9898,2.8058,2.0,,-7.121951219512195,0.05235789851174467,0.08468677494199536,0.44808584686774944,,,,0.08961716937354988,,-60.5609756097561,0.9433526011560693,7541000000.0,534000000.0,3470000000.0,843000000.0,86000000.0,4.0,4.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
2025-03-31,5512000000.0,1590000000.0,2155000000.0,5322000000.0,27000000.0,2483000000.0,,226000000.0,5116000000.0,2289000000.0,,478000000.0,66000000.0,180000000.0,3.0,124468000.0,687000000.0,145000000.0,162000000.0,542000000.0,2483000000.0,,26.1379,2.5844,3.0,,17.703703703703702,0.0867198838896952,0.09343236903831117,0.44741985926505085,,,,0.10594214229867084,,91.96296296296296,0.7378190255220418,7467000000.0,948000000.0,3595000000.0,1161000000.0,83000000.0,7.0,7.0,0.68309665,150.84,96.6601,2.56826,12229.04,16.1974,46.1027,1.8096
