report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,51308000000.0,21543000000.0,15964000000.0,,15661000000.0,9995000000.0,3003000000.0,2800000000.0,-16281000000.0,-1456000000.0,-1035000000.0,-203000000.0,11.0,3051000000.0,-246000000.0,2805000000.0,12998000000.0,1.3495,13.4851,1.1261,11.0,-1456000000.0,-0.06608773386118383,-0.020172292819833165,0.06357103372028745,0.08942939622873287,-0.02837764091369767,-0.050804284866883,-0.17228671457527178,0.08942939622873287,0.8299597726837367,1.3494738160861939,37925000000.0,3167000000.0,4133000000.0,2399000000.0,4133000000.0,,,3.1449310428260344,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2021-04-04,49963000000.0,20408000000.0,15153000000.0,49963000000.0,15340000000.0,9995000000.0,3186000000.0,1811000000.0,9389000000.0,938000000.0,708000000.0,137000000.0,,3000000.0,134000000.0,-131000000.0,13181000000.0,,16.5501,1.36,,938000000.0,0.046153846153846156,0.014170486159758222,0.07540739162850144,0.09990414314623496,0.01877389268058363,0.03288804740366747,-0.013952497603578655,0.09990414314623496,0.8592568448500651,1.346796013990629,38565000000.0,3169000000.0,4130000000.0,3119000000.0,4130000000.0,,,3.1915254237288138,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2021-07-04,51183000000.0,21580000000.0,14981000000.0,,15321000000.0,11485000000.0,2821000000.0,3000000000.0,18609000000.0,1897000000.0,1445000000.0,281000000.0,,1118000000.0,306000000.0,812000000.0,14306000000.0,,15.9247,1.3564,,1897000000.0,0.09431499249396254,0.02823203016626614,0.07765059917244344,0.10193992154333925,0.03706308735322275,0.06402943261214433,0.04363480036541458,0.10193992154333925,0.9337510606357288,1.4404912889660235,39161000000.0,3283000000.0,4245000000.0,4160000000.0,4245000000.0,,,3.370082449941107,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2021-10-03,51370000000.0,21686000000.0,14604000000.0,,15721000000.0,11485000000.0,2183000000.0,3100000000.0,28177000000.0,2977000000.0,2305000000.0,436000000.0,,2589000000.0,502000000.0,2087000000.0,13668000000.0,,16.6765,1.4266,,2977000000.0,0.14661917180840914,0.04487054701187464,0.08180430847854633,0.1056535472193633,0.057952112127700996,0.10129640341624417,0.07406750186322178,0.1056535472193633,0.869410342853508,1.4849356340728568,39894000000.0,3423000000.0,4356000000.0,5573000000.0,4356000000.0,,,3.1377410468319558,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2021-12-31,50073000000.0,19987000000.0,13978000000.0,,17641000000.0,10490000000.0,1005000000.0,1600000000.0,-17706000000.0,-1649000000.0,-1201000000.0,-238000000.0,11.55,561000000.0,-55000000.0,506000000.0,11495000000.0,1.4299,17.8722,1.5132,11.55,-1649000000.0,-0.06808004081401281,-0.023984981926387473,0.06783011408562069,0.09313227154636847,-0.032931919397679386,-0.056596650192202086,-0.028577883203433865,0.09313227154636847,0.6516070517544357,1.429889826870797,38469000000.0,3257000000.0,4163000000.0,3274000000.0,4163000000.0,,,2.761229882296421,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2022-04-03,50876000000.0,20794000000.0,14036000000.0,,18014000000.0,10491000000.0,1005000000.0,2900000000.0,9392000000.0,908000000.0,730000000.0,119000000.0,,1968000000.0,141000000.0,1827000000.0,11496000000.0,,20.2609,1.7269,,908000000.0,0.04052403686021983,0.014348612312288702,0.07772572402044294,0.09667802385008518,0.017847315040490603,0.03076923076923077,0.19452725724020442,0.09667802385008518,0.6381703119795714,1.4814762040467369,38472000000.0,3279000000.0,4133000000.0,5232000000.0,4133000000.0,,,2.7815146382772804,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2022-07-03,50481000000.0,20579000000.0,14736000000.0,,17381000000.0,9741000000.0,1754000000.0,2200000000.0,18581000000.0,1886000000.0,1496000000.0,276000000.0,,2627000000.0,365000000.0,2262000000.0,11495000000.0,,18.793,1.6172,,1886000000.0,0.08607099706576146,0.029634912145163526,0.08051235132662397,0.10150153382487487,0.037360591113488245,0.06531375536777947,0.12173725848985523,0.10150153382487487,0.6613543524538289,1.396511943539631,38444000000.0,3330000000.0,4122000000.0,6682000000.0,4122000000.0,,,2.7886948083454635,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2022-10-02,51116000000.0,21005000000.0,15659000000.0,,17651000000.0,9239000000.0,2252000000.0,2500000000.0,28556000000.0,2984000000.0,2398000000.0,427000000.0,,3910000000.0,620000000.0,3290000000.0,11491000000.0,,18.0735,1.5585,,2984000000.0,0.13585632542065607,0.04691290398309727,0.0839753466872111,0.10449642807115843,0.058377024806322876,0.1023951684853476,0.11521221459588178,0.10449642807115843,0.6510112741487735,1.3414011111820678,38823000000.0,3423000000.0,4129000000.0,7885000000.0,4129000000.0,,,2.7829983046742552,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2022-12-31,51585000000.0,21063000000.0,15341000000.0,,18568000000.0,9243000000.0,1253000000.0,1200000000.0,-17122000000.0,-1567000000.0,-1234000000.0,-176000000.0,12.0,-3926000000.0,-12000000.0,-3938000000.0,10496000000.0,1.373,20.0939,1.7286,12.0,-1567000000.0,-0.06645842309349419,-0.023921682659687894,0.0720710197406845,0.09151968228010747,-0.030377047591354074,-0.05391549683457198,0.22999649573647937,0.09151968228010747,0.5652735889702715,1.3729874193338114,39407000000.0,3390000000.0,4211000000.0,3441000000.0,4211000000.0,,,2.492519591545951,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2023-04-02,52096000000.0,21588000000.0,15484000000.0,,19087000000.0,9245000000.0,1257000000.0,2000000000.0,9881000000.0,938000000.0,730000000.0,150000000.0,,1462000000.0,161000000.0,1301000000.0,10502000000.0,,18.8037,1.5978,,938000000.0,0.03824592654686436,0.014012592137592138,0.0738791620281348,0.09492966298957595,0.01800522113022113,0.03170096995505086,0.13166683534055257,0.09492966298957595,0.5502174254728349,1.3942133815551536,39896000000.0,3390000000.0,4241000000.0,2915000000.0,4241000000.0,,,2.476302758783306,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2023-07-02,52556000000.0,21825000000.0,15686000000.0,,19478000000.0,9247000000.0,508000000.0,1200000000.0,20033000000.0,1900000000.0,1474000000.0,292000000.0,,2193000000.0,373000000.0,1820000000.0,9755000000.0,,17.4932,1.442,,1900000000.0,0.07567512064893726,0.028046274450110358,0.07357859531772576,0.0948435082114511,0.03615191414871756,0.0649950398522218,0.09085009733939,0.0948435082114511,0.5008214395728514,1.3913680989417314,41348000000.0,3368000000.0,4255000000.0,2473000000.0,4255000000.0,,,2.2925969447708576,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2023-10-01,53525000000.0,22779000000.0,15962000000.0,,19957000000.0,9248000000.0,7000000.0,1400000000.0,30604000000.0,2957000000.0,2310000000.0,447000000.0,,3514000000.0,600000000.0,2914000000.0,9255000000.0,,18.4243,1.4675,,2957000000.0,0.11574886004910558,0.04315740308267165,0.07548032936870998,0.0966213566854006,0.05524521251751518,0.10122552375735999,0.09521631159325579,0.0966213566854006,0.46374705617076717,1.4270768074176168,43396000000.0,3280000000.0,4228000000.0,2097000000.0,4228000000.0,,,2.1889782403027436,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2023-12-31,54810000000.0,23615000000.0,16432000000.0,,21299000000.0,8754000000.0,507000000.0,1900000000.0,-18246000000.0,-1550000000.0,-1199000000.0,-220000000.0,12.0,-2459000000.0,-230000000.0,-2689000000.0,9261000000.0,1.4371,21.3765,1.6764,12.0,-1550000000.0,-0.05629372270998639,-0.02187557015143222,0.06571303299353283,0.08495012605502576,-0.028279511038131727,-0.05071989528795812,0.147374767072235,0.08495012605502576,0.4348091459692943,1.437134858812074,42272000000.0,3315000000.0,4245000000.0,3346000000.0,4245000000.0,,,2.181625441696113,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2024-03-31,55246000000.0,24196000000.0,16790000000.0,,21410000000.0,8752000000.0,507000000.0,1000000000.0,10731000000.0,1036000000.0,799000000.0,169000000.0,,-278000000.0,159000000.0,-437000000.0,9259000000.0,,23.638,1.855,,1036000000.0,0.0373190098085007,0.014462585526553958,0.0744571801323269,0.09654272667971298,0.01875248886797234,0.033780038475333396,-0.04072313857049669,0.09654272667971298,0.4324614666043905,1.441095890410959,43122000000.0,3384000000.0,4343000000.0,1608000000.0,4343000000.0,,,2.1319364494588995,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2024-06-30,55442000000.0,24312000000.0,18257000000.0,,22036000000.0,7257000000.0,2004000000.0,1400000000.0,22707000000.0,2192000000.0,1704000000.0,354000000.0,,536000000.0,360000000.0,176000000.0,9261000000.0,,22.3132,1.7599,,2192000000.0,0.07732800871301507,0.030734821976119188,0.07504293830096447,0.09653410842471484,0.039536813246275386,0.07003866185257374,0.00775091381512309,0.09653410842471484,0.4202668360864041,1.3316536123130853,45796000000.0,3614000000.0,4635000000.0,-36000000.0,4635000000.0,,,1.9980582524271844,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2024-09-29,57312000000.0,25743000000.0,19557000000.0,,22973000000.0,7262000000.0,2005000000.0,2100000000.0,34378000000.0,3373000000.0,2634000000.0,538000000.0,,1952000000.0,561000000.0,1391000000.0,9267000000.0,,22.8347,1.8046,,3373000000.0,0.11465633569842859,0.04595896147403685,0.07661876781662691,0.09811507359357728,0.05885329424902289,0.10462158808933003,0.04046192332305544,0.09811507359357728,0.4033865842510774,1.316306181929744,49570000000.0,3938000000.0,5051000000.0,-1559000000.0,5051000000.0,,,1.8346862007523264,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2024-12-31,55880000000.0,24386000000.0,17824000000.0,,22063000000.0,7260000000.0,1502000000.0,1700000000.0,-20100000000.0,-1805000000.0,-1355000000.0,-303000000.0,13.0,1902000000.0,-164000000.0,1738000000.0,8762000000.0,1.3682,19.1569,1.5184,13.0,-1805000000.0,-0.061415038752662826,-0.024248389405869722,0.06741293532338309,0.08980099502487562,-0.03230136005726557,-0.058556366585563666,-0.08646766169154228,0.08980099502487562,0.3971354756832706,1.3681552962298025,47716000000.0,3782000000.0,4796000000.0,2868000000.0,4796000000.0,,,1.8269391159299415,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2025-03-30,56580000000.0,25117000000.0,18760000000.0,,22225000000.0,7260000000.0,2349000000.0,1200000000.0,12223000000.0,1268000000.0,994000000.0,206000000.0,,-148000000.0,142000000.0,-290000000.0,9609000000.0,,18.3956,1.4867,,1268000000.0,0.0447244094488189,0.017568045245669846,0.0813220976846928,0.10373885298208296,0.0224107458465889,0.039831626562794493,-0.02372576290599689,0.10373885298208296,0.4323509561304837,1.3388592750533048,49208000000.0,3977000000.0,5028000000.0,3015000000.0,5028000000.0,,,1.9110978520286397,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2025-06-29,56888000000.0,25066000000.0,18379000000.0,,23580000000.0,7508000000.0,1204000000.0,1500000000.0,25264000000.0,2573000000.0,2008000000.0,424000000.0,,1450000000.0,340000000.0,1110000000.0,8712000000.0,,19.2008,1.5606,,2573000000.0,0.08515691263782867,0.03529742652228941,0.07948068397720076,0.10184452184927169,0.04522922233159893,0.07967917750526446,0.04393603546548448,0.10184452184927169,0.36946564885496186,1.3638391642635617,51765000000.0,4281000000.0,5409000000.0,3949000000.0,5409000000.0,,,1.6106489184692179,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2025-09-28,57599000000.0,25852000000.0,18464000000.0,,24434000000.0,7008000000.0,1006000000.0,2500000000.0,38171000000.0,3904000000.0,3067000000.0,637000000.0,,3559000000.0,552000000.0,3007000000.0,8014000000.0,,21.2873,,,3904000000.0,0.12552181386592454,0.05324745221271203,0.0803489560137277,0.10227659741688716,0.06777895449573777,0.1203155818540434,0.07877708207801734,0.10227659741688716,0.3279855938446427,1.4001299826689775,55558000000.0,4714000000.0,5940000000.0,5565000000.0,5940000000.0,,,1.3491582491582492,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
2025-12-31,57249000000.0,24248000000.0,16796000000.0,,25622000000.0,7007000000.0,1006000000.0,2300000000.0,-23108000000.0,-2389000000.0,-1859000000.0,-374000000.0,15.0,259000000.0,127000000.0,132000000.0,8013000000.0,1.4437,21.6007,2.2939,15.0,-2389000000.0,-0.07255483568808055,-0.03247218292022568,0.08044832958282845,0.10338410939934221,-0.0417299865499834,-0.07102720380555969,-0.005712307425999654,0.10338410939934221,0.3127390523768636,1.4436770659680875,52550000000.0,4210000000.0,5356000000.0,3959000000.0,5356000000.0,,,1.4960791635548918,0.38332027,369.7,239.2,1.53932,94390.445,22.4205,3.5492,2.381
