report_date,total_assets,current_assets,current_liabilities,total_equity,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2024-06-30,16196535000.0,7975697000.0,7842547000.0,2750705000.0,1357567000.0,1911000000.0,830677000.0,481394000.0,158026000.0,6.64,72516000.0,891105000.0,85289000.0,805816000.0,0.0,,,,6.64,830677000.0,0.17500749807776553,0.0297220362256495,0.2519068550497122,0.43468184196755627,0.051287327814251625,0.3019869451649668,0.42167242281527995,0.43468184196755627,0.0,1.0169779027145136,,,,,,,,,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2024-09-30,17638411000.0,8780948000.0,8349672000.0,3087283000.0,1303464000.0,2940200000.0,1298809000.0,757791000.0,240047000.0,10.53,71976000.0,1291893000.0,131067000.0,1160826000.0,0.0,,,,10.53,1298809000.0,0.24545563202336812,0.04296254350802915,0.2577345078566084,0.44174171825045916,0.07363526113548437,0.42069645056834765,0.3948119175566288,0.44174171825045916,0.0,1.0516518493181528,,,,,,,,,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2024-12-31,17957031000.0,8675869000.0,8707881000.0,3122342000.0,1553642000.0,3974600000.0,1787157000.0,1003746000.0,381381000.0,13.97,71848000.0,1940565000.0,175176000.0,1765389000.0,0.0,0.9963,23.5035,5.9356,13.97,1787157000.0,0.32147215135305485,0.05589710236619851,0.25254012982438484,0.44964449252754995,0.09952408056766177,0.5723770810500579,0.4441677149901877,0.44964449252754995,0.0,0.9963237899093935,,,,,,,,,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2025-03-31,18547780000.0,9077561000.0,8236670000.0,3453836000.0,1554835000.0,1005667000.0,427124000.0,243233000.0,83636000.0,3.4,71558000.0,-74151000.0,44771000.0,-118922000.0,0.0,,24.0831,6.0562,3.4,427124000.0,0.07042401550044645,0.013113860526704544,0.24186236597203647,0.4247171280354233,0.023028308509158508,0.12366655509989473,-0.1182518666715722,0.4247171280354233,0.0,1.102091136345149,9831467000.0,2486164000.0,4343767000.0,3613109000.0,4343767000.0,34.54,34.54,0.0,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2025-06-30,20435226000.0,10759243000.0,9639769000.0,3928573000.0,2192849000.0,2107697000.0,906514000.0,527401000.0,192648000.0,7.38,71494000.0,1066096000.0,97407000.0,968689000.0,0.0,,22.2825,5.6076,7.38,906514000.0,0.13424747357373784,0.025808425118469452,0.2502261947519022,0.4300969256966253,0.04436036087880799,0.23074892588224782,0.45959594761486117,0.4300969256966253,0.0,1.116130791100907,10028164000.0,2532171000.0,4419604000.0,3775982000.0,4419604000.0,35.28,35.28,0.0,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2025-09-30,19744837000.0,10108154000.0,8912270000.0,4075691000.0,2005508000.0,3280177000.0,1429634000.0,805342000.0,335971000.0,11.28,71373000.0,687163000.0,148315000.0,538848000.0,0.0,,19.3487,4.7145,11.28,1429634000.0,0.19759643211421082,0.040787472694760664,0.24551784857951264,0.435840504948361,0.07240545971587407,0.35077094902434947,0.1642740620399448,0.435840504948361,0.0,1.134183995772121,10368141000.0,2579722000.0,4550429000.0,3154004000.0,4550429000.0,36.03,36.03,0.0,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
2025-12-31,26408135000.0,13963240000.0,14296677000.0,3883864000.0,2408097000.0,-1865141000.0,-769164000.0,-506150000.0,-142524000.0,-7.029999999999999,-143367000.0,-179207000.0,-89737000.0,-268944000.0,0.0,0.9767,19.6784,4.649,-7.029999999999999,-769164000.0,-0.1303212470879516,-0.01916644246176415,0.27137358516058574,0.41238919738507707,-0.029126024991920102,-0.19804092007341143,0.14419499651768955,0.41238919738507707,0.0,0.9766773076009201,4528400000.0,1069826000.0,1994108000.0,1119671000.0,1994108000.0,15.030000000000003,15.030000000000003,0.0,0.8582659,361.99,252.84,0.79013,19457.623,18.1877,5.4205,4.2968
