report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2017-12-31,31668800000.0,,,22470000000.0,8696100000.0,2075800000.0,2006400000.0,-2264000000.0,-491800000.0,-255400000.0,-48000000.0,652200000.0,0.0,-738800000.0,-58000000.0,-44200000.0,-796800000.0,2075800000.0,0.2393,2.8675,13.1263,0.0,-536000000.0,-0.029369487471395225,-0.00806471985045218,0.11280918727915194,0.217226148409894,-0.015529480119234072,-0.0456558267343737,0.3519434628975265,0.23674911660777384,0.23870470670760455,,5160300000.0,1127300000.0,1277100000.0,1143000000.0,1393900000.0,94800000.0,2.0,2.0,1.4892029557357056,13.471518987341772,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2018-03-31,31619100000.0,,,22148100000.0,8895300000.0,2076400000.0,1861500000.0,1355800000.0,321100000.0,253900000.0,23200000.0,68400000.0,0.0,-52200000.0,20600000.0,33600000.0,-72800000.0,2076400000.0,,2.3796,10.8347,0.0,354700000.0,0.028543163243510618,0.008029956576879166,0.18726950877710577,0.23683434134828146,0.010155254260873966,0.029266203049664135,-0.05369523528544033,0.2616167576338693,0.2334266410351534,,5323500000.0,1169200000.0,1339600000.0,781400000.0,1463700000.0,94000000.0,2.0,2.0,1.418596706975473,14.251063829787235,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2018-06-30,32459100000.0,,,23025900000.0,8817300000.0,,1480500000.0,2716400000.0,652400000.0,499000000.0,52700000.0,-140700000.0,1.0,396800000.0,46200000.0,66000000.0,350600000.0,0.0,,2.0271,9.3697,1.0,718400000.0,0.05659328819479886,0.015373192725614696,0.18369901340008835,0.2401708143130614,0.020099140148679414,0.07399090424506369,0.1290678839640701,0.26446767780886465,0.0,,5592900000.0,1216600000.0,1414500000.0,410300000.0,1552100000.0,99100000.0,2.0,2.0,0.0,14.273461150353178,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2018-09-30,32503800000.0,,,22761800000.0,8987100000.0,,1631500000.0,4058200000.0,974500000.0,768600000.0,82300000.0,-201800000.0,1.0,662100000.0,68300000.0,105600000.0,593800000.0,0.0,,1.7418,8.0429,1.0,1080100000.0,0.08552258236806089,0.023646465951673343,0.18939431274949484,0.2401310926026317,0.02998110990099619,0.10843319869590858,0.14632102902764774,0.2661524813956927,0.0,,5866400000.0,1266100000.0,1456200000.0,74800000.0,1617200000.0,110200000.0,2.0,2.0,0.0,13.21415607985481,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2018-12-31,30978400000.0,,,21646000000.0,8578800000.0,2408800000.0,1147700000.0,-2816300000.0,-743100000.0,-638700000.0,-46700000.0,529100000.0,0.0,-177900000.0,-32600000.0,-63100000.0,-210500000.0,2408800000.0,0.1557,1.2958,7.7999,0.0,-806200000.0,-0.07445097216393902,-0.020617591612220126,0.22678691900720804,0.2638568334339381,-0.023987681739534642,-0.06763078379263897,0.07474345772822498,0.2862621169619714,0.2807851914020609,,5314100000.0,882800000.0,1204900000.0,661100000.0,1347000000.0,111500000.0,2.0,2.0,1.7882702301410542,10.80627802690583,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2019-03-31,32206600000.0,,,22746100000.0,8669300000.0,2515700000.0,1017100000.0,1214600000.0,200200000.0,177700000.0,33100000.0,66200000.0,0.44,-120400000.0,21100000.0,36300000.0,-141500000.0,2515700000.0,,1.5475,9.9245,0.44,236500000.0,0.02049761803144429,0.005517502623685828,0.14630330973159889,0.16482792688951095,0.006216117193370303,0.017898971837282073,-0.11649925901531369,0.1947143092376091,0.29018490535568037,,5172900000.0,806600000.0,1084000000.0,592400000.0,1228800000.0,121400000.0,2.44,2.44,2.0472819010416665,8.929159802306424,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2019-06-30,38501400000.0,,,23805300000.0,13934700000.0,2120500000.0,1199400000.0,2654000000.0,218500000.0,217800000.0,66100000.0,80700000.0,0.52,347400000.0,49000000.0,76600000.0,298400000.0,2120500000.0,,1.8374,16.0398,0.52,295100000.0,0.01563004585674611,0.00565693715033739,0.08206480783722683,0.08232856066314996,0.005675118307386225,0.013609297922168518,0.11243406179351921,0.1111906556141673,0.15217406905064335,,5110500000.0,525400000.0,650100000.0,540200000.0,805500000.0,134800000.0,1.96,1.96,2.632526381129733,4.822700296735905,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2019-09-30,37891400000.0,,,23531800000.0,13573200000.0,2296600000.0,1048600000.0,4374600000.0,493600000.0,384900000.0,101100000.0,154700000.0,0.89,653000000.0,75600000.0,125100000.0,577400000.0,2296600000.0,,1.3656,13.645,0.89,618700000.0,0.028357351250994606,0.010157977799711808,0.087985187217117,0.11283317331870342,0.013026702629092618,0.031103101488361543,0.13198921044209758,0.14143007360672977,0.16920107270208942,,5426900000.0,141700000.0,169200000.0,523800000.0,344100000.0,153600000.0,1.85,1.85,6.67422260970648,1.1015625,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2019-12-31,39420300000.0,,,24718500000.0,13862500000.0,2080300000.0,1049000000.0,-2125800000.0,-104100000.0,-215700000.0,-64600000.0,-66500000.0,-0.5700000000000001,236600000.0,-21400000.0,-60400000.0,215200000.0,2080300000.0,0.1588,1.3341,11.8568,-0.5700000000000001,-164500000.0,-0.015559963931469793,-0.005471800062404396,0.10146768275472763,0.04896979960485464,-0.002640771379213248,-0.006529593296033319,-0.10123247718505975,0.07738263242073572,0.15006672678088367,,6117400000.0,564700000.0,808200000.0,949500000.0,985800000.0,135700000.0,1.2799999999999998,1.2799999999999998,2.1102657739906676,5.95578481945468,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2020-03-31,37010700000.0,,,22891800000.0,13499300000.0,2588800000.0,940500000.0,1598900000.0,317000000.0,81500000.0,36300000.0,57400000.0,0.18,-77000000.0,19200000.0,48400000.0,-96200000.0,2588800000.0,,0.6409,6.3976,0.18,365400000.0,0.006037350084819213,0.002202065889053706,0.050972543623741325,0.19826130464694477,0.008565090635951225,0.019704004823440927,-0.06016636437550816,0.22853211582963287,0.19177290674331263,,6501700000.0,468500000.0,925000000.0,994800000.0,1114700000.0,138900000.0,1.02,1.02,2.3224185879608865,6.6594672426205905,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2020-06-30,35579100000.0,,,21408600000.0,13602000000.0,2407000000.0,987100000.0,3017900000.0,434100000.0,122000000.0,71100000.0,100800000.0,0.26,260900000.0,47000000.0,98700000.0,213900000.0,2407000000.0,,0.7623,6.9498,0.26,532800000.0,0.008969269225113954,0.003428979372721626,0.040425461413565726,0.1438417442592531,0.012200983161462769,0.027115997251546006,0.07087709997017794,0.17654660525531,0.17695927069548595,,6865600000.0,372700000.0,1140600000.0,910300000.0,1352400000.0,143900000.0,0.76,0.76,1.779798876072168,7.926337734537873,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2020-09-30,36037500000.0,,,21458700000.0,13934000000.0,2172000000.0,1066600000.0,4515500000.0,702600000.0,313700000.0,104900000.0,192700000.0,0.68,662700000.0,73600000.0,150300000.0,589100000.0,2172000000.0,,0.8374,7.1765,0.68,852900000.0,0.022513276876704465,0.00870482136663198,0.06947181928911526,0.15559738677887278,0.019496357960457858,0.0436234943499317,0.1304617428856162,0.18888273723840107,0.15587770920051672,,7006500000.0,301500000.0,1349600000.0,922000000.0,1586600000.0,147700000.0,0.5499999999999999,0.5499999999999999,1.3689650825664943,9.137440758293838,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2020-12-31,36504100000.0,,,21483400000.0,14361800000.0,2082600000.0,1408400000.0,-2986700000.0,-533300000.0,7600000.0,-83000000.0,-89300000.0,0.009999999999999787,383700000.0,-24800000.0,-93900000.0,358900000.0,2082600000.0,0.2277,1.3028,10.5124,0.009999999999999787,-627200000.0,0.0005291815789107215,0.00020819579170558924,-0.0025446144574279303,0.178558275019252,-0.01460931785744615,-0.03243049305538664,-0.12016606957511634,0.20999765627615763,0.14500967845256166,,6145600000.0,524800000.0,920400000.0,1065700000.0,1123900000.0,129300000.0,1.13,1.13,1.8530118337930421,7.1183294663573085,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2021-03-31,34881500000.0,,,19513700000.0,14547800000.0,2083199999.9999998,1158300000.0,1659700000.0,344300000.0,267800000.0,23800000.0,106500000.0,0.58,-26900000.0,20300000.0,51100000.0,-47200000.0,2083199999.9999998,,1.8751,12.2775,0.58,395400000.0,0.018408281664581586,0.007677422129208893,0.16135446164969572,0.20744712899921672,0.009870561759098662,0.02070230292826649,-0.028438874495390735,0.23823582575164187,0.14319690949834338,,6206400000.0,711100000.0,947700000.0,1114700000.0,1153900000.0,116800000.0,1.5299999999999998,1.5299999999999998,1.8053557500649968,8.113869863013699,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2021-06-30,33248400000.0,,,17457900000.0,14908000000.0,2083800000.0,1333000000.0,3381100000.0,815200000.0,636100000.0,48400000.0,260700000.0,1.37,480800000.0,47200000.0,103900000.0,433600000.0,2083800000.0,,1.8948,9.6676,1.37,919100000.0,0.04266836597799839,0.019131747693122075,0.18813403921800598,0.24110496583951968,0.02451847306938078,0.04797608258100966,0.1282422880127769,0.2718346100381533,0.1397773007781057,,6569600000.0,1225200000.0,1328800000.0,1334400000.0,1540200000.0,94100000.0,2.6399999999999997,2.6399999999999997,1.3529411764705883,14.1211477151966,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2021-09-30,32813900000.0,,,16539300000.0,15080100000.0,2084500000.0,1773200000.0,5131100000.0,1279000000.0,966200000.0,71500000.0,400400000.0,2.08,1081800000.0,73200000.0,154900000.0,1008600000.0,2084500000.0,,1.6446,7.8634,2.08,1433900000.0,0.06407119316184906,0.029444838924967773,0.18830270312408645,0.24926429030812106,0.038977384583972034,0.07451382496533564,0.19656603847128296,0.27945274892323285,0.13822852633603225,,7185200000.0,1877700000.0,1905200000.0,1753900000.0,2121200000.0,60700000.0,4.04,4.04,0.9826984725627004,31.387149917627678,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2021-12-31,32685600000.0,,,16006800000.0,15495800000.0,2085100000.0,1896400000.0,-3277400000.0,-650300000.0,-477100000.0,-49000000.0,-236500000.0,-1.04,-457600000.0,-31900000.0,-104600000.0,-489500000.0,2085100000.0,0.7148,1.5399,6.5143,-1.04,-754900000.0,-0.030788987983840783,-0.014596641946300512,0.1455727100750595,0.1984194788551901,-0.019895611523117213,-0.03698900511350386,0.14935619698541527,0.23033502166351377,0.13455904180487616,,6894500000.0,1393000000.0,1788200000.0,905500000.0,1993500000.0,94700000.0,2.99,2.99,1.0459493353398546,18.882787750791973,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2022-03-31,31853800000.0,,,15066500000.0,15345000000.0,2085700000.0,1309600000.0,1629400000.0,377700000.0,197700000.0,23200000.0,82800000.0,0.43,-375400000.0,23900000.0,49500000.0,-399300000.0,2085700000.0,,1.5286,6.7275,0.43,427200000.0,0.012883675464320626,0.006206480859426505,0.12133300601448387,0.23180311771204123,0.011857298030376282,0.021668665056480806,-0.24505953111574813,0.26218239842886953,0.13592049527533398,,6864200000.0,1322900000.0,1821600000.0,553400000.0,2025300000.0,94100000.0,2.8400000000000003,2.8400000000000003,1.0298227423097812,19.358129649309245,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2022-06-30,30186700000.0,,,13499100000.0,15113700000.0,1671200000.0,936800000.0,3159800000.0,722400000.0,318700000.0,49000000.0,145800000.0,0.69,-252300000.0,57100000.0,98800000.0,-309400000.0,1671200000.0,,1.0996,5.5909,0.69,821200000.0,0.02108682850658674,0.010557629684596196,0.10086081397556808,0.22862206468763846,0.023931068980710048,0.043038683578692755,-0.0979175897208684,0.2598898664472435,0.1105751735180664,,6642900000.0,1005500000.0,1728800000.0,-189600000.0,1927400000.0,94700000.0,2.16,2.16,0.86707481581405,18.255543822597676,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2022-09-30,29271900000.0,,,12768400000.0,14903700000.0,1487100000.0,1023600000.0,4605500000.0,1072600000.0,496100000.0,67600000.0,232600000.0,1.08,239700000.0,119800000.0,146700000.0,119900000.0,1487100000.0,,0.9783,5.3727,1.08,1219300000.0,0.03328703610512826,0.01694799449301207,0.10771903159266095,0.23289545109108675,0.03664265045999747,0.06543914879078508,0.026034089675388124,0.2647486700683965,0.09978059139676725,,6117300000.0,535400000.0,1522400000.0,-1078300000.0,1712800000.0,90800000.0,1.16,1.16,0.8682274638019617,16.766519823788546,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2022-12-31,29756800000.0,,,12914600000.0,15213600000.0,1487600000.0,,-3345800000.0,-855000000.0,-328600000.0,-54600000.0,-139000000.0,-0.7100000000000002,1091200000.0,-7900000.0,-99700000.0,1083300000.0,1487600000.0,0.716,1.3526,8.8863,-0.7100000000000002,-954700000.0,-0.021599095546090342,-0.011042854070330142,0.09821268455974655,0.2555442644509534,-0.028732928271857187,-0.051193926184944796,-0.32377906629206765,0.28534281786119914,0.09778093284955566,,6048900000.0,683900000.0,1317700000.0,494500000.0,1513000000.0,85200000.0,1.49,1.49,0.983212161269002,15.465962441314554,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2023-03-31,29733300000.0,,,12923500000.0,15343000000.0,1488100000.0,889000000.0,1418200000.0,209500000.0,145000000.0,18000000.0,69900000.0,0.32,-98900000.0,38100000.0,46800000.0,-137000000.0,1488100000.0,,1.2871,8.6566,0.32,256300000.0,0.009450563775011406,0.0048766870814877595,0.10224227894514173,0.14772246509660134,0.007045972024632315,0.012447195964613127,-0.09660132562403047,0.18072204202510225,0.09698885485237567,,5837700000.0,631200000.0,1149500000.0,756800000.0,1342100000.0,80000000.0,1.38,1.38,1.108784740332315,14.36875,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2023-06-30,29457800000.0,,,12749200000.0,15328900000.0,1488600000.0,1009900000.0,2861000000.0,413300000.0,277200000.0,36400000.0,135400000.0,0.6,232400000.0,84800000.0,94200000.0,147600000.0,1488600000.0,,1.3115,8.5775,0.6,507500000.0,0.01808348935670531,0.0094100713563131,0.09688919958056623,0.14445997902831179,0.014030239868557733,0.02457559090233388,0.051590353023418384,0.17738552953512757,0.09711068635061877,,5538900000.0,589700000.0,840400000.0,1213800000.0,1028400000.0,67400000.0,1.2899999999999998,1.2899999999999998,1.4474912485414235,12.468842729970326,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2023-09-30,29431500000.0,,,12839800000.0,15253900000.0,1489100000.0,1241500000.0,4303000000.0,641000000.0,408600000.0,53700000.0,196700000.0,0.89,586500000.0,124000000.0,136400000.0,462500000.0,1489100000.0,,1.1117,7.667,0.89,777400000.0,0.02678659228131822,0.013883084450333826,0.09495700673948408,0.14896583778759007,0.021779386031972547,0.03828465627426387,0.10748315128979781,0.18066465256797584,0.09762093628514674,,5236400000.0,502200000.0,408800000.0,1556400000.0,586500000.0,53500000.0,1.0999999999999996,1.0999999999999996,2.5389599317988063,7.641121495327103,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2023-12-31,28933800000.0,,,13017800000.0,14597600000.0,1489500000.0,1469200000.0,-2865800000.0,-1698600000.0,-1164500000.0,-37600000.0,-471700000.0,-2.54,580800000.0,-82600000.0,-94600000.0,498200000.0,1489500000.0,0.8385,1.403,,-2.54,-1793200000.0,-0.07977338740614896,-0.04024704670661994,0.4063437783515947,0.5927140763486636,-0.05870642639404434,-0.10558770692045179,-0.17384325493753924,0.6257240561099867,0.1020373212034855,,5716400000.0,-333700000.0,-434800000.0,971300000.0,-252000000.0,70500000.0,-0.7300000000000002,-0.7300000000000002,-5.910714285714286,-6.167375886524822,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2024-03-31,28077200000.0,,,12224400000.0,14554800000.0,1257500000.0,895700000.0,1475300000.0,213100000.0,141500000.0,15900000.0,68700000.0,0.31,-54400000.0,21000000.0,45100000.0,-75400000.0,1257500000.0,,1.2848,,0.31,258200000.0,0.009721878692939787,0.0050396763210006695,0.09591269572290381,0.14444519758693147,0.007589788155514083,0.013476850300082848,-0.051108249169660405,0.1750152511353623,0.08639761453266276,,5773500000.0,-337200000.0,-431200000.0,1032900000.0,-250100000.0,68400000.0,-0.7400000000000002,-0.7400000000000002,-5.027988804478209,-6.304093567251462,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2024-06-30,27167600000.0,,,11402200000.0,14585000000.0,890100000.0,878500000.0,2958600000.0,419900000.0,273700000.0,32200000.0,132700000.0,0.6,434700000.0,47700000.0,91500000.0,387000000.0,890100000.0,,1.1494,,0.6,511400000.0,0.018765855330819335,0.010074500507958009,0.09250997093219766,0.14192523490840261,0.015455910717177815,0.027133911897176757,0.13080511052524843,0.17285202460623267,0.06102845389098389,,5871100000.0,-340700000.0,-424600000.0,1272300000.0,-246200000.0,64200000.0,-0.7400000000000002,-0.7400000000000002,-3.615353371242892,-6.613707165109035,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2024-09-30,27502600000.0,,,11596000000.0,14754300000.0,890300000.0,1044900000.0,4474000000.0,520400000.0,328700000.0,,174200000.0,0.72,873100000.0,76100000.0,135500000.0,797000000.0,890300000.0,,1.3405,,0.72,655900000.0,0.022278251086124044,0.011951597303527666,0.0734689316048279,0.11631649530621369,0.018921847388974133,0.033263873796709406,0.1781403665623603,0.14660259275815823,0.06034173088523346,,6042100000.0,-420600000.0,-545200000.0,1606800000.0,-367700000.0,,-0.9100000000000004,-0.9100000000000004,-2.4212673375033997,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2024-12-31,27008900000.0,,,11340100000.0,14559900000.0,890600000.0,986500000.0,-2840900000.0,-321300000.0,-205900000.0,,-122700000.0,-0.44999999999999996,-63400000.0,-75700000.0,-92500000.0,-139100000.0,890600000.0,0.7463,1.2949,10.1357,-0.44999999999999996,-413800000.0,-0.014141580642724194,-0.007623413023114603,0.07247703192650216,0.11309796191347812,-0.011896078699984079,-0.020795443513154915,0.048963356682741384,0.14565806610581153,0.061168002527489884,,6067000000.0,538000000.0,832100000.0,969500000.0,1011700000.0,,1.1799999999999997,1.1799999999999997,0.8803004843333004,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2025-03-31,28143600000.0,,,12356200000.0,14698700000.0,964800000.0,821700000.0,1529200000.0,277300000.0,171100000.0,,77600000.0,0.38,-84600000.0,23400000.0,41500000.0,-108000000.0,964800000.0,,1.1092,8.4372,0.38,318800000.0,0.011640485212978018,0.006079534956437698,0.11188856918650275,0.1813366466126079,0.00985303941215765,0.017703578382864623,-0.07062516348417473,0.20847501961810097,0.06563845782280066,,6120900000.0,567600000.0,896300000.0,936900000.0,1072300000.0,,1.2499999999999996,1.2499999999999996,0.8997482047934346,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2025-06-30,28496900000.0,,,13538000000.0,13873100000.0,1883900000.0,922700000.0,3044700000.0,491500000.0,158600000.0,,154600000.0,0.35,463300000.0,40900000.0,81600000.0,422400000.0,1883900000.0,,1.143,8.6113,0.35,573100000.0,0.011432196120549841,0.005565517652797322,0.05209051794922324,0.16142805530922585,0.01724749007786812,0.031192485879291743,0.13873288008670806,0.1882287253259763,0.13579517195147445,,6207000000.0,452500000.0,967900000.0,972300000.0,1134000000.0,,0.9999999999999998,0.9999999999999998,1.6612874779541447,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2025-09-30,28438900000.0,,,13646600000.0,14005600000.0,1624600000.0,973100000.0,4685100000.0,762400000.0,459900000.0,,144900000.0,1.01,1069500000.0,60700000.0,119900000.0,1008800000.0,1624600000.0,,,9.7391,1.01,882300000.0,0.032836865253898444,0.01617151155635415,0.09816225907664725,0.16272865040233933,0.026808350533951735,0.048777366892298245,0.2153209109730849,0.1883204200550682,0.11599645855943337,,6418100000.0,583700000.0,1209900000.0,1184100000.0,1360400000.0,,1.2899999999999998,1.2899999999999998,1.1942075860041164,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
2025-12-31,27094000000.0,,,14089100000.0,12231000000.0,1825100000.0,1037500000.0,-2881900000.0,-2226900000.0,-1515900000.0,,-581700000.0,-3.34,77100000.0,-40700000.0,-87100000.0,36400000.0,1825100000.0,0.8026,2.4685,,-3.34,-2314000000.0,-0.1239391709590385,-0.055949656750572084,0.5260071480620424,0.7727193865158403,-0.08219162914298368,-0.15842943633013426,-0.012630556230264756,0.8029425032096881,0.14921919712206688,,6377100000.0,-726300000.0,-695700000.0,1359600000.0,-539800000.0,,-1.6,-1.6,-3.3810670618747682,,1.643089,29.61,11.6,4.7144,10710.29,0.956,2.2611
