report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,depreciation,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2018-09-30,4179043000.0,619864000.0,366098000.0,2084896000.0,2094147000.0,1218848000.0,316077000.0,1471847000.0,431123000.0,281998000.0,,91201000.0,0.0,452313000.0,788852000.0,288210000.0,1218848000.0,,,,0.0,719333000.0,0.13466007878148,0.06747908552269025,0.19159464264967757,0.2929129182584875,0.10316309260278012,0.13013089364759078,0.48872810828842944,0.582025999129956,1.6931641254527476,1776106000.0,281483000.0,-13245000.0,252737000.0,,0.0,0.0,4.822594238279318,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2018-12-31,4198829000.0,544545000.0,287264000.0,2110670000.0,2088159000.0,1226104000.0,2287000.0,-683600000.0,-91439000.0,-1848000.0,,-41541000.0,1.0,-923436000.0,-503369000.0,-119897000.0,1226104000.0,1.8956,,,1.0,-211336000.0,-0.0008849900797784077,-0.0004401227104033053,0.002703335283791691,0.13376097132826215,-0.021777262184289953,-0.027589542531778557,0.30915155061439437,0.5871698467405978,1.8956256266013145,2188148000.0,557043000.0,771801000.0,1189280000.0,,1.0,1.0,1.0309632718956008,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2019-06-30,4563729000.0,631330000.0,234026000.0,2218925000.0,2344804000.0,1219555000.0,241394000.0,1175798000.0,603764000.0,443772000.0,,132957000.0,1.0,424550000.0,911937000.0,188405000.0,1219555000.0,,,,1.0,792169000.0,0.18925760959124943,0.0972389026605217,0.37742197214147327,0.5134929639274773,0.1322961990074345,0.16938922257830932,0.6737288207668324,0.5201095699256739,2.6976917094681787,2890719000.0,883584000.0,1198521000.0,1722277000.0,,2.0,2.0,0.7081061873322352,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2019-09-30,4442665000.0,421679000.0,294785000.0,2229089000.0,2213576000.0,1132790000.0,82316000.0,1604909000.0,733541000.0,534130000.0,,158679000.0,1.0,421101000.0,1182811000.0,299294000.0,1132790000.0,,,,1.0,1032835000.0,0.24129733968926298,0.12022738603968564,0.3328101468681402,0.45706080531668775,0.16511283205013208,0.2192052513084343,0.6435473911604958,0.51174660368562,1.430462879725902,3568954000.0,1258052000.0,1676989000.0,2333001000.0,,3.0,3.0,0.48555058484758473,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2019-12-31,4487245000.0,568248000.0,328034000.0,2335758000.0,2151487000.0,1133025000.0,200200000.0,2066277000.0,955750000.0,681070000.0,,219154000.0,1.0,417451000.0,1445791000.0,405733000.0,1133025000.0,1.7323,,,1.0,1361483000.0,0.3165578039746464,0.15177909831087893,0.3296121478388425,0.4625468898894001,0.2129926045936872,0.29098691068871113,0.6589063325004344,0.5266241441384494,1.7322838486254473,4163384000.0,1657124000.0,2201616000.0,2975151000.0,,4.0,4.0,0.3808294100030553,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2020-06-30,4527870000.0,463934000.0,381388000.0,2361891000.0,2165979000.0,1045495000.0,117164000.0,718805000.0,140117000.0,84284000.0,,26965000.0,0.0,400219000.0,341333000.0,194757000.0,1045495000.0,,,,0.0,334874000.0,0.0389126579712915,0.01861449202384344,0.11725572304032388,0.19493047488540008,0.030945455589493513,0.0436301212465055,0.46587600253198014,0.4826893520204951,1.2164357557133418,5565789000.0,1743256000.0,2433172000.0,3521361000.0,,3.0,3.0,0.2969008289692536,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2020-09-30,4419305000.0,322552000.0,385928000.0,2300817000.0,2118488000.0,973712000.0,170000.0,1009846000.0,132584000.0,69323000.0,,19947000.0,0.0,400628000.0,470393000.0,294406000.0,973712000.0,,,,0.0,426990000.0,0.03272286649723765,0.015686403178780374,0.06864710064702935,0.13129130580306303,0.030001097457631912,0.04287691611150637,0.4228268468657597,0.45962592188390966,0.8357828403225472,5399837000.0,1368807000.0,1961992000.0,3156182000.0,,2.0,2.0,0.3085094585800185,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2020-12-31,4523532000.0,415715000.0,390226000.0,2307825000.0,2215707000.0,945924000.0,140113000.0,1466624000.0,295476000.0,200529000.0,,40594000.0,0.5,400522000.0,778235000.0,390903000.0,945924000.0,1.0653,,,0.5,686379000.0,0.09050339237092268,0.04433018269794488,0.1367282957322395,0.20146676994239832,0.06531975456346943,0.09345682655566068,0.46799929634316634,0.42691745794908803,1.0653185589888936,5261552000.0,1035206000.0,1523927000.0,2809726000.0,,1.5,1.5,0.3366605854093958,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2021-06-30,4610567000.0,396066000.0,378684000.0,2310672000.0,2299895000.0,946316000.0,158147000.0,784348000.0,229346000.0,156818000.0,,47501000.0,0.39,401740000.0,469469000.0,185697000.0,946316000.0,,,,0.39,415043000.0,0.06818485191715273,0.03401273639446081,0.19993421287489738,0.2924033719726448,0.04974355648665338,0.0706503674591701,0.5291567008521728,0.41146052319779813,1.0459010679088634,3979623000.0,510954000.0,797523000.0,1863286000.0,,0.89,0.89,0.5078747975351073,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2021-09-30,4730697000.0,442723000.0,466010000.0,2404585000.0,2326112000.0,946509000.0,76270000.0,1224743000.0,325186000.0,219532000.0,,68003000.0,0.55,401923000.0,714663000.0,282986000.0,946509000.0,,,,0.55,608172000.0,0.09437722689191234,0.04640584674943248,0.17924740129153627,0.2655136628664136,0.06873955360066392,0.09936561551123702,0.49657111736911336,0.4069060303201222,0.950028969335422,4485561000.0,646202000.0,982592000.0,2136584000.0,,1.44,1.44,0.44300107086826446,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2021-12-31,19900000000.0,2136000000.0,1220000000.0,8112000000.0,11738000000.0,3125000000.0,1036000000.0,3449000000.0,1564000000.0,1158000000.0,,344000000.0,2.29,504000000.0,1667000000.0,693000000.0,3125000000.0,1.7508,,,2.29,2257000000.0,0.09865394445391037,0.05819095477386935,0.3357494926065526,0.4534647723977965,0.0785929648241206,0.10522774675368364,0.6543925775587127,0.2662293406031692,1.7508196721311475,6924715000.0,1734879000.0,2414008000.0,3966594000.0,,3.73,3.73,0.7878295585582996,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2022-03-31,20327000000.0,2597000000.0,1659000000.0,8559000000.0,11718000000.0,3090000000.0,1447000000.0,1679000000.0,799000000.0,608000000.0,,170000000.0,0.74,814000000.0,1322000000.0,360000000.0,3090000000.0,1.7508,,,0.74,1159000000.0,0.05188598736985834,0.029910955871500958,0.3621203097081596,0.47587849910661106,0.03930732523244945,0.05395732036736899,0.6902918403811793,0.2636968766001024,1.5654008438818565,7137091000.0,2142350000.0,2917532000.0,4439215000.0,,3.9699999999999998,3.9699999999999998,0.6960690122014815,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2022-06-30,20647000000.0,2832000000.0,1570000000.0,8445000000.0,12191000000.0,2981000000.0,1059000000.0,4251000000.0,2408000000.0,1837000000.0,,529000000.0,2.27,809000000.0,2201000000.0,774000000.0,2981000000.0,,7.3222,3.005,2.27,3182000000.0,0.1506849315068493,0.08897176345231753,0.43213361561985414,0.5664549517760527,0.11662711289775754,0.15871341945689427,0.7485297577040696,0.24452464933147403,1.8038216560509555,10603743000.0,3822532000.0,5096186000.0,7206172000.0,,5.85,5.85,0.41367316794547787,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2022-09-30,20305000000.0,2350000000.0,1415000000.0,7635000000.0,12659000000.0,2188000000.0,778000000.0,6771000000.0,3914000000.0,3033000000.0,,848000000.0,3.77,805000000.0,3972000000.0,1196000000.0,2188000000.0,,5.2326,2.3102,3.77,5110000000.0,0.23959238486452328,0.14937207584338832,0.44793974302171025,0.5780534632993649,0.19276040384141838,0.2636222805954065,0.7546891153448531,0.17284145667114306,1.6607773851590106,16150000000.0,6636000000.0,8685000000.0,11708000000.0,,9.07,9.07,0.1868807652886915,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2022-12-31,20154000000.0,2211000000.0,1193000000.0,7484000000.0,12659000000.0,2181000000.0,673000000.0,-3650000000.0,-1912000000.0,-1413000000.0,,-443000000.0,-1.6999999999999993,-1629000000.0,-2039000000.0,-695000000.0,2181000000.0,1.8533,4.7657,2.1404,-1.6999999999999993,-2607000000.0,-0.11162019116833873,-0.07011015183090205,0.3871232876712329,0.5238356164383562,-0.09486950481294036,-0.12884097035040432,0.7142465753424657,0.17228849040208546,1.8533109807208719,9051000000.0,4065000000.0,5209000000.0,6844000000.0,,5.080000000000001,5.080000000000001,0.31867329047340737,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2023-03-31,20139000000.0,2005000000.0,1209000000.0,7488000000.0,12643000000.0,2176000000.0,973000000.0,1777000000.0,877000000.0,677000000.0,17000000.0,195000000.0,0.88,768000000.0,1494000000.0,369000000.0,2176000000.0,,4.5605,2.0607,0.88,1246000000.0,0.053547417543304596,0.03361636625453101,0.38097917839054585,0.4935284186831739,0.043547345945677544,0.05918078142924624,0.7011817670230726,0.17211104959265996,1.6583953680727874,9149000000.0,4134000000.0,5287000000.0,6931000000.0,,5.220000000000001,5.220000000000001,0.3139518107055259,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2023-06-30,19879000000.0,1640000000.0,941000000.0,7212000000.0,12659000000.0,2171000000.0,841000000.0,2962000000.0,1153000000.0,886000000.0,33000000.0,256000000.0,1.16,764000000.0,2140000000.0,764000000.0,2171000000.0,,6.154,2.4689,1.16,1917000000.0,0.06998973062643178,0.044569646360480906,0.29912221471978395,0.38926401080351114,0.05800090547814277,0.0777478084962913,0.6471978392977717,0.17149853858914607,1.742826780021254,7860000000.0,3183000000.0,4032000000.0,5666000000.0,,4.110000000000001,4.110000000000001,0.3831627250264737,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
2023-09-30,20101000000.0,1713000000.0,1640000000.0,7304000000.0,12789000000.0,1592000000.0,847000000.0,4318000000.0,1577000000.0,1209000000.0,50000000.0,350000000.0,1.58,762000000.0,2898000000.0,1185000000.0,1592000000.0,,8.8678,3.0119,1.58,2762000000.0,0.09453436547032606,0.06014626138003085,0.27999073645206113,0.3652153774895785,0.07845380826824536,0.10965857728947917,0.6396479851783233,0.12448197669872546,1.0445121951219511,5407000000.0,1359000000.0,1695000000.0,3318000000.0,,1.9200000000000013,1.9200000000000013,0.4798071127185051,,0.33444858,36.88,22.33,11.03131,26240.475,15.2827,1.3498,3.4324
