report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-03-31,6429773000.0,3161273000.0,2597850000.0,,2163224000.0,,511831000.0,1727943000.0,877716000.0,287120000.0,173860000.0,101100000.0,1.0,108070000.0,345549000.0,83085000.0,47477000.0,262464000.0,0.0,,22.8681,2.3225,1.0,334597000.0,0.0803707799099862,0.027039834843314063,0.10061674488105221,0.5079542554355092,0.16616288847490918,0.04465476463943595,0.13272781736889014,0.15189389927792757,0.19363891054276675,0.0,1.2168804973343341,6792171000.0,689823000.0,1139521000.0,3448054000.0,314367000.0,1325999000.0,5.67,5.67,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2014-06-30,6507876000.0,3171967000.0,2727117000.0,,2117581000.0,,453431000.0,3575031000.0,1828593000.0,623594000.0,379507000.0,220251000.0,3.0,107817000.0,655525000.0,194929000.0,95004000.0,460596000.0,0.0,,21.9425,2.2763,3.0,718598000.0,0.1792172294707971,0.05831503243147226,0.10615488369191764,0.5114901101556881,0.17443037556877128,0.09582143236902485,0.29448413071329976,0.12883692477072226,0.201004690588697,0.0,1.1631209808746745,7067224000.0,737874000.0,1215770000.0,3606109000.0,512128000.0,1407570000.0,6.67,6.67,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2014-09-30,6475176000.0,3070751000.0,2845942000.0,,1976406000.0,,298283000.0,5451903000.0,2796794000.0,967362000.0,596504000.0,335572000.0,5.0,106945000.0,982954000.0,317157000.0,143515000.0,665797000.0,0.0,,20.5608,2.1767,5.0,1110877000.0,0.3018124818483652,0.09212166588213201,0.10941207134462957,0.5129940866519452,0.17743565870485956,0.1493954758913117,0.4894551018363636,0.12212194530973863,0.20375949462050225,0.0,1.0789928255740981,7491124000.0,816433000.0,1335407000.0,3853202000.0,757588000.0,1534651000.0,7.67,7.67,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2014-12-31,6540301000.0,3066978000.0,2830556000.0,,2018418000.0,,250560000.0,-3538796000.0,-1794202000.0,-607702000.0,-371689000.0,-212923000.0,-2.0,-216791000.0,-793598000.0,-165184000.0,-91791000.0,-958782000.0,0.0,1.0896,25.1096,2.7079,-2.0,-699493000.0,-0.18414867485327618,-0.056830564831802086,0.10503261561276774,0.5070091635686261,0.1717256377592831,-0.09291651867398763,-0.3010783692971426,0.2709345212326452,0.1976641207913652,0.0,1.0835249329107073,7216081000.0,778182000.0,1270374000.0,3708901000.0,430075000.0,1464579000.0,7.0,7.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2015-03-31,6785710000.0,3274121000.0,2952381000.0,,2143500000.0,,473646000.0,1901903000.0,986959000.0,350373000.0,212864000.0,124800000.0,2.0,103257000.0,406025000.0,91140000.0,54950000.0,314885000.0,0.0,,26.8177,2.9655,2.0,405323000.0,0.09930674131094006,0.031369451391232456,0.11192158590632645,0.5189323535427411,0.18422232889900272,0.051633948400388464,0.16345836249125262,0.16556312283013383,0.21311444379655534,0.0,1.1089764498552186,7390041000.0,817186000.0,1333627000.0,3818144000.0,482496000.0,1535305000.0,8.0,8.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2015-06-30,6668147000.0,3109033000.0,3006869000.0,,1969985000.0,,260042000.0,3937421000.0,2045750000.0,736141000.0,446372000.0,263500000.0,4.0,102684000.0,698453000.0,186531000.0,106007000.0,511922000.0,0.0,,26.6309,2.9697,4.0,842148000.0,0.22658649685149887,0.06694093576521333,0.11336659199003611,0.519565979863469,0.18696019551884344,0.11039663642688141,0.3736784797853791,0.13001454505372934,0.2138831483857073,0.0,1.033976870957797,7752431000.0,884051000.0,1446174000.0,4035301000.0,533822000.0,1658855000.0,9.0,9.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2015-09-30,6775266000.0,3157564000.0,3103912000.0,,2002086000.0,,276916000.0,6017622000.0,3135004000.0,1151401000.0,712640000.0,398100000.0,6.0,102041000.0,1062722000.0,296474000.0,158065000.0,766248000.0,0.0,,27.5924,3.1713,6.0,1309466000.0,0.3559487454584868,0.10518258618923597,0.11842551758817686,0.5209705760847059,0.1913382063546032,0.16994181483059115,0.5751006700011888,0.127334019983309,0.2176052267822738,0.0,1.0172852838611404,8318150000.0,1000187000.0,1630213000.0,4373511000.0,634273000.0,1857444000.0,10.0,10.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2015-12-31,6676684000.0,3010026000.0,3046398000.0,,1961314000.0,,116301000.0,-3890272000.0,-2005070000.0,-723894000.0,-440660000.0,-257250000.0,-3.0,-206468000.0,-885724000.0,-160125000.0,-108766000.0,-1045849000.0,0.0,0.9882,26.5957,3.109,-3.0,-832660000.0,-0.22467590605073945,-0.0659998286574593,0.11327228533120563,0.5154061207031282,0.18607799146177953,-0.10842118632542741,-0.3690862350444651,0.2688369862055918,0.2140364478370664,0.0,0.9880606539263747,7966674000.0,931216000.0,1514021000.0,4162643000.0,547206000.0,1724277000.0,9.0,9.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2016-03-31,7419773000.0,3701463000.0,3315677000.0,,1939841000.0,1885877000.0,716008000.0,2096150000.0,1097579000.0,418626000.0,255374000.0,150200000.0,2.0,98537000.0,488155000.0,103974000.0,52778000.0,384181000.0,1885877000.0,,27.1824,3.2435,2.0,471404000.0,0.1316468720890011,0.03441803408271385,0.12183002170646184,0.5236166304892302,0.1997118526822985,0.056420324449278976,0.1094241656076062,0.18327934546668892,0.22489039429430147,0.9721812251622685,1.1163521054674506,8160921000.0,973726000.0,1582274000.0,4273263000.0,616502000.0,1790358000.0,9.0,9.0,1.0533518994525117,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2016-06-30,7210640000.0,3438133000.0,3366675000.0,,1690010000.0,1886324000.0,398259000.0,4272839000.0,2224758000.0,843687000.0,513168000.0,301200000.0,5.0,97911000.0,798393000.0,220416000.0,106430000.0,577977000.0,1886324000.0,,25.7714,3.0983,5.0,950117000.0,0.3036479074088319,0.07116816260415164,0.12010000844871524,0.520674427470822,0.19745349637559478,0.11700584136775653,0.23590833518345883,0.13526767566014072,0.222361993981051,1.1161614428316993,1.0212250959774851,8496339000.0,1040522000.0,1689820000.0,4452271000.0,682557000.0,1898327000.0,10.0,10.0,0.9936770640674657,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2016-09-30,7522340000.0,3669764000.0,3465428000.0,,1900763000.0,1886501000.0,560320000.0,6493794000.0,3394784000.0,1291496000.0,791661000.0,454600000.0,8.0,97309000.0,1168018000.0,356234000.0,161447000.0,811784000.0,1886501000.0,,26.2636,3.1427,8.0,1452943000.0,0.416496428013382,0.10524132118463138,0.12191039629529363,0.5227735896765435,0.19888157831923833,0.17168806514994003,0.3410102913343247,0.12500920109261243,0.2237433155409611,0.9924966973788947,1.0589641452657508,8972511000.0,1119543000.0,1829915000.0,4712051000.0,728093000.0,2041804000.0,12.0,12.0,0.9239383408005861,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2016-12-31,7204189000.0,3257975000.0,3400649000.0,,1627136000.0,,146598000.0,-4269687000.0,-2208110000.0,-854603000.0,-522512000.0,-306500000.0,-5.0,-197037000.0,-1000399000.0,-204280000.0,-102789000.0,-1204679000.0,0.0,0.958,25.1273,3.0343,-5.0,-957392000.0,-0.321123741346759,-0.07252891338636451,0.12237712038376583,0.5171596887547026,0.20015588964718023,-0.11862584393607664,-0.5252191580789805,0.2821469114714966,0.22423001967123116,0.0,0.9580450672798045,8593096000.0,1037691000.0,1699206000.0,4509011000.0,569263000.0,1917072000.0,10.0,10.0,0.0,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2017-03-31,7203724000.0,3205533000.0,3505763000.0,,1422596000.0,1977539000.0,27539000.0,2156259000.0,1131147000.0,403157000.0,264934000.0,120290000.0,2.0,93495000.0,376700000.0,110632000.0,57008000.0,266068000.0,1977539000.0,,23.5313,2.8477,2.0,460165000.0,0.18623277444896513,0.03677736681749606,0.12286742919102019,0.5245877234599369,0.18697058191988997,0.05596508139401232,0.11857088027387148,0.1233933400393923,0.21340896432200399,1.3900917758801514,0.9143610107129319,8653205000.0,1047251000.0,1683737000.0,4542579000.0,451150000.0,1905833000.0,10.0,10.0,1.0376244928070824,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2017-06-30,7345698000.0,3289589000.0,3566133000.0,,869312000.0,2604062000.0,26528000.0,4447088000.0,2331209000.0,860602000.0,547755000.0,273795000.0,5.0,92347000.0,710507000.0,227506000.0,114959000.0,483001000.0,2604062000.0,,17.9527,2.1955,5.0,975561000.0,0.6301017356254142,0.07456813498186285,0.1231716125248702,0.5242102247583138,0.19352034409932972,0.11715728035647531,0.2477711873239104,0.10861062340120096,0.21937074328189593,2.995543602296989,0.9224526959594609,8827454000.0,1081838000.0,1700652000.0,4649030000.0,356174000.0,1931277000.0,10.0,10.0,1.3483627672260374,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2017-09-30,7479328000.0,3358481000.0,3628500000.0,,614179000.0,2900816000.0,37287000.0,6786918000.0,3561503000.0,1322565000.0,831489000.0,429591000.0,9.0,90869000.0,1087419000.0,347756000.0,173500000.0,739663000.0,2900816000.0,,17.0614,2.0686,9.0,1496065000.0,1.353821931391337,0.11117161862670015,0.12251348844939633,0.524759986786344,0.19486974794744832,0.17682938895045117,0.37626369312047386,0.10898363587124524,0.22043363423574588,4.723079102346384,0.9255838500757889,9120578000.0,1121666000.0,1731721000.0,4815749000.0,284053000.0,1974399000.0,11.0,11.0,1.4692146825439032,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2017-12-31,7571885000.0,3397672000.0,3647366000.0,,653046000.0,2978390000.0,46348000.0,-4412539000.0,-2303176000.0,-860924000.0,-510374000.0,-319676000.0,-4.0,-187209000.0,-770939000.0,-219954000.0,-111622000.0,-990893000.0,2978390000.0,0.9317,18.5351,2.3406,-4.0,-972546000.0,-0.7815284068809855,-0.06740382348648982,0.11566447344714686,0.5219616189228016,0.19510853048550958,-0.11370008921160318,-0.23707536082144914,0.22456300102956597,0.22040507743954219,4.560766010357616,0.9315412821197544,8977726000.0,1133804000.0,1725400000.0,4720683000.0,497839000.0,1959245000.0,12.0,12.0,1.5201723112729648,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2018-03-31,7666657000.0,3446411000.0,3748181000.0,,423828000.0,3193066000.0,38525000.0,2282681000.0,1201258000.0,422846000.0,304906000.0,90500000.0,3.0,84523000.0,432277000.0,114843000.0,69920000.0,317434000.0,3193066000.0,,16.7551,2.1601,3.0,492766000.0,0.7194097605632473,0.03977039797137136,0.133573635562744,0.5262487399684844,0.18524095131996104,0.055153895628824924,0.11690859616013076,0.1390619188576941,0.21587160010531475,7.533872231188123,0.9194889467717807,9104148000.0,1173776000.0,1745089000.0,4790794000.0,549205000.0,1991846000.0,13.0,13.0,1.6030687111352986,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2018-06-30,7766740000.0,3500717000.0,3818918000.0,,384990000.0,3253538000.0,36868000.0,4738754000.0,2489896000.0,901996000.0,657979000.0,187300000.0,7.0,83430000.0,875233000.0,224117000.0,130792000.0,651116000.0,3253538000.0,,18.0759,2.4259,7.0,1032788000.0,1.7090807553442946,0.08471752627228413,0.1388506345760932,0.5254326348234156,0.19034455048732218,0.11613572747381784,0.24790134911700556,0.13740236357489755,0.2179450547548997,8.450967557598899,0.9166777081885498,9395814000.0,1284000000.0,1786483000.0,4949481000.0,717320000.0,2049073000.0,15.0,15.0,1.5878097071212203,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2018-09-30,7894714000.0,3560031000.0,3905081000.0,,498379000.0,3174327000.0,40019000.0,7221471000.0,3805651000.0,1387144000.0,1024130000.0,276800000.0,12.0,82841000.0,1342019000.0,350461000.0,193318000.0,991558000.0,3174327000.0,,20.9438,2.9517,12.0,1580462000.0,2.054922057309798,0.12972350866668508,0.14181736657254457,0.5269911074904268,0.19208607221437293,0.17570541504100085,0.3776899103821542,0.13730692818679185,0.2188559643873111,6.369303281237773,0.9116407572595805,9830367000.0,1476641000.0,1851062000.0,5193629000.0,969215000.0,2133470000.0,18.0,18.0,1.487870464548365,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2018-12-31,7980789000.0,3543102000.0,3894020000.0,,353667000.0,3417122000.0,31315000.0,-4706478000.0,-2456839000.0,-896802000.0,-662528000.0,-185000000.0,-6.0,-168514000.0,-921974000.0,-185153000.0,-135093000.0,-1107127000.0,3417122000.0,0.9099,20.5475,2.854,-6.0,-1031895000.0,-1.8733102042316643,-0.08301535098847997,0.14076938211545872,0.5220122138040377,0.19054630660124194,-0.11237009273143295,-0.23782874088155026,0.23523471266624427,0.2192499359393585,9.661975813406396,0.9098828460048998,9536428000.0,1324487000.0,1815184000.0,5039966000.0,852981000.0,2074121000.0,16.0,16.0,1.647503689514739,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2019-03-31,10061562000.0,3649646000.0,4326332000.0,10061562000.0,372365000.0,3460921000.0,56717000.0,2410608000.0,1279290000.0,444786000.0,321152000.0,93000000.0,4.05,79297000.0,440622000.0,152914000.0,63964000.0,287708000.0,3460921000.0,,22.8523,3.1707,4.05,508750000.0,0.8624655915566716,0.03191870208621683,0.13322448112675309,0.5306918420581032,0.18451195714939966,0.04420645621425381,0.11603256318469324,0.11935080278502352,0.21104634183575263,9.294431538947,0.8435889802262054,9664355000.0,1340733000.0,1837124000.0,5117998000.0,823255000.0,2090105000.0,17.05,17.05,1.6558598730685778,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2019-06-30,10201943000.0,3700573000.0,4360392000.0,,144682000.0,3783738000.0,55809000.0,5000482000.0,2647577000.0,942860000.0,674833000.0,204290000.0,8.56,78854000.0,847004000.0,295608000.0,132275000.0,551396000.0,3783738000.0,,21.4001,2.9299,8.56,1075135000.0,4.664249872133368,0.06614749758942978,0.1349535904738783,0.5294643596357311,0.18855382341142313,0.09241964986473655,0.24000997856644657,0.11026857010984141,0.2150062733952447,26.152099086271964,0.8486789719823356,9926083000.0,1357587000.0,1877988000.0,5275679000.0,723535000.0,2132452000.0,18.61,18.61,1.7743602200659148,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
2019-09-30,10372724000.0,3724489000.0,4580854000.0,,166219000.0,3703628000.0,42804000.0,7667010000.0,4070107000.0,1479223000.0,1066126000.0,314890000.0,13.63,78220000.0,1489676000.0,481207000.0,200382000.0,1008469000.0,3703628000.0,,22.0828,3.0233,13.63,1679605000.0,6.413983960919029,0.10278168010640214,0.13905368585667685,0.5308597484547432,0.19293349036977908,0.14260699503814042,0.3822432773181989,0.13153354436736095,0.2190691025575811,22.28161642170871,0.8130556005495918,10371622000.0,1399583000.0,1970067000.0,5540135000.0,740446000.0,2231595000.0,20.240000000000002,20.240000000000002,1.6596326842460214,0.60598546,108.715,86.79,5.34684,73979.71,29.1464,232.539,4.1604
