report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-09-30,5633200000.0,565700000.0,686900000.0,3294700000.0,2333600000.0,,59400000.0,2019600000.0,783600000.0,-61300000.0,-105800000.0,,-23200000.0,-1.16,91400000.0,365200000.0,94700000.0,270500000.0,0.0,,2.0461,,-1.16,-61300000.0,-0.045337675694206374,-0.018781509621529503,-0.05238661121014062,0.3879976232917409,-0.03035254505842741,-0.010881914364837037,-0.026268426465546793,0.13393741334917805,-0.03035254505842741,0.0,0.823555102635027,2481700000.0,-263700000.0,-312600000.0,969200000.0,244000000.0,-312600000.0,,-2.8900000000000006,-2.8900000000000006,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2020-12-31,5581900000.0,552500000.0,697100000.0,3147500000.0,2430100000.0,,53300000.0,-1512300000.0,-533400000.0,129100000.0,93200000.0,,91200000.0,1.02,-182600000.0,-124400000.0,-89400000.0,-213800000.0,0.0,0.7926,2.3724,,1.02,129100000.0,0.03835233117978684,0.016696823662193876,-0.06162798386563512,0.35270779607220787,-0.08536666005422204,0.023128325480571133,0.05312538578659314,0.14137406599219732,-0.08536666005422204,0.0,0.792569215320614,2675500000.0,-57300000.0,31900000.0,1053100000.0,231900000.0,31900000.0,,-0.6300000000000003,-0.6300000000000003,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2021-03-31,5531400000.0,537200000.0,674000000.0,3082600000.0,2445200000.0,1651000000.0,50000000.0,668000000.0,261399999.99999997,59100000.0,26100000.0,,13800000.0,,,62600000.0,24700000.0,37900000.0,1651000000.0,,2.4212,,,59100000.0,0.010673973499100278,0.004718516108037748,0.03907185628742515,0.39131736526946104,0.08847305389221558,0.010684456014752142,0.014428006444997803,0.056736526946107785,0.08847305389221558,0.6752003926059218,0.797032640949555,2558500000.0,-11100000.0,121400000.0,1027900000.0,227300000.0,121400000.0,,,,13.599670510708401,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2021-06-30,5517100000.0,548400000.0,676700000.0,3023600000.0,2489800000.0,,61700000.0,1340700000.0,530500000.0,114700000.0,55400000.0,,22900000.0,0.6,92100000.0,149800000.0,59700000.0,90100000.0,0.0,,2.4935,289.2282,0.6,114700000.0,0.022250783195437385,0.010041507313624912,0.04132169762064593,0.39568881927351385,0.0855523234131424,0.020789907741385873,0.046067957265643826,0.06720369955993138,0.0855523234131424,0.0,0.8104034284025418,2516000000.0,68900000.0,241600000.0,1042100000.0,184700000.0,241600000.0,,,,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2021-09-30,5469500000.0,570200000.0,687200000.0,3047300000.0,2418500000.0,,37500000.0,1989600000.0,770200000.0,64100000.0,-10600000.0,,19900000.0,-0.11,91800000.0,202200000.0,85800000.0,116400000.0,0.0,,2.36,164.7317,-0.11,64100000.0,-0.004382881951622907,-0.0019380199286954931,-0.005327704061117813,0.387112987535183,0.03221753116204262,0.011719535606545388,0.026504031424436636,0.05850422195416164,0.03221753116204262,0.0,0.8297438882421421,2486000000.0,164100000.0,367000000.0,1028700000.0,30600000.0,367000000.0,,,,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2021-12-31,5473100000.0,575500000.0,731700000.0,3070300000.0,2398700000.0,,55600000.0,-1351400000.0,-544900000.0,-165600000.0,-98700000.0,,-29100000.0,-0.79,-92100000.0,-111500000.0,-53300000.0,-164800000.0,0.0,0.7865,2.0707,,-0.79,-165600000.0,-0.041147288114395296,-0.018033655515155945,0.07303537072665384,0.40321148438656207,0.1225395885748113,-0.03025707551479052,-0.06903739525576354,0.1219476098860441,0.1225395885748113,0.0,0.7865245319119858,2646900000.0,-27800000.0,72300000.0,1017200000.0,79600000.0,72300000.0,,,,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2022-03-31,5477100000.0,613500000.0,669500000.0,3095700000.0,2377500000.0,,59600000.0,664200000.0,244500000.0,5900000.0,-14200000.0,,2900000.0,-0.15,92000000.0,-38800000.0,37500000.0,-76300000.0,0.0,,2.0528,,-0.15,5900000.0,-0.0059726603575184015,-0.002592612879078344,-0.021379102679915687,0.36811201445347785,0.008882866606443843,0.0010772123934198756,0.0024815983175604625,-0.11487503763926528,0.008882866606443843,0.0,0.9163554891710232,2643100000.0,-68100000.0,19100000.0,1000300000.0,-34600000.0,19100000.0,,-0.4500000000000006,-0.4500000000000006,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2022-06-30,5408000000.0,596900000.0,618600000.0,3054300000.0,2349900000.0,,45900000.0,1344000000.0,505000000.0,44000000.0,-3800000.0,,11300000.0,-0.04,92000000.0,-18400000.0,70000000.0,-88400000.0,0.0,,1.5239,,-0.04,44000000.0,-0.0016170900889399549,-0.0007026627218934911,-0.0028273809523809523,0.3757440476190476,0.03273809523809524,0.008136094674556213,0.018724201029831057,-0.06577380952380953,0.03273809523809524,0.0,0.9649207888781118,2646400000.0,-127300000.0,-51600000.0,974800000.0,-213100000.0,-51600000.0,,-1.0900000000000007,-1.0900000000000007,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2022-09-30,5340600000.0,597700000.0,586800000.0,3014900000.0,2322400000.0,,44000000.0,2034400000.0,771100000.0,94600000.0,24200000.0,,16400000.0,0.0,92400000.0,43100000.0,106000000.0,-62900000.0,0.0,,1.4425,546.8369,0.0,94600000.0,0.010420254908715123,0.004531326068232034,0.011895399134880063,0.3790306724341329,0.04650019661816752,0.017713365539452495,0.04073372373406821,-0.03091820684231223,0.04650019661816752,0.0,1.0185753237900477,2691200000.0,-92500000.0,-21100000.0,975700000.0,-392400000.0,-21100000.0,,-0.9800000000000005,-0.9800000000000005,-0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2022-12-31,5334100000.0,558700000.0,621900000.0,2909600000.0,2420200000.0,,56000000.0,-1337900000.0,-495000000.0,9200000.0,49800000.0,,-8200000.0,0.19,-184000000.0,214300000.0,-81300000.0,133000000.0,0.0,0.8984,1.7005,81.9799,0.19,9200000.0,0.02057681183373275,0.009336157927297951,-0.03722251289334031,0.3699828088795874,-0.006876448165034756,0.0017247520668903845,0.0038013387323361705,-0.09940952238582854,-0.006876448165034756,0.0,0.8983759446856407,2704700000.0,56000000.0,153700000.0,1025600000.0,-94600000.0,153700000.0,,-5.551115123125783e-16,-5.551115123125783e-16,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2023-03-31,5332000000.0,563700000.0,580500000.0,2886000000.0,2445400000.0,,60000000.0,684300000.0,261000000.0,40000000.0,11200000.0,,8500000.0,0.0,92700000.0,49500000.0,36400000.0,13100000.0,0.0,,1.4789,49.4425,0.0,40000000.0,0.0045800278073116875,0.0021005251312828208,0.016367090457401725,0.3814116615519509,0.05845389449072044,0.007501875468867217,0.01635724216897031,0.019143650445710945,0.05845389449072044,0.0,0.9710594315245478,2724800000.0,81400000.0,187800000.0,1042100000.0,-5200000.0,187800000.0,,0.14999999999999944,0.14999999999999944,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2023-06-30,5213100000.0,527200000.0,619100000.0,2730300000.0,2482200000.0,,30700000.0,1353800000.0,512100000.0,16000000.0,-38300000.0,,14300000.0,0.0,92300000.0,154900000.0,63700000.0,91200000.0,0.0,,1.5826,199.8,0.0,16000000.0,-0.015429860607525582,-0.007346876138957626,-0.02829073718422219,0.3782685773378638,0.011818584724479244,0.0030691910763269454,0.006445894770767867,0.06736593292953169,0.011818584724479244,0.0,0.8515587142626393,2734600000.0,46900000.0,159800000.0,1049200000.0,174400000.0,159800000.0,,0.18999999999999945,0.18999999999999945,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2023-09-30,5246100000.0,587200000.0,650400000.0,2769800000.0,2475600000.0,,29700000.0,2007300000.0,757800000.0,40200000.0,-36300000.0,,19100000.0,0.0,92400000.0,193300000.0,102200000.0,91100000.0,0.0,,1.5048,,0.0,40200000.0,-0.014663111972855065,-0.006919425859209699,-0.018083993424002392,0.3775220445374384,0.020026901808399344,0.007662835249042145,0.016238487639360154,0.04538434713296468,0.020026901808399344,0.0,0.9028290282902829,2707500000.0,-13600000.0,105400000.0,1035900000.0,328400000.0,105400000.0,,0.18999999999999945,0.18999999999999945,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2023-12-31,5352600000.0,671500000.0,718000000.0,2829700000.0,2522500000.0,,35300000.0,-1386100000.0,-516300000.0,-18900000.0,42000000.0,,-17300000.0,0.0,-185000000.0,-154400000.0,-71000000.0,-225400000.0,0.0,0.9352,1.7243,,0.0,-18900000.0,0.016650148662041626,0.00784665396256025,-0.030300844094942644,0.37248394776711635,0.01363537984272419,-0.003530994283152113,-0.0074925668979187315,0.1626145299761922,0.01363537984272419,0.0,0.9352367688022284,2659300000.0,-21400000.0,77300000.0,1014600000.0,-30000000.0,77300000.0,,0.0,0.0,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2024-03-31,5435700000.0,728800000.0,654900000.0,2912600000.0,2522700000.0,,31000000.0,664900000.0,254900000.0,38900000.0,13100000.0,,7400000.0,0.0,93000000.0,-54500000.0,43100000.0,-97600000.0,0.0,,1.8287,,0.0,38900000.0,0.005192848931700162,0.0024099931931489964,0.019702210858775757,0.383365919687171,0.05850503835163182,0.007156392001030226,0.015419986522376819,-0.14678899082568808,0.05850503835163182,0.0,1.1128416552145366,2639900000.0,-19500000.0,76200000.0,1008500000.0,-140700000.0,76200000.0,,0.0,0.0,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
2024-06-30,5476800000.0,771100000.0,681100000.0,2944300000.0,2532100000.0,,34900000.0,1326500000.0,512900000.0,69400000.0,19100000.0,,11300000.0,0.0,93100000.0,-10500000.0,79400000.0,-89900000.0,0.0,,2.0478,149.7173,0.0,69400000.0,0.00754314600529205,0.0034874379199532576,0.014398793818318885,0.38665661515265737,0.05231813041839427,0.012671633070406077,0.027408080249595197,-0.06777233320768941,0.05231813041839427,0.0,1.1321391866098958,2612600000.0,37900000.0,129600000.0,1009300000.0,-321800000.0,129600000.0,,0.0,0.0,0.0,,0.30010223,56.12,37.78,0.32694,5754.065,159.8351,1.8178,2.1862
