report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2020-12-31,62948000000.0,21144000000.0,11653000000.0,62948000000.0,9409000000.0,32895000000.0,,6266000000.0,578300000.0,-11894000000.0,-5025000000.0,-3838000000.0,-355000000.0,-6.419999999999996,-1189000000.0,-4957000000.0,-269000000.0,-1851000000.0,-5226000000.0,32895000000.0,1.8145,18.4268,5.2648,-6.419999999999996,-6876000000.0,-0.40790732277606545,-0.06097096015759039,0.3226837060702875,0.42248192365898773,-0.07982779436995616,-0.11878309379727685,0.43938120060534724,0.5781066083739701,3.496120735466043,1.814468377241912,25424000000.0,7264000000.0,9139000000.0,9351000000.0,12740000000.0,12.31,12.31,2.5820251177394034,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2021-03-31,62539000000.0,21299000000.0,12869000000.0,,9334000000.0,31129000000.0,,6112000000.0,,5901000000.0,2129000000.0,1646000000.0,211000000.0,2.83,581000000.0,2104000000.0,166000000.0,841000000.0,1938000000.0,31129000000.0,,20.2209,5.6933,2.83,2970000000.0,0.17634454681808442,0.02631957658421145,0.2789357735976953,0.3607863074055245,0.034042757319432675,0.052615970145565086,0.3284189120488053,0.5033045246568378,3.335011784872509,1.6550625534229544,25164000000.0,7085000000.0,8913000000.0,9297000000.0,12458000000.0,12.070000000000002,12.070000000000002,2.498715684700594,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2021-06-30,59773000000.0,19099000000.0,14585000000.0,,8247000000.0,28458000000.0,,6630000000.0,,12427000000.0,2957000000.0,2110000000.0,305000000.0,3.65,578000000.0,4035000000.0,351000000.0,1696000000.0,3684000000.0,28458000000.0,,24.3731,5.4955,3.65,4653000000.0,0.2558506123438826,0.03530021916249812,0.16979158284380783,0.23794962581475818,0.049470496712562526,0.08056123143985833,0.29645127544861993,0.37442665164561034,3.450709348854129,1.3094960575934178,25224000000.0,5567000000.0,7192000000.0,8305000000.0,10606000000.0,9.600000000000003,9.600000000000003,2.683198189703941,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2021-09-30,64993000000.0,24380000000.0,14842000000.0,,8217000000.0,33291000000.0,,11969000000.0,,19133000000.0,5335000000.0,3994000000.0,576000000.0,6.93,576000000.0,6453000000.0,593000000.0,2546000000.0,5860000000.0,33291000000.0,,21.5286,4.6864,6.93,7881000000.0,0.48606547401728123,0.06145277183696706,0.20874928134636492,0.2788376104113312,0.08208576308217808,0.128529440107931,0.3062771128416871,0.4119061307688287,4.051478641840087,1.6426357633742084,25567000000.0,3912000000.0,5396000000.0,6256000000.0,8628000000.0,6.990000000000004,6.990000000000004,3.8584840055632825,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2021-12-31,61165000000.0,19385000000.0,12184000000.0,,6700000000.0,33222000000.0,,7989000000.0,,-11482000000.0,-2782000000.0,-1857000000.0,-284000000.0,-3.130000000000001,-1162000000.0,-3331000000.0,-230000000.0,-1685000000.0,-3561000000.0,33222000000.0,1.591,21.5031,4.8777,-3.130000000000001,-4467000000.0,-0.2771641791044776,-0.030360500286111338,0.16173140567845323,0.2422922835742902,-0.045483528161530284,-0.06968588748058714,0.3101376066887302,0.38904372060616615,4.958507462686567,1.5910210111621799,25979000000.0,5893000000.0,7639000000.0,7921000000.0,11037000000.0,10.28,10.28,3.010057080728459,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2022-03-31,59196000000.0,18520000000.0,12886000000.0,,916000000.0,36010000000.0,,6528000000.0,,6238000000.0,2500000000.0,1476000000.0,199000000.0,2.68,551000000.0,2164000000.0,190000000.0,841000000.0,1974000000.0,36010000000.0,,22.5546,4.905,2.68,3341000000.0,1.611353711790393,0.02493411717007906,0.23661429945495352,0.40076947739660146,0.04223258328265423,0.06770297351459677,0.3164475793523565,0.5355883295928182,39.31222707423581,1.4372186869470744,26316000000.0,5723000000.0,8010000000.0,7957000000.0,11408000000.0,10.129999999999999,10.129999999999999,3.1565568022440393,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2022-06-30,59294000000.0,19322000000.0,12618000000.0,,2419000000.0,35705000000.0,,5203000000.0,,12832000000.0,4676000000.0,2793000000.0,413000000.0,5.13,544000000.0,4094000000.0,436000000.0,1669000000.0,3658000000.0,35705000000.0,,19.7644,4.9261,5.13,6345000000.0,1.1546093427035966,0.047104260127500255,0.21765897755610972,0.36440149625935164,0.07886126758188013,0.12265239743993285,0.28506857855361595,0.494466957605985,14.76023150062009,1.531304485655413,26721000000.0,6406000000.0,9729000000.0,7931000000.0,13100000000.0,11.61,11.61,2.7255725190839692,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2022-09-30,63700000000.0,24062000000.0,14331000000.0,,3653000000.0,37161000000.0,,9502000000.0,,19484000000.0,7336000000.0,4936000000.0,662000000.0,9.11,542000000.0,7072000000.0,596000000.0,2506000000.0,6476000000.0,37161000000.0,,17.6099,4.5713,9.11,9842000000.0,1.3512181768409526,0.07748822605965464,0.2533360706220489,0.37651406282077604,0.11516483516483517,0.17974224530798255,0.3323752822828988,0.5051324163416137,10.172734738571037,1.6790175144791013,27072000000.0,7348000000.0,11730000000.0,8547000000.0,15061000000.0,13.79,13.79,2.4673660447513446,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2022-12-31,65121000000.0,22186000000.0,15687000000.0,,3661000000.0,37354000000.0,,7629000000.0,,-12231000000.0,-4946000000.0,-2653000000.0,-480000000.0,-4.810000000000002,-1096000000.0,-3609000000.0,-286000000.0,-1599000000.0,-3895000000.0,37354000000.0,1.4143,21.3887,5.3238,-4.810000000000002,-6545000000.0,-0.7246653919694073,-0.04073954638288724,0.21690785708445753,0.4043823072520644,-0.07595092212957417,-0.12059002803852249,0.3184531109475922,0.5351156896410759,10.203223163070199,1.414292088990884,26323000000.0,6552000000.0,9566000000.0,8213000000.0,12983000000.0,12.11,12.11,2.8771470384348765,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2023-03-31,88720000000.0,44703000000.0,14215000000.0,,5348000000.0,60761000000.0,,31600000000.0,,6105000000.0,1921000000.0,2841000000.0,601000000.0,5.28,538000000.0,1064000000.0,344000000.0,900000000.0,720000000.0,60761000000.0,,16.306,4.9292,5.28,2821000000.0,0.531226626776365,0.03202209197475203,0.46535626535626534,0.3146601146601147,0.02165238954012624,0.02905807076192349,0.11793611793611794,0.4620802620802621,11.361443530291698,3.1447766443897294,26190000000.0,7917000000.0,8987000000.0,6959000000.0,12463000000.0,14.709999999999997,14.709999999999997,4.87531092032416,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2023-06-30,90269000000.0,47380000000.0,17097000000.0,,6781000000.0,59377000000.0,,34200000000.0,,13091000000.0,4605000000.0,4220000000.0,836000000.0,7.86,537000000.0,5173000000.0,615000000.0,1796000000.0,4558000000.0,59377000000.0,,14.8867,4.4685,7.86,6401000000.0,0.6223270903996461,0.046749160841484894,0.3223588725078298,0.3517683904972882,0.05101419091825544,0.06960609450104296,0.3481781376518219,0.4889618822091513,8.756378115322224,2.771246417500146,26449000000.0,9344000000.0,8916000000.0,7859000000.0,12519000000.0,17.439999999999998,17.439999999999998,4.742950714913332,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2023-09-30,90534000000.0,48477000000.0,16954000000.0,,7656000000.0,59040000000.0,,34700000000.0,,19994000000.0,6626000000.0,5950000000.0,1053000000.0,11.06,538000000.0,7933000000.0,863000000.0,2691000000.0,7070000000.0,59040000000.0,,18.8311,5.3097,11.06,9317000000.0,0.7771682340647857,0.06572116552897254,0.29758927678303493,0.3313994198259478,0.0731879735789869,0.09934628763344129,0.3536060818245474,0.4659897969390817,7.7115987460815045,2.859325232983367,26959000000.0,10358000000.0,8206000000.0,8453000000.0,11994000000.0,19.39,19.39,4.9224612306153075,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2023-12-31,97154000000.0,30332000000.0,18392000000.0,,6232000000.0,63170000000.0,,10944000000.0,,-11000000000.0,-5255000000.0,-6294000000.0,-1352000000.0,-11.710000000000003,-1075000000.0,-5699000000.0,-710000000.0,-1316000000.0,-6409000000.0,63170000000.0,1.6492,22.948,5.468,-11.710000000000003,-6571000000.0,-1.0099486521181,-0.0647837453939107,0.5721818181818182,0.4777272727272727,-0.05408938386479198,-0.07571827901213221,0.5826363636363636,0.5973636363636363,10.136392811296535,1.64919530230535,28190000000.0,6717000000.0,7897000000.0,5939000000.0,11968000000.0,12.489999999999998,12.489999999999998,5.278241978609626,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2024-03-31,92980000000.0,28029000000.0,19714000000.0,,5022000000.0,60061000000.0,,9708000000.0,,7447000000.0,991000000.0,-113000000.0,45000000.0,-0.21,536000000.0,689000000.0,230000000.0,1399000000.0,459000000.0,60061000000.0,,40.3443,5.1407,-0.21,2390000000.0,-0.02250099561927519,-0.001215315121531512,-0.015173895528400698,0.133073720961461,0.010658206065820606,0.0152267105081204,0.06163555794279576,0.32093460453874045,11.95957785742732,1.421781475093842,29532000000.0,3763000000.0,6967000000.0,5678000000.0,11537000000.0,6.999999999999998,6.999999999999998,5.205946086504291,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2024-09-30,90883000000.0,26766000000.0,20312000000.0,,7527000000.0,56854000000.0,,9011000000.0,,24338000000.0,4947000000.0,3463000000.0,364000000.0,6.4,541000000.0,6719000000.0,725000000.0,4195000000.0,5994000000.0,56854000000.0,,40.9808,5.3282,6.4,9142000000.0,0.46007705593197823,0.03810393582958309,0.14228778042567178,0.20326238803517133,0.05443262216256065,0.07683944020751464,0.24628153504807299,0.3756265921604076,7.553341304636642,1.317743205986609,40779000000.0,3006000000.0,7309000000.0,7114000000.0,14278000000.0,5.539999999999998,5.539999999999998,3.9819302423308587,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2024-12-31,91839000000.0,29030000000.0,23099000000.0,,5877000000.0,56549000000.0,,11973000000.0,,33424000000.0,7258000000.0,4090000000.0,519000000.0,7.56,541000000.0,11490000000.0,1096000000.0,5592000000.0,10394000000.0,56549000000.0,1.2568,34.2549,4.1917,7.56,12850000000.0,0.6959332993023651,0.044534457038948594,0.12236716132120631,0.21714935375777883,0.07902960615860365,0.11626565853971102,0.31097415031115366,0.3844542843465773,9.622086098349499,1.256764362093597,54209000000.0,1146000000.0,7941000000.0,10438000000.0,17811000000.0,2.0399999999999974,2.0399999999999974,3.1749480658020324,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2025-03-31,89367000000.0,26929000000.0,23008000000.0,,6207000000.0,54013000000.0,,8810000000.0,,8149000000.0,1178000000.0,1730000000.0,243000000.0,3.2,541000000.0,1391000000.0,411000000.0,1387000000.0,980000000.0,54013000000.0,,28.2328,4.9084,3.2,2565000000.0,0.2787175769292734,0.01935837613436727,0.21229598723769788,0.14455761443121856,0.013181599471840836,0.01956160743938891,0.1202601546201988,0.31476254755184685,8.701949411954246,1.1704189847009736,73358000000.0,9170000000.0,14374000000.0,17827000000.0,26947000000.0,16.95,16.95,2.004416076001039,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2025-06-30,87897000000.0,26734000000.0,20476000000.0,,7428000000.0,53760000000.0,,8028000000.0,,17328000000.0,3834000000.0,3162000000.0,379000000.0,5.84,541000000.0,3671000000.0,780000000.0,2728000000.0,2891000000.0,53760000000.0,,22.6945,4.3021,5.84,6562000000.0,0.425686591276252,0.03597392402471074,0.1824792243767313,0.22126038781163435,0.043619236151404485,0.06265934496960188,0.1668397968605725,0.37869344413665745,7.237479806138934,1.305626098847431,83239000000.0,12445000000.0,17217000000.0,20259000000.0,31119000000.0,23.0,23.0,1.7275619396510171,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2025-09-30,90141000000.0,27885000000.0,21791000000.0,,9619000000.0,52434000000.0,,9445000000.0,,26885000000.0,6360000000.0,6378000000.0,1084000000.0,11.77,542000000.0,8355000000.0,1216000000.0,4035000000.0,7139000000.0,52434000000.0,,21.6882,4.2236,11.77,10395000000.0,0.6630626884291506,0.07075581588844145,0.23723265761577086,0.23656313929700576,0.07055612873165375,0.10249303015164456,0.2655384043146736,0.3866468290868514,5.45108639151679,1.2796567390206965,85786000000.0,15360000000.0,18630000000.0,21404000000.0,32372000000.0,28.369999999999997,28.369999999999997,1.6197331026813295,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
2025-12-31,90586000000.0,29057000000.0,25489000000.0,,8658000000.0,50005000000.0,,9129000000.0,,-15611000000.0,-2292000000.0,-3559000000.0,-441000000.0,-6.579999999999998,-1082000000.0,-3459000000.0,-549000000.0,-2983000000.0,-4008000000.0,50005000000.0,1.14,22.857,4.7958,-6.579999999999998,-5275000000.0,-0.41106491106491105,-0.03928863179740799,0.2279802703222087,0.1468195503170841,-0.025301923034464487,-0.03907062373216508,0.2567420408686183,0.3379027608737429,5.7755832755832754,1.1399819529993331,36751000000.0,7711000000.0,9080000000.0,7002000000.0,14247000000.0,14.23,14.23,3.5098617252754964,0.4938354,391.29,261.43,2.34378,189794.95,24.6135,20.3569,5.1643
