report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,shares_outstanding,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-06-30,49173000000.0,5600000000.0,4030000000.0,35900000000.0,13186000000.0,10811000000.0,289000000.0,1168000000.0,,2914000000.0,547000000.0,125000000.0,211000000.0,215000000.0,,,2369000000.0,1584000000.0,785000000.0,11100000000.0,,9.9031,1.4482,,547000000.0,0.009479751251327165,0.0025420454314359505,0.04289636238846946,0.18771448181194234,0.01112399080796372,0.02252326443218315,0.2693891557995882,0.18771448181194234,0.8418019111178523,1.3895781637717122,,,,,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2010-12-31,52240000000.0,6398000000.0,4240000000.0,38590000000.0,13560000000.0,11614000000.0,0.0,1612000000.0,,18644000000.0,4726000000.0,2563000000.0,792000000.0,1658000000.0,3.87,663000000.0,5244000000.0,3326000000.0,1918000000.0,11614000000.0,1.509,10.729,1.4749,3.87,4726000000.0,0.1890117994100295,0.049062021439509954,0.1374704998927269,0.2534863763140957,0.09046707503828484,0.18773337570509255,0.10287491954516198,0.2534863763140957,0.8564896755162242,1.5089622641509435,,,,,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2011-03-31,51376000000.0,4659000000.0,4171000000.0,37355000000.0,13931000000.0,11762000000.0,50000000.0,487000000.0,,,,,,,,,-207000000.0,1150000000.0,-1357000000.0,11812000000.0,,11.0031,1.427,,,,,,,,,,,0.8478931878544254,1.1169983217453847,,,,,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2011-06-30,51986000000.0,4987000000.0,4268000000.0,37784000000.0,14112000000.0,11764000000.0,140000000.0,562000000.0,,,,,,,,,1013000000.0,1985000000.0,-972000000.0,11904000000.0,,10.6772,1.4748,,,,,,,,,,,0.8435374149659864,1.1684629803186504,,,,374000000.0,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2011-09-30,54156000000.0,6287000000.0,4977000000.0,39710000000.0,14356000000.0,12175000000.0,462000000.0,1071000000.0,,14933000000.0,3417000000.0,1889000000.0,526000000.0,1034000000.0,2.84,664000000.0,2917000000.0,2972000000.0,-55000000.0,12637000000.0,,11.7078,1.4715,2.84,3417000000.0,0.13158261354137643,0.03488071497156363,0.12649835933837808,0.22882207192124823,0.06309550188344781,0.12658837476382767,-0.003683117926739436,0.22882207192124823,0.8802591251044859,1.2632107695398835,,,,-466000000.0,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2011-12-31,55092000000.0,5489000000.0,4989000000.0,40617000000.0,14385000000.0,11799000000.0,163000000.0,1016000000.0,,3991000000.0,1063000000.0,606000000.0,175000000.0,423000000.0,0.9100000000000001,1000000.0,1130000000.0,-2065000000.0,-935000000.0,11962000000.0,1.1128,11.175,1.4632,0.9100000000000001,1063000000.0,0.04212721584984359,0.010999782182531039,0.15184164369832123,0.26634928589325985,0.019294997458796197,0.040346149466732456,-0.23427712352793786,0.26634928589325985,0.8315606534584636,1.1002204850671478,,,,-3319000000.0,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2012-03-31,77628000000.0,11815000000.0,9052000000.0,55439000000.0,21816000000.0,16293000000.0,339000000.0,721000000.0,,4686000000.0,359000000.0,200000000.0,189000000.0,158000000.0,0.28,707000000.0,994000000.0,1496000000.0,-502000000.0,16632000000.0,,16.4612,1.7759,0.28,359000000.0,0.009167583425009167,0.0025763899623847068,0.04268032437046521,0.07661118224498506,0.004624619982480548,0.009337286724927174,-0.10712761416986769,0.07661118224498506,0.7623762376237624,1.3052364118426867,,,,-2464000000.0,,,,,,,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2012-06-30,77434000000.0,11754000000.0,8083000000.0,55025000000.0,22033000000.0,17045000000.0,376000000.0,1349000000.0,,10640000000.0,1073000000.0,490000000.0,439000000.0,284000000.0,0.62,781000000.0,2729000000.0,2816000000.0,-87000000.0,17421000000.0,,18.9913,1.5873,0.62,1073000000.0,0.02223936822039668,0.0063279696257457965,0.046052631578947366,0.10084586466165414,0.013856962058010692,0.027196228519288285,-0.008176691729323308,0.10084586466165414,0.7906776199337358,1.4541630582704441,34250000000.0,3185000000.0,5912000000.0,-1579000000.0,5912000000.0,1329000000.0,4.65,4.65,2.946718538565629,4.448457486832205,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2012-09-30,78353000000.0,11328000000.0,7770000000.0,56163000000.0,21821000000.0,17050000000.0,60000000.0,,,17205000000.0,1676000000.0,787000000.0,678000000.0,445000000.0,0.97,806000000.0,4557000000.0,4145000000.0,412000000.0,17110000000.0,,21.7722,1.4005,0.97,1676000000.0,0.03606617478575684,0.010044286753538474,0.04574251671025865,0.0974135425748329,0.0213903743315508,0.043050525288330636,0.023946527172333625,0.0974135425748329,0.7841070528390083,1.457915057915058,36522000000.0,2083000000.0,4171000000.0,-1112000000.0,4171000000.0,1481000000.0,2.7800000000000002,2.7800000000000002,4.102133780867898,2.8163403106009453,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
2012-12-31,78554000000.0,10133000000.0,7784000000.0,56737000000.0,21431000000.0,17190000000.0,0.0,,,-9042000000.0,-728000000.0,-306000000.0,-403000000.0,-260000000.0,-0.4500000000000002,-1475000000.0,-2149000000.0,-2668000000.0,-4817000000.0,17190000000.0,1.3015,21.9021,1.0816,-0.4500000000000002,-728000000.0,-0.014278381783397881,-0.0038954095272042163,0.0338420703384207,0.08051316080513161,-0.009267510247727678,-0.0188498485280029,0.5327361203273612,0.08051316080513161,0.8021090943026457,1.3017728674203495,23489000000.0,1171000000.0,2380000000.0,-4994000000.0,2380000000.0,903000000.0,1.42,1.42,7.222689075630252,2.635658914728682,0.40961334,50.65,41.705,9.84713,50377.46,18.1999,1.5292,2.0767
