report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,eps_diluted_ttm,eps_ttm,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2014-03-31,35262000000.0,8683000000.0,4805000000.0,,17037000000.0,,8000000.0,784000000.0,5492000000.0,,439000000.0,12000000.0,0.0,478800000.0,12000000.0,110000000.0,249000000.0,-98000000.0,8000000.0,,18.6315,1.611,0.0,,0.025767447320537654,0.012449662526232204,0.07993445010924982,,,,-0.017844136926438457,,0.00046956623818747434,1.8070759625390218,22228000000.0,1922000000.0,1333000000.0,3.9,3.9,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2014-06-30,35258000000.0,8838000000.0,5543000000.0,,16982000000.0,,2000000.0,631000000.0,11259000000.0,,610000000.0,-103000000.0,1.0,478700000.0,645000000.0,236000000.0,499000000.0,409000000.0,2000000.0,,22.9706,1.6402,1.0,,0.03592038629136733,0.01730103806228374,0.05417887911892708,,,,0.036326494360067504,,0.0001177717583323519,1.5944434421793252,22575000000.0,1660000000.0,1284000000.0,3.9,3.9,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2014-09-30,34239000000.0,8431000000.0,4986000000.0,,16587000000.0,,1000000.0,655000000.0,16987000000.0,,1212000000.0,-66000000.0,2.0,478200000.0,934000000.0,378000000.0,743000000.0,556000000.0,1000000.0,,17.7856,1.3359,2.0,,0.07306927111593417,0.035398230088495575,0.07134867840113028,,,,0.03273091187378584,,6.028817748839453e-05,1.6909346169273967,23043000000.0,1490000000.0,799000000.0,3.9,3.9,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2014-12-31,33529000000.0,8100000000.0,5355000000.0,,15786000000.0,,2000000.0,781000000.0,-11186000000.0,,-468000000.0,115000000.0,0.0,-958900000.0,287000000.0,-92000000.0,-508000000.0,195000000.0,2000000.0,1.5126,17.9887,1.4302,0.0,,-0.029646522234891677,-0.013958066151689583,0.04183801180046487,,,,-0.01743250491686036,,0.00012669453946534905,1.5126050420168067,22552000000.0,1793000000.0,1062000000.0,3.0,3.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2015-03-31,32696000000.0,7940000000.0,5666000000.0,,15210000000.0,,267000000.0,663000000.0,5223000000.0,,466000000.0,38000000.0,0.0,470000000.0,77000000.0,105000000.0,226000000.0,-28000000.0,267000000.0,,17.4367,1.4242,0.0,,0.030637738330046023,0.014252507952043064,0.08922075435573425,,,,-0.005360903695194333,,0.017554240631163707,1.4013413342746206,22283000000.0,1820000000.0,1132000000.0,3.0,3.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2015-06-30,32579000000.0,7644000000.0,5056000000.0,,15753000000.0,,139000000.0,303000000.0,10595000000.0,,1001000000.0,101000000.0,2.0,469600000.0,656000000.0,246000000.0,460000000.0,410000000.0,139000000.0,,14.4467,1.4415,2.0,,0.0635434520408811,0.03072531385248166,0.09447852760736196,,,,0.038697498820198205,,0.008823716117564908,1.5118670886075949,21619000000.0,2211000000.0,1133000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2015-09-30,32201000000.0,7579000000.0,5100000000.0,,15366000000.0,,1000000.0,418000000.0,15798000000.0,,1447000000.0,143000000.0,3.0,468500000.0,1629000000.0,368000000.0,692000000.0,1261000000.0,1000000.0,,11.7069,1.1113,3.0,,0.09416894442275153,0.044936492655507594,0.0915938726421066,,,,0.07982023040891252,,6.507874528179097e-05,1.486078431372549,20430000000.0,2446000000.0,1838000000.0,5.0,5.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2015-12-31,31031000000.0,6616000000.0,4625000000.0,,15186000000.0,,426000000.0,268000000.0,-10761000000.0,,-935000000.0,-118000000.0,-1.0,-941000000.0,9000000.0,-213000000.0,-453000000.0,-204000000.0,426000000.0,1.4305,12.213,1.1548,-1.0,,-0.061569866982747266,-0.03013115916341723,0.08688783570300158,,,,0.018957345971563982,,0.02805215329909127,1.4304864864864866,20855000000.0,1979000000.0,1439000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2016-03-31,31583000000.0,7013000000.0,5022000000.0,,15519000000.0,,820000000.0,333000000.0,4813000000.0,,404000000.0,39000000.0,0.0,459800000.0,371000000.0,111000000.0,233000000.0,260000000.0,820000000.0,,15.0013,1.4014,0.0,,0.02603260519363361,0.012791691732894279,0.08393933097859962,,,,0.054020361520880945,,0.052838456086088025,1.3964555953803266,20445000000.0,1917000000.0,1727000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2016-06-30,31154000000.0,6826000000.0,4816000000.0,,15320000000.0,,557000000.0,323000000.0,9893000000.0,,895000000.0,100000000.0,1.0,459000000.0,1116000000.0,246000000.0,467000000.0,870000000.0,557000000.0,,14.5548,1.3477,1.0,,0.05842036553524804,0.02872825319381139,0.09046800768219954,,,,0.08794096836146771,,0.03635770234986945,1.4173588039867109,19743000000.0,1811000000.0,2187000000.0,3.0,3.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2016-09-30,31237000000.0,7087000000.0,4595000000.0,,15404000000.0,,1000000.0,494000000.0,14880000000.0,,1418000000.0,151000000.0,3.0,457900000.0,1914000000.0,346000000.0,700000000.0,1568000000.0,1000000.0,,15.276,1.4887,3.0,,0.09205401194494936,0.045394884271857096,0.09529569892473118,,,,0.1053763440860215,,6.491820306413918e-05,1.5423286180631122,18825000000.0,1782000000.0,2494000000.0,3.0,3.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2016-12-31,30419000000.0,6941000000.0,5485000000.0,,14897000000.0,,14000000.0,543000000.0,-9839000000.0,,-795000000.0,-88000000.0,0.0,-920200000.0,-849000000.0,-206000000.0,-471000000.0,-1055000000.0,14000000.0,1.2822,16.1561,1.5676,0.0,,-0.053366449620729006,-0.026134981426082383,0.08080089439983738,,,,0.1072263441406647,,0.0009397865342015171,1.2654512306289882,19747000000.0,1922000000.0,1643000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2017-03-31,30611000000.0,6975000000.0,5557000000.0,,15157000000.0,,208000000.0,222000000.0,4848000000.0,,432000000.0,32000000.0,0.0,451000000.0,463000000.0,116000000.0,225000000.0,347000000.0,208000000.0,,17.0614,1.6766,0.0,,0.02850168239097447,0.014112573911339061,0.0891089108910891,,,,0.07157590759075907,,0.01372303226232104,1.255173654849739,19782000000.0,1950000000.0,1730000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2017-06-30,31355000000.0,7487000000.0,6309000000.0,,15552000000.0,,846000000.0,312000000.0,9980000000.0,,947000000.0,86000000.0,2.0,449800000.0,1037000000.0,246000000.0,453000000.0,791000000.0,846000000.0,,17.6628,1.7552,2.0,,0.06089248971193416,0.030202519534364536,0.09488977955911823,,,,0.07925851703406814,,0.05439814814814815,1.1867173878586146,19869000000.0,2002000000.0,1651000000.0,5.0,5.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2017-09-30,32725000000.0,8449000000.0,5900000000.0,,16593000000.0,,5000000.0,791000000.0,15191000000.0,,2346000000.0,378000000.0,5.0,448300000.0,1787000000.0,351000000.0,685000000.0,1436000000.0,5000000.0,,11.9916,1.7033,5.0,,0.1413849213523775,0.07168831168831169,0.15443354617865843,,,,0.09452965571720097,,0.000301331886940276,1.4320338983050847,20180000000.0,2930000000.0,1519000000.0,7.0,7.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2017-12-31,32623000000.0,8337000000.0,5075000000.0,,17253000000.0,,6000000.0,561000000.0,-9615000000.0,,-740000000.0,-114000000.0,-1.0,-902100000.0,-621000000.0,-193000000.0,-449000000.0,-814000000.0,6000000.0,1.6428,11.6206,1.7029,-1.0,,-0.04289109140439344,-0.02268338288937253,0.07696307852314092,,,,0.08465938637545502,,0.0003477656059815684,1.6427586206896552,20404000000.0,2985000000.0,1760000000.0,6.0,6.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2018-03-31,32668000000.0,8129000000.0,5396000000.0,,17263000000.0,,185000000.0,317000000.0,5251000000.0,,488000000.0,78000000.0,1.0,441700000.0,339000000.0,131000000.0,230000000.0,208000000.0,185000000.0,,11.1536,1.6328,1.0,,0.028268551236749116,0.014938165789151463,0.09293467910874119,,,,0.039611502570938865,,0.010716561431964316,1.5064862861378798,20807000000.0,3041000000.0,1621000000.0,7.0,7.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2018-06-30,31865000000.0,7913000000.0,5387000000.0,,16690000000.0,,504000000.0,256000000.0,10738000000.0,,1098000000.0,161000000.0,2.0,439500000.0,838000000.0,280000000.0,457000000.0,558000000.0,504000000.0,,10.3465,1.5342,2.0,,0.06578789694427802,0.034457869135415035,0.10225367852486497,,,,0.051964984168374,,0.030197723187537447,1.468906627065157,21565000000.0,3192000000.0,1388000000.0,7.0,7.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2018-09-30,31628000000.0,7867000000.0,5267000000.0,,16754000000.0,,82000000.0,327000000.0,16150000000.0,,1514000000.0,184000000.0,3.0,438400000.0,1838000000.0,411000000.0,680000000.0,1427000000.0,82000000.0,,17.6037,1.7741,3.0,,0.09036647964665155,0.04786897685595042,0.09374613003095975,,,,0.08835913312693498,,0.004894353587203056,1.4936396430605658,22524000000.0,2360000000.0,1379000000.0,5.0,5.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2018-12-31,31092000000.0,7590000000.0,5154000000.0,,16107000000.0,,414000000.0,283000000.0,-10530000000.0,,-955000000.0,-145000000.0,-2.0,-882700000.0,-357000000.0,-257000000.0,-464000000.0,-614000000.0,414000000.0,1.4726,13.8728,1.3771,-2.0,,-0.05929099149438132,-0.030715296539302713,0.09069325735992402,,,,0.05830959164292498,,0.025703110448873162,1.4726426076833528,21609000000.0,2145000000.0,1579000000.0,4.0,4.0,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2019-03-31,31649000000.0,7744000000.0,5286000000.0,31649000000.0,16233000000.0,6782000000.0,741000000.0,303000000.0,5305000000.0,603000000.0,522000000.0,81000000.0,1.23,425900000.0,551000000.0,149000000.0,221000000.0,402000000.0,7523000000.0,,15.9687,1.6062,1.23,824000000.0,0.03215671779708002,0.01649341211412683,0.09839773798303487,0.11366635249764373,0.0190527346835603,0.02538306112140091,0.07577756833176248,0.15532516493873705,0.46343867430542723,1.465001891789633,21663000000.0,2179000000.0,1773000000.0,4.23,4.23,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2019-06-30,32244000000.0,8126000000.0,4450000000.0,,16306000000.0,,2000000.0,412000000.0,10838000000.0,,1158000000.0,183000000.0,2.73,424500000.0,1431000000.0,298000000.0,442000000.0,1133000000.0,2000000.0,,15.8438,1.6093,2.73,,0.07101680363056544,0.0359136583550428,0.10684628160177155,,,,0.10453958294888356,,0.00012265423770391266,1.8260674157303372,21763000000.0,2239000000.0,2348000000.0,4.96,4.96,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2019-09-30,31895000000.0,8012000000.0,4661000000.0,,15848000000.0,,2000000.0,549000000.0,16152000000.0,,1759000000.0,299000000.0,4.16,422500000.0,2514000000.0,441000000.0,668000000.0,2073000000.0,2000000.0,,14.3825,1.5906,4.16,,0.11099192327107521,0.05514970998589121,0.10890292223873205,,,,0.12834323922734026,,0.00012619888944977284,1.7189444325252092,21765000000.0,2484000000.0,2994000000.0,6.12,6.12,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2019-12-31,32805000000.0,8728000000.0,5132000000.0,,16082000000.0,,255000000.0,370000000.0,-10905000000.0,,-1228000000.0,-185000000.0,-2.870000000000001,-852100000.0,-1045000000.0,-301000000.0,-447000000.0,-1346000000.0,255000000.0,1.7007,17.7102,1.8306,-2.870000000000001,,-0.07635866185797786,-0.037433318091754306,0.11260889500229253,,,,0.12342961944062357,,0.015856236786469344,1.700701480904131,21390000000.0,2211000000.0,2262000000.0,5.25,5.25,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2020-03-31,30845000000.0,8670000000.0,4944000000.0,,14245000000.0,,337000000.0,239000000.0,4789000000.0,,438000000.0,183000000.0,1.07,411100000.0,323000000.0,112000000.0,199000000.0,211000000.0,337000000.0,,14.6102,1.4887,1.07,,0.030747630747630747,0.014200032420165343,0.0914595949049906,,,,0.04405930256838588,,0.023657423657423658,1.7536407766990292,20874000000.0,2127000000.0,2071000000.0,5.09,5.09,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2020-06-30,30348000000.0,8213000000.0,5489000000.0,,14188000000.0,,139000000.0,292000000.0,8645000000.0,,489000000.0,176000000.0,1.2,406200000.0,1080000000.0,202000000.0,397000000.0,878000000.0,139000000.0,,22.6982,1.8232,1.2,,0.03446574570059205,0.016113088177145116,0.05656448814343551,,,,0.1015615962984384,,0.009797011559063998,1.4962652577883038,18681000000.0,1458000000.0,1816000000.0,3.559999999999999,3.559999999999999,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2020-09-30,30985000000.0,8671000000.0,5805000000.0,,14476000000.0,,2000000.0,429000000.0,13171000000.0,,935000000.0,254000000.0,2.31,404900000.0,2001000000.0,291000000.0,603000000.0,1710000000.0,2000000.0,,29.3217,2.2092,2.31,,0.06458966565349544,0.030175891560432468,0.07098929466251613,,,,0.12983068863412042,,0.00013815971262779773,1.493712316968131,15700000000.0,634000000.0,1453000000.0,1.709999999999999,1.709999999999999,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2020-12-31,31824000000.0,9178000000.0,5881000000.0,,14930000000.0,,1000000.0,438000000.0,-8747000000.0,,-452000000.0,-282000000.0,-1.0899999999999999,-818200000.0,-460000000.0,-216000000.0,-388000000.0,-676000000.0,1000000.0,1.5606,33.963,2.6816,-1.0899999999999999,,-0.03027461486939049,-0.014203117144293615,0.05167485995198354,,,,0.07728364010517892,,6.697923643670462e-05,1.560618942356742,17858000000.0,1410000000.0,2123000000.0,3.49,3.49,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2021-03-31,34080000000.0,9905000000.0,6581000000.0,,14995000000.0,,464000000.0,,4692000000.0,,458000000.0,79000000.0,1.14,400900000.0,260000000.0,119000000.0,208000000.0,141000000.0,464000000.0,,38.5347,3.1026,1.14,,0.030543514504834945,0.013438967136150235,0.09761295822676896,,,,0.030051150895140665,,0.03094364788262754,1.5050904117915211,17761000000.0,1430000000.0,2053000000.0,3.5599999999999996,3.5599999999999996,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2021-06-30,36804000000.0,9789000000.0,8906000000.0,,15408000000.0,,3373000000.0,279000000.0,9907000000.0,,964000000.0,193000000.0,2.4,401200000.0,897000000.0,272000000.0,437000000.0,625000000.0,3373000000.0,,31.334,3.0891,2.4,,0.06256490134994808,0.02619280512987719,0.09730493590390633,,,,0.06308670636923387,,0.2189122533748702,1.0991466427127778,19023000000.0,1905000000.0,1800000000.0,4.76,4.76,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2021-09-30,34128000000.0,7487000000.0,5914000000.0,,15971000000.0,,428000000.0,271000000.0,14830000000.0,,1593000000.0,676000000.0,3.97,401400000.0,1368000000.0,412000000.0,684000000.0,956000000.0,428000000.0,,28.779,3.0494,3.97,,0.09974328470352514,0.04667721518987342,0.1074173971679029,,,,0.06446392447741066,,0.02679857241249765,1.265979032803517,20682000000.0,2563000000.0,1046000000.0,6.42,6.42,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2021-12-31,34027000000.0,7511000000.0,7212000000.0,,16413000000.0,,13000000.0,297000000.0,-9801000000.0,,-871000000.0,-198000000.0,-2.17,-801900000.0,-362000000.0,-228000000.0,-407000000.0,-590000000.0,13000000.0,1.0415,32.1297,3.5096,-2.17,,-0.05306769024553708,-0.02559731977547242,0.08886848280787675,,,,0.060197938985817774,,0.0007920550782915981,1.0414586799778147,19628000000.0,2144000000.0,1132000000.0,5.34,5.34,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2022-03-31,35208000000.0,8194000000.0,8256000000.0,,16620000000.0,,1116000000.0,237000000.0,4843000000.0,,532000000.0,86000000.0,1.33,401800000.0,42000000.0,115000000.0,244000000.0,-73000000.0,1116000000.0,,27.3004,3.0614,1.33,,0.03200962695547533,0.015110202226766643,0.10984926698327482,,,,-0.015073301672517034,,0.06714801444043321,0.9924903100775194,19779000000.0,2218000000.0,918000000.0,5.530000000000001,5.530000000000001,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2022-06-30,35153000000.0,8687000000.0,8974000000.0,,16380000000.0,,1392000000.0,364000000.0,10054000000.0,,1133000000.0,205000000.0,2.82,401200000.0,382000000.0,254000000.0,479000000.0,128000000.0,1392000000.0,,21.6956,2.5375,2.82,,0.06916971916971917,0.03223053508946605,0.11269146608315099,,,,0.012731251243286255,,0.08498168498168499,0.96801872074883,19926000000.0,2387000000.0,421000000.0,5.95,5.95,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2022-09-30,34364000000.0,8540000000.0,6653000000.0,,16068000000.0,,903000000.0,231000000.0,15368000000.0,,1741000000.0,316000000.0,4.34,400900000.0,1347000000.0,389000000.0,716000000.0,958000000.0,903000000.0,,23.1503,2.63,4.34,,0.10835200398307195,0.05066348504248632,0.11328735033836543,,,,0.06233732431025508,,0.05619865571321882,1.2836314444611454,20464000000.0,2535000000.0,423000000.0,6.32,6.32,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2022-12-31,35014000000.0,8746000000.0,6360000000.0,,17038000000.0,,324000000.0,294000000.0,-9513000000.0,,-944000000.0,-162000000.0,-2.3500000000000005,-803100000.0,762000000.0,-160000000.0,-485000000.0,602000000.0,324000000.0,1.3752,25.3736,3.0079,-2.3500000000000005,,-0.05540556403333725,-0.02696064431370309,0.09923262903395354,,,,-0.06328182487122884,,0.01901631646906914,1.3751572327044026,20752000000.0,2462000000.0,1615000000.0,6.14,6.14,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2023-03-31,35517000000.0,9138000000.0,6087000000.0,,17449000000.0,,87000000.0,235000000.0,5483000000.0,,638000000.0,123000000.0,1.59,400500000.0,335000000.0,126000000.0,238000000.0,209000000.0,87000000.0,,26.6158,3.1926,1.59,,0.03656369992549716,0.017963228876312753,0.1163596571220135,,,,0.03811781871238373,,0.0049859590807496135,1.5012321340561854,21392000000.0,2568000000.0,1897000000.0,6.3999999999999995,6.3999999999999995,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2023-06-30,36772000000.0,10303000000.0,6725000000.0,,17953000000.0,,94000000.0,353000000.0,11349000000.0,,1382000000.0,276000000.0,3.45,400600000.0,1185000000.0,286000000.0,466000000.0,899000000.0,94000000.0,,29.6194,3.6396,3.45,,0.07697877792012477,0.03758294354400087,0.12177284342232796,,,,0.07921402766763591,,0.005235893722497633,1.5320446096654274,22687000000.0,2817000000.0,2668000000.0,7.029999999999999,7.029999999999999,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2023-09-30,37289000000.0,10983000000.0,7563000000.0,,18383000000.0,,24000000.0,348000000.0,17229000000.0,,2273000000.0,463000000.0,5.67,400900000.0,2326000000.0,514000000.0,695000000.0,1812000000.0,24000000.0,,28.0484,3.7124,5.67,,0.1236468476309634,0.06095631419453458,0.13192872482442394,,,,0.10517151314643915,,0.0013055540444976337,1.4522015073383578,24548000000.0,3349000000.0,3522000000.0,8.36,8.36,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2023-12-31,38432000000.0,11675000000.0,7747000000.0,,19036000000.0,,8000000.0,488000000.0,-10865000000.0,,-1075000000.0,-258000000.0,-2.6900000000000013,-800900000.0,-222000000.0,-169000000.0,-473000000.0,-391000000.0,8000000.0,1.507,29.8725,4.1455,-2.6900000000000013,,-0.05647194788821181,-0.027971482098251458,0.09894155545329038,,,,0.03598711458812701,,0.0004202563563773902,1.5070349812830772,23196000000.0,3218000000.0,2529000000.0,8.02,8.02,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2024-03-31,38535000000.0,11853000000.0,7613000000.0,,19292000000.0,,1000000.0,473000000.0,5943000000.0,,821000000.0,179000000.0,2.04,401900000.0,475000000.0,183000000.0,225000000.0,292000000.0,1000000.0,,36.6695,5.2735,2.04,,0.04255650010366992,0.02130530686388997,0.138145717651018,,,,0.04913343429244489,,5.1834957495334856e-05,1.5569420727702614,23656000000.0,3401000000.0,2612000000.0,8.469999999999999,8.469999999999999,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
2024-06-30,39381000000.0,12652000000.0,8120000000.0,,19219000000.0,,4000000.0,540000000.0,12293000000.0,,1814000000.0,379000000.0,4.52,401500000.0,1421000000.0,370000000.0,452000000.0,1051000000.0,4000000.0,,34.0604,5.1514,4.52,,0.09438576408762163,0.046062822173129174,0.14756365411209632,,,,0.08549581062393231,,0.00020812737395285914,1.558128078817734,24600000000.0,3833000000.0,2764000000.0,9.54,9.54,1.1943897,408.45,231.85,3.05668,139853.47,34.194,6.3686,6.8488
