report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-07-03,3313300000.0,1486100000.0,646400000.0,2049000000.0,1248700000.0,909800000.0,,430800000.0,1269200000.0,591400000.0,150700000.0,82100000.0,27200000.0,39300000.0,1.41,58300000.0,65900000.0,909800000.0,,16.2771,0.95,1.41,150700000.0,0.06574837831344599,0.024778921317115867,0.06468641664040341,0.46596281121966593,0.11873621178695241,0.045483354963329614,0.06981700254806579,0.11873621178695241,0.7285977416513174,2.2990408415841586,,,,,,,,,,,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2010-10-02,3457800000.0,1531900000.0,847400000.0,2060900000.0,1381300000.0,712300000.0,,359900000.0,1922300000.0,892600000.0,234500000.0,128600000.0,40700000.0,63100000.0,2.2,58300000.0,76100000.0,712300000.0,,16.282,1.0588,2.2,234500000.0,0.09310070223702309,0.03719127769101741,0.06689902720699162,0.46433959319565105,0.12198928367060292,0.0678176875469952,0.11200802445548338,0.12198928367060292,0.5156736407731847,1.8077649280151051,,,,,,,,,,,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2011-01-01,3729400000.0,1765500000.0,881100000.0,2325000000.0,1388500000.0,954800000.0,,572200000.0,2619200000.0,1211100000.0,331400000.0,186500000.0,54800000.0,87600000.0,3.19,58400000.0,140400000.0,954800000.0,2.0037,18.0772,1.2872,3.19,331400000.0,0.13431760893050054,0.05000804418941385,0.07120494807574831,0.4623930971288943,0.1265271838729383,0.08886147905829356,0.14142448683480563,0.1265271838729383,0.6876485415916457,2.0037453183520597,,,,,,,,,,,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2011-04-02,3840000000.0,1803300000.0,874900000.0,2334400000.0,1489700000.0,953000000.0,,517300000.0,693700000.0,330600000.0,99800000.0,56200000.0,16300000.0,27200000.0,0.96,58700000.0,27900000.0,953000000.0,,17.3722,1.3291,0.96,99800000.0,0.03772571658723233,0.014635416666666666,0.08101484791696699,0.4765748882802364,0.14386622459276344,0.025989583333333333,0.040856429360953045,0.14386622459276344,0.6397261193528898,2.061149845696651,6504400000.0,453400000.0,816400000.0,3025700000.0,816400000.0,139000000.0,7.76,7.76,1.1673199412052915,5.8733812949640285,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2011-07-02,3826500000.0,1735900000.0,771000000.0,2243600000.0,1566600000.0,955500000.0,,418200000.0,1420400000.0,672800000.0,234100000.0,134200000.0,32600000.0,67000000.0,2.29,58747115.0,14200000.0,955500000.0,,15.236,1.3331,2.29,234100000.0,0.08566321971147708,0.03507121390304456,0.09448042804843707,0.4736693889045339,0.16481272880878625,0.061178622762315435,0.0928194758336307,0.16481272880878625,0.6099195710455764,2.251491569390402,6655600000.0,505500000.0,899800000.0,3107100000.0,899800000.0,144400000.0,8.64,8.64,1.0619026450322293,6.231301939058172,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2011-10-01,3630100000.0,1523300000.0,569400000.0,2055900000.0,1557900000.0,968000000.0,,185700000.0,2117600000.0,1002100000.0,349200000.0,202000000.0,47700000.0,97500000.0,3.44,58724702.0,56200000.0,968000000.0,,9.2279,0.8777,3.44,349200000.0,0.1296617241157969,0.055645849976584665,0.09539100868908199,0.4732244049867775,0.16490366452587835,0.09619569708823449,0.13824775327606,0.16490366452587835,0.6213492521984723,2.6752722163681066,6850900000.0,578900000.0,1014500000.0,3216600000.0,1014500000.0,151400000.0,9.879999999999999,9.879999999999999,0.9541646131099064,6.700792602377807,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2011-12-31,3672900000.0,1530700000.0,583800000.0,2125600000.0,1530900000.0,967900000.0,,185600000.0,-1377500000.0,-667600000.0,-208000000.0,-116100000.0,-35400000.0,-58000000.0,-1.9799999999999995,-117471817.0,30200000.0,967900000.0,2.622,5.7414,1.0444,-1.9799999999999995,-208000000.0,-0.07583774250440917,-0.03160989953442784,0.0842831215970962,0.4846460980036298,0.15099818511796734,-0.056631000027226444,-0.08323995517848568,0.15099818511796734,0.6322424717486446,2.621959575196985,2854200000.0,276300000.0,475100000.0,1337900000.0,475100000.0,61200000.0,4.710000000000001,4.710000000000001,2.037255314670596,7.7630718954248366,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2012-03-31,3709900000.0,1534600000.0,565900000.0,2090000000.0,1603400000.0,965500000.0,,161600000.0,735200000.0,347700000.0,121400000.0,71000000.0,13900000.0,35200000.0,1.21,58772611.0,65000000.0,965500000.0,,6.6896,1.2336,1.21,121400000.0,0.04428090308095298,0.01913798215585326,0.09657236126224157,0.4729325353645267,0.16512513601741022,0.032723253996064586,0.04725758106582584,0.16512513601741022,0.6021579144318323,2.7117865347234495,2895700000.0,291100000.0,496700000.0,1355000000.0,496700000.0,58800000.0,4.960000000000001,4.960000000000001,1.9438292732031408,8.447278911564625,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2012-06-30,3741700000.0,1554800000.0,596100000.0,2091800000.0,1633400000.0,970200000.0,,173600000.0,1473100000.0,697600000.0,251600000.0,147400000.0,27800000.0,73500000.0,2.51,58793136.0,156700000.0,970200000.0,,6.8075,1.2379,2.51,251600000.0,0.09024121464430024,0.03939385840660662,0.10006109564863214,0.47355916095309214,0.17079627995383884,0.06724216265333939,0.09663542786910431,0.17079627995383884,0.5939757560915881,2.6082872001342055,2948400000.0,304300000.0,514200000.0,1379800000.0,514200000.0,54000000.0,5.18,5.18,1.8868144690781796,9.522222222222222,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
2012-09-29,3871900000.0,1623900000.0,621600000.0,2115600000.0,1739700000.0,971200000.0,,176100000.0,2184700000.0,1038000000.0,375700000.0,221500000.0,41400000.0,108400000.0,3.77,58814636.0,226400000.0,971200000.0,,7.8329,1.4235,3.77,375700000.0,0.1273208024372018,0.05720705596735453,0.10138691811232664,0.4751224424406097,0.17196869135350393,0.09703246468142256,0.13858866059242317,0.17196869135350393,0.5582571707765707,2.6124517374517375,3015500000.0,323800000.0,540700000.0,1415700000.0,540700000.0,47700000.0,5.51,5.51,1.7961901239134455,11.335429769392034,0.7799479,390.13,289.81,0.49113,18978.39,18.2995,3.1055,3.613
