report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-04-30,2501700000.0,1394000000.0,711000000.0,,1514100000.0,,938100000.0,474600000.0,423300000.0,50800000.0,36900000.0,10500000.0,0.16,234600000.0,139100000.0,5800000.0,26700000.0,133300000.0,0.0,,61.3602,4.4214,0.16,77500000.0,0.02437091341390925,0.014749970020386137,0.0777496839443742,0.8919089759797725,0.10703750526759376,0.020306191789583084,0.033551284591506504,0.28086809945217023,0.16329540665823852,0.0,1.960618846694796,,,,,,,,,,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2010-07-31,2525000000.0,1417400000.0,723100000.0,,1525800000.0,,850000000.0,947400000.0,847700000.0,130600000.0,96800000.0,30500000.0,0.41,234500000.0,250600000.0,11100000.0,53000000.0,239500000.0,0.0,,39.9525,3.8715,0.41,183600000.0,0.06344212871936034,0.038336633663366336,0.10217437196537893,0.8947646189571459,0.1378509605235381,0.05172277227722772,0.08559444225979813,0.2527971289845894,0.19379354021532616,0.0,1.960171483888812,,,,,,,,,,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2010-10-31,2581100000.0,1470800000.0,734700000.0,,1556100000.0,,904300000.0,1424100000.0,1275900000.0,199800000.0,150400000.0,48600000.0,0.64,233400000.0,364900000.0,18100000.0,79600000.0,346800000.0,0.0,,39.5734,4.22,0.64,279400000.0,0.09665188612557034,0.05826972996009453,0.10561056105610561,0.8959342742784917,0.1402991362966084,0.07740885668900856,0.12839791787160207,0.24352222456288183,0.19619408749385578,0.0,2.0019055396760583,,,,,,,,,,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2011-01-31,2787600000.0,1714300000.0,869800000.0,,1609300000.0,,1075100000.0,-894300000.0,-791700000.0,-109800000.0,-72100000.0,-29600000.0,-0.30999999999999994,-468300000.0,-213800000.0,-6700000.0,-53900000.0,-220500000.0,0.0,1.9709,43.6341,4.7394,-0.30999999999999994,-163700000.0,-0.04480208786428882,-0.025864542976036735,0.08062171530806217,0.8852733981885273,0.12277759141227776,-0.039388721480843734,-0.06822842229540795,0.24656155652465617,0.1830481941183048,0.0,1.970912853529547,1951800000.0,212000000.0,271400000.0,1755200000.0,499100000.0,376800000.0,0.9000000000000001,0.9000000000000001,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2011-04-30,2902200000.0,1732400000.0,819500000.0,,1751200000.0,,1091400000.0,528300000.0,473700000.0,78600000.0,69300000.0,15200000.0,0.29,237100000.0,128400000.0,23400000.0,24500000.0,105000000.0,0.0,,41.9926,5.1174,0.29,103100000.0,0.03957286432160804,0.023878437047756874,0.131175468483816,0.8966496308915389,0.14877910278250994,0.027082902625594377,0.04488350845134765,0.19875070982396364,0.19515426840810146,0.0,2.1139719341061625,2005500000.0,244400000.0,299200000.0,1805600000.0,470800000.0,402400000.0,1.03,1.03,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2011-07-31,2973700000.0,1778800000.0,827100000.0,,1789100000.0,,1131500000.0,1074600000.0,962600000.0,173600000.0,140500000.0,38200000.0,0.59,236900000.0,260600000.0,53000000.0,54200000.0,207600000.0,0.0,,31.0754,3.822,0.59,227800000.0,0.07853110502487284,0.04724753673874298,0.1307463242136609,0.8957751721570817,0.16154848315652337,0.05837845108787033,0.09703202727628417,0.19318816303740927,0.2119858552019356,0.0,2.1506468383508643,2132700000.0,288100000.0,342200000.0,1920500000.0,438900000.0,446600000.0,1.2100000000000002,1.2100000000000002,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2011-10-31,3005000000.0,1698600000.0,813600000.0,3005000000.0,1827500000.0,,1103300000.0,1623200000.0,1451600000.0,263800000.0,213300000.0,56700000.0,0.91,233700000.0,398300000.0,88800000.0,85200000.0,309500000.0,0.0,,28.8008,3.6809,0.91,349000000.0,0.11671682626538987,0.07098169717138103,0.13140709709216364,0.8942828979793002,0.1625184820108428,0.08778702163061564,0.14435020519835842,0.19067274519467717,0.21500739280433712,0.0,2.087758112094395,2331800000.0,351000000.0,406200000.0,2096200000.0,401600000.0,516200000.0,1.4800000000000002,1.4800000000000002,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2012-01-31,3227800000.0,1895900000.0,954100000.0,3227800000.0,1882900000.0,,1156900000.0,-1010500000.0,-901400000.0,-160400000.0,-137800000.0,-32500000.0,-0.5700000000000001,-474400000.0,-213800000.0,,-48400000.0,,0.0,1.9871,28.6183,3.6851,-0.5700000000000001,-208800000.0,-0.07318498061500876,-0.04269161658095297,0.1363681345868382,0.8920336467095498,0.15873330034636318,-0.04969328954705992,-0.08518774231239046,,0.2066303809995052,0.0,1.98710826957342,2215600000.0,285300000.0,355600000.0,1986500000.0,,471100000.0,1.22,1.22,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2012-04-30,3317000000.0,1912100000.0,875500000.0,3317000000.0,2045300000.0,,1074500000.0,588600000.0,529800000.0,94000000.0,78900000.0,18600000.0,0.34,234100000.0,139300000.0,11500000.0,29200000.0,127800000.0,0.0,,30.848,3.9971,0.34,123200000.0,0.038576247983180954,0.023786554115164307,0.13404689092762487,0.9001019367991845,0.15970098538905877,0.02833886041603859,0.04595902801545006,0.21712538226299694,0.20931022765885152,0.0,2.1840091376356368,2275900000.0,294900000.0,371000000.0,2042600000.0,,491200000.0,1.2700000000000002,1.2700000000000002,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
2012-07-31,3375900000.0,1902700000.0,901400000.0,3375900000.0,2051300000.0,,930200000.0,1157300000.0,1038700000.0,186900000.0,143500000.0,46100000.0,0.62,233100000.0,246400000.0,28200000.0,58100000.0,218200000.0,0.0,,26.6724,3.3458,0.62,245000000.0,0.06995563788816848,0.042507183269646615,0.12399550678302947,0.8975200898643394,0.16149658688326277,0.05536301430729583,0.09111295276166334,0.1885422967251361,0.21169964572712346,0.0,2.110827601508764,2358600000.0,297900000.0,384300000.0,2118700000.0,,508400000.0,1.3,1.3,0.0,1.4360996,329.09,215.01,1.7344,53020.08,47.1709,17.7934,7.3578
