report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2021-09-30,45754475000.0,5792337000.0,5034307000.0,19400126000.0,26147027000.0,,2347732000.0,6329781000.0,1037900000.0,757007000.0,,131600000.0,2.56,2027610000.0,,,0.0,,49.2644,5.604,2.56,1037900000.0,0.02895193399999166,0.01654498275851706,0.11959450097878584,0.16397091779320644,0.022684119968593236,0.03969476147326424,,0.16397091779320644,0.0,1.150572859382632,8898277000.0,1272125000.0,1607426000.0,,1607426000.0,,5.72,5.72,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2021-12-31,45279713000.0,4710985000.0,4463014000.0,19410296000.0,25628201000.0,,1979308000.0,-3923470000.0,-592100000.0,-448499000.0,,-64724000.0,-1.4799999999999995,-955832000.0,,,0.0,1.0556,39.868,4.5159,-1.4799999999999995,-592100000.0,-0.01750021392449669,-0.009905076032615312,0.11431182091363003,0.1509123301567235,-0.013076496310831298,-0.023103455447380017,,0.1509123301567235,0.0,1.0555613314231145,8523762000.0,965460000.0,1358876000.0,,1358876000.0,,3.29,3.29,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2022-03-31,45435260000.0,5152410000.0,4867174000.0,20040455000.0,25159564000.0,,2045277000.0,2156254000.0,375947000.0,244733000.0,,52218000.0,0.87,630000000.0,,,0.0,,38.0322,4.4356,0.87,375947000.0,0.009727235336828571,0.005386411346606138,0.11349915176968947,0.1743519084486336,0.008274344638943412,0.01494250854267586,,0.1743519084486336,0.0,1.0586040277171105,8690009000.0,1013512000.0,1459564000.0,,1459564000.0,,3.5000000000000004,3.5000000000000004,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2022-06-30,44175824000.0,5216996000.0,5981805000.0,20199297000.0,23755655000.0,,1933309000.0,4437160000.0,-153911000.0,-428266000.0,,104994000.0,-1.53,1198133000.0,,,0.0,,398.5814,3.4698,-1.53,-153911000.0,-0.01802796007940004,-0.009694578645550561,-0.09651804307259598,-0.034686826708976014,-0.0034840549889912638,-0.006478920492825813,,-0.034686826708976014,0.0,0.8721441103479636,8999725000.0,124975000.0,667836000.0,,667836000.0,,0.41999999999999993,0.41999999999999993,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2022-09-30,43938749000.0,5453352000.0,5676685000.0,21065794000.0,22660579000.0,,1993840000.0,6722531000.0,232521000.0,-137813000.0,,119250000.0,0.0,1534508000.0,,,0.0,,413.1082,3.2755,0.0,232521000.0,-0.0060816186559046,-0.003136479830138086,-0.020500165785773246,0.034588312050922485,0.005291934916035047,0.01026103525421835,,0.034588312050922485,0.0,0.9606578487268538,9392475000.0,-769845000.0,-137543000.0,,-137543000.0,,-2.14,-2.14,-0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2022-12-31,44809014000.0,6314148000.0,6898691000.0,22268804000.0,22303506000.0,,1997566000.0,-4340430000.0,185594000.0,432839000.0,,-109768000.0,0.66,-1118601000.0,,,0.0,0.9152,240.8628,2.9921,0.66,185594000.0,0.01940676950072334,0.00965964124986102,-0.09972260812868772,-0.0427593579437982,0.004141889843860434,0.008321292625473322,,-0.0427593579437982,0.0,0.9152675485827674,8975515000.0,111493000.0,640151000.0,,640151000.0,,-5.551115123125783e-16,-5.551115123125783e-16,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2023-03-31,48638644000.0,5595054000.0,6083410000.0,25755815000.0,22083278000.0,,2001671000.0,2292447000.0,56735000.0,-11041000.0,,-31399000.0,0.0,599526000.0,,,0.0,,,3.0234,0.0,56735000.0,-0.0004999710640784398,-0.00022700057180870422,-0.00481625093186451,0.024748663764091385,0.0011664593281013344,0.0025691385128602737,,0.024748663764091385,0.0,0.9197233130760544,9111708000.0,-144281000.0,320939000.0,,320939000.0,,-0.8700000000000006,-0.8700000000000006,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2023-06-30,48150880000.0,5519144000.0,5118432000.0,25235421000.0,22171486000.0,,1919591000.0,4744916000.0,659475000.0,263107000.0,,140812000.0,1.0,1164483000.0,,,0.0,,31.8987,2.7589,1.0,659475000.0,0.011866908695249385,0.005464219968565476,0.05545029669650632,0.13898560058808207,0.013696011370924062,0.02974428506957089,,0.13898560058808207,0.0,1.0782880382117024,9419464000.0,547092000.0,1134325000.0,,1134325000.0,,1.6599999999999995,1.6599999999999995,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2023-09-30,48924605000.0,6780346000.0,6222713000.0,25766652000.0,22441501000.0,,1941777000.0,7220607000.0,1217670000.0,624936000.0,,199748000.0,2.0,1591291000.0,,,0.0,,34.4725,3.181,2.0,1217670000.0,0.027847335167108474,0.01277345008712896,0.08654895634120512,0.16863817681809853,0.02488870375141506,0.05425973957802555,,0.16863817681809853,0.0,1.0896125210981127,9917540000.0,1309841000.0,2119474000.0,,2119474000.0,,3.6599999999999993,3.6599999999999993,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2023-12-31,50570186000.0,8073759000.0,8125729000.0,26782671000.0,22999210000.0,,2088887000.0,-4603551000.0,-217494000.0,109231000.0,,-100141000.0,0.0,-1106559000.0,,,0.0,0.9936,33.5322,3.4253,0.0,-217494000.0,0.00474933704244624,0.0021599881004985824,-0.023727552925991262,0.047244833390571755,-0.00430083448773552,-0.009456585682725624,,0.047244833390571755,0.0,0.9936042661526123,9654419000.0,986233000.0,1716386000.0,,1716386000.0,,2.999999999999999,2.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2024-03-31,51774750000.0,9669933000.0,10516019000.0,28788605000.0,22215831000.0,,2167616000.0,2420187000.0,452252000.0,313307000.0,,19382000.0,1.0,416317000.0,,,0.0,,25.3378,3.3945,1.0,452252000.0,0.014102871056230128,0.006051347423213053,0.1294556990844096,0.18686655204742444,0.008734991477505926,0.020357194831019377,,0.18686655204742444,0.0,0.9195431274895947,9782159000.0,1310581000.0,2111903000.0,,2111903000.0,,3.999999999999999,3.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2024-06-30,50752158000.0,8550332000.0,9329351000.0,27591106000.0,22387414000.0,,2097159000.0,4988955000.0,1024875000.0,688067000.0,,97216000.0,2.0,1153199000.0,,,0.0,,17.2457,2.4586,2.0,1024875000.0,0.030734545758612408,0.013557393953573364,0.1379180609967418,0.20542879220197416,0.020193722599933583,0.04577907032942706,,0.20542879220197416,0.0,0.9164980500787246,10026198000.0,1735541000.0,2477303000.0,,2477303000.0,,4.999999999999999,4.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2024-09-30,49985845000.0,7901082000.0,8528877000.0,26366236000.0,22811393000.0,,2941940000.0,7590508000.0,1500457000.0,1003192000.0,,154593000.0,3.0,2879256000.0,,,0.0,,19.0957,2.5993,3.0,1500457000.0,0.04397767378783049,0.020069521681588057,0.13216401326498833,0.19767543885073305,0.03001763799331591,0.06577664941373812,,0.19767543885073305,0.0,0.9263918332976311,10396099000.0,2113797000.0,2760090000.0,,2760090000.0,,5.999999999999999,5.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2024-12-31,46890255000.0,6036670000.0,6252714000.0,23873688000.0,22280686000.0,,2538416000.0,-4893756000.0,-643979000.0,-434201000.0,,23942000.0,0.0,-916089000.0,,,0.0,0.9654,18.1605,2.822,0.0,-643979000.0,-0.019487775196867816,-0.009259941111431363,0.08872551063028071,0.13159197148366203,-0.013733749155341552,-0.02890301492512394,,0.13159197148366203,0.0,0.9654479638761664,10105894000.0,1570365000.0,2333605000.0,,2333605000.0,,5.999999999999999,5.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2025-03-31,47616106000.0,6738560000.0,7140856000.0,24591533000.0,22248343000.0,,2896024000.0,2412098000.0,470885000.0,305734000.0,,58678000.0,1.0,555124000.0,,,0.0,,15.3736,2.3793,1.0,470885000.0,0.013741877316436554,0.006420810639156423,0.12675023983270994,0.19521802182166728,0.00988919589518723,0.021164946980545923,,0.19521802182166728,0.0,0.9436627765634821,10097805000.0,1562792000.0,2352238000.0,,2352238000.0,,5.999999999999999,5.999999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2025-06-30,48518510000.0,7752987000.0,8183375000.0,25096921000.0,22593075000.0,,2611662000.0,3765434000.0,807302000.0,547374000.0,,163263000.0,2.23,1372649000.0,,,0.0,,13.575,2.046,2.23,807302000.0,0.02422751219123559,0.011281756179239634,0.1453681036502034,0.21439812781209283,0.016639051776322068,0.03573227637229549,,0.21439812781209283,0.0,0.9474070294957765,8874284000.0,1422099000.0,2134665000.0,,2134665000.0,,6.229999999999999,6.229999999999999,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2025-09-30,47962419000.0,7206927000.0,8433005000.0,24464582000.0,22668088000.0,,2603047000.0,5773071000.0,1585316000.0,1182583000.0,,362572000.0,4.85,2141380000.0,,,0.0,,11.2346,2.2108,4.85,1585316000.0,0.052169508076728835,0.02465645029288452,0.20484470050688794,0.2746053183825385,0.033053295331079945,0.06993602636446444,,0.2746053183825385,0.0,0.8546095964605737,7056847000.0,1601490000.0,2219524000.0,,2219524000.0,,8.079999999999998,8.079999999999998,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2025-12-31,53338484000.0,12602671000.0,7456844000.0,29559003000.0,22888767000.0,,8336402000.0,-4244725000.0,-1108879000.0,-635584000.0,,-332956000.0,-2.3,-1412561000.0,,,0.0,1.6901,13.0875,2.2148,-2.3,-1108879000.0,-0.02776838088307684,-0.01191604920754778,0.14973502405927358,0.26123694703426015,-0.0207894735065961,-0.048446427891899985,,0.26123694703426015,0.0,1.6900810852419603,7705878000.0,1400107000.0,1754624000.0,,1754624000.0,,5.7799999999999985,5.7799999999999985,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
