report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2013-02-28,3076224000.0,1146862000.0,673828000.0,1790986000.0,1147087000.0,883462000.0,682960000.0,1757571000.0,287844000.0,175320000.0,25217000.0,76986000.0,2.0,204767000.0,,,883462000.0,,21.0267,1.6119,2.0,287844000.0,0.15283932256228167,0.05699194857071527,0.0997513044992208,0.16377375366343663,0.0935705592310573,0.14175673672489558,,0.16377375366343663,0.7701787222765143,1.7020100084888132,2507668000.0,154810000.0,261414000.0,,261414000.0,38049000.0,1.7799999999999994,1.7799999999999994,3.3795512099581506,6.870456516597019,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2013-05-31,3125056000.0,1214492000.0,704114000.0,1838449000.0,1146085000.0,891134000.0,680470000.0,-1150760000.0,-208189000.0,-122728000.0,,-59732000.0,-2.0700000000000003,-157641000.0,,,891134000.0,1.7244,16.9105,1.5388,-2.0700000000000003,-208189000.0,-0.10708455306543581,-0.03927225624116816,0.10664951857902603,0.18091435225416247,-0.06661928618239162,-0.10219274412814724,,0.18091435225416247,0.7775461680416375,1.7248513734991777,2375923000.0,216125000.0,357213000.0,,357213000.0,,1.9999999999999991,1.9999999999999991,2.494685243818114,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2013-08-31,3499490000.0,1590068000.0,1044820000.0,2294801000.0,1067022000.0,1000383000.0,725887000.0,629685000.0,107384000.0,64643000.0,,31135000.0,0.87,-23187000.0,,,1000383000.0,,15.4484,1.4973,0.87,107384000.0,0.060582630911077746,0.018472120223232528,0.10265926614100701,0.17053606168163446,0.030685614189496183,0.051941443500426863,,0.17053606168163446,0.9375467422414908,1.5218583105223866,2415321000.0,234093000.0,384109000.0,,384109000.0,,2.2799999999999994,2.2799999999999994,2.604424785672817,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2013-11-30,3981564000.0,2058308000.0,1573005000.0,2749880000.0,1087113000.0,922545000.0,1096833000.0,1263807000.0,219291000.0,138540000.0,,60448000.0,1.0,411683000.0,,,922545000.0,,19.2092,1.8562,1.0,219291000.0,0.1274384539601679,0.034795371868943964,0.1096211684220771,0.1735162093579162,0.055076598040368054,0.10911856644264845,,0.1735162093579162,0.8486192327752496,1.3085196804841688,2500303000.0,255775000.0,406330000.0,,406330000.0,,1.7999999999999994,1.7999999999999994,2.2704328993675094,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2014-02-28,3455715000.0,1533255000.0,688002000.0,2192006000.0,1130108000.0,1252056000.0,1013560000.0,1880259000.0,316582000.0,193661000.0,,84105000.0,2.0,314401000.0,,,1252056000.0,,21.5794,2.0243,2.0,316582000.0,0.17136503767781486,0.05604079040082877,0.10299698073510086,0.16837148499222712,0.09161114270129336,0.13289681147057886,,0.16837148499222712,1.1079082707139494,2.2285618355760595,2622991000.0,274116000.0,435068000.0,,435068000.0,,1.7999999999999994,1.7999999999999994,2.877839785964493,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2014-05-31,4018650000.0,1643444000.0,1211618000.0,2885851000.0,997227000.0,1376002000.0,581872000.0,-1219515000.0,-237758000.0,-151558000.0,,-68290000.0,-0.8700000000000001,-508799000.0,,,1376002000.0,1.3556,20.2502,1.9439,-0.8700000000000001,-237758000.0,-0.15197943898430347,-0.037713660059970386,0.12427727416226943,0.19496111158944335,-0.059163649484279546,-0.10018333671129082,,0.19496111158944335,1.3798282637754493,1.3564044112913476,2554236000.0,245286000.0,405499000.0,,405499000.0,,2.9999999999999996,2.9999999999999996,3.3933548541426735,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2014-08-31,4339356000.0,2006724000.0,1579497000.0,3268843000.0,942251000.0,1388750000.0,595884000.0,704895000.0,124398000.0,75366000.0,,30146000.0,1.0,-63473000.0,,,1388750000.0,,19.2577,1.8749,1.0,124398000.0,0.07998505706016762,0.01736801497733765,0.10691805162471006,0.1764773476900815,0.028667387510957848,0.05336677247242708,,0.1764773476900815,1.4738641826859298,1.2704829448868848,2629446000.0,256009000.0,422513000.0,,422513000.0,,3.1299999999999994,3.1299999999999994,3.286881113717211,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2014-11-30,4541587000.0,2025255000.0,1676133000.0,3519351000.0,894665000.0,1554125000.0,644469000.0,1402186000.0,248382000.0,150147000.0,,59806000.0,2.0,226936000.0,,,1554125000.0,,21.9367,2.0929,2.0,248382000.0,0.1678248282876831,0.03306046983136071,0.10708065834347226,0.1771391241960767,0.0546905740218122,0.10143050241139502,,0.1771391241960767,1.7371027144238347,1.208290153585664,2767825000.0,267616000.0,451604000.0,,451604000.0,,4.129999999999999,4.129999999999999,3.4413446293655503,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2015-02-28,4018320000.0,1593150000.0,1242700000.0,3076692000.0,825073000.0,1546000000.0,610148000.0,2067169000.0,352997000.0,212715000.0,,82837000.0,3.0,347085000.0,,,1546000000.0,,23.5293,2.2695,3.0,352997000.0,0.25781355104336223,0.05293630173803978,0.10290160117532722,0.1707634934540911,0.08784691114694698,0.14887647912991292,,0.1707634934540911,1.87377359336689,1.282006920415225,2954735000.0,286670000.0,488019000.0,,488019000.0,,5.129999999999999,5.129999999999999,3.167909446148613,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2015-05-31,5793548000.0,3302295000.0,3015904000.0,4929995000.0,757976000.0,1680000000.0,650739000.0,-1400532000.0,-269180000.0,-160188000.0,,-64794000.0,-2.0,-85847000.0,,,1680000000.0,1.0912,24.5858,2.4651,-2.0,-269180000.0,-0.21133650669678195,-0.027649378239379394,0.11437653691597192,0.1921983931820194,-0.046462029830425154,-0.11041125917564405,,0.1921983931820194,2.2164290162221496,1.094960250724161,2773718000.0,278040000.0,456597000.0,,456597000.0,,3.9999999999999996,3.9999999999999996,3.67939342571239,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2015-08-31,5472918000.0,2747038000.0,2390236000.0,4555775000.0,786697000.0,1932028000.0,803309000.0,748796000.0,137772000.0,86646000.0,,32623000.0,1.0,513392000.0,,,1932028000.0,,25.073,2.5744,1.0,137772000.0,0.11013897345483713,0.01583177383618757,0.11571375915469634,0.1839913674752536,0.025173408408457793,0.050675224599766436,,0.1839913674752536,2.4558730998084397,1.149274799643215,2817619000.0,289320000.0,469971000.0,,469971000.0,,3.9999999999999996,3.9999999999999996,4.110951526796335,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2015-11-30,5328101000.0,2655821000.0,2267645000.0,4402002000.0,805156000.0,1915803000.0,988457000.0,1471146000.0,260937000.0,165418000.0,,59876000.0,1.0,454070000.0,,,1915803000.0,,31.2489,3.2242,1.0,260937000.0,0.2054483851576589,0.031046333393454816,0.1124415931525491,0.17736988714920204,0.04897373379370999,0.09589890917136201,,0.17736988714920204,2.3794183984221693,1.1711802332375658,2886579000.0,304591000.0,482526000.0,,482526000.0,,2.9999999999999996,2.9999999999999996,3.9703622188234418,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2016-02-29,4699101000.0,2065103000.0,1748132000.0,3746351000.0,840117000.0,1787675000.0,825500000.0,2151086000.0,368742000.0,234479000.0,,82561000.0,1.0,878019000.0,,,1787675000.0,,26.2968,2.7589,1.0,368742000.0,0.27910279163497465,0.04989869338837365,0.10900493983039265,0.17142131927779736,0.078470754299599,0.14032389169310205,,0.17142131927779736,2.127888139390109,1.181319831683191,2970496000.0,326355000.0,498271000.0,,498271000.0,,0.9999999999999996,0.9999999999999996,3.58775646184506,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2016-05-31,10509952000.0,2851313000.0,2430707000.0,7632548000.0,2746476000.0,4379744000.0,1044728000.0,-1472878000.0,-342507000.0,-214877000.0,,-104365000.0,-1.0,-1260480000.0,,,4379744000.0,1.1728,44.0346,4.1281,-1.0,-342507000.0,-0.07823734851496973,-0.020445098131751695,0.14588920467275635,0.23254268174281917,-0.03258882628579084,-0.048062928172298916,,0.23254268174281917,1.5946776887910181,1.1730385439298114,2898150000.0,271666000.0,424944000.0,,424944000.0,,1.9999999999999996,1.9999999999999996,10.306638051131443,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2016-08-31,10237780000.0,2584829000.0,2232172000.0,7332568000.0,2746679000.0,4289666000.0,977776000.0,939492000.0,121106000.0,85093000.0,,28044000.0,0.0,155667000.0,,,4289666000.0,,43.2128,3.78,0.0,121106000.0,0.030980322054379124,0.008311665224296674,0.0905734162717724,0.1289058342167895,0.011829322372623753,0.017211492614418424,,0.1289058342167895,1.5617645891638594,1.1579882733051037,3088846000.0,270113000.0,408278000.0,,408278000.0,,0.9999999999999996,0.9999999999999996,10.506728258686483,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2016-11-30,10113114000.0,2574963000.0,2209855000.0,7311277000.0,2655614000.0,4316391000.0,995816000.0,1881313000.0,226373000.0,134545000.0,,29601000.0,0.0,193543000.0,,,4316391000.0,,43.736,3.1847,0.0,226373000.0,0.050664366131523635,0.013304012987493268,0.0715165419045103,0.12032713323088715,0.02238410444102578,0.032468852216830026,,0.12032713323088715,1.62538343298386,1.1652180799192706,3499013000.0,239240000.0,373714000.0,,373714000.0,,-4.440892098500626e-16,-4.440892098500626e-16,11.549984747694761,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2017-03-31,9959716000.0,2399180000.0,2092862000.0,7083425000.0,2730879000.0,4221258000.0,1261845000.0,919762000.0,104970000.0,48813000.0,,12321000.0,0.0,293965000.0,,,4221258000.0,,55.7711,3.4674,0.0,104970000.0,0.017874464595465416,0.004901043363083847,0.05307133802005301,0.11412735033628264,0.010539457149179756,0.015098954465367987,,0.11412735033628264,1.5457506539103343,1.1463632098055199,2267689000.0,53574000.0,109942000.0,,109942000.0,,-1.0000000000000004,-1.0000000000000004,38.395317531061835,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2017-06-30,10036781000.0,2516071000.0,2098464000.0,7032143000.0,2850982000.0,4175411000.0,1080576000.0,1882002000.0,236822000.0,115723000.0,,25201000.0,0.0,268061000.0,,,4175411000.0,,55.0236,3.6597,0.0,236822000.0,0.04059057545785978,0.011529891904585744,0.06148930766279738,0.1258351478903848,0.023595413708837526,0.033704633373054994,,0.1258351478903848,1.4645518631825807,1.1990060348902816,5622569000.0,384174000.0,689271000.0,,689271000.0,,0.0,0.0,6.057720403150575,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2017-09-30,12281549000.0,3550297000.0,3123911000.0,8586596000.0,3531349000.0,4677910000.0,1186050000.0,2920910000.0,409293000.0,226463000.0,,40893000.0,1.0,360123000.0,,,4677910000.0,,53.1305,3.7949,1.0,409293000.0,0.06412931715330317,0.018439286445056727,0.07753165965401193,0.1401251664720926,0.03332584513565837,0.04985748409204777,,0.1401251664720926,1.3246807381541728,1.1364910844130962,7603987000.0,525544000.0,977458000.0,,977458000.0,,0.9999999999999996,0.9999999999999996,4.785791307657209,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2017-12-31,12998069000.0,4303579000.0,3815590000.0,9032838000.0,3794527000.0,4559408000.0,1335855000.0,-1747511000.0,-192217000.0,77426000.0,,-179802000.0,2.0,-409761000.0,,,4559408000.0,1.1279,33.8343,3.9867,2.0,-192217000.0,0.020404651225304233,0.0059567309574983796,-0.04430644499519602,0.10999472964690923,-0.014788119681469609,-0.023009156762651372,,0.10999472964690923,1.2015747944341943,1.1278934581545712,3975163000.0,468425000.0,558868000.0,,558868000.0,,2.9999999999999996,2.9999999999999996,8.158291403336746,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2018-03-31,12903297000.0,4157878000.0,3908919000.0,8763507000.0,3951606000.0,4176851000.0,1005823000.0,794977000.0,156170000.0,91399000.0,,24673000.0,0.0,284541000.0,,,4176851000.0,,34.0855,4.5236,0.0,156170000.0,0.02312958326310872,0.007083383417431995,0.11497062179157384,0.19644593491384027,0.01210310822110039,0.01921274849580923,,0.19644593491384027,1.057000875087243,1.0636899869247738,3850378000.0,511011000.0,610068000.0,,610068000.0,,2.9999999999999996,2.9999999999999996,6.846533501183474,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2018-06-30,12299877000.0,3658944000.0,3364367000.0,8283876000.0,3830367000.0,4255142000.0,1099529000.0,1628141000.0,346907000.0,200468000.0,,52529000.0,1.0,506756000.0,,,4255142000.0,,32.4194,4.8193,1.0,346907000.0,0.05233649934849585,0.01629837436585748,0.12312692819602233,0.2130693840398344,0.028204103179243174,0.042904781875822535,,0.2130693840398344,1.1108966843124954,1.0875579269443554,3596517000.0,595756000.0,720153000.0,,720153000.0,,3.9999999999999996,3.9999999999999996,5.908663853375602,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2018-09-30,13839236000.0,4413990000.0,4267071000.0,9663668000.0,3974286000.0,4707510000.0,990604000.0,2485811000.0,570069000.0,376838000.0,,46441000.0,2.0,661006000.0,,,4707510000.0,,32.3374,5.6532,2.0,570069000.0,0.09481904422580559,0.027229682332174984,0.15159559596445588,0.2293291806979694,0.04119223055376756,0.06566256567189555,,0.2293291806979694,1.1844920068661389,1.0344308777613496,3161418000.0,746131000.0,880929000.0,,880929000.0,,5.0,5.0,5.343801827389041,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2018-12-31,13230774000.0,3376208000.0,3268620000.0,9044431000.0,3991407000.0,5015168000.0,1210878000.0,-1542563000.0,-336091000.0,-216652000.0,,-46155000.0,-1.0,-346221000.0,,,5015168000.0,1.0327,36.0332,4.839,-1.0,-336091000.0,-0.05427960616394169,-0.016374854562552426,0.14044936900470192,0.21787829735317132,-0.02540221758757273,-0.03731618289971493,,0.21787829735317132,1.2564912573435885,1.032915419963165,3366366000.0,452053000.0,737055000.0,,737055000.0,,1.9999999999999996,1.9999999999999996,6.8043334622246645,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2019-03-31,14749621000.0,4669751000.0,4516222000.0,10607160000.0,3950813000.0,5170377000.0,1277633000.0,883039000.0,199492000.0,112341000.0,,24140000.0,0.71,229729000.0,,,5170377000.0,,46.2738,6.3359,0.71,199492000.0,0.02843490694193828,0.007616534689264219,0.1272208815239191,0.22591527667520914,0.013525228885542211,0.021871268990120808,,0.22591527667520914,1.3086868449607714,1.033995007331349,3454428000.0,472995000.0,780377000.0,,780377000.0,,2.7099999999999995,2.7099999999999995,6.625486143235897,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2019-06-30,14584072000.0,4547679000.0,4483582000.0,10408956000.0,3990604000.0,5000585000.0,1047727000.0,1818190000.0,421218000.0,232800000.0,,56388000.0,1.0,247353000.0,,,5000585000.0,,52.7781,7.1884,1.0,421218000.0,0.058337033692142846,0.015962620041919704,0.12803942382259278,0.2316688574901413,0.028882057082548686,0.046847864058913676,,0.2316688574901413,1.2530897578411688,1.0142959357049788,3644477000.0,505327000.0,854688000.0,,854688000.0,,2.7099999999999995,2.7099999999999995,5.850772445617582,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2019-09-30,45212047000.0,4992568000.0,4283152000.0,17256329000.0,27774634000.0,8987704000.0,2127616000.0,2924131000.0,595255000.0,327842000.0,,39765000.0,2.0,1349389000.0,,,8987704000.0,,118.3809,12.5391,2.0,595255000.0,0.01180364788965356,0.007251208953224348,0.11211604404864214,0.2035664612837113,0.013165849358689731,0.016191978867067705,,0.2035664612837113,0.3235939670708172,1.1656294243118153,4082797000.0,456331000.0,879874000.0,,879874000.0,,2.7099999999999995,2.7099999999999995,10.214762568276821,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2019-12-31,44480162000.0,4366448000.0,3579346000.0,16425173000.0,27855747000.0,9090364000.0,1678273000.0,-713468000.0,-424548000.0,-242370000.0,,-58103000.0,-1.71,-435193000.0,,,9090364000.0,1.2199,127.2856,11.1585,-1.71,-424548000.0,-0.00870089752035729,-0.005448945981806451,0.33970689645506175,0.5950484114213952,-0.009544659482130484,-0.011491006455320831,,0.5950484114213952,0.3263371109739042,1.2199010657254146,4911892000.0,430613000.0,791417000.0,,791417000.0,,1.9999999999999996,1.9999999999999996,11.486187433426373,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2020-03-31,43849598000.0,4069670000.0,3036279000.0,16329165000.0,27320811000.0,9636076000.0,1800061000.0,1903598000.0,243979000.0,143575000.0,,15502000.0,0.0,436574000.0,,,9636076000.0,,93.367,7.2695,0.0,243979000.0,0.005255151466770148,0.003274260347837168,0.07542296220105295,0.12816729162354656,0.005563996276545112,0.006601719457593925,,0.12816729162354656,0.35270095020239334,1.3403478402347084,5932451000.0,461847000.0,835904000.0,,835904000.0,,1.2899999999999996,1.2899999999999996,11.527730457085982,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2020-06-30,44001477000.0,4351341000.0,4229343000.0,16368488000.0,27425859000.0,8440267000.0,1825625000.0,3575550000.0,351553000.0,180903000.0,,16338000.0,0.0,960289000.0,,,8440267000.0,,134.0317,7.6107,0.0,351553000.0,0.006596074164896713,0.004111293809523712,0.0505944540000839,0.09832137713079107,0.007989572713661408,0.00980181132470231,,0.09832137713079107,0.3077485011499549,1.0288456150281498,7689811000.0,409950000.0,766239000.0,,766239000.0,,0.2899999999999996,0.2899999999999996,11.015188472526196,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2020-09-30,44549782000.0,4968650000.0,4415254000.0,16585940000.0,27745657000.0,8436962000.0,2220822000.0,5493365000.0,641971000.0,401876000.0,,59173000.0,1.0,1544760000.0,,,8436962000.0,,105.3049,7.1041,1.0,641971000.0,0.014484284873845302,0.009020829776450983,0.07315661711901539,0.11686297924860263,0.014410193971319546,0.017742524387192645,,0.11686297924860263,0.30408225690961294,1.125337296563233,10259045000.0,483984000.0,812955000.0,,812955000.0,,-0.7100000000000004,-0.7100000000000004,10.378141471545165,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2020-12-31,44201545000.0,4592360000.0,4549091000.0,16714501000.0,27332370000.0,,1945868000.0,-3548955000.0,-343550000.0,-141834000.0,,-13860000.0,0.95,-627473000.0,,,0.0,1.0095,110.322,8.6862,0.95,-343550000.0,-0.00518923166926249,-0.003208801864278726,0.03996500378280367,0.0968031434605398,-0.007772352753732929,-0.012569345431808512,,0.0968031434605398,0.0,1.009511570553326,7423558000.0,584520000.0,893953000.0,,893953000.0,,1.9499999999999995,1.9499999999999995,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2021-03-31,44257728000.0,4878830000.0,4116165000.0,17415537000.0,26691762000.0,,2082414000.0,1990007000.0,275259000.0,196681000.0,,20675000.0,0.66,599406000.0,,,0.0,,93.2941,7.9207,0.66,275259000.0,0.007368603091845342,0.00444399224469905,0.09883432570840203,0.13832061897269707,0.006219456181754291,0.010312507656856823,,0.13832061897269707,0.0,1.1852853323421195,7509967000.0,637626000.0,925233000.0,,925233000.0,,2.6099999999999994,2.6099999999999994,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
2021-06-30,45149673000.0,4899877000.0,4379628000.0,18299533000.0,26693763000.0,,1799549000.0,4127444000.0,637817000.0,460271000.0,,81483000.0,1.55,1109641000.0,,,0.0,,64.087,6.9419,1.55,637817000.0,0.017242642035894304,0.010194337398634094,0.11151477766869762,0.15453074590472943,0.014126724683033696,0.023893858651550925,,0.15453074590472943,0.0,1.1187883993800387,8061861000.0,916994000.0,1211497000.0,,1211497000.0,,4.16,4.16,0.0,,0.75652075,99.99,62.6954,3.49468,17927.658,12.8045,0.8006,2.1669
