report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,operating_income,net_income,interest_expense,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_pe,bf_ps,eps,ebitda,roe,roa,net_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,fcf_ttm,ebitda_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,interest_coverage,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pe_ttm,bf_pb_annual,bf_ps_ttm
2010-03-31,242748000000.0,61696000000.0,57744000000.0,125082000000.0,112541000000.0,,2396000000.0,13742000000.0,,,6300000000.0,55000000.0,5493000000.0,1.33,13046000000.0,5756000000.0,3280000000.0,7290000000.0,2396000000.0,,14.9632,0.9641,1.33,,0.05597959854630757,0.025952839982203768,,,,,,,0.02129001874872269,1.0684400110834027,,,,,,,,,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2010-06-30,291068000000.0,62216000000.0,57821000000.0,145701000000.0,140172000000.0,,2946000000.0,13252000000.0,,,13860000000.0,95000000.0,10453000000.0,2.93,,,,,2946000000.0,,11.7934,0.8449,2.93,,0.09887852067459978,0.04761773881017494,,,,,,,0.021017036212653026,1.0760104460317186,,,,,,,,,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2010-09-30,299994000000.0,62633000000.0,61740000000.0,149394000000.0,145031000000.0,,3046000000.0,12244000000.0,,,21210000000.0,149000000.0,15750000000.0,4.37,,,,,3046000000.0,,11.4299,0.8747,4.37,,0.1462445959829278,0.07070141402828056,,,,,,,0.02100240638208383,1.0144638807904114,,,,,,,,,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2010-12-31,302510000000.0,58984000000.0,62633000000.0,149831000000.0,146839000000.0,,2787000000.0,7825000000.0,,,-10910000000.0,-40000000.0,-10135000000.0,-2.4099999999999993,35367000000.0,21115000000.0,11480000000.0,14252000000.0,2787000000.0,0.9417,12.1048,0.9962,-2.4099999999999993,,-0.07429906223823371,-0.036064923473604175,,,,,,,0.018979971261041003,0.9417399773282455,,30460000000.0,,,,259000000.0,6.2200000000000015,6.2200000000000015,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2011-03-31,319533000000.0,72022000000.0,73576000000.0,162002000000.0,151480000000.0,,3560000000.0,12833000000.0,,,10650000000.0,29000000.0,8004000000.0,2.14,16856000000.0,7051000000.0,3761000000.0,9805000000.0,3560000000.0,,11.9055,1.0563,2.14,,0.07030631106416689,0.033329890809399965,,,,,,,0.02350145233694217,0.9788789822768293,,34810000000.0,,,,233000000.0,7.030000000000001,7.030000000000001,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2011-06-30,326204000000.0,72305000000.0,74533000000.0,164369000000.0,155551000000.0,,4365000000.0,8287000000.0,,,21330000000.0,74000000.0,15725000000.0,4.32,29745000000.0,14863000000.0,7642000000.0,14882000000.0,4365000000.0,,10.4318,0.9331,4.32,,0.13712544438801422,0.06538852987700948,,,,,,,0.02806153608784257,0.970107200837213,,42280000000.0,,,,212000000.0,8.420000000000002,8.420000000000002,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2011-09-30,323227000000.0,69376000000.0,74971000000.0,161015000000.0,155939000000.0,9331000000.0,7431000000.0,11022000000.0,,56216000000.0,31660000000.0,172000000.0,23734000000.0,6.45,44594000000.0,22341000000.0,11508000000.0,22253000000.0,16762000000.0,,8.5097,0.7699,6.45,67724000000.0,0.20302810714446035,0.0979497381097495,,,0.17392111426335052,0.32551056450165317,,,0.10749074958797991,0.9253711435088234,,52730000000.0,,61192000000.0,,235000000.0,10.5,10.5,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2011-12-31,331052000000.0,72963000000.0,77505000000.0,170308000000.0,154396000000.0,9322000000.0,7711000000.0,12664000000.0,,17041000000.0,-22580000000.0,-28000000.0,-16412000000.0,-4.49,-35850000000.0,-13280000000.0,-7328000000.0,-49130000000.0,17033000000.0,0.9414,10.0394,0.8826,-4.49,9713000000.0,-0.14624731210653125,-0.06820680738977562,,,0.051475296932204005,0.09940558481937128,,,0.11032021554962564,0.9413973292045674,,41060000000.0,,-2190000000.0,,247000000.0,8.420000000000002,8.420000000000002,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2012-03-31,345152000000.0,76160000000.0,79994000000.0,181035000000.0,157012000000.0,9231000000.0,6419000000.0,18670000000.0,,17515000000.0,9450000000.0,107000000.0,7716000000.0,2.0,19287000000.0,7843000000.0,3842000000.0,11444000000.0,15650000000.0,,10.2146,0.8536,2.0,21357000000.0,0.060186482561842405,0.027379241609493787,,,0.05074575839050621,0.10144096558594248,,,0.09967391027437393,0.9520714053554017,,39860000000.0,,-551000000.0,,325000000.0,8.280000000000001,8.280000000000001,,,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
2012-06-30,329645000000.0,72797000000.0,70136000000.0,161660000000.0,162811000000.0,8877000000.0,6704000000.0,17802000000.0,,43706000000.0,25360000000.0,157000000.0,16253000000.0,5.41,29504000000.0,16188000000.0,7741000000.0,13316000000.0,15581000000.0,,8.7364,0.8422,5.41,51447000000.0,0.1557634312177924,0.07693124421726402,,,0.13258505361828635,0.24499977577469842,,,0.09569992199544257,1.0379405726018023,,43890000000.0,134478000000.0,-2117000000.0,150241000000.0,408000000.0,9.370000000000001,9.370000000000001,0.10370671121731086,329.6029411764706,0.29639488,176.41,97.8,29.63767,721300.9,25.007,1.9565,2.2269
