report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,gross_profit,operating_income,net_income,income_tax,eps_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,bf_current_ratio,bf_ps,bf_pe,eps,ebitda,roe,roa,net_margin,gross_margin,operating_margin,roi,roic,fcf_margin,ebitda_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,operating_income_ttm,gross_profit_ttm,fcf_ttm,ebitda_ttm,eps_diluted_ttm,eps_ttm,debt_to_ebitda,bf_beta,bf_52w_high,bf_52w_low,bf_10d_avg_vol,bf_market_cap,bf_pb_annual,bf_ps_ttm
2014-06-30,3090200000.0,687500000.0,453000000.0,,-371200000.0,,25200000.0,74400000.0,1827700000.0,598600000.0,240900000.0,16200000.0,49500000.0,0.0,178300000.0,,142900000.0,,25200000.0,1.5188,,,0.0,383800000.0,-0.043642241379310345,0.005242379134036632,0.00886359905892652,0.3275154565847787,0.13180500082070362,0.0779561193450262,-0.696242774566474,,0.20999069869234557,-0.06788793103448276,1.5176600441501105,,,,,,,,,,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2014-09-30,2951300000.0,619100000.0,377600000.0,,503800000.0,,36400000.0,63200000.0,418300000.0,125300000.0,42500000.0,-19500000.0,-14000000.0,0.0,-39800000.0,,35000000.0,,36400000.0,1.5188,,,0.0,77500000.0,-0.03870583564906709,-0.0066072578185884185,-0.04661726033946928,0.2995457805402821,0.10160172125268946,0.014400433707179887,0.07867456497593484,,0.18527372699019842,0.07225089321159191,1.6395656779661016,,,,,,,,,,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2014-12-31,3038100000.0,637500000.0,346500000.0,,493300000.0,,28800000.0,84100000.0,874100000.0,281400000.0,104900000.0,27000000.0,-18100000.0,0.0,400000.0,,70200000.0,,28800000.0,,,,0.0,175100000.0,0.054733427934319887,0.008887133405747013,0.030888914311863632,0.3219311291614232,0.12000915227090722,0.03452815904677265,0.200919364106493,,0.20032032948175266,0.05838232312994121,1.8398268398268398,,,,,,,,,,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2015-03-31,2974100000.0,653100000.0,365400000.0,,468200000.0,,24800000.0,116100000.0,1320700000.0,433600000.0,170700000.0,58500000.0,-6900000.0,0.0,94700000.0,,104600000.0,,24800000.0,,,,0.0,275300000.0,0.12494660401537805,0.019669816078813757,0.04429469220867722,0.3283107443022639,0.12924964034224276,0.057395514609461684,0.3462474645030426,,0.2084500643598092,0.05296881674498078,1.7873563218390804,4440800000.0,82200000.0,559000000.0,1438900000.0,,911700000.0,0.0,0.0,0.027201930459581,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2015-06-30,3145400000.0,737500000.0,399000000.0,,634000000.0,,23800000.0,151300000.0,-782300000.0,-225000000.0,-58200000.0,146200000.0,-58700000.0,1.0,116500000.0,,-69000000.0,,23800000.0,1.8496,1.9911,17.1787,1.0,-127200000.0,0.2305993690851735,0.04648057480765563,-0.18688482679279048,0.28761344752652435,0.0743960117601943,-0.018503211038341707,-0.0884767406506537,,0.16259746900166178,0.03753943217665615,1.8483709273182958,1830800000.0,212200000.0,259900000.0,615300000.0,,400700000.0,1.0,1.0,0.05939605690042426,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2015-09-30,3056400000.0,691200000.0,352900000.0,,597200000.0,,24000000.0,151400000.0,423000000.0,121500000.0,37100000.0,9100000.0,4900000.0,0.0,44900000.0,,35500000.0,,24000000.0,,1.6485,12.5657,0.0,72600000.0,0.015237776289350302,0.002977358984426122,0.021513002364066194,0.2872340425531915,0.08770685579196218,0.012138463551891113,0.05972311654861558,,0.17163120567375886,0.04018754186202277,1.9586285066591103,1835500000.0,240800000.0,254500000.0,611500000.0,,395800000.0,1.0,1.0,0.0606366851945427,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2015-12-31,3035200000.0,679500000.0,340200000.0,,607400000.0,,24400000.0,115500000.0,877900000.0,273600000.0,95700000.0,39800000.0,14100000.0,0.0,71500000.0,,70700000.0,,24400000.0,,1.6989,13.6761,0.0,166400000.0,0.06552518933157721,0.013112809699525567,0.045335459619546645,0.3116528078368835,0.10901013782890989,0.03153004744333158,0.15147198480531815,,0.18954322815810457,0.040171221600263415,1.9973544973544974,1839300000.0,253600000.0,245300000.0,603700000.0,,387100000.0,1.0,1.0,0.06303280805993283,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2016-03-31,3057700000.0,727500000.0,371500000.0,,602900000.0,,25900000.0,133900000.0,1315900000.0,399800000.0,127200000.0,49600000.0,18300000.0,0.0,121400000.0,,105500000.0,,25900000.0,,1.8188,16.0359,0.0,232700000.0,0.08226903300713219,0.016221342839389082,0.03769283380196064,0.3038224789117714,0.09666388023406033,0.04159989534617523,0.20229007633587787,,0.1768371456797629,0.042959031348482335,1.958277254374159,1834500000.0,244700000.0,201800000.0,569900000.0,,344500000.0,1.0,1.0,0.07518142235123368,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2016-06-30,3091100000.0,790200000.0,391200000.0,,635900000.0,,27700000.0,131600000.0,-768700000.0,-207300000.0,-42200000.0,13000000.0,-3600000.0,0.0,-82500000.0,139600000.0,-71100000.0,-222100000.0,27700000.0,2.0205,1.5514,24.8667,0.0,-113300000.0,0.020443465953766317,0.004205622593898612,-0.016911669051645636,0.26967607649278,0.054897879536880446,-0.013652097958655495,-0.06359252561784208,0.2889293612592689,0.1473917002731885,0.04356030822456361,2.0199386503067487,1848100000.0,111500000.0,217800000.0,587600000.0,,358400000.0,0.0,0.0,0.07728794642857142,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2016-09-30,3128100000.0,768900000.0,448600000.0,,614500000.0,,99300000.0,132100000.0,442200000.0,124100000.0,24800000.0,4600000.0,200000.0,0.0,48300000.0,27700000.0,35800000.0,20600000.0,99300000.0,,1.7262,29.0921,0.0,60600000.0,0.0074857607811228645,0.0014705412231066782,0.010402532790592492,0.2806422433288105,0.05608322026232474,0.007928135289792526,0.034743625665452506,0.046585255540479424,0.13704206241519673,0.16159479251423922,1.7139991083370485,1867300000.0,107000000.0,205500000.0,590200000.0,,346400000.0,0.0,0.0,0.28666281755196305,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2016-12-31,3154300000.0,882600000.0,334800000.0,,588000000.0,,23100000.0,255800000.0,925900000.0,272000000.0,72700000.0,22000000.0,9700000.0,0.0,96000000.0,54100000.0,71300000.0,41900000.0,23100000.0,,1.7764,35.6047,0.0,144000000.0,0.03741496598639456,0.006974606093269505,0.023760665298628362,0.2937682255103143,0.07851819850955827,0.023047902862758773,0.1189657993781705,0.04525326709147856,0.1555243546819311,0.039285714285714285,2.6362007168458783,1915300000.0,89200000.0,182500000.0,588600000.0,,324000000.0,0.0,0.0,0.0712962962962963,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
2017-03-31,3285200000.0,928400000.0,390100000.0,,642700000.0,,23700000.0,241200000.0,1458500000.0,439400000.0,137300000.0,48000000.0,18400000.0,0.0,199300000.0,87800000.0,107800000.0,111500000.0,23700000.0,,1.7751,32.1534,0.0,245100000.0,0.07468492298117317,0.014610982588579081,0.0329105245114844,0.3012684264655468,0.09413781282139184,0.04179349811274808,0.20603241296518607,0.07644840589646898,0.1680493657867672,0.036875680721954254,2.379902589079723,2057900000.0,87600000.0,192600000.0,628200000.0,-48100000.0,336400000.0,0.0,0.0,0.07045184304399524,0.17752391,63.5,63.435,13.88206,11522.355,2.8202,2.601
