report_date,total_assets,current_assets,current_liabilities,total_liabilities,total_equity,long_term_debt,short_term_debt,cash,revenue,net_income,interest_expense,income_tax,eps_diluted,shares_diluted,operating_cash_flow,capex,depreciation,fcf,total_debt,eps,roe,roa,net_margin,fcf_margin,debt_equity,current_ratio,revenue_ttm,net_income_ttm,fcf_ttm,interest_expense_ttm,eps_diluted_ttm,eps_ttm
2011-10-02,9871300000.0,3189200000.0,1058100000.0,9871300000.0,7753700000.0,217900000.0,,195100000.0,3464900000.0,580700000.0,6100000.0,280500000.0,4.0,145200000.0,353400000.0,66400000.0,84200000.0,287000000.0,217900000.0,4.0,0.07489327675819286,0.05882710483928155,0.1675950243874282,0.08283067332390545,0.028102712253504778,3.01408184481618,,,,,,
2012-01-01,10197800000.0,3375200000.0,1014200000.0,10197800000.0,8116200000.0,207900000.0,,337300000.0,5281700000.0,888000000.0,10000000.0,432600000.0,6.11,145400000.0,657800000.0,103400000.0,127000000.0,554400000.0,207900000.0,6.11,0.10941080801360242,0.08707760497362176,0.1681276861616525,0.10496620406308575,0.025615435795076514,3.3279432064681522,,,,,,
2012-04-01,10558800000.0,3785800000.0,1070900000.0,10558800000.0,8360700000.0,207700000.0,,698700000.0,7214600000.0,1224100000.0,12800000.0,594400000.0,8.41,145600000.0,1038300000.0,192100000.0,169800000.0,846200000.0,207700000.0,8.41,0.14641118566627195,0.11593173466681819,0.16966983616555317,0.11728993984420481,0.024842417500926955,3.53515734428985,,,,,,
2012-07-01,11067500000.0,3479400000.0,1226800000.0,11067500000.0,8671800000.0,235500000.0,,193100000.0,1969700000.0,341700000.0,2800000.0,171800000.0,2.33,146400000.0,400100000.0,60000000.0,45600000.0,340100000.0,235500000.0,2.33,0.03940358403099702,0.03087418116105715,0.1734781946489313,0.17266588820632583,0.0271569916280357,2.836159113139876,17930900000.0,3034500000.0,2027700000.0,31700000.0,20.85,20.85
2012-09-30,11810800000.0,3623000000.0,1104700000.0,11810800000.0,9071700000.0,661800000.0,4500000.0,193400000.0,3896500000.0,674400000.0,6300000.0,335700000.0,4.61,146400000.0,578500000.0,124200000.0,93500000.0,454300000.0,666300000.0,4.61,0.0743410827077615,0.05710028109865547,0.17307840369562427,0.11659181316566149,0.07344819603822877,3.2796234271747986,18362500000.0,3128200000.0,2195000000.0,31900000.0,21.46,21.46
2012-12-30,16689900000.0,5214600000.0,1581600000.0,16689900000.0,9499500000.0,3620800000.0,204900000.0,483300000.0,5939700000.0,1012400000.0,18200000.0,503800000.0,6.91,146500000.0,970800000.0,202500000.0,146100000.0,768300000.0,3825700000.0,6.91,0.10657403021211642,0.06065944073960899,0.17044631883765174,0.1293499671700591,0.4027264592873309,3.297040971168437,19020500000.0,3252600000.0,2408900000.0,40100000.0,22.26,22.26
2013-03-31,16896000000.0,5080200000.0,1711600000.0,16896000000.0,9783400000.0,3603200000.0,,280200000.0,-3428100000.0,-601900000.0,10800000.0,-315700000.0,-4.130000000000001,-292600000.0,-490900000.0,-66100000.0,-70300000.0,-557000000.0,3603200000.0,-4.130000000000001,-0.06152257906249361,-0.035623816287878786,0.17557830868411073,0.16248067442606692,0.3682973199501196,2.968100023369946,8377800000.0,1426600000.0,1005700000.0,38100000.0,9.719999999999999,9.719999999999999
2013-12-29,18332000000.0,5345000000.0,1572000000.0,18332000000.0,11035000000.0,3618000000.0,3000000.0,337000000.0,7086000000.0,1293000000.0,59000000.0,611000000.0,8.81,146700000.0,1425000000.0,261000000.0,217000000.0,1164000000.0,3621000000.0,8.81,0.11717263253285003,0.07053240235653502,0.18247248094834886,0.1642675698560542,0.3281377435432714,3.400127226463104,13494100000.0,2377900000.0,1829600000.0,94300000.0,16.200000000000003,16.200000000000003
